id_nivel,elemento,estado_ionizacion,espectro,configuracion,termino,j_valor,j_texto,j_resuelto,g,energia_ev,energia_interpolada,incertidumbre_ev,referencia
002001.000713,He,1,He I,1s.30h,3H*,5.0,5,True,11.0,24.57227359678224,True,2.5e-13,L22715c201
002001.000738,He,1,He I,1s.30h,3H*,6.0,6,True,13.0,24.572273597818,True,2.5e-13,L22715c201
002001.000688,He,1,He I,1s.30h,3H*,4.0,4,True,9.0,24.57227359875792,True,2.5e-13,L22715c201
002001.000663,He,1,He I,1s.30h,1H*,5.0,5,True,11.0,24.57227359945942,True,2.5e-13,L22715c201
002001.000813,He,1,He I,1s.30i,3I,6.0,6,True,13.0,24.57227362277862,True,2.5e-13,L22715c201
002001.000838,He,1,He I,1s.30i,3I,7.0,7,True,15.0,24.57227362350504,True,2.5e-13,L22715c201
002001.000788,He,1,He I,1s.30i,3I,5.0,5,True,11.0,24.57227362416699,True,2.5e-13,L22715c201
002001.000763,He,1,He I,1s.30i,1I,6.0,6,True,13.0,24.57227362469293,True,2.5e-13,L22715c201
002001.000263,He,1,He I,1s.30p,1P*,1.0,1,True,3.0,24.5722858657881,True,7e-13,L22715c201
002001.000244,He,1,He I,1s.31s,3S,1.0,1,True,3.0,24.572958193102,True,1e-11,L22715c201
002001.000219,He,1,He I,1s.31s,1S,0.0,0,True,1.0,24.573104604934,True,1.2e-11,L22715c201
002001.000339,He,1,He I,1s.31p,3P*,2.0,2,True,5.0,24.57317048082,True,4e-12,L22715c201
002001.000314,He,1,He I,1s.31p,3P*,1.0,1,True,3.0,24.573170483051,True,4e-12,L22715c201
002001.000289,He,1,He I,1s.31p,3P*,0.0,0,True,1.0,24.57317051051,True,4e-12,L22715c201
002001.000439,He,1,He I,1s.31d,3D,3.0,3,True,7.0,24.5732304674684,True,5e-13,L22715c201
002001.000414,He,1,He I,1s.31d,3D,2.0,2,True,5.0,24.5732304678216,True,5e-13,L22715c201
002001.000389,He,1,He I,1s.31d,3D,1.0,1,True,3.0,24.5732304727194,True,5e-13,L22715c201
002001.000364,He,1,He I,1s.31d,1D,2.0,2,True,5.0,24.5732311750238,True,4e-13,L22715c201
002001.000514,He,1,He I,1s.31f,3F*,3.0,3,True,7.0,24.57323269433635,True,2.5e-13,L22715c201
002001.000539,He,1,He I,1s.31f,3F*,4.0,4,True,9.0,24.5732326954573,True,2.5e-13,L22715c201
002001.000489,He,1,He I,1s.31f,3F*,2.0,2,True,5.0,24.57323269774915,True,2.5e-13,L22715c201
002001.000464,He,1,He I,1s.31f,1F*,3.0,3,True,7.0,24.57323270187993,True,2.5e-13,L22715c201
002001.000614,He,1,He I,1s.31g,3G,4.0,4,True,9.0,24.57323298560227,True,2.5e-13,L22715c201
002001.000639,He,1,He I,1s.31g,3G,5.0,5,True,11.0,24.57323298703776,True,2.5e-13,L22715c201
002001.000589,He,1,He I,1s.31g,3G,3.0,3,True,7.0,24.57323298834765,True,2.5e-13,L22715c201
002001.000564,He,1,He I,1s.31g,1G,4.0,4,True,9.0,24.573232989236,True,2.5e-13,L22715c201
002001.000714,He,1,He I,1s.31h,3H*,5.0,5,True,11.0,24.57323305736668,True,2.5e-13,L22715c201
002001.000739,He,1,He I,1s.31h,3H*,6.0,6,True,13.0,24.57323305830536,True,2.5e-13,L22715c201
002001.000689,He,1,He I,1s.31h,3H*,4.0,4,True,9.0,24.57323305915726,True,2.5e-13,L22715c201
002001.000664,He,1,He I,1s.31h,1H*,5.0,5,True,11.0,24.57323305979305,True,2.5e-13,L22715c201
002001.000814,He,1,He I,1s.31i,3I,6.0,6,True,13.0,24.57323308093868,True,2.5e-13,L22715c201
002001.000839,He,1,He I,1s.31i,3I,7.0,7,True,15.0,24.57323308159704,True,2.5e-13,L22715c201
002001.000789,He,1,He I,1s.31i,3I,5.0,5,True,11.0,24.573233082197,True,2.5e-13,L22715c201
002001.000764,He,1,He I,1s.31i,1I,6.0,6,True,13.0,24.57323308267359,True,2.5e-13,L22715c201
002001.000264,He,1,He I,1s.31p,1P*,1.0,1,True,3.0,24.573244177668,True,6e-13,L22715c201
002001.000245,He,1,He I,1s.32s,3S,1.0,1,True,3.0,24.573854204444,True,9e-12,L22715c201
002001.000220,He,1,He I,1s.32s,1S,0.0,0,True,1.0,24.57398722547,True,1.1e-11,L22715c201
002001.000340,He,1,He I,1s.32p,3P*,2.0,2,True,5.0,24.574047095037,True,4e-12,L22715c201
002001.000315,He,1,He I,1s.32p,3P*,1.0,1,True,3.0,24.574047097066,True,4e-12,L22715c201
002001.000290,He,1,He I,1s.32p,3P*,0.0,0,True,1.0,24.574047122024,True,4e-12,L22715c201
002001.000440,He,1,He I,1s.32d,3D,3.0,3,True,7.0,24.5741016266281,True,5e-13,L22715c201
002001.000415,He,1,He I,1s.32d,3D,2.0,2,True,5.0,24.5741016269493,True,5e-13,L22715c201
002001.000390,He,1,He I,1s.32d,3D,1.0,1,True,3.0,24.574101631402,True,5e-13,L22715c201
002001.000365,He,1,He I,1s.32d,1D,2.0,2,True,5.0,24.5741022700706,True,4e-13,L22715c201
002001.000515,He,1,He I,1s.32f,3F*,3.0,3,True,7.0,24.57410365141942,True,2.5e-13,L22715c201
002001.000540,He,1,He I,1s.32f,3F*,4.0,4,True,9.0,24.57410365243783,True,2.5e-13,L22715c201
002001.000490,He,1,He I,1s.32f,3F*,2.0,2,True,5.0,24.5741036545215,True,2.5e-13,L22715c201
002001.000465,He,1,He I,1s.32f,1F*,3.0,3,True,7.0,24.57410365827959,True,2.5e-13,L22715c201
002001.000615,He,1,He I,1s.32g,3G,4.0,4,True,9.0,24.57410391627285,True,2.5e-13,L22715c201
002001.000640,He,1,He I,1s.32g,3G,5.0,5,True,11.0,24.57410391757792,True,2.5e-13,L22715c201
002001.000590,He,1,He I,1s.32g,3G,3.0,3,True,7.0,24.57410391876878,True,2.5e-13,L22715c201
002001.000565,He,1,He I,1s.32g,1G,4.0,4,True,9.0,24.57410391957641,True,2.5e-13,L22715c201
002001.000715,He,1,He I,1s.32h,3H*,5.0,5,True,11.0,24.57410398153665,True,2.5e-13,L22715c201
002001.000740,He,1,He I,1s.32h,3H*,6.0,6,True,13.0,24.57410398239003,True,2.5e-13,L22715c201
002001.000690,He,1,He I,1s.32h,3H*,4.0,4,True,9.0,24.57410398316456,True,2.5e-13,L22715c201
002001.000665,He,1,He I,1s.32h,1H*,5.0,5,True,11.0,24.57410398374257,True,2.5e-13,L22715c201
002001.000815,He,1,He I,1s.32i,3I,6.0,6,True,13.0,24.57410400297625,True,2.5e-13,L22715c201
002001.000840,He,1,He I,1s.32i,3I,7.0,7,True,15.0,24.57410400357484,True,2.5e-13,L22715c201
002001.000790,He,1,He I,1s.32i,3I,5.0,5,True,11.0,24.57410400412025,True,2.5e-13,L22715c201
002001.000765,He,1,He I,1s.32i,1I,6.0,6,True,13.0,24.57410400455357,True,2.5e-13,L22715c201
002001.000265,He,1,He I,1s.32p,1P*,1.0,1,True,3.0,24.5741140921573,True,6e-13,L22715c201
002001.000246,He,1,He I,1s.33s,3S,1.0,1,True,3.0,24.574669284234,True,8e-12,L22715c201
002001.000221,He,1,He I,1s.33s,1S,0.0,0,True,1.0,24.574790498896,True,1e-11,L22715c201
002001.000341,He,1,He I,1s.33p,3P*,2.0,2,True,5.0,24.574845070751,True,3e-12,L22715c201
002001.000316,He,1,He I,1s.33p,3P*,1.0,1,True,3.0,24.5748450726,True,3e-12,L22715c201
002001.000291,He,1,He I,1s.33p,3P*,0.0,0,True,1.0,24.574845095352,True,4e-12,L22715c201
002001.000441,He,1,He I,1s.33d,3D,3.0,3,True,7.0,24.5748947891421,True,4e-13,L22715c201
002001.000416,He,1,He I,1s.33d,3D,2.0,2,True,5.0,24.5748947894349,True,4e-13,L22715c201
002001.000391,He,1,He I,1s.33d,3D,1.0,1,True,3.0,24.574894793495,True,4e-13,L22715c201
002001.000366,He,1,He I,1s.33d,1D,2.0,2,True,5.0,24.57489537598439,True,2.5e-13,L22715c201
002001.000516,He,1,He I,1s.33f,3F*,3.0,3,True,7.0,24.57489663557879,True,2.5e-13,L22715c201
002001.000541,He,1,He I,1s.33f,3F*,4.0,4,True,9.0,24.57489663650681,True,2.5e-13,L22715c201
002001.000491,He,1,He I,1s.33f,3F*,2.0,2,True,5.0,24.57489663840675,True,2.5e-13,L22715c201
002001.000466,He,1,He I,1s.33f,1F*,3.0,3,True,7.0,24.57489664183565,True,2.5e-13,L22715c201
002001.000616,He,1,He I,1s.33g,3G,4.0,4,True,9.0,24.57489687711774,True,2.5e-13,L22715c201
002001.000641,He,1,He I,1s.33g,3G,5.0,5,True,11.0,24.57489687830762,True,2.5e-13,L22715c201
002001.000591,He,1,He I,1s.33g,3G,3.0,3,True,7.0,24.57489687939347,True,2.5e-13,L22715c201
002001.000566,He,1,He I,1s.33g,1G,4.0,4,True,9.0,24.57489688012993,True,2.5e-13,L22715c201
002001.000716,He,1,He I,1s.33h,3H*,5.0,5,True,11.0,24.57489693664242,True,2.5e-13,L22715c201
002001.000741,He,1,He I,1s.33h,3H*,6.0,6,True,13.0,24.57489693742055,True,2.5e-13,L22715c201
002001.000691,He,1,He I,1s.33h,3H*,4.0,4,True,9.0,24.57489693812677,True,2.5e-13,L22715c201
002001.000666,He,1,He I,1s.33h,1H*,5.0,5,True,11.0,24.57489693865382,True,2.5e-13,L22715c201
002001.000816,He,1,He I,1s.33i,3I,6.0,6,True,13.0,24.57489695619907,True,2.5e-13,L22715c201
002001.000841,He,1,He I,1s.33i,3I,7.0,7,True,15.0,24.57489695674485,True,2.5e-13,L22715c201
002001.000791,He,1,He I,1s.33i,3I,5.0,5,True,11.0,24.57489695724215,True,2.5e-13,L22715c201
002001.000766,He,1,He I,1s.33i,1I,6.0,6,True,13.0,24.57489695763729,True,2.5e-13,L22715c201
002001.000266,He,1,He I,1s.33p,1P*,1.0,1,True,3.0,24.5749061561969,True,5e-13,L22715c201
002001.000247,He,1,He I,1s.34s,3S,1.0,1,True,3.0,24.575412893719,True,7e-12,L22715c201
002001.000222,He,1,He I,1s.34s,1S,0.0,0,True,1.0,24.575523658875,True,9e-12,L22715c201
002001.000342,He,1,He I,1s.34p,3P*,2.0,2,True,5.0,24.575573540123,True,3e-12,L22715c201
002001.000317,He,1,He I,1s.34p,3P*,1.0,1,True,3.0,24.575573541814,True,3e-12,L22715c201
002001.000292,He,1,He I,1s.34p,3P*,0.0,0,True,1.0,24.575573562612,True,3e-12,L22715c201
002001.000442,He,1,He I,1s.34d,3D,3.0,3,True,7.0,24.5756189954825,True,4e-13,L22715c201
002001.000417,He,1,He I,1s.34d,3D,2.0,2,True,5.0,24.5756189957502,True,4e-13,L22715c201
002001.000392,He,1,He I,1s.34d,3D,1.0,1,True,3.0,24.5756189994624,True,4e-13,L22715c201
002001.000367,He,1,He I,1s.34d,1D,2.0,2,True,5.0,24.57561953216943,True,2.5e-13,L22715c201
002001.000517,He,1,He I,1s.34f,3F*,3.0,3,True,7.0,24.57562068390626,True,2.5e-13,L22715c201
002001.000542,He,1,He I,1s.34f,3F*,4.0,4,True,9.0,24.57562068475431,True,2.5e-13,L22715c201
002001.000492,He,1,He I,1s.34f,3F*,2.0,2,True,5.0,24.57562068649158,True,2.5e-13,L22715c201
002001.000467,He,1,He I,1s.34f,1F*,3.0,3,True,7.0,24.57562068962851,True,2.5e-13,L22715c201
002001.000617,He,1,He I,1s.34g,3G,4.0,4,True,9.0,24.57562090478771,True,2.5e-13,L22715c201
002001.000642,He,1,He I,1s.34g,3G,5.0,5,True,11.0,24.57562090587567,True,2.5e-13,L22715c201
002001.000592,He,1,He I,1s.34g,3G,3.0,3,True,7.0,24.57562090686853,True,2.5e-13,L22715c201
002001.000567,He,1,He I,1s.34g,1G,4.0,4,True,9.0,24.57562090754189,True,2.5e-13,L22715c201
002001.000717,He,1,He I,1s.34h,3H*,5.0,5,True,11.0,24.57562095922669,True,2.5e-13,L22715c201
002001.000742,He,1,He I,1s.34h,3H*,6.0,6,True,13.0,24.57562095993811,True,2.5e-13,L22715c201
002001.000692,He,1,He I,1s.34h,3H*,4.0,4,True,9.0,24.57562096058382,True,2.5e-13,L22715c201
002001.000667,He,1,He I,1s.34h,1H*,5.0,5,True,11.0,24.57562096106575,True,2.5e-13,L22715c201
002001.000817,He,1,He I,1s.34i,3I,6.0,6,True,13.0,24.57562097711426,True,2.5e-13,L22715c201
002001.000842,He,1,He I,1s.34i,3I,7.0,7,True,15.0,24.5756209776133,True,2.5e-13,L22715c201
002001.000792,He,1,He I,1s.34i,3I,5.0,5,True,11.0,24.57562097806795,True,2.5e-13,L22715c201
002001.000767,He,1,He I,1s.34i,1I,6.0,6,True,13.0,24.57562097842924,True,2.5e-13,L22715c201
002001.000267,He,1,He I,1s.34p,1P*,1.0,1,True,3.0,24.575629389412,True,5e-13,L22715c201
002001.000248,He,1,He I,1s.35s,3S,1.0,1,True,3.0,24.576093150917,True,7e-12,L22715c201
002001.000223,He,1,He I,1s.35s,1S,0.0,0,True,1.0,24.576194633969,True,8e-12,L22715c201
002001.000343,He,1,He I,1s.35p,3P*,2.0,2,True,5.0,24.576240347176,True,3e-12,L22715c201
002001.000318,He,1,He I,1s.35p,3P*,1.0,1,True,3.0,24.576240348725,True,3e-12,L22715c201
002001.000293,He,1,He I,1s.35p,3P*,0.0,0,True,1.0,24.576240367788,True,3e-12,L22715c201
002001.000443,He,1,He I,1s.35d,3D,3.0,3,True,7.0,24.5762820132583,True,4e-13,L22715c201
002001.000418,He,1,He I,1s.35d,3D,2.0,2,True,5.0,24.5762820135037,True,4e-13,L22715c201
002001.000393,He,1,He I,1s.35d,3D,1.0,1,True,3.0,24.5762820169067,True,4e-13,L22715c201
002001.000368,He,1,He I,1s.35d,1D,2.0,2,True,5.0,24.57628250534329,True,2.5e-13,L22715c201
002001.000518,He,1,He I,1s.35f,3F*,3.0,3,True,7.0,24.57628356119235,True,2.5e-13,L22715c201
002001.000543,He,1,He I,1s.35f,3F*,4.0,4,True,9.0,24.57628356196936,True,2.5e-13,L22715c201
002001.000493,He,1,He I,1s.35f,3F*,2.0,2,True,5.0,24.57628356356194,True,2.5e-13,L22715c201
002001.000468,He,1,He I,1s.35f,1F*,3.0,3,True,7.0,24.57628356643899,True,2.5e-13,L22715c201
002001.000618,He,1,He I,1s.35g,3G,4.0,4,True,9.0,24.57628376370554,True,2.5e-13,L22715c201
002001.000643,He,1,He I,1s.35g,3G,5.0,5,True,11.0,24.57628376470286,True,2.5e-13,L22715c201
002001.000593,He,1,He I,1s.35g,3G,3.0,3,True,7.0,24.57628376561303,True,2.5e-13,L22715c201
002001.000568,He,1,He I,1s.35g,1G,4.0,4,True,9.0,24.57628376623035,True,2.5e-13,L22715c201
002001.000718,He,1,He I,1s.35h,3H*,5.0,5,True,11.0,24.57628381362145,True,2.5e-13,L22715c201
002001.000743,He,1,He I,1s.35h,3H*,6.0,6,True,13.0,24.57628381427373,True,2.5e-13,L22715c201
002001.000693,He,1,He I,1s.35h,3H*,4.0,4,True,9.0,24.57628381486563,True,2.5e-13,L22715c201
002001.000668,He,1,He I,1s.35h,1H*,5.0,5,True,11.0,24.57628381530739,True,2.5e-13,L22715c201
002001.000818,He,1,He I,1s.35i,3I,6.0,6,True,13.0,24.57628383002456,True,2.5e-13,L22715c201
002001.000843,He,1,He I,1s.35i,3I,7.0,7,True,15.0,24.57628383048206,True,2.5e-13,L22715c201
002001.000793,He,1,He I,1s.35i,3I,5.0,5,True,11.0,24.57628383089889,True,2.5e-13,L22715c201
002001.000768,He,1,He I,1s.35i,1I,6.0,6,True,13.0,24.57628383123006,True,2.5e-13,L22715c201
002001.000268,He,1,He I,1s.35p,1P*,1.0,1,True,3.0,24.5762915420321,True,5e-13,L22715c201
002001.Lim001,He,1,He I,He II (1s 2S<1/2>),Limit,,---,False,,24.587389011,False,2.5e-08,L17714
002001.000195,He,1,He I,2s.2p,3P*,,"0,1,2",False,9.0,58.311,False,0.006,L1368
002001.000189,He,1,He I,2p2,3P,,"0,1,2",False,9.0,59.67378,False,0.00015,L1341
002001.000196,He,1,He I,2p.3p,3D,,"1,2,3",False,15.0,63.119,False,0.006,L1368
002001.000197,He,1,He I,2p.3d,3D*,,"1,2,3",False,15.0,63.78658,False,0.00015,L1368
002001.000198,He,1,He I,2p.3d,3P*,,"0,1,2",False,9.0,64.0719,False,0.0006,L1368
003001.000001,Li,1,Li I,1s2.2s,2S,0.5,1/2,True,2.0,0.0,False,1.2e-05,L3462
003001.000002,Li,1,Li I,1s2.2p,2P*,0.5,1/2,True,2.0,1.847818,False,1.2e-05,
003001.000003,Li,1,Li I,1s2.2p,2P*,1.5,3/2,True,4.0,1.84786,False,1.2e-05,
003001.000004,Li,1,Li I,1s2.3s,2S,0.5,1/2,True,2.0,3.373129,False,1.2e-05,
003001.000005,Li,1,Li I,1s2.3p,2P*,0.5,1/2,True,2.0,3.834258,False,1.2e-05,
003001.000006,Li,1,Li I,1s2.3p,2P*,1.5,3/2,True,4.0,3.834258,False,1.2e-05,
003001.000007,Li,1,Li I,1s2.3d,2D,1.5,3/2,True,4.0,3.878608,False,1.2e-05,
003001.000008,Li,1,Li I,1s2.3d,2D,2.5,5/2,True,6.0,3.878613,False,1.2e-05,
003001.000009,Li,1,Li I,1s2.4s,2S,0.5,1/2,True,2.0,4.340942,False,1.2e-05,
003001.000010,Li,1,Li I,1s2.4p,2P*,0.5,1/2,True,2.0,4.521648,False,1.2e-05,
003001.000011,Li,1,Li I,1s2.4p,2P*,1.5,3/2,True,4.0,4.521648,False,1.2e-05,
003001.000012,Li,1,Li I,1s2.4d,2D,1.5,3/2,True,4.0,4.54072,False,1.2e-05,
003001.000013,Li,1,Li I,1s2.4d,2D,2.5,5/2,True,6.0,4.540723,False,1.2e-05,
003001.000014,Li,1,Li I,1s2.4f,2F*,2.5,5/2,True,6.0,4.54157,False,0.00012,
003001.000015,Li,1,Li I,1s2.4f,2F*,3.5,7/2,True,8.0,4.54157,False,0.00012,
003001.000016,Li,1,Li I,1s2.5s,2S,0.5,1/2,True,2.0,4.748533,False,1.2e-05,
003001.000017,Li,1,Li I,1s2.5p,2P*,0.5,1/2,True,2.0,4.837313,False,1.2e-05,
003001.000018,Li,1,Li I,1s2.5p,2P*,1.5,3/2,True,4.0,4.837313,False,1.2e-05,
003001.000019,Li,1,Li I,1s2.5d,2D,1.5,3/2,True,4.0,4.847154,False,1.2e-05,
003001.000020,Li,1,Li I,1s2.5d,2D,2.5,5/2,True,6.0,4.847155,False,1.2e-05,
003001.000021,Li,1,Li I,1s2.5f,2F*,2.5,5/2,True,6.0,4.84834,False,0.00012,
003001.000022,Li,1,Li I,1s2.5f,2F*,3.5,7/2,True,8.0,4.84834,False,0.00012,
003001.000023,Li,1,Li I,1s2.6s,2S,0.5,1/2,True,2.0,4.957835,False,1.2e-05,
003001.000024,Li,1,Li I,1s2.6p,2P*,0.5,1/2,True,2.0,5.007826,False,1.2e-05,
003001.000025,Li,1,Li I,1s2.6p,2P*,1.5,3/2,True,4.0,5.007826,False,1.2e-05,
003001.000026,Li,1,Li I,1s2.6d,2D,1.5,3/2,True,4.0,5.013587,False,1.2e-05,
003001.000027,Li,1,Li I,1s2.6d,2D,2.5,5/2,True,6.0,5.013589,False,1.2e-05,
003001.000028,Li,1,Li I,1s2.7s,2S,0.5,1/2,True,2.0,5.07937,False,0.00012,
003001.000029,Li,1,Li I,1s2.7p,2P*,0.5,1/2,True,2.0,5.1103,False,1.2e-05,
003001.000030,Li,1,Li I,1s2.7p,2P*,1.5,3/2,True,4.0,5.1103,False,1.2e-05,
003001.000031,Li,1,Li I,1s2.7d,2D,1.5,3/2,True,4.0,5.11391,False,0.00012,
003001.000032,Li,1,Li I,1s2.7d,2D,2.5,5/2,True,6.0,5.11391,False,0.00012,
003001.000033,Li,1,Li I,1s2.8s,2S,0.5,1/2,True,2.0,5.15614,False,0.00012,
003001.000034,Li,1,Li I,1s2.8p,2P*,0.5,1/2,True,2.0,5.176542,False,1.2e-05,
003001.000035,Li,1,Li I,1s2.8p,2P*,1.5,3/2,True,4.0,5.176542,False,1.2e-05,
003001.000036,Li,1,Li I,1s2.8d,2D,1.5,3/2,True,4.0,5.17898,False,0.00012,
003001.000037,Li,1,Li I,1s2.8d,2D,2.5,5/2,True,6.0,5.17898,False,0.00012,
003001.000038,Li,1,Li I,1s2.9s,2S,0.5,1/2,True,2.0,5.20775,False,0.00012,
003001.000039,Li,1,Li I,1s2.9p,2P*,0.5,1/2,True,2.0,5.222,False,1.2e-05,
003001.000040,Li,1,Li I,1s2.9p,2P*,1.5,3/2,True,4.0,5.222,False,1.2e-05,
003001.000041,Li,1,Li I,1s2.9d,2D,1.5,3/2,True,4.0,5.22362,False,0.00012,
003001.000042,Li,1,Li I,1s2.9d,2D,2.5,5/2,True,6.0,5.22362,False,0.00012,
003001.000043,Li,1,Li I,1s2.10s,2S,0.5,1/2,True,2.0,5.2443,False,0.0012,
003001.000044,Li,1,Li I,1s2.10p,2P*,0.5,1/2,True,2.0,5.254346,False,1.2e-05,
003001.000045,Li,1,Li I,1s2.10p,2P*,1.5,3/2,True,4.0,5.254346,False,1.2e-05,
003001.000046,Li,1,Li I,1s2.10d,2D,1.5,3/2,True,4.0,5.2556,False,0.0012,
003001.000047,Li,1,Li I,1s2.10d,2D,2.5,5/2,True,6.0,5.2556,False,0.0012,
003001.000048,Li,1,Li I,1s2.11s,2S,0.5,1/2,True,2.0,5.2706,False,0.0012,
003001.000049,Li,1,Li I,1s2.11p,2P*,0.5,1/2,True,2.0,5.2779,False,0.00012,
003001.000050,Li,1,Li I,1s2.11p,2P*,1.5,3/2,True,4.0,5.2779,False,0.00012,
003001.000051,Li,1,Li I,1s2.11d,2D,1.5,3/2,True,4.0,5.279,False,0.0012,
003001.000052,Li,1,Li I,1s2.11d,2D,2.5,5/2,True,6.0,5.279,False,0.0012,
003001.000053,Li,1,Li I,1s2.12p,2P*,0.5,1/2,True,2.0,5.296498,False,1.2e-05,
003001.000054,Li,1,Li I,1s2.12p,2P*,1.5,3/2,True,4.0,5.296498,False,1.2e-05,
003001.000055,Li,1,Li I,1s2.12d,2D,1.5,3/2,True,4.0,5.2972,False,0.0012,
003001.000056,Li,1,Li I,1s2.12d,2D,2.5,5/2,True,6.0,5.2972,False,0.0012,
003001.000057,Li,1,Li I,1s2.13p,2P*,0.5,1/2,True,2.0,5.310605,False,1.2e-05,
003001.000058,Li,1,Li I,1s2.13p,2P*,1.5,3/2,True,4.0,5.310605,False,1.2e-05,
003001.000059,Li,1,Li I,1s2.14p,2P*,0.5,1/2,True,2.0,5.321822,False,1.2e-05,
003001.000060,Li,1,Li I,1s2.14p,2P*,1.5,3/2,True,4.0,5.321822,False,1.2e-05,
003001.000061,Li,1,Li I,1s2.15p,2P*,0.5,1/2,True,2.0,5.330764,False,1.2e-05,
003001.000062,Li,1,Li I,1s2.15p,2P*,1.5,3/2,True,4.0,5.330764,False,1.2e-05,
003001.000063,Li,1,Li I,1s2.16p,2P*,0.5,1/2,True,2.0,5.338182,False,1.2e-05,
003001.000064,Li,1,Li I,1s2.16p,2P*,1.5,3/2,True,4.0,5.338182,False,1.2e-05,
003001.000065,Li,1,Li I,1s2.17p,2P*,0.5,1/2,True,2.0,5.344391,False,1.2e-05,
003001.000066,Li,1,Li I,1s2.17p,2P*,1.5,3/2,True,4.0,5.344391,False,1.2e-05,
003001.000067,Li,1,Li I,1s2.18p,2P*,0.5,1/2,True,2.0,5.349541,False,1.2e-05,
003001.000068,Li,1,Li I,1s2.18p,2P*,1.5,3/2,True,4.0,5.349541,False,1.2e-05,
003001.000069,Li,1,Li I,1s2.19p,2P*,0.5,1/2,True,2.0,5.353866,False,1.2e-05,
003001.000070,Li,1,Li I,1s2.19p,2P*,1.5,3/2,True,4.0,5.353866,False,1.2e-05,
003001.000071,Li,1,Li I,1s2.20p,2P*,0.5,1/2,True,2.0,5.35753,False,1.2e-05,
003001.000072,Li,1,Li I,1s2.20p,2P*,1.5,3/2,True,4.0,5.35753,False,1.2e-05,
003001.000073,Li,1,Li I,1s2.21p,2P*,0.5,1/2,True,2.0,5.360725,False,1.2e-05,
003001.000074,Li,1,Li I,1s2.21p,2P*,1.5,3/2,True,4.0,5.360725,False,1.2e-05,
003001.000075,Li,1,Li I,1s2.22p,2P*,0.5,1/2,True,2.0,5.36345,False,1.2e-05,
003001.000076,Li,1,Li I,1s2.22p,2P*,1.5,3/2,True,4.0,5.36345,False,1.2e-05,
003001.000077,Li,1,Li I,1s2.23p,2P*,0.5,1/2,True,2.0,5.365907,False,1.2e-05,
003001.000078,Li,1,Li I,1s2.23p,2P*,1.5,3/2,True,4.0,5.365907,False,1.2e-05,
003001.000079,Li,1,Li I,1s2.24p,2P*,0.5,1/2,True,2.0,5.368024,False,1.2e-05,
003001.000080,Li,1,Li I,1s2.24p,2P*,1.5,3/2,True,4.0,5.368024,False,1.2e-05,
003001.000081,Li,1,Li I,1s2.25p,2P*,0.5,1/2,True,2.0,5.369935,False,1.2e-05,
003001.000082,Li,1,Li I,1s2.25p,2P*,1.5,3/2,True,4.0,5.369935,False,1.2e-05,
003001.000083,Li,1,Li I,1s2.26p,2P*,0.5,1/2,True,2.0,5.371592,False,1.2e-05,
003001.000084,Li,1,Li I,1s2.26p,2P*,1.5,3/2,True,4.0,5.371592,False,1.2e-05,
003001.000085,Li,1,Li I,1s2.27p,2P*,0.5,1/2,True,2.0,5.373029,False,1.2e-05,
003001.000086,Li,1,Li I,1s2.27p,2P*,1.5,3/2,True,4.0,5.373029,False,1.2e-05,
003001.000087,Li,1,Li I,1s2.28p,2P*,0.5,1/2,True,2.0,5.374267,False,1.2e-05,
003001.000088,Li,1,Li I,1s2.28p,2P*,1.5,3/2,True,4.0,5.374267,False,1.2e-05,
003001.000089,Li,1,Li I,1s2.29p,2P*,0.5,1/2,True,2.0,5.375324,False,1.2e-05,
003001.000090,Li,1,Li I,1s2.29p,2P*,1.5,3/2,True,4.0,5.375324,False,1.2e-05,
003001.000091,Li,1,Li I,1s2.30p,2P*,0.5,1/2,True,2.0,5.376415,False,1.2e-05,
003001.000092,Li,1,Li I,1s2.30p,2P*,1.5,3/2,True,4.0,5.376415,False,1.2e-05,
003001.000093,Li,1,Li I,1s2.31p,2P*,0.5,1/2,True,2.0,5.37745,False,1.2e-05,
003001.000094,Li,1,Li I,1s2.31p,2P*,1.5,3/2,True,4.0,5.37745,False,1.2e-05,
003001.000095,Li,1,Li I,1s2.32p,2P*,0.5,1/2,True,2.0,5.378225,False,1.2e-05,
003001.000096,Li,1,Li I,1s2.32p,2P*,1.5,3/2,True,4.0,5.378225,False,1.2e-05,
003001.000097,Li,1,Li I,1s2.33p,2P*,0.5,1/2,True,2.0,5.37904,False,0.00012,
003001.000098,Li,1,Li I,1s2.33p,2P*,1.5,3/2,True,4.0,5.37904,False,0.00012,
003001.000099,Li,1,Li I,1s2.34p,2P*,0.5,1/2,True,2.0,5.37971,False,0.00012,
003001.000100,Li,1,Li I,1s2.34p,2P*,1.5,3/2,True,4.0,5.37971,False,0.00012,
003001.000101,Li,1,Li I,1s2.35p,2P*,0.5,1/2,True,2.0,5.38034,False,0.00012,
003001.000102,Li,1,Li I,1s2.35p,2P*,1.5,3/2,True,4.0,5.38034,False,0.00012,
003001.000103,Li,1,Li I,1s2.36p,2P*,0.5,1/2,True,2.0,5.38098,False,0.00012,
003001.000104,Li,1,Li I,1s2.36p,2P*,1.5,3/2,True,4.0,5.38098,False,0.00012,
003001.000105,Li,1,Li I,1s2.37p,2P*,0.5,1/2,True,2.0,5.3815,False,0.00012,
003001.000106,Li,1,Li I,1s2.37p,2P*,1.5,3/2,True,4.0,5.3815,False,0.00012,
