id_nivel,elemento,estado_ionizacion,espectro,configuracion,termino,j_valor,j_texto,j_resuelto,g,energia_ev,energia_interpolada,incertidumbre_ev,referencia
006001.000361,C,1,C I,2s2.2p.(2P*<1/2>).14d,2[3/2]*,2.0,2,True,5.0,11.19021,False,0.0001,L20057
006001.000244,C,1,C I,2s2.2p.(2P*<1/2>).14d,2[3/2]*,1.0,1,True,3.0,11.1907,False,3e-05,L20057
006001.000362,C,1,C I,2s2.2p.(2P*<1/2>).15s,2[1/2]*,0.0,0,True,1.0,11.19023,False,0.00021,L20057
006001.000363,C,1,C I,2s2.2p.(2P*<1/2>).15s,2[1/2]*,1.0,1,True,3.0,11.19047,False,6e-05,L20057
006001.000243,C,1,C I,2s2.2p.(2P*<1/2>).14d,2[5/2]*,3.0,3,True,7.0,11.19039,False,2.4e-05,L20057
006001.000365,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[5/2]*,3.0,3,True,7.0,11.198,False,0.00021,L20057
006001.000364,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[5/2]*,2.0,2,True,5.0,11.198,False,0.00021,L20057
006001.000366,C,1,C I,2s2.2p.(2P*<3/2>).15s,2[3/2]*,1.0,1,True,3.0,11.1983,False,6e-05,L20057
006001.000245,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[7/2]*,3.0,3,True,7.0,11.198335,False,2.4e-05,L20057
006001.000246,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[3/2]*,1.0,1,True,3.0,11.198544,False,2.4e-05,L20057
006001.000367,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[3/2]*,2.0,2,True,5.0,11.1989,False,0.0004,L20057
006001.000368,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[1/2]*,1.0,1,True,3.0,11.1989,False,0.0004,L20057
006001.000369,C,1,C I,2s2.2p.(2P*<3/2>).14d,2[1/2]*,0.0,0,True,1.0,11.1989,False,0.0004,L20057
006001.000370,C,1,C I,2s2.2p.(2P*<1/2>).16s,2[1/2]*,1.0,1,True,3.0,11.199,False,0.00021,L20057
006001.000371,C,1,C I,2s2.2p.(2P*<1/2>).16s,2[1/2]*,0.0,0,True,1.0,11.19951,False,0.00021,L20057
006001.000247,C,1,C I,2s2.2p.(2P*<1/2>).15d,2[5/2]*,3.0,3,True,7.0,11.199453,False,2.5e-05,L20057
006001.000372,C,1,C I,2s2.2p.(2P*<1/2>).15d,2[3/2]*,2.0,2,True,5.0,11.19985,False,0.00014,L20057
006001.000249,C,1,C I,2s2.2p.(2P*<1/2>).16d,2[5/2]*,3.0,3,True,7.0,11.20681,False,7e-05,L20057
006001.000374,C,1,C I,2s2.2p.(2P*<1/2>).17s,2[1/2]*,0.0,0,True,1.0,11.20696,False,0.00021,L20057
006001.000373,C,1,C I,2s2.2p.(2P*<1/2>).16d,2[3/2]*,2.0,2,True,5.0,11.20708,False,5e-05,L20057
006001.000375,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[5/2]*,2.0,2,True,5.0,11.2074,False,0.00021,L20057
006001.000376,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[5/2]*,3.0,3,True,7.0,11.2074,False,0.00021,L20057
006001.000248,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[7/2]*,3.0,3,True,7.0,11.207419,False,2.4e-05,L20057
006001.000250,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[3/2]*,1.0,1,True,3.0,11.2076,False,3e-05,L20057
006001.000377,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[3/2]*,2.0,2,True,5.0,11.2077,False,0.0003,L20057
006001.000379,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[1/2]*,0.0,0,True,1.0,11.2077,False,0.0003,L20057
006001.000378,C,1,C I,2s2.2p.(2P*<3/2>).15d,2[1/2]*,1.0,1,True,3.0,11.2077,False,0.0003,L20057
006001.000251,C,1,C I,2s2.2p.(2P*<1/2>).17d,2[5/2]*,3.0,3,True,7.0,11.212923,False,2.4e-05,L20057
006001.000380,C,1,C I,2s2.2p.(2P*<3/2>).16d,2[5/2]*,2.0,2,True,5.0,11.21474,False,0.00021,L20057
006001.000381,C,1,C I,2s2.2p.(2P*<3/2>).16d,2[5/2]*,3.0,3,True,7.0,11.21474,False,0.00021,L20057
006001.000252,C,1,C I,2s2.2p.(2P*<3/2>).16d,2[7/2]*,3.0,3,True,7.0,11.214761,False,2.4e-05,L20057
006001.000253,C,1,C I,2s2.2p.(2P*<3/2>).16d,2[3/2]*,1.0,1,True,3.0,11.21494,False,2.1e-05,L20057
006001.000254,C,1,C I,2s2.2p.(2P*<1/2>).18d,2[5/2]*,3.0,3,True,7.0,11.218044,False,2.4e-05,L20057
006001.000382,C,1,C I,2s2.2p.(2P*<3/2>).17d,2[5/2]*,2.0,2,True,5.0,11.22067,False,6e-05,L20057
006001.000383,C,1,C I,2s2.2p.(2P*<3/2>).17d,2[5/2]*,3.0,3,True,7.0,11.22094,False,0.00021,L20057
006001.000255,C,1,C I,2s2.2p.(2P*<3/2>).17d,2[7/2]*,3.0,3,True,7.0,11.220907,False,2.4e-05,L20057
006001.000256,C,1,C I,2s2.2p.(2P*<3/2>).17d,2[3/2]*,1.0,1,True,3.0,11.220957,False,1.7e-05,L20057
006001.000257,C,1,C I,2s2.2p.(2P*<1/2>).19d,2[5/2]*,3.0,3,True,7.0,11.22233,False,4e-05,L20057
006001.000385,C,1,C I,2s2.2p.(2P*<3/2>).18d,2[5/2]*,3.0,3,True,7.0,11.22593,False,0.00021,L20057
006001.000384,C,1,C I,2s2.2p.(2P*<3/2>).18d,2[5/2]*,2.0,2,True,5.0,11.22593,False,0.00021,L20057
006001.000258,C,1,C I,2s2.2p.(2P*<3/2>).18d,2[7/2]*,3.0,3,True,7.0,11.22601,False,7e-05,L20057
006001.000260,C,1,C I,2s2.2p.(2P*<3/2>).18d,2[3/2]*,1.0,1,True,3.0,11.226134,False,1.7e-05,L20057
006001.000259,C,1,C I,2s2.2p.(2P*<1/2>).20d,2[5/2]*,3.0,3,True,7.0,11.22622,False,9e-05,L20057
006001.000261,C,1,C I,2s2.2p.(2P*<1/2>).21d,2[5/2]*,3.0,3,True,7.0,11.229286,False,2.4e-05,L20057
006001.000386,C,1,C I,2s2.2p.(2P*<3/2>).19d,2[5/2]*,3.0,3,True,7.0,11.2298,False,0.0003,L20057
006001.000387,C,1,C I,2s2.2p.(2P*<3/2>).19d,2[5/2]*,2.0,2,True,5.0,11.2298,False,0.0003,L20057
006001.000262,C,1,C I,2s2.2p.(2P*<3/2>).19d,2[7/2]*,3.0,3,True,7.0,11.230324,False,2.4e-05,L20057
006001.000263,C,1,C I,2s2.2p.(2P*<3/2>).19d,2[3/2]*,1.0,1,True,3.0,11.23036,True,0.00025,L20057
006001.000264,C,1,C I,2s2.2p.(2P*<1/2>).22d,2[5/2]*,3.0,3,True,7.0,11.232035,False,2.4e-05,L20057
006001.000388,C,1,C I,2s2.2p.(2P*<3/2>).20d,2[5/2]*,2.0,2,True,5.0,11.2336,False,0.0003,L20057
006001.000389,C,1,C I,2s2.2p.(2P*<3/2>).20d,2[5/2]*,3.0,3,True,7.0,11.2336,False,0.0003,L20057
006001.000265,C,1,C I,2s2.2p.(2P*<3/2>).20d,2[7/2]*,3.0,3,True,7.0,11.23416,False,4e-05,L20057
006001.000266,C,1,C I,2s2.2p.(2P*<3/2>).20d,2[3/2]*,1.0,1,True,3.0,11.23422,False,5e-05,L20057
006001.000267,C,1,C I,2s2.2p.(2P*<3/2>).21d,2[7/2]*,3.0,3,True,7.0,11.23725,False,9e-05,L20057
006001.000268,C,1,C I,2s2.2p.(2P*<3/2>).22d,2[7/2]*,3.0,3,True,7.0,11.23991,False,0.0001,L20057
006001.000269,C,1,C I,2s2.2p.(2P*<3/2>).23d,2[7/2]*,3.0,3,True,7.0,11.24237,True,5e-05,L20057
006001.000270,C,1,C I,2s2.2p.(2P*<3/2>).24d,2[7/2]*,3.0,3,True,7.0,11.244432,False,2.4e-05,L20057
006001.000271,C,1,C I,2s2.2p.(2P*<3/2>).25d,2[7/2]*,3.0,3,True,7.0,11.24633,True,5e-05,L20057
006001.000272,C,1,C I,2s2.2p.(2P*<3/2>).26d,2[7/2]*,3.0,3,True,7.0,11.24798,True,5e-05,L20057
006001.000273,C,1,C I,2s2.2p.(2P*<3/2>).27d,2[7/2]*,3.0,3,True,7.0,11.249448,False,2.4e-05,L20057
006001.000274,C,1,C I,2s2.2p.(2P*<3/2>).28d,2[7/2]*,3.0,3,True,7.0,11.250807,False,2.4e-05,L20057
006001.000275,C,1,C I,2s2.2p.(2P*<3/2>).29d,2[7/2]*,3.0,3,True,7.0,11.25204,False,4e-05,L20057
006001.Lim001,C,1,C I,C II (2s2.2p 2P*<1/2>),Limit,,---,False,,11.260288,False,1.1e-06,L20057
006001.Lim002,C,1,C I,C II (2s2.2p 2P*<3/2>),Limit,,---,False,,11.268148,False,1.1e-06,L20057
006001.000278,C,1,C I,2s.2p2.(4P).3s,5P,1.0,1,True,3.0,12.83753,False,3e-05,L20057
006001.000279,C,1,C I,2s.2p2.(4P).3s,5P,2.0,2,True,5.0,12.84009,False,1.2e-05,L20057
006001.000280,C,1,C I,2s.2p2.(4P).3s,5P,3.0,3,True,7.0,12.843173,False,1.9e-05,L20057
006001.000437,C,1,C I,2s.2p3,1D*,2.0,2,True,5.0,12.8648,True,0.0024,L20057
006001.000281,C,1,C I,2s.2p3,3S*,1.0,1,True,3.0,13.117419,False,5e-07,L20057
006001.000390,C,1,C I,2s.2p2.(4P).3p,3D*,1.0,1,True,3.0,14.266,False,0.005,L20057
006001.000391,C,1,C I,2s.2p2.(4P).3p,3D*,2.0,2,True,5.0,14.267,False,0.006,L20057
006001.000392,C,1,C I,2s.2p2.(4P).3p,3D*,3.0,3,True,7.0,14.268,False,0.007,L20057
006001.000282,C,1,C I,2s.2p3,1P*,1.0,1,True,3.0,14.2841,True,0.0024,L20057
006001.000393,C,1,C I,2s.2p2.(4P).4p,3D*,1.0,1,True,3.0,15.43751,False,0.0002,L20057
006001.000394,C,1,C I,2s.2p2.(4P).4p,3D*,2.0,2,True,5.0,15.44567,False,0.00017,L20057
006001.000395,C,1,C I,2s.2p2.(4P).4p,3D*,3.0,3,True,7.0,15.45108,False,0.0002,L20057
006001.000396,C,1,C I,2s.2p2.(4P).5p,3D*,1.0,1,True,3.0,15.89265,False,0.00012,L20057
006001.000397,C,1,C I,2s.2p2.(4P).5p,3D*,2.0,2,True,5.0,15.90221,False,0.0002,L20057
006001.000398,C,1,C I,2s.2p2.(4P).5p,3D*,3.0,3,True,7.0,15.90732,False,0.0002,L20057
006001.000399,C,1,C I,2s.2p2.(4P).6p,3D*,1.0,1,True,3.0,16.12639,False,0.00016,L20057
006001.000400,C,1,C I,2s.2p2.(4P).6p,3D*,3.0,3,True,7.0,16.13719,False,0.00021,L20057
006001.000401,C,1,C I,2s.2p2.(4P).7p,3D*,1.0,1,True,3.0,16.26169,False,0.00019,L20057
006001.000402,C,1,C I,2s.2p2.(4P).7p,3D*,3.0,3,True,7.0,16.26881,False,0.00021,L20057
006001.000403,C,1,C I,2s.2p2.(4P).8p,3D*,1.0,1,True,3.0,16.3454,False,0.0003,L20057
006001.000404,C,1,C I,2s.2p2.(4P).8p,3D*,3.0,3,True,7.0,16.35114,False,0.00021,L20057
006001.000405,C,1,C I,2s.2p2.(4P).9p,3D*,1.0,1,True,3.0,16.39853,False,0.00019,L20057
006001.000406,C,1,C I,2s.2p2.(4P).9p,3D*,3.0,3,True,7.0,16.40627,False,0.00021,L20057
006001.000407,C,1,C I,2s.2p2.(4P).10p,3D*,1.0,1,True,3.0,16.43706,False,0.00022,L20057
006001.000408,C,1,C I,2s.2p2.(4P).10p,3D*,3.0,3,True,7.0,16.44433,False,0.00022,L20057
006001.000409,C,1,C I,2s.2p2.(4P).11p,3D*,1.0,1,True,3.0,16.46565,False,0.00022,L20057
006001.000410,C,1,C I,2s.2p2.(4P).11p,3D*,3.0,3,True,7.0,16.47228,False,0.00022,L20057
006001.000411,C,1,C I,2s.2p2.(4P).12p,3D*,1.0,1,True,3.0,16.48645,False,0.00022,L20057
006001.000412,C,1,C I,2s.2p2.(4P).12p,3D*,3.0,3,True,7.0,16.49286,False,0.00022,L20057
006001.000413,C,1,C I,2s.2p2.(4P).13p,3D*,1.0,1,True,3.0,16.50202,False,0.00022,L20057
006001.000414,C,1,C I,2s.2p2.(4P).13p,3D*,3.0,3,True,7.0,16.50933,False,0.00022,L20057
006001.000415,C,1,C I,2s.2p2.(4P).14p,3D*,3.0,3,True,7.0,16.52164,False,0.00022,L20057
006002.000001,C,2,C II,2s2.2p,2P*,0.5,1/2,True,2.0,0.0,False,0.0,"L22145,L6720"
006002.000002,C,2,C II,2s2.2p,2P*,1.5,3/2,True,4.0,0.007859989,False,3e-09,"L22145,L6720"
006002.000003,C,2,C II,2s.2p2,4P,0.5,1/2,True,2.0,5.33167,False,4e-05,"L22145,L15072"
006002.000004,C,2,C II,2s.2p2,4P,1.5,3/2,True,4.0,5.33441,False,4e-05,"L22145,L15072"
006002.000005,C,2,C II,2s.2p2,4P,2.5,5/2,True,6.0,5.33792,False,4e-05,"L22145,L15072"
006002.000006,C,2,C II,2s.2p2,2D,2.5,5/2,True,6.0,9.2901455,False,2.1e-06,"L22145,L15072"
006002.000007,C,2,C II,2s.2p2,2D,1.5,3/2,True,4.0,9.290459,False,3e-06,"L22145,L15072"
006002.000008,C,2,C II,2s.2p2,2S,0.5,1/2,True,2.0,11.963687,False,3e-06,"L22145,L15072"
006002.000009,C,2,C II,2s.2p2,2P,0.5,1/2,True,2.0,13.71565,False,5e-06,"L22145,L15072"
006002.000010,C,2,C II,2s.2p2,2P,1.5,3/2,True,4.0,13.720784,False,5e-06,"L22145,L15072"
006002.000011,C,2,C II,2s2.3s,2S,0.5,1/2,True,2.0,14.4488269,False,2.4e-06,"L22145,L15072"
006002.000012,C,2,C II,2s2.3p,2P*,0.5,1/2,True,2.0,16.3317419,False,2.4e-06,"L22145,L15072"
006002.000013,C,2,C II,2s2.3p,2P*,1.5,3/2,True,4.0,16.3331238,False,2.4e-06,"L22145,L15072"
006002.000014,C,2,C II,2p3,4S*,1.5,3/2,True,4.0,17.60901,False,4e-05,"L22145,L15072"
006002.000015,C,2,C II,2s2.3d,2D,1.5,3/2,True,4.0,18.045807,False,4e-06,"L22145,L15072"
006002.000016,C,2,C II,2s2.3d,2D,2.5,5/2,True,6.0,18.045987,False,4e-06,"L22145,L15072"
006002.000017,C,2,C II,2p3,2D*,2.5,5/2,True,6.0,18.654858,False,9e-06,"L22145,L15072"
006002.000018,C,2,C II,2p3,2D*,1.5,3/2,True,4.0,18.655493,False,6e-06,"L22145,L15072"
006002.000019,C,2,C II,2s2.4s,2S,0.5,1/2,True,2.0,19.494538,False,4e-06,"L22145,L15072"
006002.000020,C,2,C II,2s2.4p,2P*,0.5,1/2,True,2.0,20.149652,False,5e-06,"L22145,L15072"
006002.000021,C,2,C II,2s2.4p,2P*,1.5,3/2,True,4.0,20.150477,False,4e-06,"L22145,L15072"
006002.000022,C,2,C II,2s.2p.(3P*).3s,4P*,0.5,1/2,True,2.0,20.701289,False,6e-06,"L22145,L15072"
006002.000023,C,2,C II,2s.2p.(3P*).3s,4P*,1.5,3/2,True,4.0,20.704213,False,6e-06,"L22145,L15072"
006002.000024,C,2,C II,2s.2p.(3P*).3s,4P*,2.5,5/2,True,6.0,20.709791,False,6e-06,"L22145,L15072"
006002.000025,C,2,C II,2s2.4d,2D,1.5,3/2,True,4.0,20.84474,False,1.4e-05,L22145
006002.000026,C,2,C II,2s2.4d,2D,2.5,5/2,True,6.0,20.844765,False,1.4e-05,L22145
006002.000027,C,2,C II,2p3,2P*,0.5,1/2,True,2.0,20.919793,False,5e-06,"L22145,L15072"
006002.000028,C,2,C II,2p3,2P*,1.5,3/2,True,4.0,20.922118,False,4e-06,"L22145,L15072"
006002.000029,C,2,C II,2s2.4f,2F*,2.5,5/2,True,6.0,20.950632,False,6e-06,L22145
006002.000030,C,2,C II,2s2.4f,2F*,3.5,7/2,True,8.0,20.950654,False,5e-06,L22145
006002.000031,C,2,C II,2s2.5s,2S,0.5,1/2,True,2.0,21.492405,False,1.6e-05,L22145
006002.000032,C,2,C II,2s2.5p,2P*,0.5,1/2,True,2.0,21.732863,False,5e-06,L22145
006002.000033,C,2,C II,2s2.5p,2P*,1.5,3/2,True,4.0,21.733778,False,5e-06,L22145
006002.000034,C,2,C II,2s.2p.(3P*).3s,2P*,0.5,1/2,True,2.0,22.041235,False,7e-06,L22145
006002.000035,C,2,C II,2s.2p.(3P*).3s,2P*,1.5,3/2,True,4.0,22.043587,False,6e-06,L22145
006002.000036,C,2,C II,2s2.5d,2D,1.5,3/2,True,4.0,22.130595,False,6e-06,L22145
006002.000037,C,2,C II,2s2.5d,2D,2.5,5/2,True,6.0,22.130626,False,1.2e-05,L22145
006002.000038,C,2,C II,2s2.5f,2F*,2.5,5/2,True,6.0,22.187763,False,1.2e-05,L22145
006002.000039,C,2,C II,2s2.5f,2F*,3.5,7/2,True,8.0,22.187773,False,1.2e-05,L22145
006002.000040,C,2,C II,2s2.5g,2G,3.5,7/2,True,8.0,22.202225,False,9e-06,L22145
006002.000041,C,2,C II,2s2.5g,2G,4.5,9/2,True,10.0,22.202234,False,9e-06,L22145
006002.000042,C,2,C II,2s2.6s,2S,0.5,1/2,True,2.0,22.4739,False,1e-05,L22145
006002.000043,C,2,C II,2s.2p.(3P*).3p,4D,0.5,1/2,True,2.0,22.527518,False,6e-06,L22145
006002.000044,C,2,C II,2s.2p.(3P*).3p,4D,1.5,3/2,True,4.0,22.529299,False,6e-06,L22145
006002.000045,C,2,C II,2s.2p.(3P*).3p,4D,2.5,5/2,True,6.0,22.5324,False,6e-06,L22145
006002.000046,C,2,C II,2s.2p.(3P*).3p,4D,3.5,7/2,True,8.0,22.536905,False,6e-06,L22145
006002.000047,C,2,C II,2s.2p.(3P*).3p,2P,0.5,1/2,True,2.0,22.568086,False,5e-06,L22145
006002.000048,C,2,C II,2s.2p.(3P*).3p,2P,1.5,3/2,True,4.0,22.570504,False,4e-06,L22145
006002.000049,C,2,C II,2s2.6p,2P*,0.5,1/2,True,2.0,22.688229,False,2.2e-05,L22145
006002.000050,C,2,C II,2s2.6p,2P*,1.5,3/2,True,4.0,22.688255,False,1.9e-05,L22145
006002.000051,C,2,C II,2s2.6d,2D,1.5,3/2,True,4.0,22.82235,False,2.4e-05,L22145
006002.000052,C,2,C II,2s2.6d,2D,2.5,5/2,True,6.0,22.822436,False,1.9e-05,L22145
006002.000053,C,2,C II,2s2.6f,2F*,2.5,5/2,True,6.0,22.859729,False,1.5e-05,L22145
006002.000054,C,2,C II,2s2.6f,2F*,3.5,7/2,True,8.0,22.859734,False,1.5e-05,L22145
006002.000055,C,2,C II,2s2.6g,2G,3.5,7/2,True,8.0,22.868823,False,1.4e-05,L22145
006002.000056,C,2,C II,2s2.6g,2G,4.5,9/2,True,10.0,22.868828,False,1.4e-05,L22145
006002.000057,C,2,C II,2s2.6h,2H*,4.5,9/2,True,10.0,22.870635,True,1.7e-05,L22145
006002.000058,C,2,C II,2s2.6h,2H*,5.5,11/2,True,12.0,22.870635,True,1.7e-05,L22145
006002.000059,C,2,C II,2s.2p.(3P*).3p,4S,1.5,3/2,True,4.0,22.898766,False,6e-06,L22145
006002.000060,C,2,C II,2s2.7s,2S,0.5,1/2,True,2.0,23.027948,False,2e-05,L22145
006002.000061,C,2,C II,2s.2p.(3P*).3p,4P,0.5,1/2,True,2.0,23.114048,False,6e-06,L22145
006002.000062,C,2,C II,2s.2p.(3P*).3p,4P,1.5,3/2,True,4.0,23.116074,False,6e-06,L22145
006002.000063,C,2,C II,2s.2p.(3P*).3p,4P,2.5,5/2,True,6.0,23.118841,False,6e-06,L22145
006002.000064,C,2,C II,2s2.7p,2P*,0.5,1/2,True,2.0,23.15347,False,6e-05,L22145
006002.000065,C,2,C II,2s2.7p,2P*,1.5,3/2,True,4.0,23.15359,False,3e-05,L22145
006002.000066,C,2,C II,2s2.7d,2D,1.5,3/2,True,4.0,23.22886,False,5e-05,L22145
006002.000067,C,2,C II,2s2.7d,2D,2.5,5/2,True,6.0,23.22886,False,5e-05,L22145
006002.000068,C,2,C II,2s2.7f,2F*,2.5,5/2,True,6.0,23.264628,False,2.2e-05,L22145
006002.000069,C,2,C II,2s2.7f,2F*,3.5,7/2,True,8.0,23.264631,False,2.2e-05,L22145
006002.000070,C,2,C II,2s2.7g,2G,3.5,7/2,True,8.0,23.270759,False,1.6e-05,L22145
006002.000071,C,2,C II,2s2.7g,2G,4.5,9/2,True,10.0,23.270763,False,1.6e-05,L22145
006002.000072,C,2,C II,2s2.7h,2H*,4.5,9/2,True,10.0,23.271946,True,1.5e-05,L22145
006002.000073,C,2,C II,2s2.7h,2H*,5.5,11/2,True,12.0,23.271946,True,1.5e-05,L22145
006002.000398,C,2,C II,2s2.7i,2I,5.5,11/2,True,12.0,23.272303,True,1.4e-05,L22145
006002.000399,C,2,C II,2s2.7i,2I,6.5,13/2,True,14.0,23.272303,True,1.4e-05,L22145
006002.000432,C,2,C II,2s2.8s,2S,0.5,1/2,True,2.0,23.37158,True,3e-05,L22145
006002.000074,C,2,C II,2s.2p.(3P*).3p,2D,1.5,3/2,True,4.0,23.381096,False,6e-06,L22145
006002.000075,C,2,C II,2s.2p.(3P*).3p,2D,2.5,5/2,True,6.0,23.385281,False,1e-05,L22145
006002.000208,C,2,C II,2s2.8f,2F*,2.5,5/2,True,6.0,23.52747,False,1.1e-05,L22145
006002.000209,C,2,C II,2s2.8f,2F*,3.5,7/2,True,8.0,23.527471,False,1.1e-05,L22145
006002.000076,C,2,C II,2s2.8g,2G,3.5,7/2,True,8.0,23.531602,False,1.2e-05,L22145
006002.000077,C,2,C II,2s2.8g,2G,4.5,9/2,True,10.0,23.531603,False,1.2e-05,L22145
006002.000210,C,2,C II,2s2.8h,2H*,4.5,9/2,True,10.0,23.532439,False,9e-06,L22145
006002.000211,C,2,C II,2s2.8h,2H*,5.5,11/2,True,12.0,23.53244,False,9e-06,L22145
006002.000400,C,2,C II,2s2.8i,2I,5.5,11/2,True,12.0,23.532663,True,1.4e-05,L22145
006002.000401,C,2,C II,2s2.8i,2I,6.5,13/2,True,14.0,23.532663,True,1.4e-05,L22145
006002.000416,C,2,C II,2s2.8k,2K*,6.5,13/2,True,14.0,23.532754,True,1.2e-05,L22145
006002.000417,C,2,C II,2s2.8k,2K*,7.5,15/2,True,16.0,23.532754,True,1.2e-05,L22145
006002.000258,C,2,C II,2s2.8d,2D,1.5,3/2,True,4.0,23.5332,False,0.0022,L22145
006002.000259,C,2,C II,2s2.8d,2D,2.5,5/2,True,6.0,23.5337,False,0.0022,L22145
006002.000433,C,2,C II,2s2.9s,2S,0.5,1/2,True,2.0,23.59933,True,4e-05,L22145
006002.000260,C,2,C II,2s2.9d,2D,1.5,3/2,True,4.0,23.707,False,0.0023,L22145
006002.000261,C,2,C II,2s2.9d,2D,2.5,5/2,True,6.0,23.7071,False,0.0023,L22145
006002.000212,C,2,C II,2s2.9f,2F*,2.5,5/2,True,6.0,23.707425,False,2.1e-05,L22145
006002.000213,C,2,C II,2s2.9f,2F*,3.5,7/2,True,8.0,23.707426,False,2.1e-05,L22145
006002.000214,C,2,C II,2s2.9g,2G,3.5,7/2,True,8.0,23.710396,False,1.2e-05,L22145
006002.000215,C,2,C II,2s2.9g,2G,4.5,9/2,True,10.0,23.710397,False,1.2e-05,L22145
006002.000216,C,2,C II,2s2.9h,2H*,4.5,9/2,True,10.0,23.710987,True,1.2e-05,L22145
006002.000217,C,2,C II,2s2.9h,2H*,5.5,11/2,True,12.0,23.710987,True,1.2e-05,L22145
006002.000402,C,2,C II,2s2.9i,2I,5.5,11/2,True,12.0,23.711166,True,1.4e-05,L22145
006002.000403,C,2,C II,2s2.9i,2I,6.5,13/2,True,14.0,23.711166,True,1.4e-05,L22145
006002.000418,C,2,C II,2s2.9k,2K*,6.5,13/2,True,14.0,23.711233,True,1.2e-05,L22145
006002.000419,C,2,C II,2s2.9k,2K*,7.5,15/2,True,16.0,23.711233,True,1.2e-05,L22145
006002.000262,C,2,C II,2s2.10d,2D,1.5,3/2,True,4.0,23.8341,False,0.0023,L22145
006002.000263,C,2,C II,2s2.10d,2D,2.5,5/2,True,6.0,23.8342,False,0.0023,L22145
006002.000382,C,2,C II,2s2.10f,2F*,2.5,5/2,True,6.0,23.836096,True,1.6e-05,L22145
006002.000383,C,2,C II,2s2.10f,2F*,3.5,7/2,True,8.0,23.836096,True,1.6e-05,L22145
006002.000218,C,2,C II,2s2.10g,2G,3.5,7/2,True,8.0,23.838287,False,1.2e-05,L22145
006002.000219,C,2,C II,2s2.10g,2G,4.5,9/2,True,10.0,23.838288,False,1.2e-05,L22145
006002.000220,C,2,C II,2s2.10h,2H*,4.5,9/2,True,10.0,23.838734,False,1e-05,L22145
006002.000221,C,2,C II,2s2.10h,2H*,5.5,11/2,True,12.0,23.838736,False,1e-05,L22145
006002.000404,C,2,C II,2s2.10i,2I,5.5,11/2,True,12.0,23.838849,True,1.2e-05,L22145
006002.000405,C,2,C II,2s2.10i,2I,6.5,13/2,True,14.0,23.838849,True,1.2e-05,L22145
006002.000420,C,2,C II,2s2.10k,2K*,6.5,13/2,True,14.0,23.838898,True,1.2e-05,L22145
006002.000421,C,2,C II,2s2.10k,2K*,7.5,15/2,True,16.0,23.838898,True,1.2e-05,L22145
006002.000264,C,2,C II,2s2.11d,2D,1.5,3/2,True,4.0,23.9284,False,0.0023,L22145
006002.000265,C,2,C II,2s2.11d,2D,2.5,5/2,True,6.0,23.9284,False,0.0023,L22145
006002.000230,C,2,C II,2s2.11f,2F*,2.5,5/2,True,6.0,23.93119,False,3e-05,L22145
006002.000231,C,2,C II,2s2.11f,2F*,3.5,7/2,True,8.0,23.93119,False,3e-05,L22145
006002.000240,C,2,C II,2s2.11g,2G,3.5,7/2,True,8.0,23.932878,False,1.7e-05,L22145
006002.000239,C,2,C II,2s2.11g,2G,4.5,9/2,True,10.0,23.932879,False,1.7e-05,L22145
006002.000254,C,2,C II,2s2.11h,2H*,4.5,9/2,True,10.0,23.933217,True,1.2e-05,L22145
006002.000256,C,2,C II,2s2.11h,2H*,5.5,11/2,True,12.0,23.933217,True,1.2e-05,L22145
006002.000406,C,2,C II,2s2.11i,2I,5.5,11/2,True,12.0,23.933317,True,1.2e-05,L22145
006002.000407,C,2,C II,2s2.11i,2I,6.5,13/2,True,14.0,23.933317,True,1.2e-05,L22145
006002.000422,C,2,C II,2s2.11k,2K*,6.5,13/2,True,14.0,23.933355,True,1.2e-05,L22145
006002.000423,C,2,C II,2s2.11k,2K*,7.5,15/2,True,16.0,23.933355,True,1.2e-05,L22145
006002.000266,C,2,C II,2s2.12d,2D,1.5,3/2,True,4.0,24.0029,False,0.0016,L22145
006002.000267,C,2,C II,2s2.12d,2D,2.5,5/2,True,6.0,24.0029,False,0.0016,L22145
006002.000222,C,2,C II,2s2.12f,2F*,2.5,5/2,True,6.0,24.00349,False,8e-05,L22145
006002.000223,C,2,C II,2s2.12f,2F*,3.5,7/2,True,8.0,24.00349,False,8e-05,L22145
006002.000246,C,2,C II,2s2.12g,2G,3.5,7/2,True,8.0,24.004847,False,1.7e-05,L22145
006002.000245,C,2,C II,2s2.12g,2G,4.5,9/2,True,10.0,24.004847,False,1.7e-05,L22145
006002.000390,C,2,C II,2s2.12h,2H*,4.5,9/2,True,10.0,24.00509,True,1.2e-05,L22145
006002.000391,C,2,C II,2s2.12h,2H*,5.5,11/2,True,12.0,24.00509,True,1.2e-05,L22145
