id_nivel,codigo_referencia
004001.000025,L9172
004001.000026,L9172
004001.000027,L9172
004001.000028,L9172
004001.000031,L9172
004001.000029,L9172
004001.000030,L9172
004001.000032,L9172
004001.000033,L9172
004001.000034,L9172
004001.000035,L9172
004001.000036,L9172
004001.000037,L9172
004001.000038,L9172
004001.000039,L9172
004001.000042,L9172
004001.000040,L9172
004001.000041,L9172
004001.000045,L9172
004001.000043,L9172
004001.000044,L9172
004001.000046,L9172
004001.000047,L9172
004001.000048,L9172
004001.000049,L9172
004001.000050,L9172
004001.000051,L9172
004001.000052,L9172
004001.000053,L9172
004001.000054,L9172
004001.000055,L9172
004001.000056,L9172
004001.000057,L9172
004001.000058,L9172
004001.000059,L9172
004001.000060,L9172
004001.000061,L9172
004001.000062,L9172
004001.000063,L9172
004001.000064,L9172
004001.000065,L9172
004001.000066,L9172
004001.000067,L9172
004001.000070,L9172
004001.000069,L9172
004001.000068,L9172
004001.000073,L9172
004001.000071,L9172
004001.000072,L9172
004001.000074,L9172
004001.000075,L9172
004001.000076,L9172
004001.000077,L9172
004001.000080,L9172
004001.000079,L9172
004001.000078,L9172
004001.000081,L9172
004001.000084,L9172
004001.000083,L9172
004001.000082,L9172
004001.000085,L9172
004001.000086,L9172
004001.000087,L9172
004001.000088,L9172
004001.000089,L9172
004001.000090,L9172
004001.000091,L9172
004001.000092,L9172
004001.000093,L9172
004001.000094,L9172
004001.000095,L9172
004001.000096,L9172
004001.000097,L9172
004001.000098,L9172
004001.000099,L9172
004001.000100,L9172
004001.000101,L9172
004001.000102,L9172
004001.000103,L9172
004001.000104,L9172
004001.000105,L9172
004001.000106,L9172
004001.000107,L9172
004001.000108,L9172
004001.000109,L9172
004001.Lim001,L5964
004001.000111,L9172
004001.000112,L9172
004001.000113,L9172
004001.000114,L9172
004001.000115,L9172
004001.000116,L9172
004001.000117,L9172
004001.000118,L9172
004001.000119,L9172
004001.000120,L9172
004001.000121,L9172
004001.000122,L9172
004001.000123,L9172
004001.000124,L9172
004001.000125,L9172
004001.000126,L9172
004001.000127,L9172
004001.000128,L9172
004001.000129,L9172
004001.000130,L9172
004001.000131,L9172
004001.000132,L9172
004001.000133,L9172
004001.000134,L9172
004001.000135,L9172
004001.000136,L9172
004001.000137,L9172
004001.000138,L9172
004001.000139,L9172
004001.000140,L9172
004001.000141,L9172
004001.000142,L9172
004001.000143,L9172
004001.000144,L9172
004001.000145,L9172
004001.000146,L9172
004001.000147,L9172
004001.000148,L9172
004001.000149,L9172
004001.000150,L9172
004001.000151,L9172
004001.000152,L9172
004001.000153,L9172
004001.000154,L9172
004001.000155,L9172
004001.000156,L9172
004001.000157,L9172
004001.000158,L9172
004001.000159,L9172
004001.000160,L9172
004001.000161,L9172
004001.000162,L9172
004001.000163,L9172
004001.000164,L9172
004001.000165,L9172
004001.000166,L9172
004001.Lim002,L9172
004001.Lim003,L9172
004001.000169,L9172
004001.000170,L9172
004001.000171,L9172
004001.000172,L9172
004001.000173,L9172
004001.000174,L9172
004001.Lim004,L9172
004001.000178,L9172
004001.000177,L9172
004001.000176,L9172
004001.000179,L9172
004001.000182,L9172
004001.000181,L9172
004001.000180,L9172
004001.000185,L9172
004001.000184,L9172
004001.000183,L9172
004001.000188,L9172
004001.000187,L9172
004001.000186,L9172
004001.000189,L9172
004001.000192,L9172
004001.000191,L9172
004001.000190,L9172
004001.000193,L9172
004001.000194,L9172
004001.000195,L9172
004001.000196,L9172
004001.000197,L9172
004001.000200,L9172
004001.000199,L9172
004001.000198,L9172
004001.Lim005,L9172
004001.000204,L9172
004001.000203,L9172
004001.000202,L9172
004001.000205,L9172
004001.000206,L9172
004001.000207,L9172
004001.000208,L9172
004001.000209,L9172
004001.000210,L9172
004001.Lim006,L9172
004001.000212,L9172
004001.000213,L9172
004001.000214,L9172
004001.Lim007,L9172
004001.000216,L9172
004001.000217,L9172
004001.000218,L9172
004001.000219,L9172
004002.000001,L12158
004002.000002,L12158
004002.000003,L12158
004002.000004,L12158
004002.000005,L12158
004002.000006,L12158
004002.000007,L12158
004002.000008,L12158
004002.000009,L12158
004002.000010,L12158
004002.000011,L12158
004002.000012,L12158
004002.000013,L12158
004002.000014,L12158
004002.000015,L12158
004002.000016,L12158
004002.000017,L12158
004002.000018,L12158
004002.000019,L12158
004002.000020,L12158
004002.000021,L12158
004002.000022,L12158
004002.000024,L12158
004002.000023,L12158
004002.000025,L12158
004002.000026,L12158
004002.000027,L12158
004002.000029,L12158
004002.000028,L12158
004002.000030,L12158
004002.000031,L12158
004002.000033,L12158
004002.000032,L12158
004002.000035,L12158
004002.000034,L12158
004002.000036,L12158
004002.000037,L12158
004002.000038,L12158
004002.000040,L12158
004002.000039,L12158
004002.000042,L12158
004002.000041,L12158
004002.000044,L12158
004002.000043,L12158
004002.000046,L12158
004002.000045,L12158
004002.000047,L12158
004002.000048,L12158
004002.000049,L12158
004002.000051,L12158
004002.000050,L12158
004002.000053,L12158
004002.000052,L12158
004002.000055,L12158
004002.000054,L12158
004002.000057,L12158
004002.000056,L12158
004002.000058,L12158
004002.000059,L12158
004002.000060,L12158
004002.000062,L12158
004002.000061,L12158
004002.000064,L12158
004002.000063,L12158
004002.000066,L12158
004002.000065,L12158
004002.000068,L12158
004002.000067,L12158
004002.000069,L12158
004002.000070,L12158
004002.000071,L12158
004002.000073,L12158
004002.000072,L12158
004002.000075,L12158
004002.000074,L12158
004002.000077,L12158
004002.000076,L12158
004002.Lim001,L12158
004002.000079,L12158
004002.000082,L12158
004002.000081,L12158
004002.000080,L12158
004002.000084,L12158
004002.000083,L12158
004002.000086,L12158
004002.000085,L12158
004002.000089,L12158
004002.000088,L12158
004002.000087,L12158
004002.000091,L12158
004002.000090,L12158
004002.000093,L12158
004002.000092,L12158
004002.000094,L12158
004002.000095,L12158
004002.000096,L12158
004002.000098,L12158
004002.000099,L12158
004002.000097,L12158
004002.000100,L12158
004002.000101,L12158
004002.000105,L12158
004002.000104,L12158
004002.000103,L12158
004002.000102,L12158
004002.000107,L12158
004002.000106,L12158
004002.000108,L12158
004002.000109,L12158
004002.000111,L12158
004002.000110,L12158
004002.000113,L12158
004002.000112,L12158
004002.000114,L12158
004002.000115,L12158
004002.000116,L12158
004002.000120,L12158
004002.000117,L12158
004002.000118,L12158
004002.000119,L12158
004002.000121,L12158
004002.000122,L12158
004002.000125,L12158
004002.000124,L12158
004002.000123,L12158
004002.000128,L12158
004002.000129,L12158
004002.000127,L12158
004002.000126,L12158
004002.000131,L12158
004002.000130,L12158
004002.000132,L12158
004002.000133,L12158
004002.000134,L12158
004002.000135,L12158
004002.000136,L12158
004002.000137,L12158
004002.000138,L12158
004002.000139,L12158
004002.000140,L12158
004002.000141,L12158
004002.000142,L12158
004002.000143,L12158
004002.000144,L12158
004002.000145,L12158
004002.000146,L12158
004002.000147,L12158
004002.000148,L12158
004002.000149,L12158
004002.000150,L12158
004002.000151,L12158
004002.000152,L12158
004002.000153,L12158
004002.000154,L12158
004002.000155,L12158
004002.000156,L12158
004002.000157,L12158
004002.000158,L12158
004002.000159,L12158
004002.000163,L12158
004002.000161,L12158
004002.000162,L12158
004002.000160,L12158
004002.000167,L12158
004002.000166,L12158
004002.000165,L12158
004002.000164,L12158
004002.000169,L12158
004002.000168,L12158
004002.000171,L12158
004002.000170,L12158
004002.000173,L12158
004002.000172,L12158
004002.000175,L12158
004002.000174,L12158
004002.000178,L12158
004002.000177,L12158
004002.000176,L12158
004002.000179,L12158
004002.000180,L12158
004002.000181,L12158
004002.000182,L12158
004002.000184,L12158
004002.000183,L12158
004002.000185,L12158
004002.000188,L12158
004002.000186,L12158
004002.000187,L12158
004002.000190,L12158
004002.000189,L12158
004002.000193,L12158
004002.000194,L12158
004002.000192,L12158
004002.000191,L12158
004002.000195,L12158
004002.000196,L12158
004002.000200,L12158
004002.000199,L12158
004002.000198,L12158
004002.000197,L12158
004002.000204,L12158
004002.000202,L12158
004002.000203,L12158
004002.000201,L12158
004002.000207,L12158
004002.000208,L12158
004002.000209,L12158
004002.000206,L12158
004002.000211,L12158
004002.000210,L12158
004002.000215,L12158
004002.000214,L12158
004002.000212,L12158
004002.000213,L12158
004002.000217,L12158
004002.000216,L12158
004002.000221,L12158
004002.000220,L12158
004002.000219,L12158
004002.000218,L12158
004002.000223,L12158
004002.000224,L12158
004002.000225,L12158
004002.000222,L12158
004002.000226,L12158
004002.000227,L12158
004002.000232,L12158
004002.000231,L12158
004002.000234,L12158
004002.000233,L12158
004002.000236,L12158
004002.000235,L12158
004002.000238,L12158
004002.000239,L12158
004002.000237,L12158
004002.000240,L12158
004002.000241,L12158
004002.000242,L12158
004002.000243,L12158
004002.000245,L12158
004002.000244,L12158
004002.000247,L12158
004002.000246,L12158
004002.000248,L12158
004002.000249,L12158
004002.000251,L12158
004002.000250,L12158
004002.000254,L12158
004002.000252,L12158
004002.000253,L12158
004002.000255,L12158
004002.000256,L12158
004002.000257,L12158
004002.000258,L12158
005001.000001,L12312
005001.000002,L12312
005001.000003,L12312
005001.000004,L12312
005001.000005,L12312
005001.000006,L12312
005001.000007,L12312
005001.000008,L12312
005001.000009,L12312
005001.000010,L12312
005001.000011,L12312
005001.000012,L12312
005001.000013,L12312
005001.000014,L12312
005001.000015,L12312
005001.000016,L12312
005001.000121,L12312
005001.000017,L12312
005001.000018,L12312
005001.000019,L12312
005001.000020,L12312
005001.000021,L12312
005001.000022,L12312
005001.000120,L12312
005001.000023,L12312
005001.000125,L12312
005001.000024,L12312
005001.000025,L12312
005001.000026,L12312
005001.000119,L12312
005001.000027,L12312
005001.000124,L12312
005001.000028,L12312
005001.000029,L12312
005001.000030,L12312
005001.000118,L12312
005001.000031,L12312
005001.000123,L12312
005001.000032,L12312
005001.000033,L12312
005001.000034,L12312
005001.000117,L12312
005001.000035,L12312
005001.000122,L12312
005001.000036,L12312
005001.000037,L12312
005001.000038,L12312
005001.000039,L12312
005001.000040,L12312
005001.000041,L12312
005001.000042,L12312
005001.000043,L12312
005001.000044,L12312
005001.000045,L12312
005001.000046,L12312
005001.000047,L12312
005001.000048,L12312
005001.000049,L12312
005001.000050,L12312
005001.000051,L12312
005001.000052,L12312
005001.000053,L12312
005001.000054,L12312
005001.000055,L12312
005001.000056,L12312
005001.000057,L12312
005001.000058,L12312
005001.000059,L12312
005001.000060,L12312
005001.000061,L12312
005001.000062,L12312
005001.000063,L12312
005001.000064,L12312
005001.000065,L12312
005001.000066,L12312
005001.000067,L12312
005001.000068,L12312
005001.000069,L12312
005001.000070,L12312
005001.000071,L12312
005001.000072,L12312
005001.Lim001,L12312
005001.000074,L12312
005001.000075,L12312
005001.000076,L12312
005001.000077,L12312
005001.000078,L12312
005001.000079,L12312
005001.000080,L12312
005001.000081,L12312
005001.000082,L12312
005001.000083,L12312
005001.000084,L12312
005001.000085,L12312
005001.000086,L12312
005001.000087,L12312
005001.000088,L12312
005001.000089,L12312
005001.000090,L12312
005001.000091,L12312
005001.000092,L12312
005001.000093,L12312
005001.000094,L12312
005001.000095,L12312
005001.000096,L12312
005001.000097,L12312
005001.000098,L12312
005001.000099,L12312
005001.000100,L12312
005001.000101,L12312
005001.Lim002,L12312
005001.Lim003,L12312
005001.Lim004,L12312
005001.Lim005,L12312
005001.000106,L12312
005001.000115,L12312
005001.000116,L12312
005001.000107,L12312
005001.000108,L12312
005001.000109,L12312
005001.000110,L12312
005001.000111,L12312
005001.Lim006,L12312
005001.000112,L12312
005001.Lim007,L12312
005002.000001,L12120
005002.000002,L12120
005002.000003,L12120
005002.000004,L12120
005002.000005,L12120
005002.000006,L12120
005002.000007,L12120
005002.000008,L12120
005002.000009,L12120
005002.000010,L12120
005002.000011,L12120
005002.000012,L12120
005002.000013,L12120
005002.000014,L12120
005002.000015,L12120
005002.000016,L12120
005002.000017,L12120
005002.000019,L12120
005002.000018,L12120
005002.000020,L12120
005002.000021,L12120
005002.000022,L12120
005002.000023,L12120
005002.000026,L12120
005002.000025,L12120
005002.000024,L12120
005002.000028,L12120
005002.000029,L12120
005002.000027,L12120
005002.000031,L12120
005002.000030,L12120
005002.000032,L12120
005002.000033,L12120
005002.000034,L12120
005002.000035,L12120
005002.000036,L12120
005002.000037,L12120
005002.000038,L12120
005002.000039,L12120
005002.000040,L12120
005002.000041,L12120
005002.000042,L12120
005002.000043,L12120
005002.000046,L12120
005002.000044,L12120
005002.000045,L12120
005002.000047,L12120
005002.000048,L12120
005002.000049,L12120
005002.000050,L12120
005002.000051,L12120
005002.000054,L12120
005002.000052,L12120
005002.000053,L12120
005002.000055,L12120
005002.000056,L12120
005002.000057,L12120
005002.000058,L12120
005002.000059,L12120
005002.000060,L12120
005002.000061,L12120
005002.000062,L12120
005002.000064,L12120
005002.000065,L12120
005002.000063,L12120
005002.000066,L12120
005002.000070,L12120
005002.000067,L12120
005002.000068,L12120
005002.000069,L12120
005002.000071,L12120
005002.000072,L12120
005002.000073,L12120
005002.000074,L12120
005002.000075,L12120
005002.000076,L12120
005002.000077,L12120
005002.000078,L12120
005002.000079,L12120
005002.000080,L12120
005002.000081,L12120
005002.000082,L12120
005002.000083,L12120
005002.000084,L12120
005002.000085,L12120
005002.000086,L12120
005002.000087,L12120
005002.000088,L12120
005002.000089,L12120
005002.000090,L12120
005002.000091,L12120
005002.000092,L12120
005002.000093,L12120
005002.000094,L12120
005002.000095,L12120
005002.000096,L12120
005002.000097,L12120
005002.000098,L12120
005002.000099,L12120
005002.000100,L12120
005002.000101,L12120
005002.000102,L12120
005002.000103,L12120
005002.Lim001,L12120
005002.000105,L12120
005002.000106,L12120
005002.000107,L12120
005002.000108,L12120
005002.000109,L12120
005002.000110,L12120
005002.000111,L12120
005002.000112,L12120
005002.000113,L12120
005002.000114,L12120
005002.000115,L12120
005002.000116,L12120
005002.000119,L12120
005002.000118,L12120
005002.000117,L12120
005002.000120,L12120
005002.000121,L12120
005002.000122,L12120
005002.000123,L12120
005002.000124,L12120
005002.000125,L12120
005002.000126,L12120
005002.000127,L12120
005002.000128,L12120
005002.000129,L12120
005002.000130,L12120
005002.000131,L12120
005002.000132,L12120
005002.000133,L12120
005002.000134,L12120
005002.000135,L12120
005002.000136,L12120
005002.000137,L12120
005002.000138,L12120
005002.000139,L12120
005002.000140,L12120
005002.000141,L12120
005002.000142,L12120
005002.000143,L12120
005002.000144,L12120
005002.000145,L12120
005002.000146,L12120
005002.000147,L12120
005002.000148,L12120
005002.000149,L12120
005002.000150,L12120
005002.000151,L12120
005002.000152,L12120
005002.000153,L12120
005002.000154,L12120
005002.000155,L12120
005002.000156,L12120
005002.000157,L12120
006001.000001,L20057
006001.000006,L20057
006001.000006,L3172
006001.000007,L20057
006001.000007,L3172
006001.000008,L20057
006001.000009,L20057
006001.000010,L20057
006001.000011,L20057
006001.000012,L20057
006001.000013,L20057
006001.000014,L20057
006001.000014,L292
006001.000015,L20057
006001.000016,L20057
006001.000017,L20057
006001.000018,L20057
006001.000019,L20057
006001.000020,L20057
006001.000021,L20057
006001.000022,L20057
006001.000023,L20057
006001.000024,L20057
006001.000025,L20057
006001.000026,L20057
006001.000027,L20057
006001.000028,L20057
006001.000029,L20057
006001.000030,L20057
006001.000031,L20057
006001.000032,L20057
006001.000033,L20057
006001.000034,L20057
006001.000035,L20057
006001.000036,L20057
006001.000037,L20057
006001.000038,L20057
006001.000039,L20057
006001.000040,L20057
006001.000041,L20057
006001.000042,L20057
006001.000043,L20057
006001.000044,L20057
006001.000045,L20057
006001.000046,L20057
006001.000047,L20057
006001.000048,L20057
006001.000049,L20057
006001.000050,L20057
006001.000051,L20057
006001.000052,L20057
006001.000053,L20057
006001.000054,L20057
006001.000055,L20057
006001.000056,L20057
006001.000057,L20057
006001.000058,L20057
006001.000060,L20057
006001.000062,L20057
006001.000059,L20057
006001.000061,L20057
006001.000063,L20057
006001.000064,L20057
006001.000065,L20057
006001.000066,L20057
006001.000067,L20057
006001.000068,L20057
006001.000069,L20057
006001.000070,L20057
006001.000071,L20057
006001.000072,L20057
006001.000073,L20057
006001.000074,L20057
006001.000075,L20057
006001.000076,L20057
006001.000077,L20057
006001.000078,L20057
006001.000079,L20057
006001.000080,L20057
006001.000081,L20057
006001.000082,L20057
006001.000083,L20057
006001.000084,L20057
006001.000085,L20057
006001.000086,L20057
006001.000087,L20057
006001.000088,L20057
006001.000089,L20057
006001.000090,L20057
006001.000091,L20057
006001.000092,L20057
006001.000093,L20057
006001.000094,L20057
006001.000095,L20057
006001.000097,L20057
006001.000100,L20057
006001.000096,L20057
006001.000098,L20057
006001.000101,L20057
006001.000099,L20057
006001.000102,L20057
006001.000103,L20057
006001.000283,L20057
006001.000284,L20057
006001.000285,L20057
006001.000286,L20057
006001.000104,L20057
006001.000287,L20057
006001.000288,L20057
006001.000289,L20057
006001.000290,L20057
006001.000105,L20057
006001.000106,L20057
006001.000107,L20057
006001.000108,L20057
006001.000109,L20057
006001.000292,L20057
006001.000291,L20057
006001.000293,L20057
006001.000294,L20057
006001.000295,L20057
006001.000296,L20057
006001.000110,L20057
006001.000297,L20057
006001.000298,L20057
006001.000299,L20057
006001.000300,L20057
006001.000111,L20057
006001.000112,L20057
006001.000113,L20057
006001.000114,L20057
006001.000115,L20057
006001.000116,L20057
006001.000117,L20057
006001.000118,L20057
006001.000119,L20057
006001.000120,L20057
006001.000121,L20057
006001.000122,L20057
006001.000123,L20057
006001.000124,L20057
006001.000125,L20057
006001.000126,L20057
006001.000128,L20057
006001.000132,L20057
006001.000127,L20057
006001.000129,L20057
006001.000131,L20057
006001.000130,L20057
006001.000135,L20057
006001.000136,L20057
006001.000301,L20057
006001.000302,L20057
006001.000133,L20057
006001.000134,L20057
006001.000416,L20057
006001.000417,L20057
006001.000418,L20057
006001.000303,L20057
006001.000304,L20057
006001.000419,L20057
006001.000305,L20057
006001.000420,L20057
006001.000137,L20057
006001.000138,L20057
006001.000306,L20057
006001.000307,L20057
006001.000139,L20057
006001.000140,L20057
006001.000309,L20057
006001.000308,L20057
006001.000141,L20057
006001.000421,L20057
006001.000422,L20057
006001.000423,L20057
006001.000310,L20057
006001.000142,L20057
006001.000145,L20057
006001.000146,L20057
006001.000311,L20057
006001.000424,L20057
006001.000425,L20057
006001.000312,L20057
006001.000313,L20057
006001.000426,L20057
006001.000427,L20057
006001.000314,L20057
006001.000315,L20057
006001.000428,L20057
006001.000143,L20057
006001.000144,L20057
006001.000317,L20057
006001.000316,L20057
006001.000147,L20057
006001.000148,L20057
006001.000149,L20057
006001.000150,L20057
006001.000151,L20057
006001.000152,L20057
006001.000153,L20057
006001.000154,L20057
006001.000155,L20057
006001.000156,L20057
006001.000159,L20057
006001.000157,L20057
006001.000161,L20057
006001.000158,L20057
006001.000160,L20057
006001.000318,L20057
006001.000162,L20057
006001.000320,L20057
006001.000319,L20057
006001.000163,L20057
006001.000167,L20057
006001.000164,L20057
006001.000168,L20057
006001.000165,L20057
006001.000166,L20057
006001.000169,L20057
006001.000170,L20057
006001.000172,L20057
006001.000321,L20057
006001.000173,L20057
006001.000171,L20057
006001.000429,L20057
006001.000430,L20057
006001.000174,L20057
006001.000322,L20057
006001.000175,L20057
006001.000176,L20057
006001.000177,L20057
006001.000179,L20057
006001.000178,L20057
006001.000180,L20057
006001.000182,L20057
006001.000181,L20057
006001.000183,L20057
006001.000184,L20057
006001.000187,L20057
006001.000185,L20057
006001.000189,L20057
006001.000186,L20057
006001.000188,L20057
006001.000190,L20057
006001.000191,L20057
006001.000324,L20057
006001.000323,L20057
006001.000325,L20057
006001.000195,L20057
006001.000192,L20057
006001.000196,L20057
006001.000193,L20057
006001.000194,L20057
006001.000197,L20057
006001.000326,L20057
006001.000198,L20057
006001.000199,L20057
006001.000431,L20057
006001.000432,L20057
006001.000433,L20057
006001.000434,L20057
006001.000201,L20057
006001.000200,L20057
006001.000435,L20057
006001.000436,L20057
006001.000202,L20057
006001.000203,L20057
006001.000204,L20057
006001.000205,L20057
006001.000206,L20057
006001.000208,L20057
006001.000207,L20057
006001.000210,L20057
006001.000327,L20057
006001.000209,L20057
006001.000328,L20057
006001.000214,L20057
006001.000211,L20057
006001.000212,L20057
006001.000213,L20057
006001.000215,L20057
006001.000216,L20057
006001.000329,L20057
006001.000330,L20057
006001.000217,L20057
006001.000218,L20057
006001.000219,L20057
006001.000331,L20057
006001.000220,L20057
006001.000332,L20057
006001.000333,L20057
006001.000004,L20057
006001.000221,L20057
006001.000005,L20057
006001.000224,L20057
006001.000222,L20057
006001.000223,L20057
006001.000225,L20057
006001.000335,L20057
006001.000334,L20057
006001.000336,L20057
006001.000226,L20057
006001.000337,L20057
006001.000227,L20057
006001.000338,L20057
006001.000339,L20057
006001.000340,L20057
006001.000228,L20057
006001.000229,L20057
006001.000230,L20057
006001.000341,L20057
006001.000231,L20057
006001.000232,L20057
006001.000344,L20057
006001.000343,L20057
006001.000342,L20057
006001.000345,L20057
006001.000346,L20057
006001.000233,L20057
006001.000347,L20057
006001.000234,L20057
006001.000349,L20057
006001.000348,L20057
006001.000235,L20057
006001.000236,L20057
006001.000350,L20057
006001.000352,L20057
006001.000351,L20057
006001.000237,L20057
006001.000353,L20057
006001.000354,L20057
006001.000238,L20057
006001.000355,L20057
006001.000239,L20057
006001.000356,L20057
006001.000357,L20057
006001.000240,L20057
006001.000358,L20057
006001.000359,L20057
006001.000360,L20057
006001.000242,L20057
006001.000241,L20057
006001.000361,L20057
006001.000244,L20057
006001.000362,L20057
006001.000363,L20057
006001.000243,L20057
006001.000365,L20057
006001.000364,L20057
006001.000366,L20057
006001.000245,L20057
006001.000246,L20057
006001.000367,L20057
006001.000368,L20057
006001.000369,L20057
006001.000370,L20057
006001.000371,L20057
006001.000247,L20057
006001.000372,L20057
006001.000249,L20057
006001.000374,L20057
006001.000373,L20057
006001.000375,L20057
006001.000376,L20057
006001.000248,L20057
006001.000250,L20057
006001.000377,L20057
006001.000379,L20057
006001.000378,L20057
006001.000251,L20057
006001.000380,L20057
006001.000381,L20057
006001.000252,L20057
006001.000253,L20057
006001.000254,L20057
006001.000382,L20057
006001.000383,L20057
006001.000255,L20057
006001.000256,L20057
006001.000257,L20057
006001.000385,L20057
006001.000384,L20057
006001.000258,L20057
006001.000260,L20057
006001.000259,L20057
006001.000261,L20057
006001.000386,L20057
006001.000387,L20057
006001.000262,L20057
006001.000263,L20057
006001.000264,L20057
006001.000388,L20057
006001.000389,L20057
006001.000265,L20057
006001.000266,L20057
006001.000267,L20057
006001.000268,L20057
006001.000269,L20057
006001.000270,L20057
006001.000271,L20057
006001.000272,L20057
006001.000273,L20057
006001.000274,L20057
006001.000275,L20057
006001.Lim001,L20057
006001.Lim002,L20057
006001.000278,L20057
006001.000279,L20057
006001.000280,L20057
006001.000437,L20057
006001.000281,L20057
006001.000390,L20057
006001.000391,L20057
006001.000392,L20057
006001.000282,L20057
006001.000393,L20057
006001.000394,L20057
006001.000395,L20057
006001.000396,L20057
006001.000397,L20057
006001.000398,L20057
006001.000399,L20057
006001.000400,L20057
006001.000401,L20057
006001.000402,L20057
006001.000403,L20057
006001.000404,L20057
006001.000405,L20057
006001.000406,L20057
006001.000407,L20057
006001.000408,L20057
006001.000409,L20057
006001.000410,L20057
006001.000411,L20057
006001.000412,L20057
006001.000413,L20057
006001.000414,L20057
006001.000415,L20057
006002.000001,L22145
006002.000001,L6720
006002.000002,L22145
006002.000002,L6720
006002.000003,L22145
006002.000003,L15072
006002.000004,L22145
006002.000004,L15072
006002.000005,L22145
006002.000005,L15072
006002.000006,L22145
006002.000006,L15072
006002.000007,L22145
006002.000007,L15072
006002.000008,L22145
006002.000008,L15072
006002.000009,L22145
006002.000009,L15072
006002.000010,L22145
006002.000010,L15072
006002.000011,L22145
006002.000011,L15072
006002.000012,L22145
006002.000012,L15072
006002.000013,L22145
006002.000013,L15072
006002.000014,L22145
006002.000014,L15072
006002.000015,L22145
006002.000015,L15072
006002.000016,L22145
006002.000016,L15072
006002.000017,L22145
006002.000017,L15072
006002.000018,L22145
006002.000018,L15072
006002.000019,L22145
006002.000019,L15072
006002.000020,L22145
006002.000020,L15072
006002.000021,L22145
006002.000021,L15072
006002.000022,L22145
006002.000022,L15072
006002.000023,L22145
006002.000023,L15072
006002.000024,L22145
006002.000024,L15072
006002.000025,L22145
006002.000026,L22145
006002.000027,L22145
006002.000027,L15072
006002.000028,L22145
006002.000028,L15072
006002.000029,L22145
006002.000030,L22145
006002.000031,L22145
006002.000032,L22145
006002.000033,L22145
006002.000034,L22145
006002.000035,L22145
006002.000036,L22145
006002.000037,L22145
006002.000038,L22145
006002.000039,L22145
006002.000040,L22145
006002.000041,L22145
006002.000042,L22145
006002.000043,L22145
006002.000044,L22145
006002.000045,L22145
006002.000046,L22145
006002.000047,L22145
006002.000048,L22145
006002.000049,L22145
006002.000050,L22145
006002.000051,L22145
006002.000052,L22145
006002.000053,L22145
006002.000054,L22145
006002.000055,L22145
006002.000056,L22145
006002.000057,L22145
006002.000058,L22145
006002.000059,L22145
006002.000060,L22145
006002.000061,L22145
006002.000062,L22145
006002.000063,L22145
006002.000064,L22145
006002.000065,L22145
006002.000066,L22145
006002.000067,L22145
006002.000068,L22145
006002.000069,L22145
006002.000070,L22145
006002.000071,L22145
006002.000072,L22145
006002.000073,L22145
006002.000398,L22145
006002.000399,L22145
006002.000432,L22145
006002.000074,L22145
006002.000075,L22145
006002.000208,L22145
006002.000209,L22145
006002.000076,L22145
006002.000077,L22145
006002.000210,L22145
006002.000211,L22145
006002.000400,L22145
006002.000401,L22145
006002.000416,L22145
006002.000417,L22145
006002.000258,L22145
006002.000259,L22145
006002.000433,L22145
006002.000260,L22145
006002.000261,L22145
006002.000212,L22145
006002.000213,L22145
006002.000214,L22145
006002.000215,L22145
006002.000216,L22145
006002.000217,L22145
006002.000402,L22145
006002.000403,L22145
006002.000418,L22145
006002.000419,L22145
006002.000262,L22145
006002.000263,L22145
006002.000382,L22145
006002.000383,L22145
006002.000218,L22145
006002.000219,L22145
006002.000220,L22145
006002.000221,L22145
006002.000404,L22145
006002.000405,L22145
006002.000420,L22145
006002.000421,L22145
006002.000264,L22145
006002.000265,L22145
006002.000230,L22145
006002.000231,L22145
006002.000240,L22145
006002.000239,L22145
006002.000254,L22145
006002.000256,L22145
006002.000406,L22145
006002.000407,L22145
006002.000422,L22145
006002.000423,L22145
006002.000266,L22145
006002.000267,L22145
006002.000222,L22145
006002.000223,L22145
006002.000246,L22145
006002.000245,L22145
006002.000390,L22145
006002.000391,L22145
006002.000408,L22145
006002.000409,L22145
006002.000424,L22145
006002.000425,L22145
006002.000233,L22145
006002.000234,L22145
006002.000386,L22145
006002.000387,L22145
006002.000392,L22145
006002.000393,L22145
006002.000410,L22145
006002.000411,L22145
006002.000426,L22145
006002.000427,L22145
006002.000236,L22145
006002.000237,L22145
006002.000252,L22145
006002.000229,L22145
006002.000394,L22145
006002.000395,L22145
006002.000412,L22145
006002.000413,L22145
006002.000428,L22145
006002.000429,L22145
006002.000268,L22145
006002.000269,L22145
006002.000384,L22145
006002.000385,L22145
006002.000388,L22145
006002.000389,L22145
006002.000396,L22145
006002.000397,L22145
006002.000415,L22145
006002.000414,L22145
006002.000431,L22145
006002.000430,L22145
006002.000078,L22145
006002.000079,L22145
006002.000080,L22145
006002.000081,L22145
006002.000082,L22145
006002.000083,L22145
006002.000084,L22145
006002.000085,L22145
006002.Lim001,L22145
006002.000087,L22145
006002.000088,L22145
006002.000089,L22145
006002.000090,L22145
006002.000091,L22145
006002.000092,L22145
006002.000093,L22145
006002.000094,L22145
006002.000095,L22145
006002.000096,L22145
006002.000097,L22145
006002.000098,L22145
006002.000099,L22145
006002.000100,L22145
006002.000101,L22145
006002.000102,L22145
006002.000103,L22145
006002.000104,L22145
006002.000105,L22145
