id_linea,elemento,espectro,estado_ionizacion,longitud_onda_nm,longitud_onda_vacio_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,region_espectral,aki_s1,log10_aki,tiene_aki,fuerza_oscilador_fik,log_gf,exactitud,tipo_transicion,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,energia_foton_ev,configuracion_inferior,termino_inferior,j_inferior,j_inferior_texto,j_inferior_resuelto,g_inferior,configuracion_superior,termino_superior,j_superior,j_superior_texto,j_superior_resuelto,g_superior,id_nivel_inferior,id_nivel_superior,ref_probabilidad,ref_longitud_onda,medicion_repetida
1,C,C II,2,4.2767,4.2767,observada,vacio,4.2767,4.2766,False,0.0004,0.0004,Rayos X,90000000000.0,10.954242509439325,True,0.023,-1.33,D+,E1,,a*,0.0,2338290.0,False,False,False,False,289.91101136692004,2s2.2p,2P*,0.5,1/2,True,2,1s.2s2.2p2,2S,0.5,1/2,True,2,006002.000001,006002.000359,T9848LS,L20274,False
2,C,C II,2,4.2767,4.2767,observada,vacio,4.2767,4.2767,False,0.0004,0.0004,Rayos X,170000000000.0,11.230448921378274,True,0.023,-1.03,D+,E1,,a*,63.39509,2338290.0,False,False,False,False,289.90315137750144,2s2.2p,2P*,1.5,3/2,True,4,1s.2s2.2p2,2S,0.5,1/2,True,2,006002.000002,006002.000359,T9848LS,L20274,False
3,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,Rayos X,60000000000.0,10.778151250383644,True,0.023,-1.0,E,E1,,a*,43024.9,2377500.0,False,False,False,False,289.43802404829677,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2P*),4P*,2.5,5/2,True,6,006002.000004,006002.000367,T9848LS,L20274,False
4,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,Rayos X,25000000000.0,10.397940008672037,True,0.007,-1.6,E,E1,,a*,43024.9,2377500.0,False,False,False,False,289.43802404829677,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2P*),4P*,1.5,3/2,True,4,006002.000004,006002.000366,T9848LS,L20274,False
5,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,Rayos X,150000000000.0,11.176091259055681,True,0.021,-1.1,E,E1,,a*,43024.9,2377500.0,False,False,False,False,289.43802404829677,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2P*),4P*,0.5,1/2,True,2,006002.000004,006002.000365,T9848LS,L20274,False
6,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,Rayos X,80000000000.0,10.903089986991944,True,0.04,-1.1,E,E1,,a*,43002.8,2377500.0,False,False,False,False,289.44076409908223,2s.2p2,4P,0.5,1/2,True,2,1s.2s.(3S). 2p3.(2P*),4P*,1.5,3/2,True,4,006002.000003,006002.000366,T9848LS,L20274,False
7,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,Rayos X,31000000000.0,10.491361693834273,True,0.009,-1.8,E,E1,,a*,43002.8,2377500.0,False,False,False,False,289.44076409908223,2s.2p2,4P,0.5,1/2,True,2,1s.2s.(3S). 2p3.(2P*),4P*,0.5,1/2,True,2,006002.000003,006002.000365,T9848LS,L20274,False
8,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2837,False,0.0004,0.0004,Rayos X,130000000000.0,11.113943352306837,True,0.036,-0.7,E,E1,,a*,43053.2,2377500.0,False,False,False,False,289.4345152954809,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(2P*),4P*,2.5,5/2,True,6,006002.000005,006002.000367,T9848LS,L20274,False
9,C,C II,2,4.2836,4.2836,observada,vacio,4.2836,4.2837,False,0.0004,0.0004,Rayos X,80000000000.0,10.903089986991944,True,0.015,-1.0,E,E1,,a*,43053.2,2377500.0,False,False,False,False,289.4345152954809,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(2P*),4P*,1.5,3/2,True,4,006002.000005,006002.000366,T9848LS,L20274,False
10,C,C II,2,4.2988,4.2988,observada,vacio,4.2988,4.2987,False,0.0005,0.0004,Rayos X,140000000000.0,11.146128035678238,True,0.076,-0.82,D+,E1,,a*,0.0,2326280.0,False,False,False,False,288.42196114367283,2s2.2p,2P*,0.5,1/2,True,2,1s.2s2.2p2,2P,1.5,3/2,True,4,006002.000001,006002.000358,T9848LS,L20274,False
11,C,C II,2,4.2988,4.2988,observada,vacio,4.2988,4.2988,False,0.0005,0.0004,Rayos X,680000000000.0,11.832508912706237,True,0.19,-0.12,D+,E1,,a*,63.39509,2326280.0,False,False,False,False,288.41410115425424,2s2.2p,2P*,1.5,3/2,True,4,1s.2s2.2p2,2P,1.5,3/2,True,4,006002.000002,006002.000358,T9848LS,L20274,False
12,C,C II,2,4.2988,4.2988,observada,vacio,4.2988,4.2989,False,0.0005,0.0004,Rayos X,550000000000.0,11.740362689494244,True,0.15,-0.52,D+,E1,,a*,0.0,2326190.0,False,False,False,False,288.41080256581336,2s2.2p,2P*,0.5,1/2,True,2,1s.2s2.2p2,2P,0.5,1/2,True,2,006002.000001,006002.000357,T9848LS,L20274,False
13,C,C II,2,4.2988,4.2988,observada,vacio,4.2988,4.299,False,0.0005,0.0004,Rayos X,270000000000.0,11.431363764158988,True,0.038,-0.82,D+,E1,,a*,63.39509,2326190.0,False,False,False,False,288.40294257639476,2s2.2p,2P*,1.5,3/2,True,4,1s.2s2.2p2,2P,0.5,1/2,True,2,006002.000002,006002.000357,T9848LS,L20274,False
14,C,C II,2,4.306,4.306,observada,vacio,4.306,4.306,False,0.0004,0.0004,Rayos X,250000000000.0,11.397940008672037,True,0.14,-0.56,D+,E1,,a*,0.0,2322360.0,False,False,False,False,287.9359430857936,2s2.2p,2P*,0.5,1/2,True,2,1s.2s2.2p2,2D,1.5,3/2,True,4,006002.000001,006002.000355,T9848LS,L20274,False
15,C,C II,2,4.306,4.306,observada,vacio,4.306,4.3061,False,0.0004,0.0004,Rayos X,300000000000.0,11.477121254719663,True,0.12,-0.31,D+,E1,,a*,63.39509,2322360.0,False,False,False,False,287.9280830963751,2s2.2p,2P*,1.5,3/2,True,4,1s.2s2.2p2,2D,2.5,5/2,True,6,006002.000002,006002.000356,T9848LS,L20274,False
16,C,C II,2,4.306,4.306,observada,vacio,4.306,4.3061,False,0.0004,0.0004,Rayos X,49000000000.0,10.690196080028514,True,0.014,-1.26,D+,E1,,a*,63.39509,2322360.0,False,False,False,False,287.9280830963751,2s2.2p,2P*,1.5,3/2,True,4,1s.2s2.2p2,2D,1.5,3/2,True,4,006002.000002,006002.000355,T9848LS,L20274,False
17,C,C II,2,4.315,4.315,observada,vacio,4.315,4.3149,False,0.0004,0.0004,Rayos X,110000000000.0,11.041392685158225,True,0.06,-0.9,E,E1,,a*,43002.8,2360540.0,False,False,False,False,287.33799209356414,2s.2p2,4P,0.5,1/2,True,2,1s.2s.(3S). 2p3.(2D*),4D*,1.5,3/2,True,4,006002.000003,006002.000362,T9848LS,L20274,False
18,C,C II,2,4.315,4.315,observada,vacio,4.315,4.3149,False,0.0004,0.0004,Rayos X,210000000000.0,11.32221929473392,True,0.06,-0.9,E,E1,,a*,43002.8,2360540.0,False,False,False,False,287.33799209356414,2s.2p2,4P,0.5,1/2,True,2,1s.2s.(3S). 2p3.(2D*),4D*,0.5,1/2,True,2,006002.000003,006002.000361,T9848LS,L20274,False
19,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,250000000000.0,11.397940008672037,True,0.09,-0.2,E,E1,,a*,43053.2,2360540.0,False,False,False,False,287.3317432899628,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(2D*),4D*,3.5,7/2,True,8,006002.000005,006002.000364,T9848LS,L20274,False
20,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,80000000000.0,10.903089986991944,True,0.021,-0.9,E,E1,,a*,43053.2,2360540.0,False,False,False,False,287.3317432899628,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(2D*),4D*,2.5,5/2,True,6,006002.000005,006002.000363,T9848LS,L20274,False
21,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,13000000000.0,10.113943352306837,True,0.0024,-1.8,E,E1,,a*,43053.2,2360540.0,False,False,False,False,287.3317432899628,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(2D*),4D*,1.5,3/2,True,4,006002.000005,006002.000362,T9848LS,L20274,False
22,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,180000000000.0,11.255272505103306,True,0.07,-0.5,E,E1,,a*,43024.9,2360540.0,False,False,False,False,287.3352520427786,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2D*),4D*,2.5,5/2,True,6,006002.000004,006002.000363,T9848LS,L20274,False
23,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,140000000000.0,11.146128035678238,True,0.038,-0.8,E,E1,,a*,43024.9,2360540.0,False,False,False,False,287.3352520427786,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2D*),4D*,1.5,3/2,True,4,006002.000004,006002.000362,T9848LS,L20274,False
24,C,C II,2,4.315,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,Rayos X,42000000000.0,10.6232492903979,True,0.006,-1.6,E,E1,,a*,43024.9,2360540.0,False,False,False,False,287.3352520427786,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(2D*),4D*,0.5,1/2,True,2,006002.000004,006002.000361,T9848LS,L20274,False
25,C,C II,2,4.3169,4.3169,observada,vacio,4.3169,4.3168,False,0.0004,0.0004,Rayos X,230000000000.0,11.361727836017593,True,0.13,-0.6,E,E1,,a*,43002.8,2359520.0,False,False,False,False,287.2115282111568,2s.2p2,4P,0.5,1/2,True,2,1s.2s.(3S). 2p3.(4S*),4S*,1.5,3/2,True,4,006002.000003,006002.000360,T9848LS,L20274,False
26,C,C II,2,4.3169,4.3169,observada,vacio,4.3169,4.3169,False,0.0004,0.0004,Rayos X,700000000000.0,11.845098040014257,True,0.13,-0.1,E,E1,,a*,43053.2,2359520.0,False,False,False,False,287.20527940755545,2s.2p2,4P,2.5,5/2,True,6,1s.2s.(3S). 2p3.(4S*),4S*,1.5,3/2,True,4,006002.000005,006002.000360,T9848LS,L20274,False
27,C,C II,2,4.3169,4.3169,observada,vacio,4.3169,4.3169,False,0.0004,0.0004,Rayos X,500000000000.0,11.698970004336019,True,0.13,-0.3,E,E1,,a*,43024.9,2359520.0,False,False,False,False,287.2087881603713,2s.2p2,4P,1.5,3/2,True,4,1s.2s.(3S). 2p3.(4S*),4S*,1.5,3/2,True,4,006002.000004,006002.000360,T9848LS,L20274,False
28,B,B II,2,5.738,5.738,observada,vacio,5.738,5.738,False,0.003,0.003,Rayos X,,,False,,,,E1,3.0,a,0.0,1742870.0,False,False,False,False,216.08833993262766,1s2.2s2,1S,0.0,0,True,1,1s.2s2.6p,1P*,1.0,1,True,3,005002.000001,005002.000156,,L12120,False
29,B,B II,2,5.759,5.759,observada,vacio,5.759,5.759,False,0.003,0.003,Rayos X,,,False,,,,E1,7.0,a,0.0,1736400.0,False,False,False,False,215.2861621687301,1s2.2s2,1S,0.0,0,True,1,1s.2s2.5p,1P*,1.0,1,True,3,005002.000001,005002.000155,,L12120,False
30,B,B II,2,5.801,5.801,observada,vacio,5.801,5.801,False,0.003,0.003,Rayos X,,,False,,,,E1,10.0,a,0.0,1723840.0,False,False,False,False,213.72892063634168,1s2.2s2,1S,0.0,0,True,1,1s.2s2.4p,1P*,1.0,1,True,3,005002.000001,005002.000154,,L12120,False
31,B,B II,2,5.901,5.901,observada,vacio,5.901,5.901,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a,0.0,1694630.0,False,False,False,False,210.10734219995112,1s2.2s2,1S,0.0,0,True,1,1s.2s2.3p,1P*,1.0,1,True,3,005002.000001,005002.000153,,L12120,False
32,B,B I,1,6.152,6.152,observada,vacio,6.152,6.152,False,0.003,0.003,Rayos X,,,False,,,,E1,10.0,a*,15.287,1625500.0,False,False,False,False,201.53441921545135,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(1P*).4p,,,1/2 or 3/2,False,2,005001.000002,005001.000112,,L11176,False
33,B,B I,1,6.152,6.152,observada,vacio,6.152,6.152,False,0.003,0.003,Rayos X,,,False,,,,E1,10.0,a*,0.0,1625500.0,False,False,False,False,201.53631456189288,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(1P*).4p,,,1/2 or 3/2,False,2,005001.000001,005001.000112,,L11176,False
34,B,B I,1,6.195,6.195,observada,vacio,6.195,6.195,False,0.003,0.003,Rayos X,,,False,,,,E1,40.0,a*,15.287,1614200.0,False,False,False,False,200.13339777309554,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(1P*).3p,2P,,"1/2,3/2",False,6,005001.000002,005001.000111,,L11176,False
35,B,B I,1,6.195,6.195,observada,vacio,6.195,6.195,False,0.003,0.003,Rayos X,,,False,,,,E1,40.0,a*,0.0,1614200.0,False,False,False,False,200.13529311953707,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(1P*).3p,2P,,"1/2,3/2",False,6,005001.000001,005001.000111,,L11176,False
36,B,B I,1,6.213,6.213,observada,vacio,6.213,6.213,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,15.287,1609500.0,False,False,False,False,199.55067204043425,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(3P*).4p,,,1/2 or 3/2,False,2,005001.000002,005001.000110,,L11176,False
37,B,B I,1,6.213,6.213,observada,vacio,6.213,6.213,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,0.0,1609500.0,False,False,False,False,199.55256738687578,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(3P*).4p,,,1/2 or 3/2,False,2,005001.000001,005001.000110,,L11176,False
38,B,B I,1,6.234,6.234,observada,vacio,6.234,6.234,False,0.003,0.003,Rayos X,,,False,,,,E1,10.0,a*,15.287,1604100.0,False,False,False,False,198.88115736886598,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(3P*).3p,2S,0.5,1/2,True,2,005001.000002,005001.000109,,L11176,False
39,B,B I,1,6.234,6.234,observada,vacio,6.234,6.234,False,0.003,0.003,Rayos X,,,False,,,,E1,10.0,a*,0.0,1604100.0,False,False,False,False,198.8830527153075,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(3P*).3p,2S,0.5,1/2,True,2,005001.000001,005001.000109,,L11176,False
40,B,B I,1,6.245,6.245,observada,vacio,6.245,6.245,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,15.287,1601300.0,False,False,False,False,198.534001613238,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(3P*).3p,2D,,"3/2,5/2",False,10,005001.000002,005001.000108,,L11176,False
41,B,B I,1,6.245,6.245,observada,vacio,6.245,6.245,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,0.0,1601300.0,False,False,False,False,198.53589695967952,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(3P*).3p,2D,,"3/2,5/2",False,10,005001.000001,005001.000108,,L11176,False
42,B,B I,1,6.256,6.256,observada,vacio,6.256,6.256,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,15.287,1598500.0,False,False,False,False,198.18684585761,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p.(3P*).3p,2P,,"1/2,3/2",False,6,005001.000002,005001.000107,,L11176,False
43,B,B I,1,6.256,6.256,observada,vacio,6.256,6.256,False,0.003,0.003,Rayos X,,,False,,,,E1,30.0,a*,0.0,1598500.0,False,False,False,False,198.18874120405152,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p.(3P*).3p,2P,,"1/2,3/2",False,6,005001.000001,005001.000107,,L11176,False
44,B,B II,2,6.379,6.379,observada,vacio,6.379,6.379,False,0.003,0.003,Rayos X,,,False,,,,E1,80.0,a,0.0,1567640.0,False,False,False,False,194.36258884023732,1s2.2s2,1S,0.0,0,True,1,1s.2s2.2p,1P*,1.0,1,True,3,005002.000001,005002.000151,,L12120,False
45,B,B I,1,6.462,6.462,observada,vacio,6.462,6.462,False,0.003,0.003,Rayos X,,,False,,,,E1,40.0,a*,15.287,1547500.0,False,False,False,False,191.863651737243,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p2.(1S),2S,0.5,1/2,True,2,005001.000002,005001.000116,,L11176,False
46,B,B I,1,6.462,6.462,observada,vacio,6.462,6.462,False,0.003,0.003,Rayos X,,,False,,,,E1,40.0,a*,0.0,1547500.0,False,False,False,False,191.86554708368456,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p2.(1S),2S,0.5,1/2,True,2,005001.000001,005001.000116,,L11176,False
47,B,B I,1,6.501,6.501,observada,vacio,6.501,6.501,False,0.003,0.003,Rayos X,,,False,,,,E1,100.0,a*,15.287,1538200.0,False,False,False,False,190.71059869176432,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p2.(1D),2D,,"3/2,5/2",False,10,005001.000002,005001.000115,,L11176,False
48,B,B I,1,6.501,6.501,observada,vacio,6.501,6.501,False,0.003,0.003,Rayos X,,,False,,,,E1,100.0,a*,0.0,1538200.0,False,False,False,False,190.71249403820588,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p2.(1D),2D,,"3/2,5/2",False,10,005001.000001,005001.000115,,L11176,False
49,B,B I,1,6.506,6.506,observada,vacio,6.506,6.506,False,0.003,0.003,Rayos X,,,False,,,,E1,80.0,a*,15.287,1537100.0,False,False,False,False,190.5742160734819,2s2.2p,2P*,1.5,3/2,True,4,1s.(2S).2s2.2p2.(3P),2P,,"1/2,3/2",False,6,005001.000002,005001.000106,,L11176,False
50,B,B I,1,6.506,6.506,observada,vacio,6.506,6.506,False,0.003,0.003,Rayos X,,,False,,,,E1,80.0,a*,0.0,1537100.0,False,False,False,False,190.57611141992345,2s2.2p,2P*,0.5,1/2,True,2,1s.(2S).2s2.2p2.(3P),2P,,"1/2,3/2",False,6,005001.000001,005001.000106,,L11176,False
51,Be,Be II,2,8.085,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,Rayos X,,,False,,,,E1,,*,977597.9,2214500.0,False,False,True,True,153.35631541548196,1s.2p2,4P,2.5,5/2,True,6,2p3,4S*,1.5,3/2,True,4,004002.000089,004002.000242,,L12158,False
52,Be,Be II,2,8.085,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,Rayos X,,,False,,,,E1,,*,977597.9,2214500.0,False,False,True,True,153.35631541548196,1s.2p2,4P,1.5,3/2,True,4,2p3,4S*,1.5,3/2,True,4,004002.000088,004002.000242,,L12158,False
53,Be,Be II,2,8.085,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,Rayos X,,,False,,,,E1,,*,977597.9,2214500.0,False,False,True,True,153.35631541548196,1s.2p2,4P,0.5,1/2,True,2,2p3,4S*,1.5,3/2,True,4,004002.000087,004002.000242,,L12158,False
54,Be,Be II,2,8.258,8.258,observada,vacio,8.258,8.258,False,0.003,0.003,Rayos X,,,False,,,,E1,,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).3s.3p.(1P*),2P*,1.5,3/2,True,4,004002.000001,004002.000234,,L12158,False
55,Be,Be II,2,8.258,8.258,observada,vacio,8.258,8.258,False,0.003,0.003,Rayos X,,,False,,,,E1,,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).3s.3p.(1P*),2P*,0.5,1/2,True,2,004002.000001,004002.000233,,L12158,False
56,Be,Be II,2,8.364,8.364,observada,vacio,8.364,8.364,False,0.003,0.003,Rayos X,,,False,,,,E1,,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).3s.3p.(3P*),2P*,1.5,3/2,True,4,004002.000001,004002.000232,,L12158,False
57,Be,Be II,2,8.364,8.364,observada,vacio,8.364,8.364,False,0.003,0.003,Rayos X,,,False,,,,E1,,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.(2S).3s.3p.(3P*),2P*,0.5,1/2,True,2,004002.000001,004002.000231,,L12158,False
58,Be,Be I,1,8.916,8.916,observada,vacio,8.916,8.916,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s.(1S).3s.4p.(1P*)?,1P*?,1.0,1,True,3,004001.000001,004001.000219,,L2305,False
59,Be,Be I,1,9.024,9.024,observada,vacio,9.024,9.024,False,0.003,0.003,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s.(1S).3s.3p.(1P*)?,1P*?,1.0,1,True,3,004001.000001,004001.000218,,L6979,False
60,Be,Be I,1,9.067,9.067,observada,vacio,9.067,9.067,False,0.005,0.005,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s.(3S).3s.4p.(3P*)?,1P*?,1.0,1,True,3,004001.000001,004001.000217,,L2305,False
61,Be,Be II,2,9.149,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,Rayos X,,,False,,,,E1,,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).5p,2P,1.5,3/2,True,4,004002.000002,004002.000227,,L12158,False
62,Be,Be II,2,9.149,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,Rayos X,,,False,,,,E1,,a*,31928.744,,False,False,False,False,,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).5p,2P,0.5,1/2,True,2,004002.000002,004002.000226,,L12158,False
63,Be,Be II,2,9.149,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,Rayos X,,,False,,,,E1,,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).5p,2P,1.5,3/2,True,4,004002.000003,004002.000227,,L12158,False
64,Be,Be II,2,9.149,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,Rayos X,,,False,,,,E1,,a*,31935.32,,False,False,False,False,,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).5p,2P,0.5,1/2,True,2,004002.000003,004002.000226,,L12158,False
65,Be,Be I,1,9.22,9.22,observada,vacio,9.22,9.22,False,0.003,0.003,Rayos X,,,False,,,,E1,,"a,B",0.0,,False,False,False,False,,1s2.2s2,1S,0.0,0,True,1,1s.2s.(3S).3s.3p.(3P*)?,1P*?,1.0,1,True,3,004001.000001,004001.000216,,L6979,False
66,Be,Be II,2,9.253,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,Rayos X,,,False,,,,E1,4.0,a*,31928.744,1112700.0,False,False,False,False,133.99855787060477,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).4p,2P,1.5,3/2,True,4,004002.000002,004002.000217,,L12158,False
67,Be,Be II,2,9.253,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,Rayos X,,,False,,,,E1,4.0,a*,31928.744,1112700.0,False,False,False,False,133.99855787060477,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(1P*).4p,2P,0.5,1/2,True,2,004002.000002,004002.000216,,L12158,False
68,Be,Be II,2,9.253,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,Rayos X,,,False,,,,E1,4.0,a*,31935.32,1112700.0,False,False,False,False,133.99774255051582,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).4p,2P,1.5,3/2,True,4,004002.000003,004002.000217,,L12158,False
69,Be,Be II,2,9.253,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,Rayos X,,,False,,,,E1,4.0,a*,31935.32,1112700.0,False,False,False,False,133.99774255051582,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(1P*).4p,2P,0.5,1/2,True,2,004002.000003,004002.000216,,L12158,False
70,Be,Be II,2,9.316,9.316,observada,vacio,9.316,9.316,False,0.003,0.003,Rayos X,,,False,,,,E1,11.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2p.(3P*).3s,2P*,1.5,3/2,True,4,004002.000001,004002.000131,,L12158,False
71,Be,Be II,2,9.316,9.316,observada,vacio,9.316,9.316,False,0.003,0.003,Rayos X,,,False,,,,E1,11.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2p.(3P*).3s,2P*,0.5,1/2,True,2,004002.000001,004002.000130,,L12158,False
72,Be,Be II,2,9.343,9.343,observada,vacio,9.343,9.343,False,0.003,0.003,Rayos X,,,False,,,,E1,11.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(3S).4p,2P*,1.5,3/2,True,4,004002.000001,004002.000116,,L12158,False
73,Be,Be II,2,9.343,9.343,observada,vacio,9.343,9.343,False,0.003,0.003,Rayos X,,,False,,,,E1,11.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(3S).4p,2P*,0.5,1/2,True,2,004002.000001,004002.000115,,L12158,False
74,Be,Be II,2,9.371,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31928.744,1098900.0,False,False,False,False,132.28757593215255,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).4p,2P,1.5,3/2,True,4,004002.000002,004002.000184,,L12158,False
75,Be,Be II,2,9.371,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31928.744,1098900.0,False,False,False,False,132.28757593215255,1s2.2p,2P*,0.5,1/2,True,2,1s.2p.(3P*).4p,2P,0.5,1/2,True,2,004002.000002,004002.000183,,L12158,False
76,Be,Be II,2,9.371,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31935.32,1098900.0,False,False,False,False,132.2867606120636,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).4p,2P,1.5,3/2,True,4,004002.000003,004002.000184,,L12158,False
77,Be,Be II,2,9.371,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,Rayos X,,,False,,,,E1,7.0,a*,31935.32,1098900.0,False,False,False,False,132.2867606120636,1s2.2p,2P*,1.5,3/2,True,4,1s.2p.(3P*).4p,2P,0.5,1/2,True,2,004002.000003,004002.000183,,L12158,False
78,Be,Be II,2,9.393,9.393,observada,vacio,9.393,9.393,False,0.003,0.003,Rayos X,,,False,,,,E1,2.0,a*,0.0,,False,False,False,False,,1s2.2s,2S,0.5,1/2,True,2,1s.2s.(1S).3p,2P*,1.5,3/2,True,4,004002.000001,004002.000113,,L12158,False
