id_linea,elemento,espectro,estado_ionizacion,longitud_onda_nm,longitud_onda_vacio_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,region_espectral,aki_s1,log10_aki,tiene_aki,fuerza_oscilador_fik,log_gf,exactitud,tipo_transicion,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,energia_foton_ev,configuracion_inferior,termino_inferior,j_inferior,j_inferior_texto,j_inferior_resuelto,g_inferior,configuracion_superior,termino_superior,j_superior,j_superior_texto,j_superior_resuelto,g_superior,id_nivel_inferior,id_nivel_superior,ref_probabilidad,ref_longitud_onda,medicion_repetida
7732,Ne,Ne I,1,451.017,451.14328476000003,observada,aire,451.017,451.01537,False,0.002,4e-05,Visible,,,False,,,,E1,150.0,,150315.8612,172481.8376,False,False,False,False,2.7482308165622213,2s2.2p5.(2P*<3/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<3/2>).10s,2[3/2]*,1.0,1,True,3,010001.000010,010001.000248,,L3469,False
7733,Ne,Ne II,2,451.142,451.26831976,observada,aire,451.142,451.142,False,0.0003,0.0003,Visible,,,False,,,,E1,160.0,,306687.271,328847.027,False,False,False,False,2.7474595852542554,2s2.2p4.(1D).3d,2F,2.5,5/2,True,6,2s2.2p4.(1D<2>).4f,2[4]*,3.5,7/2,True,8,010002.000115,010002.000329,,L1406,False
7734,Ne,Ne II,2,451.1478,451.27412138400007,observada,aire,451.1478,451.1478,False,0.0003,0.0003,Visible,,,False,,,,E1,160.0,,306687.654,328847.124,False,False,False,False,2.7474241257735064,2s2.2p4.(1D).3d,2F,3.5,7/2,True,8,2s2.2p4.(1D<2>).4f,2[4]*,4.5,9/2,True,10,010002.000116,010002.000330,,L1406,False
7735,Ne,Ne I,1,451.1509,451.277222252,observada,aire,451.1509,451.148,False,0.002,0.003,Visible,,,False,,,,E1,200.0,*,150858.5079,173017.98,False,False,False,False,2.747424386140321,2s2.2p5.(2P*<1/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<3/2>).11d,2[1/2]*,1.0,1,True,3,010001.000012,010001.000296,,L3469,False
7736,Ne,Ne I,1,451.1509,451.277222252,observada,aire,451.1509,451.148,False,0.002,0.0001,Visible,,,False,,,,E1,200.0,*,150315.8612,172475.321,False,False,False,False,2.7474228611346763,2s2.2p5.(2P*<3/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<3/2>).10s,2[3/2]*,2.0,2,True,5,010001.000010,010001.000247,,L3469,False
7737,Ne,Ne II,2,451.4884,451.614816752,observada,aire,451.4884,451.48813,False,0.0003,8e-05,Visible,,,False,,,,E1,140.0,,280700.7426,302843.509,False,False,False,False,2.745353143316467,2s2.2p4.(3P).3d,4F,3.5,7/2,True,8,2s2.2p4.(3P<2>).4f,2[3]*,3.5,7/2,True,8,010002.000039,010002.000081,,L1406,False
7738,Ne,Ne I,1,451.4891,451.61551694800005,observada,aire,451.4891,451.48843,False,0.002,6e-05,Visible,,,False,,,,E1,700.0,,150315.8612,172458.613,False,False,False,False,2.7453513331471666,2s2.2p5.(2P*<3/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<1/2>).7d,2[5/2]*,3.0,3,True,7,010001.000010,010001.000237,,L3469,False
7739,Ne,Ne I,1,451.5022,451.62862061600003,observada,aire,451.5022,451.50454,False,0.002,0.00016,Visible,,,False,,,,E1,20.0,,150315.8612,172457.823,False,False,False,False,2.745253385630399,2s2.2p5.(2P*<3/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<1/2>).7d,2[3/2]*,2.0,2,True,5,010001.000010,010001.000235,,L3469,False
7740,Ne,Ne I,1,451.5411,451.667531508,observada,aire,451.5411,451.54151,False,0.002,8e-05,Visible,,,False,,,,E1,300.0,,150121.5922,172261.741,False,False,False,False,2.7450286022786305,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).8s,2[1/2]*,1.0,1,True,3,010001.000009,010001.000229,,L3469,False
7741,Ne,Ne II,2,451.6663,451.79276656400003,observada,aire,451.6663,451.66595,False,0.0003,8e-05,Visible,,,False,,,,E1,60.0,,280768.508,302902.557,False,False,False,False,2.7442723234649957,2s2.2p4.(3P).3d,4P,0.5,1/2,True,2,2s2.2p4.(3P<2>).4f,2[2]*,1.5,3/2,True,4,010002.000040,010002.000084,,L1406,False
7742,Ne,Ne I,1,451.6936,451.82007420800005,observada,aire,451.6936,451.69342,False,0.002,0.00018,Visible,,,False,,,,E1,500.0,,150121.5922,172254.295,False,False,False,False,2.7441054159370575,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).8s,2[1/2]*,0.0,0,True,1,010001.000009,010001.000228,,L3469,False
7743,Ne,Ne II,2,451.7329,451.859385212,observada,aire,451.7329,451.7327,False,0.0003,0.0003,Visible,,,False,,,,E1,80.0,,306687.271,328818.048,False,False,False,False,2.743866647167705,2s2.2p4.(1D).3d,2F,2.5,5/2,True,6,2s2.2p4.(1D<2>).4f,2[3]*,2.5,5/2,True,6,010002.000115,010002.000327,,L1406,False
7744,Ne,Ne II,2,451.73974,451.86622712720003,ritz,aire,,451.73974,False,,6e-05,Visible,,,False,,,,E1,,m,280700.7426,302831.176,False,False,False,False,2.7438240461971186,2s2.2p4.(3P).3d,4F,3.5,7/2,True,8,2s2.2p4.(3P<2>).4f,2[4]*,3.5,7/2,True,8,010002.000039,010002.000078,,L1406,False
7745,Ne,Ne II,2,451.7404,451.8668873120001,observada,aire,451.7404,451.7404,False,0.0003,0.0003,Visible,,,False,,,,E1,120.0,,306687.654,328818.054,False,False,False,False,2.743819905124896,2s2.2p4.(1D).3d,2F,3.5,7/2,True,8,2s2.2p4.(1D<2>).4f,2[3]*,3.5,7/2,True,8,010002.000116,010002.000328,,L1406,False
7746,Ne,Ne I,1,451.7736,451.900096608,observada,aire,451.7736,451.7736,False,0.0001,0.0001,Visible,,,False,,,,E1,1000.0,,150858.5079,172987.283,False,False,False,False,2.7436184432008504,2s2.2p5.(2P*<1/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<1/2>).8d,2[5/2]*,3.0,3,True,7,010001.000012,010001.000289,,L7292,False
7747,Ne,Ne II,2,451.78334,451.90983933520005,observada,aire,451.78334,451.78324,False,0.00016,6e-05,Visible,,,False,,,,E1,160.0,,280700.7426,302829.0453,False,False,False,False,2.743559873065508,2s2.2p4.(3P).3d,4F,3.5,7/2,True,8,2s2.2p4.(3P<2>).4f,2[4]*,4.5,9/2,True,10,010002.000039,010002.000077,,L5951,False
7748,Ne,Ne II,2,452.2314,452.35802479200004,observada,aire,452.2314,452.23094,False,0.0003,9e-05,Visible,,,False,,,,E1,60.0,,280797.2387,302903.635,False,False,False,False,2.740843825620836,2s2.2p4.(3P).3d,4F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[2]*,2.5,5/2,True,6,010002.000041,010002.000085,,L1406,False
7749,Ne,Ne II,2,452.24,452.36662720000004,observada,aire,452.24,452.25125,False,0.05,4e-05,Visible,,,False,,,,E1,,,224087.0092,246192.413,False,False,False,False,2.740720771303883,2s2.2p4.(3P).3s,2P,1.5,3/2,True,4,2s2.2p4.(3P).3p,4P*,2.5,5/2,True,6,010002.000007,010002.000009,,L9088c153,False
7750,Ne,Ne II,2,452.2524,452.37903067200006,observada,aire,452.2524,452.253,False,0.0003,8e-05,Visible,,,False,,,,E1,12.0,,280797.2387,302902.557,False,False,False,False,2.7407101706549146,2s2.2p4.(3P).3d,4F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[2]*,1.5,3/2,True,4,010002.000041,010002.000084,,L1406,False
7751,Ne,Ne II,2,452.27191,452.39854613480003,observada,aire,452.27191,452.27189,False,4e-05,4e-05,Visible,,,False,,,,E1,200.0,,281720.2755,303824.6705,False,False,False,False,2.7405956960445006,2s2.2p4.(3P).3d,2P,1.5,3/2,True,4,2s2.2p4.(3P<0>).4f,2[3]*,2.5,5/2,True,6,010002.000047,010002.000102,,L5951,False
7752,Ne,Ne I,1,452.5764,452.703121392,observada,aire,452.5764,452.57656,False,0.0001,0.00021,Visible,,,False,,,,E1,700.0,,150121.5922,172211.107,False,False,False,False,2.7387507863748897,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).8d,2[5/2]*,2.0,2,True,5,010001.000009,010001.000220,,L7292,False
7753,Ne,Ne I,1,452.6177,452.744432956,observada,aire,452.6177,452.6167,False,0.002,0.001,Visible,,,False,,,,E1,500.0,,150121.5922,172209.15,False,False,False,False,2.738508149298546,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).8d,2[3/2]*,1.0,1,True,3,010001.000009,010001.000219,,L3469,False
7754,Be,Be I,1,452.6409,452.767639452,observada,aire,452.6409,452.6406,False,0.002,0.001,Visible,,,False,,,,E1,7.0,,67034.8,89121.19,False,False,False,False,2.738363360551612,1s2.2s.4p,1P*,1.0,1,True,3,1s2.2p.3p,1P,1.0,1,True,3,004001.000025,004001.000116,,L2771,False
7755,Ne,Ne II,2,452.6458,452.77254082400003,observada,aire,452.6458,452.64518,False,0.001,0.0001,Visible,,,False,,,,E1,80.0,w,283322.3319,305408.498,False,False,False,False,2.7383356004895854,2s2.2p4.(3P).4s,2P,1.5,3/2,True,4,2s2.2p4.(1S).3p,2P*,0.5,1/2,True,2,010002.000051,010002.000109,,L1406,False
7756,Ne,Ne I,1,452.6685,452.79524718000005,observada,aire,452.6685,452.6714,False,0.002,0.001,Visible,,,False,,,,E1,150.0,*,150772.1118,172857.0,False,False,False,False,2.7381771610823953,2s2.2p5.(2P*<1/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).9s,2[1/2]*,1.0,1,True,3,010001.000011,010001.000282,,L3469,False
7757,Ne,Ne I,1,452.6685,452.79524718000005,observada,aire,452.6685,452.66543,False,0.002,0.00023,Visible,,,False,,,,E1,150.0,*,150121.5922,172206.77,False,False,False,False,2.738213066906262,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).8d,2[3/2]*,2.0,2,True,5,010001.000009,010001.000218,,L3469,False
7758,Ne,Ne I,1,452.7725,452.8992763,observada,aire,452.7725,452.7712,False,0.002,0.0012,Visible,,,False,,,,E1,150.0,,150772.1118,172852.13,False,False,False,False,2.737573358036,2s2.2p5.(2P*<1/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).9s,2[1/2]*,0.0,0,True,1,010001.000011,010001.000281,,L3469,False
7759,Ne,Ne I,1,452.7973,452.92408324400003,observada,aire,452.7973,452.7975,False,0.002,0.0012,Visible,,,False,,,,E1,10.0,,150121.5922,172200.33,False,False,False,False,2.737414608668317,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).8d,2[1/2]*,0.0,0,True,1,010001.000009,010001.000214,,L3469,False
7760,Ne,Ne II,2,452.8483,452.97509752400003,observada,aire,452.8483,452.84819,False,0.0003,6e-05,Visible,,,False,,,,E1,160.0,,283322.3319,305398.5968,False,False,False,False,2.737108008144003,2s2.2p4.(3P).4s,2P,1.5,3/2,True,4,2s2.2p4.(1S).3p,2P*,1.5,3/2,True,4,010002.000051,010002.000108,,L1406,False
7761,Ne,Ne I,1,452.9476,453.0744253280001,observada,aire,452.9476,452.9447,False,0.002,0.0014,Visible,,,False,,,,E1,300.0,,150917.4307,172988.99,False,False,False,False,2.736524588099828,2s2.2p5.(2P*<3/2>).3p,2[1/2],0.0,0,True,1,2s2.2p5.(2P*<1/2>).8d,2[3/2]*,1.0,1,True,3,010001.000013,010001.000290,,L3469,False
7762,N,N II,2,453.041,453.16785148,observada,aire,453.041,,,,,Visible,,,False,,,,E1,360.0,,,,,,,,,,,,,,1,,,,,,1,,,,L3513,False
7763,B,B II,2,453.229,453.35590412,ritz,aire,,453.229,False,,0.01,Visible,300000.0,5.477121254719663,True,0.00065,-2.34,D,E1,,,174921.89,196979.6,False,False,False,False,2.734807493740393,1s2.2s.4f,1F*,3.0,3,True,7,1s2.2p.3p,1D,2.0,2,True,5,005002.000033,005002.000091,u27,,False
7764,Ne,Ne I,1,453.2395,453.36640706000003,observada,aire,453.2395,453.2399,False,0.002,0.0014,Visible,,,False,,,,E1,10.0,,150772.1118,172829.3,False,False,False,False,2.7347427987856454,2s2.2p5.(2P*<1/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).10d,2[3/2]*,1.0,1,True,3,010001.000011,010001.000278,,L3469,False
7765,Ne,Ne II,2,453.452,453.57896656,observada,aire,453.452,453.45247,False,0.004,6e-05,Visible,,,False,,,,E1,22.0,w,280797.2387,302844.085,False,False,False,False,2.7334605666038208,2s2.2p4.(3P).3d,4F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[3]*,2.5,5/2,True,6,010002.000041,010002.000082,,L1406,False
7766,Ne,Ne II,2,453.4644,453.59137003200004,observada,aire,453.4644,453.46432,False,0.001,8e-05,Visible,,,False,,,,E1,80.0,w,280797.2387,302843.509,False,False,False,False,2.7333891517055204,2s2.2p4.(3P).3d,4F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[3]*,3.5,7/2,True,8,010002.000041,010002.000081,,L1406,False
7767,Ne,Ne II,2,453.5374,453.66439047200004,observada,aire,453.5374,453.53719,False,0.0003,8e-05,Visible,,,False,,,,E1,140.0,,280947.0768,302989.805,False,False,False,False,2.7329499872762284,2s2.2p4.(3P).3d,4F,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[1]*,1.5,3/2,True,4,010002.000042,010002.000090,,L1406,False
7768,Be,Be II,2,453.54,453.66699120000004,observada,aire,453.54,453.543,False,0.02,0.02,Visible,,,False,,,,E1,22.0,*,119421.2,141463.65,False,True,False,False,2.7329154948722207,1s2.4d,2D,1.5,3/2,True,4,1s2.9f,2F*,2.5,5/2,True,6,004002.000012,004002.000063,,L12158,False
7769,Be,Be II,2,453.54,453.66699120000004,observada,aire,453.54,453.548,False,0.02,0.02,Visible,,,False,,,,E1,22.0,*,119421.44,141463.65,False,True,False,False,2.732885738664595,1s2.4d,2D,2.5,5/2,True,6,1s2.9f,2F*,3.5,7/2,True,8,004002.000013,004002.000064,,L12158,False
7770,Be,Be II,2,453.54,453.66699120000004,observada,aire,453.54,453.548,False,0.02,0.02,Visible,,,False,,,,E1,22.0,*,119421.44,141463.65,False,True,False,False,2.732885738664595,1s2.4d,2D,2.5,5/2,True,6,1s2.9f,2F*,2.5,5/2,True,6,004002.000013,004002.000063,,L12158,False
7771,Ne,Ne II,2,453.5572,453.68419601600004,observada,aire,453.5572,453.55665,False,0.001,0.00019,Visible,,,False,,,,E1,40.0,w,280947.0768,302988.859,False,False,False,False,2.732832698224506,2s2.2p4.(3P).3d,4F,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[1]*,0.5,1/2,True,2,010002.000042,010002.000089,,L1406,False
7772,Ne,Ne I,1,453.63003,453.7570464084,observada,aire,453.63003,453.62996,False,0.0002,3e-05,Visible,429000.0,5.632457292184724,True,0.00132,-2.4,C,E1,1500.0,,148257.7898,170296.0099,False,False,False,False,2.732391054111247,2s2.2p5.(2P*<3/2>).3p,2[1/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,1.0,1,True,3,010001.000006,010001.000117,T6976,L4498,False
7773,Ne,Ne II,2,453.7195,453.84654146,observada,aire,453.7195,453.71814,False,0.002,6e-05,Visible,,,False,,,,E1,22.0,,280797.2387,302831.176,False,False,False,False,2.731860054586172,2s2.2p4.(3P).3d,4F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[4]*,3.5,7/2,True,8,010002.000041,010002.000078,,L1406,False
7774,Ne,Ne I,1,453.76768,453.8947349504,observada,aire,453.76768,453.76762,False,0.0002,3e-05,Visible,477000.0,5.6785183790401135,True,0.00245,-2.13,C+,E1,3000.0,,148257.7898,170289.3243,False,False,False,False,2.7315621453541663,2s2.2p5.(2P*<3/2>).3p,2[1/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).5d,2[5/2]*,2.0,2,True,5,010001.000006,010001.000115,T6976,L4498,False
7775,Ne,Ne I,1,453.77545,453.902507126,observada,aire,453.77545,453.77551,False,4e-05,3e-05,Visible,816000.0,5.911690158753861,True,0.0042,-1.9,C+,E1,10000.0,,148257.7898,170288.9415,False,False,False,False,2.731514684203001,2s2.2p5.(2P*<3/2>).3p,2[1/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).5d,2[3/2]*,2.0,2,True,5,010001.000006,010001.000114,T6976,L3451,False
7776,Ne,Ne I,1,453.83026,453.95733247280003,observada,aire,453.83026,453.83007,False,0.0002,8e-05,Visible,,,False,,,,E1,3000.0,,149657.0392,171685.542,False,False,False,False,2.731186262459757,2s2.2p5.(2P*<3/2>).3p,2[5/2],3.0,3,True,7,2s2.2p5.(2P*<3/2>).7d,2[5/2]*,3.0,3,True,7,010001.000007,010001.000185,,L4498,False
7777,Ne,Ne I,1,453.9168,454.0438967040001,observada,aire,453.9168,453.9165,False,0.002,0.00013,Visible,,,False,,,,E1,500.0,,149657.0392,171681.348,False,False,False,False,2.7306662727315074,2s2.2p5.(2P*<3/2>).3p,2[5/2],3.0,3,True,7,2s2.2p5.(2P*<3/2>).7d,2[3/2]*,2.0,2,True,5,010001.000007,010001.000182,,L3469,False
7778,O,O II,2,453.9543,454.081407204,ritz,aire,,453.9543,False,,,Visible,669000.0,5.825426117767823,True,0.00103,-2.383,C,E1,,,211522.117,233544.59,False,False,False,False,2.730438662540014,2s2.2p2.(3P).3p,2D*,1.5,3/2,True,4,2s2.2p2.(3P).3d,2P,0.5,1/2,True,2,008002.000034,008002.000062,T6172,L11267,False
7779,Ne,Ne I,1,454.03801,454.1651406428,observada,aire,454.03801,454.0379,False,4e-05,9e-05,Visible,,,False,,,,E1,500.0,,149657.0392,171675.459,False,False,False,False,2.7299361297869034,2s2.2p5.(2P*<3/2>).3p,2[5/2],3.0,3,True,7,2s2.2p5.(2P*<3/2>).7d,2[7/2]*,4.0,4,True,9,010001.000007,010001.000180,,L3451,False
7780,Be,Be II,2,454.053,454.18013484000005,observada,aire,454.053,454.06,False,0.02,0.02,Visible,,,False,,,,E1,24.0,*,119446.59,141463.95,False,True,False,False,2.7298047313333993,1s2.4f,2F*,2.5,5/2,True,6,1s2.9g,2G,3.5,7/2,True,8,004002.000014,004002.000065,,L12158,False
7781,Be,Be II,2,454.053,454.18013484000005,observada,aire,454.053,454.062,False,0.02,0.02,Visible,,,False,,,,E1,24.0,*,119446.72,141463.95,False,True,False,False,2.7297886133876017,1s2.4f,2F*,3.5,7/2,True,8,1s2.9g,2G,4.5,9/2,True,10,004002.000015,004002.000066,,L12158,False
7782,Be,Be II,2,454.053,454.18013484000005,observada,aire,454.053,454.062,False,0.02,0.02,Visible,,,False,,,,E1,24.0,*,119446.72,141463.95,False,True,False,False,2.7297886133876017,1s2.4f,2F*,3.5,7/2,True,8,1s2.9g,2G,3.5,7/2,True,8,004002.000015,004002.000065,,L12158,False
7783,Ne,Ne II,2,454.239,454.36618692,observada,aire,454.239,454.2403,False,0.004,0.0003,Visible,,,False,,,,E1,12.0,bl,306687.271,328695.882,False,False,False,False,2.7287199935812554,2s2.2p4.(1D).3d,2F,2.5,5/2,True,6,2s2.2p4.(1D<2>).4f,2[2]*,1.5,3/2,True,4,010002.000115,010002.000326,,L1406,False
7784,Ne,Ne II,2,454.248,454.37518944000004,observada,aire,454.248,454.2485,False,0.004,0.0003,Visible,,,False,,,,E1,12.0,bl,306687.654,328695.864,False,False,False,False,2.7286702759176875,2s2.2p4.(1D).3d,2F,3.5,7/2,True,8,2s2.2p4.(1D<2>).4f,2[2]*,2.5,5/2,True,6,010002.000116,010002.000325,,L1406,False
7785,Ne,Ne II,2,454.412,454.53923536,observada,aire,454.412,454.41223,False,0.004,8e-05,Visible,,,False,,,,E1,12.0,w,280989.5229,302989.805,False,False,False,False,2.727687341590885,2s2.2p4.(3P).3d,4P,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[1]*,1.5,3/2,True,4,010002.000043,010002.000090,,L1406,False
7786,Ne,Ne II,2,454.432,454.55924096000007,observada,aire,454.432,454.43177,False,0.004,0.00019,Visible,,,False,,,,E1,12.0,w,280989.5229,302988.859,False,False,False,False,2.7275700525391624,2s2.2p4.(3P).3d,4P,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[1]*,0.5,1/2,True,2,010002.000043,010002.000089,,L1406,False
7787,Ne,Ne I,1,454.4502,454.57744605600004,observada,aire,454.4502,454.4492,False,0.002,0.001,Visible,,,False,,,,E1,500.0,,150858.5079,172857.0,False,False,False,False,2.7274654098756788,2s2.2p5.(2P*<1/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<1/2>).9s,2[1/2]*,1.0,1,True,3,010001.000012,010001.000282,,L3469,False
7788,Ne,Ne I,1,454.5729,454.700180412,observada,aire,454.5729,454.5733,False,0.002,0.001,Visible,,,False,,,,E1,10.0,,150772.1118,172764.6,False,False,False,False,2.7267210211466724,2s2.2p5.(2P*<1/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).11s,2[3/2]*,1.0,1,True,3,010001.000011,010001.000272,,L3469,False
7789,Ne,Ne I,1,454.7218,454.849122104,observada,aire,454.7218,454.71962,False,0.002,4e-05,Visible,,,False,,,,E1,100.0,,149657.0392,171642.4494,False,False,False,False,2.7258434609901268,2s2.2p5.(2P*<3/2>).3p,2[5/2],3.0,3,True,7,2s2.2p5.(2P*<1/2>).6d,2[5/2]*,3.0,3,True,7,010001.000007,010001.000168,,L3469,False
7790,Ne,Ne I,1,454.7728,454.90013638400006,observada,aire,454.7728,454.77082,False,0.002,3e-05,Visible,,,False,,,,E1,150.0,,149657.0392,171639.9741,False,False,False,False,2.7255365629037294,2s2.2p5.(2P*<3/2>).3p,2[5/2],3.0,3,True,7,2s2.2p5.(2P*<1/2>).6d,2[3/2]*,2.0,2,True,5,010001.000007,010001.000166,,L3469,False
7791,Be,Be II,2,454.778,454.9053378400001,observada,aire,454.778,454.788,False,0.02,0.02,Visible,,,False,,,,E1,2.0,*,119421.2,141403.31,False,True,False,False,2.725434288338438,1s2.4d,2D,1.5,3/2,True,4,1s2.9p,2P*,1.5,3/2,True,4,004002.000012,004002.000060,,L12158,False
7792,Be,Be II,2,454.778,454.9053378400001,observada,aire,454.778,454.789,False,0.02,0.02,Visible,,,False,,,,E1,2.0,*,119421.2,141403.24,False,True,False,False,2.7254256094445464,1s2.4d,2D,1.5,3/2,True,4,1s2.9p,2P*,0.5,1/2,True,2,004002.000012,004002.000059,,L12158,False
7793,Be,Be II,2,454.778,454.9053378400001,observada,aire,454.778,454.793,False,0.02,0.02,Visible,,,False,,,,E1,2.0,*,119421.44,141403.31,False,True,False,False,2.725404532130812,1s2.4d,2D,2.5,5/2,True,6,1s2.9p,2P*,1.5,3/2,True,4,004002.000013,004002.000060,,L12158,False
7794,Be,Be I,1,454.8055,454.93284554,ritz,aire,,454.8055,False,,0.0014,Visible,0.000165,-3.7825160557860937,True,2.56e-12,-11.59,B,M2,,,0.0,21981.26,False,False,False,False,2.7253289017697653,1s2.2s2,1S,0.0,0,True,1,1s2.2s.2p,3P*,2.0,2,True,5,004001.000001,004001.000004,T7096c75,,False
7795,Be,Be I,1,454.8538,454.981159064,observada,aire,454.8538,454.85379,False,0.0002,0.00021,Visible,0.42,-0.37675070960209955,True,3.9e-09,-8.4,E,E1,,,0.0,21978.925,False,False,False,False,2.725039398666411,1s2.2s2,1S,0.0,0,True,1,1s2.2s.2p,3P*,1.0,1,True,3,004001.000001,004001.000003,T7096c74,L7430,False
7796,Ne,Ne I,1,455.064,455.19141792000005,observada,aire,455.064,455.0626,False,0.002,0.0021,Visible,,,False,,,,E1,10.0,,150858.5079,172827.35,False,False,False,False,2.723789278391976,2s2.2p5.(2P*<1/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<3/2>).10d,2[7/2]*,3.0,3,True,7,010001.000012,010001.000276,,L3469,False
7797,Ne,Ne II,2,455.167,455.29444675999997,observada,aire,455.167,455.16552,False,0.004,8e-05,Visible,,,False,,,,E1,12.0,w,281025.9326,302989.805,False,False,False,False,2.723173114120994,2s2.2p4.(3P).3d,2F,2.5,5/2,True,6,2s2.2p4.(3P<2>).4f,2[1]*,1.5,3/2,True,4,010002.000044,010002.000090,,L1406,False
7798,Ne,Ne I,1,455.2598,455.38727274400003,observada,aire,455.2598,455.25983,False,0.0001,0.00011,Visible,,,False,,,,E1,300.0,,150121.5922,172080.915,False,False,False,False,2.7226090356117782,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).9s,2[3/2]*,1.0,1,True,3,010001.000009,010001.000213,,L7292,False
7799,Ne,Ne II,2,455.31731,455.44479884680004,observada,aire,455.31731,455.31715,False,0.00019,7e-05,Visible,,,False,,,,E1,140.0,,280947.0768,302903.635,False,False,False,False,2.722266268896779,2s2.2p4.(3P).3d,4F,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[2]*,2.5,5/2,True,6,010002.000042,010002.000085,,L9088,False
7800,Ne,Ne II,2,455.3399,455.467395172,observada,aire,455.3399,455.33951,False,0.0003,8e-05,Visible,,,False,,,,E1,100.0,,280947.0768,302902.557,False,False,False,False,2.7221326139308575,2s2.2p4.(3P).3d,4F,1.5,3/2,True,4,2s2.2p4.(3P<2>).4f,2[2]*,1.5,3/2,True,4,010002.000042,010002.000084,,L1406,False
7801,Ne,Ne I,1,455.4415,455.56902362000005,observada,aire,455.4415,455.442,False,0.002,0.0015,Visible,,,False,,,,E1,100.0,,151038.4524,172988.99,False,False,False,False,2.721519809631654,2s2.2p5.(2P*<1/2>).3p,2[1/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).8d,2[3/2]*,1.0,1,True,3,010001.000014,010001.000290,,L3469,False
7802,Ne,Ne I,1,455.4561,455.583627708,observada,aire,455.4561,455.45741,False,0.002,0.00015,Visible,,,False,,,,E1,50.0,,150121.5922,172071.389,False,False,False,False,2.721427962137451,2s2.2p5.(2P*<3/2>).3p,2[3/2],1.0,1,True,3,2s2.2p5.(2P*<3/2>).9s,2[3/2]*,2.0,2,True,5,010001.000009,010001.000212,,L3469,False
7803,Ne,Ne I,1,455.4824,455.609935072,observada,aire,455.4824,455.4819,False,0.002,0.0017,Visible,,,False,,,,E1,400.0,,151038.4524,172987.07,False,False,False,False,2.721281759970654,2s2.2p5.(2P*<1/2>).3p,2[1/2],1.0,1,True,3,2s2.2p5.(2P*<1/2>).8d,2[3/2]*,2.0,2,True,5,010001.000014,010001.000287,,L3469,False
7804,Ne,Ne I,1,455.5392,455.666750976,observada,aire,455.5392,455.5387,False,0.002,9e-05,Visible,,,False,,,,E1,300.0,,150315.8612,172261.741,False,False,False,False,2.7209423160321684,2s2.2p5.(2P*<3/2>).3p,2[3/2],2.0,2,True,5,2s2.2p5.(2P*<1/2>).8s,2[1/2]*,1.0,1,True,3,010001.000010,010001.000229,,L3469,False
