id_linea,id_espectro,id_nivel_inferior,id_nivel_superior,codigo_tipo_transicion,codigo_exactitud,longitud_onda_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,aki_s1,fuerza_oscilador_fik,log_gf,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,medicion_repetida
3264,7,005001.000001,005001.000019,E1,C,166.2608,observada,vacio,166.2608,166.26095,False,0.0005,3e-05,20000000.0,0.0082,-1.78,8.0,,0.0,60146.414,False,False,False,False,False
3265,7,005001.000002,005001.000019,E1,C,166.3031,observada,vacio,166.3031,166.30322,False,0.0005,3e-05,39400000.0,0.00817,-1.486,14.0,,15.287,60146.414,False,False,False,False,False
3266,14,008002.000027,008002.000199,E1,,166.406,observada,vacio,166.406,166.4077,False,,,,,,6.0,,206877.865,266971.23,False,False,False,False,False
3267,14,008002.000025,008002.000198,E1,,166.469,ritz,vacio,,166.469,False,,,,,,,,206730.762,266802.0,False,False,False,False,False
3268,14,008002.000026,008002.000198,E1,,166.623,ritz,vacio,,166.623,False,,,,,,,,206786.286,266802.0,False,False,False,False,False
3269,7,005001.000001,005001.000016,E1,B+,166.685,observada,vacio,166.685,166.6849,False,0.0005,0.0004,86600000.0,0.0722,-0.841,20.0,,0.0,59993.45,False,False,False,False,False
3270,7,005001.000002,005001.000121,E1,B+,166.7272,observada,vacio,166.7272,166.7273,False,0.0005,0.0004,104000000.0,0.0651,-0.584,30.0,*,15.287,59993.45,False,False,False,False,False
3271,7,005001.000002,005001.000016,E1,B+,166.7272,observada,vacio,166.7272,166.7273,False,0.0005,0.0004,17300000.0,0.0072,-1.541,30.0,*,15.287,59993.45,False,False,False,False,False
3272,14,008002.000030,008002.000199,E1,,166.7565,observada,vacio,166.7565,166.7535,False,,,,,,10.0,*,207002.482,266971.23,False,False,False,False,False
3273,14,008002.000025,008002.000197,E1,,166.7565,observada,vacio,166.7565,166.7577,False,,,,,,10.0,*,206730.762,266698.0,False,False,False,False,False
3274,18,010002.000021,010002.000161,E1,,166.8057,observada,vacio,166.8057,166.805824,False,0.0005,8e-06,,,,80.0,,252953.5198,312903.465,False,False,False,False,False
3275,4,003002.000007,003002.000017,E2,AAA,166.8217,ritz,vacio,,166.8217,False,,0.0005,1501.0,6.2624e-07,-5.7261,,,501807.72,561751.95,True,True,False,False,False
3276,14,008002.000027,008002.000198,E1,,166.8794,observada,vacio,166.8794,166.8777,False,,,,,,8.0,,206877.865,266802.0,False,False,False,False,False
3277,14,008002.000026,008002.000197,E1,,166.9138,observada,vacio,166.9138,166.9123,False,,,,,,6.0,,206786.286,266698.0,False,False,False,False,False
3278,18,010002.000022,010002.000189,E1,,167.0737,observada,vacio,167.0737,167.073423,False,0.0005,8e-06,,,,40.0,,254164.9888,314018.9129,False,False,False,False,False
3279,18,010002.000023,010002.000189,E1,,167.429,observada,vacio,167.429,167.429182,False,0.0005,8e-06,,,,120.0,,254292.1683,314018.9129,False,False,False,False,False
3280,12,007002.000024,007002.000038,E1,B,167.5726,ritz,vacio,,167.5726,False,,,27000000.0,0.0114,-1.467,,,109216.6,168892.21,False,False,False,False,False
3281,12,007002.000025,007002.000038,E1,B,167.5755,ritz,vacio,,167.5755,False,,,43900000.0,0.0111,-1.256,,,109217.6,168892.21,False,False,False,False,False
3282,14,008002.000028,008002.000196,E1,,167.5907,observada,vacio,167.5907,167.5915,False,,,,,,9.0,,206971.68,266640.58,False,False,False,False,False
3283,12,007002.000026,007002.000038,E1,B,167.592,ritz,vacio,,167.592,False,,,9090000.0,0.0115,-1.94,,,109223.5,168892.21,False,False,False,False,False
3284,14,008002.000029,008002.000196,E1,,167.5944,ritz,vacio,,167.5944,False,,,,,,,,206972.72,266640.58,False,False,False,False,False
3285,14,008002.000028,008002.000195,E1,,167.6372,ritz,vacio,,167.6372,False,,,,,,,,206971.68,266624.32,False,False,False,False,False
3286,14,008002.000029,008002.000195,E1,,167.6394,observada,vacio,167.6394,167.6401,False,,,,,,8.0,,206972.72,266624.32,False,False,False,False,False
3287,14,008002.000028,008002.000194,E1,,167.7378,observada,vacio,167.7378,167.7384,False,,,,,,10.0,,206971.68,266588.33,False,False,False,False,False
3288,14,008002.000028,008002.000193,E1,,167.7626,ritz,vacio,,167.7626,False,,,,,,,,206971.68,266579.73,False,False,False,False,False
3289,14,008002.000029,008002.000193,E1,,167.7647,observada,vacio,167.7647,167.7655,False,,,,,,10.0,,206972.72,266579.73,False,False,False,False,False
3290,12,007002.000019,007002.000023,E1,B+,167.8895,ritz,vacio,,167.8895,False,,,362.0,4.59e-07,-6.338,,,32688.8,92251.8,False,False,False,False,False
3291,18,010002.000022,010002.000184,E1,,167.969,observada,vacio,167.969,167.968094,False,0.001,8e-06,,,,15.0,,254164.9888,313700.1049,False,False,False,False,False
3292,18,010002.000022,010002.000183,E1,,168.1035,observada,vacio,168.1035,168.103521,False,0.0005,8e-06,,,,100.0,,254164.9888,313652.1424,False,False,False,False,False
3293,4,003002.000007,003002.000016,E1,AAA,168.166,observada,vacio,168.166,168.1661,False,,0.0004,1006900000.0,0.7115,0.3293,,,501807.72,561272.75,True,True,False,False,False
3294,18,010002.000003,010002.000027,E1,,168.1683,observada,vacio,168.1683,168.168405,False,0.0005,1.4e-05,,,,240.0,,217047.598,276511.8,False,False,False,False,False
3295,4,003002.000007,003002.000013,E1,AA,168.2523,ritz,vacio,,168.2523,False,,0.0004,340100.0,0.0002405,-3.1417,,,501807.72,561242.28,True,True,False,False,False
3296,18,010002.000023,010002.000184,E1,,168.324,observada,vacio,168.324,168.327678,False,0.001,9e-06,,,,51.0,?,254292.1683,313700.1049,False,False,False,False,False
3297,14,008002.000045,008002.000273,E1,,168.3762,observada,vacio,168.3762,168.3761,False,,,,,,7.0,,230609.45,,False,False,False,False,False
3298,14,008002.000045,008002.000272,E1,,168.4033,observada,vacio,168.4033,168.4033,False,,,,,,8.0,,230609.45,,False,False,False,False,False
3299,18,010002.000003,010002.000026,E1,,168.8356,observada,vacio,168.8356,168.835533,False,0.0005,1.1e-05,,,,360.0,,217047.598,276276.8361,False,False,False,False,False
3300,10,006002.000027,006002.000149,E1,B,168.98126,ritz,vacio,,168.98126,False,,0.0002,5470000.0,0.00468,-2.03,,,168729.51,227907.67,False,False,False,False,False
3301,10,006002.000028,006002.000149,E1,B,169.03482,ritz,vacio,,169.03482,False,,0.0002,27300000.0,0.0117,-1.33,,,168748.26,227907.67,False,False,False,False,False
3302,10,006002.000027,006002.000148,E1,B,169.05673,ritz,vacio,,169.05673,False,,0.0002,21800000.0,0.00934,-1.73,,,168729.51,227881.25,False,False,False,False,False
3303,10,006002.000028,006002.000148,E1,B,169.11034,ritz,vacio,,169.11034,False,,0.0002,10900000.0,0.00234,-2.03,,,168748.26,227881.25,False,False,False,False,False
3304,14,008002.000021,008002.000080,E1,D,169.1477,observada,vacio,169.1477,169.14267,False,,,621000.0,0.000533,-2.972,8.0,*,188888.543,248010.23,False,False,False,False,False
3305,14,008002.000022,008002.000081,E1,D,169.1477,observada,vacio,169.1477,169.15286,False,,,745000.0,0.000479,-2.717,8.0,*,189068.514,248186.64,False,False,False,False,False
3306,18,010002.000022,010002.000168,E1,,169.4481,observada,vacio,169.4481,169.447796,False,0.0005,6e-06,,,,80.0,,254164.9888,313180.2149,False,False,False,False,False
3307,18,010002.000011,010002.000109,E1,,169.46,observada,vacio,169.46,169.459882,False,0.0005,1.4e-05,,,,160.0,,246397.481,305408.498,False,False,False,False,False
3308,18,010002.000010,010002.000108,E1,,169.4786,observada,vacio,169.4786,169.478666,False,0.001,9e-06,,,,180.0,bl,246394.1202,305398.5968,False,False,False,False,False
3309,18,010002.000011,010002.000108,E1,,169.4878,observada,vacio,169.4878,169.48832,False,0.001,9e-06,,,,120.0,bl,246397.481,305398.5968,False,False,False,False,False
3310,8,005002.000010,005002.000056,E1,B,169.5814,observada,vacio,169.5814,169.5814,False,0.0005,0.0005,241000000.0,0.312,-0.506,120.0,,127661.19,186629.92,False,False,False,False,False
3311,18,010002.000022,010002.000166,E1,,169.597,observada,vacio,169.597,169.596328,False,0.001,9e-06,,,,24.0,,254164.9888,313128.5294,False,False,False,False,False
3312,14,008002.000022,008002.000080,E1,D,169.6614,observada,vacio,169.6614,169.65913,False,,,123000.0,5.31e-05,-3.673,4.0,,189068.514,248010.23,False,False,False,False,False
3313,5,004001.000001,004001.000010,E1,D,169.75775,ritz,vacio,,169.75775,False,,0.00017,0.44,5.7e-10,-9.24,,,0.0,58907.472,False,False,False,False,False
3314,10,006002.000011,006002.000033,E1,B,170.19222,ritz,vacio,,170.19222,False,,9e-05,9800000.0,0.00851,-1.77,,,116537.648,175294.74,False,False,False,False,False
3315,16,,,E1,,170.213,observada,vacio,170.213,,,,,,,,40.0,,,,,,,,False
3316,10,006002.000011,006002.000032,E1,B,170.2136,ritz,vacio,,170.2136,False,,0.00012,9800000.0,0.00426,-2.07,,,116537.648,175287.36,False,False,False,False,False
3317,14,008002.000032,008002.000199,E1,,170.7113,observada,vacio,170.7113,170.7097,False,,,,,,8.0,*,208392.258,266971.23,False,False,False,False,False
3318,12,007002.000027,007002.000061,E1,D,170.8637,ritz,vacio,,170.8637,False,,,224000.0,5.88e-05,-3.531,,,144187.94,202714.12,False,False,False,False,False
3319,12,007002.000033,007002.000139,E1,B,170.9663,ritz,vacio,,170.9663,False,,,18600000.0,0.00815,-1.612,,,164610.76,223101.82,False,False,False,False,False
3320,14,008002.000033,008002.000199,E1,,170.979,observada,vacio,170.979,170.9781,False,,,,,,9.0,,208484.202,266971.23,False,False,False,False,False
3321,14,008002.000031,008002.000198,E1,,171.0707,observada,vacio,171.0707,171.0691,False,,,,,,6.0,,208346.104,266802.0,False,False,False,False,False
3322,14,008002.000032,008002.000198,E1,,171.2039,observada,vacio,171.2039,171.2043,False,,,,,,6.0,,208392.258,266802.0,False,False,False,False,False
3323,18,010002.000022,010002.000139,E1,,171.20665,observada,vacio,171.20665,171.20712,False,0.0002,9e-06,,,,160.0,?,254164.9888,312573.7745,False,False,False,False,False
3324,14,008002.000031,008002.000197,E1,,171.373,observada,vacio,171.373,171.374,False,,,,,,5.0,,208346.104,266698.0,False,False,False,False,False
3325,14,008002.000041,008002.000271,E1,,171.4582,ritz,vacio,,171.4582,False,,,,,,,,228723.84,287047.1,False,False,False,False,False
3326,14,008002.000041,008002.000270,E1,,171.464,observada,vacio,171.464,171.4626,False,,,,,,8.0,,228723.84,287045.6,False,False,False,False,False
3327,14,008002.000033,008002.000198,E1,,171.4719,observada,vacio,171.4719,171.4742,False,,,,,,8.0,,208484.202,266802.0,False,False,False,False,False
3328,14,008002.000032,008002.000197,E1,,171.5094,observada,vacio,171.5094,171.5097,False,,,,,,8.0,,208392.258,266698.0,False,False,False,False,False
3329,14,008002.000042,008002.000271,E1,,171.53,observada,vacio,171.53,171.5276,False,,,,,,8.0,,228747.45,287047.1,False,False,False,False,False
3330,12,007002.000041,007002.000162,E1,C+,172.0412,ritz,vacio,,172.0412,False,,,52400000.0,0.0326,-0.788,,,170666.23,228791.83,False,False,False,False,False
3331,10,006002.000009,006002.000028,E1,B,172.0439,observada,vacio,172.0439,172.04573,False,0.002,0.00015,86500000.0,0.0768,-0.81,610.0,,110624.18,168748.26,False,False,False,False,False
3332,12,007002.000040,007002.000161,E1,C+,172.0462,ritz,vacio,,172.0462,False,,,39300000.0,0.0291,-1.059,,,170607.89,228731.81,False,False,False,False,False
3333,12,007002.000039,007002.000160,E1,C+,172.0528,ritz,vacio,,172.0528,False,,,29100000.0,0.0387,-1.412,,,170572.61,228694.3,False,False,False,False,False
3334,10,006002.000009,006002.000027,E1,B,172.099,observada,vacio,172.099,172.10125,False,0.002,0.00015,346000000.0,0.154,-0.51,990.0,,110624.18,168729.51,False,False,False,False,False
3335,12,007002.000040,007002.000160,E1,C+,172.1573,ritz,vacio,,172.1573,False,,,21800000.0,0.00969,-1.537,,,170607.89,228694.3,False,False,False,False,False
3336,10,006002.000010,006002.000028,E1,B,172.1659,observada,vacio,172.1659,172.16839,False,0.002,0.00012,433000000.0,0.192,-0.11,1600.0,,110665.59,168748.26,False,False,False,False,False
3337,12,007002.000041,007002.000161,E1,C+,172.2191,ritz,vacio,,172.2191,False,,,13100000.0,0.00582,-1.536,,,170666.23,228731.81,False,False,False,False,False
3338,10,006002.000010,006002.000027,E1,B,172.2211,observada,vacio,172.2211,172.22399,False,0.002,0.00015,172000000.0,0.0382,-0.82,610.0,,110665.59,168729.51,False,False,False,False,False
3339,12,007002.000041,007002.000160,E1,C,172.3304,ritz,vacio,,172.3304,False,,,1450000.0,0.000387,-2.713,,,170666.23,228694.3,False,False,False,False,False
3340,18,010002.000012,010002.000105,E1,,172.3389,observada,vacio,172.3389,172.338931,False,0.0005,9e-06,,,,40.0,,246415.0144,304440.2089,False,False,False,False,False
3341,12,007002.000027,007002.000060,E1,B,172.4653,ritz,vacio,,172.4653,False,,,28800000.0,0.00771,-1.414,,,144187.94,202170.63,False,False,False,False,False
3342,12,007002.000029,007002.000072,E1,D,172.5028,ritz,vacio,,172.5028,False,,,2110000.0,0.000314,-3.026,,,148940.17,206910.24,False,False,False,False,False
3343,13,008001.000037,008001.000039,E1,D,172.71056,ritz,vacio,,172.71056,False,,,0.00532,2.38e-12,-10.925,,,15867.862,73768.2,False,False,False,False,False
3344,18,010002.000009,010002.000104,E1,,173.0645,observada,vacio,173.0645,173.064725,False,0.0005,6e-06,,,,160.0,,246192.413,303974.263,False,False,False,False,False
3345,12,007002.000031,007002.000072,E1,C,173.2428,ritz,vacio,,173.2428,False,,,39100000.0,0.00586,-1.755,,,149187.8,206910.24,False,False,False,False,False
3346,9,006001.000009,006001.000045,E1,D,173.398038,ritz,vacio,,173.398038,False,,9e-06,15000.0,2e-05,-4.7,,,21648.03,79318.8093,False,False,False,False,False
3347,18,010002.000012,010002.000104,E1,,173.7341,observada,vacio,173.7341,173.734026,False,0.0005,9e-06,,,,100.0,,246415.0144,303974.263,False,False,False,False,False
3348,18,010002.000012,010002.000103,E1,,173.8736,observada,vacio,173.8736,173.873548,False,0.0005,9e-06,,,,160.0,,246415.0144,303928.0756,False,False,False,False,False
3349,12,007002.000025,007002.000036,E1,B,174.031,ritz,vacio,,174.031,False,,,22100000.0,0.0141,-1.152,,,109217.6,166678.64,False,False,False,False,False
3350,11,007001.000016,007001.000022,E1,B,174.27192,ritz,vacio,,174.27192,False,,,21200000.0,0.0193,-1.414,,,28838.92,86220.51,False,False,False,False,False
3351,11,007001.000017,007001.000022,E1,B,174.2729,observada,vacio,174.2729,174.27309,False,,,105000000.0,0.048,-0.717,775.0,,28839.306,86220.51,False,False,False,False,False
3352,18,010002.000013,010002.000104,E1,,174.2869,observada,vacio,174.2869,174.287132,False,0.0005,9e-06,,,,140.0,,246597.6805,303974.263,False,False,False,False,False
3353,12,007002.000024,007002.000035,E1,B,174.3197,ritz,vacio,,174.3197,False,,,16700000.0,0.0127,-1.421,,,109216.6,166582.45,False,False,False,False,False
3354,12,007002.000025,007002.000035,E1,B,174.3228,ritz,vacio,,174.3228,False,,,5400000.0,0.00246,-1.91,,,109217.6,166582.45,False,False,False,False,False
3355,18,010002.000013,010002.000103,E1,,174.4277,observada,vacio,174.4277,174.427544,False,0.0005,9e-06,,,,100.0,,246597.6805,303928.0756,False,False,False,False,False
3356,18,010002.000009,010002.000096,E1,,174.4416,observada,vacio,174.4416,174.441613,False,0.0005,9e-06,,,,160.0,,246192.413,303518.1843,False,False,False,False,False
3357,16,,,E1,,174.475,observada,vacio,174.475,,,,,,,,40.0,,,,,,,,False
3358,12,007002.000024,007002.000034,E1,B,174.5046,ritz,vacio,,174.5046,False,,,9070000.0,0.00414,-1.906,,,109216.6,166521.69,False,False,False,False,False
3359,12,007002.000025,007002.000034,E1,B,174.5076,ritz,vacio,,174.5076,False,,,597000.0,0.000164,-3.087,,,109217.6,166521.69,False,False,False,False,False
3360,11,007001.000016,007001.000021,E1,B,174.5252,observada,vacio,174.5252,174.52485,False,,,83500000.0,0.0382,-1.117,700.0,,28838.92,86137.35,False,False,False,False,False
3361,12,007002.000026,007002.000034,E1,B,174.5256,ritz,vacio,,174.5256,False,,,12300000.0,0.0169,-1.772,,,109223.5,166521.69,False,False,False,False,False
3362,11,007001.000017,007001.000021,E1,B,174.52603,ritz,vacio,,174.52603,False,,,40100000.0,0.00916,-1.436,,,28839.306,86137.35,False,False,False,False,False
3363,16,,,E1,,174.555,observada,vacio,174.555,,,,,,,,50.0,,,,,,,,False
3364,14,008002.000023,008002.000089,E1,C,174.5726,observada,vacio,174.5726,174.5721,False,,,41500000.0,0.0379,-1.12,15.0,,195710.47,252993.39,False,False,False,False,False
3365,14,008002.000023,008002.000088,E1,D,174.5897,observada,vacio,174.5897,174.5909,False,,,41500000.0,0.019,-1.421,12.0,,195710.47,252987.23,False,False,False,False,False
3366,16,,,E1,,174.739,observada,vacio,174.739,,,,,,,,60.0,,,,,,,,False
3367,18,010002.000012,010002.000096,E1,,175.1216,observada,vacio,175.1216,175.121627,False,0.0005,6e-06,,,,120.0,,246415.0144,303518.1843,False,False,False,False,False
3368,14,008002.000043,008002.000271,E1,,175.1289,observada,vacio,175.1289,175.1313,False,,,,,,7.0,,229947.07,287047.1,False,False,False,False,False
3369,14,008002.000043,008002.000270,E1,,175.1359,ritz,vacio,,175.1359,False,,,,,,,,229947.07,287045.6,False,False,False,False,False
3370,18,010002.000009,010002.000093,E1,,175.1698,observada,vacio,175.1698,175.169762,False,0.0005,9e-06,,,,160.0,,246192.413,303279.8915,False,False,False,False,False
3371,9,006001.000009,006001.000043,E1,B+,175.18271,observada,vacio,175.18271,175.18269,False,8e-05,9e-06,84000000.0,0.116,-0.94,16000000.0,,21648.03,78731.2956,False,False,False,False,False
3372,14,008002.000044,008002.000271,E1,,175.1968,ritz,vacio,,175.1968,False,,,,,,,,229968.44,287047.1,False,False,False,False,False
3373,14,008002.000044,008002.000270,E1,,175.1994,observada,vacio,175.1994,175.2014,False,,,,,,7.0,,229968.44,287045.6,False,False,False,False,False
3374,4,003002.000007,003002.000009,E1,AAA,175.533,observada,vacio,175.533,175.5332,False,,0.0004,204990000.0,0.031564,-1.02369,,,501807.72,558777.01,True,True,False,False,False
3375,18,010002.000013,010002.000096,E1,,175.6835,observada,vacio,175.6835,175.683617,False,0.0005,9e-06,,,,160.0,,246597.6805,303518.1843,False,False,False,False,False
3376,10,006002.000013,006002.000075,E1,B,175.81032,ritz,vacio,,175.81032,False,,0.00019,39400000.0,0.0274,-0.96,,,131735.528,188615.01,False,False,False,False,False
3377,18,010002.000009,010002.000091,E1,,175.8105,observada,vacio,175.8105,175.810614,False,0.0005,9e-06,,,,140.0,,246192.413,303071.8002,False,False,False,False,False
3378,18,010002.000012,010002.000093,E1,,175.8555,observada,vacio,175.8555,175.855475,False,0.0005,6e-06,,,,160.0,,246415.0144,303279.8915,False,False,False,False,False
3379,18,010002.000005,010002.000027,E1,,175.859,observada,vacio,175.859,175.86012,False,0.001,9e-06,,,,40.0,bl,219648.4248,276511.8,False,False,False,False,False
3380,10,006002.000012,006002.000074,E1,B,175.88022,ritz,vacio,,175.88022,False,,0.00015,32700000.0,0.0303,-1.22,,,131724.382,188581.26,False,False,False,False,False
3381,10,006002.000013,006002.000074,E1,B,175.9147,ritz,vacio,,175.9147,False,,0.00015,6550000.0,0.00304,-1.92,,,131735.528,188581.26,False,False,False,False,False
3382,10,006002.000006,006002.000013,E1,A,176.03954,observada,vacio,176.03954,176.03944,False,4e-05,5e-05,36800000.0,0.0114,-1.165,2200.0,,74930.077,131735.528,False,False,False,False,False
3383,10,006002.000007,006002.000013,E1,A,176.04727,ritz,vacio,,176.04727,False,,5e-05,4080000.0,0.0019,-2.12,,,74932.602,131735.528,False,False,False,False,False
3384,10,006002.000007,006002.000012,E1,A,176.08191,observada,vacio,176.08191,176.08182,False,6e-05,5e-05,40800000.0,0.00949,-1.421,1500.0,,74932.602,131724.382,False,False,False,False,False
3385,12,007002.000032,007002.000099,E1,C+,176.3639,ritz,vacio,,176.3639,False,,,52900000.0,0.0411,-0.909,,,155126.73,211827.67,False,False,False,False,False
3386,18,010002.000009,010002.000083,E1,,176.3727,observada,vacio,176.3727,176.372679,False,0.0005,9e-06,,,,40.0,,246192.413,302890.5369,False,False,False,False,False
3387,9,006001.000009,006001.000041,E1,C,176.3906,observada,vacio,176.3906,176.390897,False,0.0004,9e-06,2400000.0,0.0034,-2.47,3500000.0,,21648.03,78340.29782,False,False,False,False,False
3388,18,010002.000012,010002.000091,E1,,176.5015,observada,vacio,176.5015,176.501364,False,0.0005,9e-06,,,,60.0,,246415.0144,303071.8002,False,False,False,False,False
3389,12,007002.000032,007002.000098,E1,C+,176.514,ritz,vacio,,176.514,False,,,52200000.0,0.0244,-1.136,,,155126.73,211779.45,False,False,False,False,False
3390,9,006001.000009,006001.000038,E1,D,176.5373,observada,vacio,176.5373,176.536584,False,0.0004,9e-06,800000.0,0.0011,-3.0,1800000.0,,21648.03,78293.51263,False,False,False,False,False
3391,18,010002.000005,010002.000026,E1,,176.5898,observada,vacio,176.5898,176.589803,False,0.0005,6e-06,,,,140.0,,219648.4248,276276.8361,False,False,False,False,False
3392,12,007002.000032,007002.000097,E1,C+,176.6079,ritz,vacio,,176.6079,False,,,51800000.0,0.00807,-1.616,,,155126.73,211749.35,False,False,False,False,False
3393,18,010002.000006,010002.000027,E1,,176.79,observada,vacio,176.79,176.789783,False,0.0005,9e-06,,,,22.0,,219947.4453,276511.8,False,False,False,False,False
3394,18,010002.000009,010002.000075,E1,,176.8085,observada,vacio,176.8085,176.808487,False,0.0005,9e-06,,,,22.0,,246192.413,302750.784,False,False,False,False,False
3395,9,006001.000009,006001.000033,E1,C,177.089119,ritz,vacio,,177.089119,False,,9e-06,11000.0,1.5e-05,-4.82,,,21648.03,78116.77336,False,False,False,False,False
3396,12,007002.000029,007002.000068,E1,D,177.2735,ritz,vacio,,177.2735,False,,,322000.0,0.000253,-3.12,,,148940.17,205350.18,False,False,False,False,False
3397,8,005002.000005,005002.000011,E1,D,177.3763,ritz,vacio,,177.3763,False,,0.0016,35.0,1.7e-08,-7.3,,,73396.51,129773.83,False,False,False,False,False
3398,6,004002.000002,004002.000004,E1,AA,177.61,observada,vacio,177.61,177.6099,False,0.0008,0.0008,136100000.0,0.06438,-0.8902,610.0,,31928.744,88231.915,False,False,False,False,False
3399,6,004002.000003,004002.000004,E1,AA,177.6307,observada,vacio,177.6307,177.6306,False,0.0008,0.0008,272200000.0,0.06438,-0.5892,810.0,,31935.32,88231.915,False,False,False,False,False
3400,18,010002.000013,010002.000079,E1,,177.8282,observada,vacio,177.8282,177.828096,False,0.0005,9e-06,,,,60.0,,246597.6805,302831.764,False,False,False,False,False
3401,18,010002.000013,010002.000076,E1,,177.8747,observada,vacio,177.8747,177.874922,False,0.0005,9e-06,,,,60.0,,246597.6805,302816.9602,False,False,False,False,False
3402,12,007002.000031,007002.000068,E1,C,178.0551,ritz,vacio,,178.0551,False,,,4030000.0,0.00319,-2.019,,,149187.8,205350.18,False,False,False,False,False
3403,14,008002.000021,008002.000070,E1,,178.0994,observada,vacio,178.0994,178.09836,False,,,,,,10.0,bl,188888.543,245037.29,False,False,False,False,False
3404,18,010002.000012,010002.000074,E1,,178.3783,observada,vacio,178.3783,178.378505,False,0.0005,1e-05,,,,60.0,,246415.0144,302475.5806,False,False,False,False,False
3405,8,005002.000012,005002.000079,E1,,178.657,observada,vacio,178.657,178.66,False,0.04,0.04,,,,2.0,,137622.25,193594.0,False,False,False,False,False
3406,14,008002.000022,008002.000070,E1,,178.6708,observada,vacio,178.6708,178.67105,False,,,,,,14.0,,189068.514,245037.29,False,False,False,False,False
3407,12,007002.000033,007002.000107,E1,B,178.9402,ritz,vacio,,178.9402,False,,,12600000.0,0.0101,-1.519,,,164610.76,220495.36,False,False,False,False,False
3408,18,010002.000013,010002.000074,E1,,178.9613,observada,vacio,178.9613,178.961629,False,0.001,1e-05,,,,40.0,bl,246597.6805,302475.5806,False,False,False,False,False
3409,14,008002.000034,008002.000201,E1,,179.2882,ritz,vacio,,179.2882,False,,,,,,,,211522.117,267298.23,False,False,False,False,False
3410,18,010002.000009,010002.000067,E1,,179.6516,observada,vacio,179.6516,179.65172,False,0.0005,1e-05,,,,140.0,,246192.413,301855.6707,False,False,False,False,False
3411,18,010002.000012,010002.000069,E1,,179.7198,observada,vacio,179.7198,179.719589,False,0.0005,1e-05,,,,60.0,,246415.0144,302057.2516,False,False,False,False,False
3412,10,006002.000012,006002.000066,E1,C,179.7623,ritz,vacio,,179.7623,False,,0.0013,28000000.0,0.027,-1.27,,,131724.382,187353.4,False,False,False,False,False
3413,10,006002.000013,006002.000066,E1,C,179.7983,ritz,vacio,,179.7983,False,,0.0013,5600000.0,0.0027,-1.96,,,131735.528,187353.4,False,False,False,False,False
3414,10,006002.000013,006002.000067,E1,C,179.7983,ritz,vacio,,179.7983,False,,0.0013,33000000.0,0.024,-1.02,,,131735.528,187353.4,False,False,False,False,False
3415,18,010002.000009,010002.000066,E1,,179.8281,observada,vacio,179.8281,179.82815,False,0.0005,1e-05,,,,160.0,,246192.413,301801.0594,False,False,False,False,False
3416,14,008002.000035,008002.000201,E1,,179.9025,observada,vacio,179.9025,179.903,False,,,,,,10.0,,211712.732,267298.23,False,False,False,False,False
3417,14,008002.000034,008002.000200,E1,,179.9207,observada,vacio,179.9207,179.9241,False,,,,,,10.0,,211522.117,,False,False,False,False,False
3418,18,010002.000012,010002.000068,E1,,180.0733,observada,vacio,180.0733,180.073225,False,0.0005,1e-05,,,,140.0,,246415.0144,301947.9789,False,False,False,False,False
3419,18,010002.000013,010002.000069,E1,,180.3114,observada,vacio,180.3114,180.311528,False,0.0005,1e-05,,,,60.0,,246597.6805,302057.2516,False,False,False,False,False
3420,18,010002.000012,010002.000067,E1,,180.3732,observada,vacio,180.3732,180.373045,False,0.0005,1e-05,,,,140.0,,246415.0144,301855.6707,False,False,False,False,False
3421,14,008002.000028,008002.000150,E1,,180.5173,observada,vacio,180.5173,180.5172,False,,,,,,8.0,,206971.68,262368.05,False,False,False,False,False
3422,14,008002.000029,008002.000150,E1,,180.5206,ritz,vacio,,180.5206,False,,,,,,,,206972.72,262368.05,False,False,False,False,False
3423,12,007002.000024,007002.000033,E1,C,180.524,ritz,vacio,,180.524,False,,,24800.0,1.21e-05,-4.44,,,109216.6,164610.76,False,False,False,False,False
3424,12,007002.000025,007002.000033,E1,C,180.528,ritz,vacio,,180.528,False,,,3050.0,8.95e-07,-5.349,,,109217.6,164610.76,False,False,False,False,False
3425,12,007002.000026,007002.000033,E1,C,180.547,ritz,vacio,,180.547,False,,,4060.0,5.95e-06,-5.225,,,109223.5,164610.76,False,False,False,False,False
3426,18,010002.000013,010002.000068,E1,,180.6671,observada,vacio,180.6671,180.667499,False,0.0005,1e-05,,,,12.0,,246597.6805,301947.9789,False,False,False,False,False
3427,14,008002.000029,008002.000149,E1,,180.7896,observada,vacio,180.7896,180.7857,False,,,,,,6.0,,206972.72,262286.82,False,False,False,False,False
3428,18,010002.000020,010002.000127,E1,,180.822,observada,vacio,180.822,180.821552,False,0.001,7e-06,,,,11.0,,252798.4654,308101.6076,False,False,False,False,False
3429,7,005001.000001,005001.000013,E1,B+,181.78437,observada,vacio,181.78437,181.784357,False,1.7e-05,8e-06,31200000.0,0.0155,-1.51,20.0,,0.0,55010.2338,False,False,False,False,False
