id_linea,id_espectro,id_nivel_inferior,id_nivel_superior,codigo_tipo_transicion,codigo_exactitud,longitud_onda_nm,longitud_onda_origen,medio,longitud_onda_obs_nm,longitud_onda_ritz_nm,ritz_es_limite,incertidumbre_obs_nm,incertidumbre_ritz_nm,aki_s1,fuerza_oscilador_fik,log_gf,intensidad_valor,intensidad_bandera,energia_inferior_cm1,energia_superior_cm1,energia_inferior_interpolada,energia_superior_interpolada,energia_inferior_origen_desconocido,energia_superior_origen_desconocido,medicion_repetida
1,10,006002.000001,006002.000359,E1,D+,4.2767,observada,vacio,4.2767,4.2766,False,0.0004,0.0004,90000000000.0,0.023,-1.33,,a*,0.0,2338290.0,False,False,False,False,False
2,10,006002.000002,006002.000359,E1,D+,4.2767,observada,vacio,4.2767,4.2767,False,0.0004,0.0004,170000000000.0,0.023,-1.03,,a*,63.39509,2338290.0,False,False,False,False,False
3,10,006002.000004,006002.000367,E1,E,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,60000000000.0,0.023,-1.0,,a*,43024.9,2377500.0,False,False,False,False,False
4,10,006002.000004,006002.000366,E1,E,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,25000000000.0,0.007,-1.6,,a*,43024.9,2377500.0,False,False,False,False,False
5,10,006002.000004,006002.000365,E1,E,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,150000000000.0,0.021,-1.1,,a*,43024.9,2377500.0,False,False,False,False,False
6,10,006002.000003,006002.000366,E1,E,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,80000000000.0,0.04,-1.1,,a*,43002.8,2377500.0,False,False,False,False,False
7,10,006002.000003,006002.000365,E1,E,4.2836,observada,vacio,4.2836,4.2836,False,0.0004,0.0004,31000000000.0,0.009,-1.8,,a*,43002.8,2377500.0,False,False,False,False,False
8,10,006002.000005,006002.000367,E1,E,4.2836,observada,vacio,4.2836,4.2837,False,0.0004,0.0004,130000000000.0,0.036,-0.7,,a*,43053.2,2377500.0,False,False,False,False,False
9,10,006002.000005,006002.000366,E1,E,4.2836,observada,vacio,4.2836,4.2837,False,0.0004,0.0004,80000000000.0,0.015,-1.0,,a*,43053.2,2377500.0,False,False,False,False,False
10,10,006002.000001,006002.000358,E1,D+,4.2988,observada,vacio,4.2988,4.2987,False,0.0005,0.0004,140000000000.0,0.076,-0.82,,a*,0.0,2326280.0,False,False,False,False,False
11,10,006002.000002,006002.000358,E1,D+,4.2988,observada,vacio,4.2988,4.2988,False,0.0005,0.0004,680000000000.0,0.19,-0.12,,a*,63.39509,2326280.0,False,False,False,False,False
12,10,006002.000001,006002.000357,E1,D+,4.2988,observada,vacio,4.2988,4.2989,False,0.0005,0.0004,550000000000.0,0.15,-0.52,,a*,0.0,2326190.0,False,False,False,False,False
13,10,006002.000002,006002.000357,E1,D+,4.2988,observada,vacio,4.2988,4.299,False,0.0005,0.0004,270000000000.0,0.038,-0.82,,a*,63.39509,2326190.0,False,False,False,False,False
14,10,006002.000001,006002.000355,E1,D+,4.306,observada,vacio,4.306,4.306,False,0.0004,0.0004,250000000000.0,0.14,-0.56,,a*,0.0,2322360.0,False,False,False,False,False
15,10,006002.000002,006002.000356,E1,D+,4.306,observada,vacio,4.306,4.3061,False,0.0004,0.0004,300000000000.0,0.12,-0.31,,a*,63.39509,2322360.0,False,False,False,False,False
16,10,006002.000002,006002.000355,E1,D+,4.306,observada,vacio,4.306,4.3061,False,0.0004,0.0004,49000000000.0,0.014,-1.26,,a*,63.39509,2322360.0,False,False,False,False,False
17,10,006002.000003,006002.000362,E1,E,4.315,observada,vacio,4.315,4.3149,False,0.0004,0.0004,110000000000.0,0.06,-0.9,,a*,43002.8,2360540.0,False,False,False,False,False
18,10,006002.000003,006002.000361,E1,E,4.315,observada,vacio,4.315,4.3149,False,0.0004,0.0004,210000000000.0,0.06,-0.9,,a*,43002.8,2360540.0,False,False,False,False,False
19,10,006002.000005,006002.000364,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,250000000000.0,0.09,-0.2,,a*,43053.2,2360540.0,False,False,False,False,False
20,10,006002.000005,006002.000363,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,80000000000.0,0.021,-0.9,,a*,43053.2,2360540.0,False,False,False,False,False
21,10,006002.000005,006002.000362,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,13000000000.0,0.0024,-1.8,,a*,43053.2,2360540.0,False,False,False,False,False
22,10,006002.000004,006002.000363,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,180000000000.0,0.07,-0.5,,a*,43024.9,2360540.0,False,False,False,False,False
23,10,006002.000004,006002.000362,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,140000000000.0,0.038,-0.8,,a*,43024.9,2360540.0,False,False,False,False,False
24,10,006002.000004,006002.000361,E1,E,4.315,observada,vacio,4.315,4.315,False,0.0004,0.0004,42000000000.0,0.006,-1.6,,a*,43024.9,2360540.0,False,False,False,False,False
25,10,006002.000003,006002.000360,E1,E,4.3169,observada,vacio,4.3169,4.3168,False,0.0004,0.0004,230000000000.0,0.13,-0.6,,a*,43002.8,2359520.0,False,False,False,False,False
26,10,006002.000005,006002.000360,E1,E,4.3169,observada,vacio,4.3169,4.3169,False,0.0004,0.0004,700000000000.0,0.13,-0.1,,a*,43053.2,2359520.0,False,False,False,False,False
27,10,006002.000004,006002.000360,E1,E,4.3169,observada,vacio,4.3169,4.3169,False,0.0004,0.0004,500000000000.0,0.13,-0.3,,a*,43024.9,2359520.0,False,False,False,False,False
28,8,005002.000001,005002.000156,E1,,5.738,observada,vacio,5.738,5.738,False,0.003,0.003,,,,3.0,a,0.0,1742870.0,False,False,False,False,False
29,8,005002.000001,005002.000155,E1,,5.759,observada,vacio,5.759,5.759,False,0.003,0.003,,,,7.0,a,0.0,1736400.0,False,False,False,False,False
30,8,005002.000001,005002.000154,E1,,5.801,observada,vacio,5.801,5.801,False,0.003,0.003,,,,10.0,a,0.0,1723840.0,False,False,False,False,False
31,8,005002.000001,005002.000153,E1,,5.901,observada,vacio,5.901,5.901,False,0.003,0.003,,,,30.0,a,0.0,1694630.0,False,False,False,False,False
32,7,005001.000002,005001.000112,E1,,6.152,observada,vacio,6.152,6.152,False,0.003,0.003,,,,10.0,a*,15.287,1625500.0,False,False,False,False,False
33,7,005001.000001,005001.000112,E1,,6.152,observada,vacio,6.152,6.152,False,0.003,0.003,,,,10.0,a*,0.0,1625500.0,False,False,False,False,False
34,7,005001.000002,005001.000111,E1,,6.195,observada,vacio,6.195,6.195,False,0.003,0.003,,,,40.0,a*,15.287,1614200.0,False,False,False,False,False
35,7,005001.000001,005001.000111,E1,,6.195,observada,vacio,6.195,6.195,False,0.003,0.003,,,,40.0,a*,0.0,1614200.0,False,False,False,False,False
36,7,005001.000002,005001.000110,E1,,6.213,observada,vacio,6.213,6.213,False,0.003,0.003,,,,30.0,a*,15.287,1609500.0,False,False,False,False,False
37,7,005001.000001,005001.000110,E1,,6.213,observada,vacio,6.213,6.213,False,0.003,0.003,,,,30.0,a*,0.0,1609500.0,False,False,False,False,False
38,7,005001.000002,005001.000109,E1,,6.234,observada,vacio,6.234,6.234,False,0.003,0.003,,,,10.0,a*,15.287,1604100.0,False,False,False,False,False
39,7,005001.000001,005001.000109,E1,,6.234,observada,vacio,6.234,6.234,False,0.003,0.003,,,,10.0,a*,0.0,1604100.0,False,False,False,False,False
40,7,005001.000002,005001.000108,E1,,6.245,observada,vacio,6.245,6.245,False,0.003,0.003,,,,30.0,a*,15.287,1601300.0,False,False,False,False,False
41,7,005001.000001,005001.000108,E1,,6.245,observada,vacio,6.245,6.245,False,0.003,0.003,,,,30.0,a*,0.0,1601300.0,False,False,False,False,False
42,7,005001.000002,005001.000107,E1,,6.256,observada,vacio,6.256,6.256,False,0.003,0.003,,,,30.0,a*,15.287,1598500.0,False,False,False,False,False
43,7,005001.000001,005001.000107,E1,,6.256,observada,vacio,6.256,6.256,False,0.003,0.003,,,,30.0,a*,0.0,1598500.0,False,False,False,False,False
44,8,005002.000001,005002.000151,E1,,6.379,observada,vacio,6.379,6.379,False,0.003,0.003,,,,80.0,a,0.0,1567640.0,False,False,False,False,False
45,7,005001.000002,005001.000116,E1,,6.462,observada,vacio,6.462,6.462,False,0.003,0.003,,,,40.0,a*,15.287,1547500.0,False,False,False,False,False
46,7,005001.000001,005001.000116,E1,,6.462,observada,vacio,6.462,6.462,False,0.003,0.003,,,,40.0,a*,0.0,1547500.0,False,False,False,False,False
47,7,005001.000002,005001.000115,E1,,6.501,observada,vacio,6.501,6.501,False,0.003,0.003,,,,100.0,a*,15.287,1538200.0,False,False,False,False,False
48,7,005001.000001,005001.000115,E1,,6.501,observada,vacio,6.501,6.501,False,0.003,0.003,,,,100.0,a*,0.0,1538200.0,False,False,False,False,False
49,7,005001.000002,005001.000106,E1,,6.506,observada,vacio,6.506,6.506,False,0.003,0.003,,,,80.0,a*,15.287,1537100.0,False,False,False,False,False
50,7,005001.000001,005001.000106,E1,,6.506,observada,vacio,6.506,6.506,False,0.003,0.003,,,,80.0,a*,0.0,1537100.0,False,False,False,False,False
51,6,004002.000089,004002.000242,E1,,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,,,,,*,977597.9,2214500.0,False,False,True,True,False
52,6,004002.000088,004002.000242,E1,,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,,,,,*,977597.9,2214500.0,False,False,True,True,False
53,6,004002.000087,004002.000242,E1,,8.085,observada,vacio,8.085,8.085,False,0.003,0.003,,,,,*,977597.9,2214500.0,False,False,True,True,False
54,6,004002.000001,004002.000234,E1,,8.258,observada,vacio,8.258,8.258,False,0.003,0.003,,,,,a*,0.0,,False,False,False,False,False
55,6,004002.000001,004002.000233,E1,,8.258,observada,vacio,8.258,8.258,False,0.003,0.003,,,,,a*,0.0,,False,False,False,False,False
56,6,004002.000001,004002.000232,E1,,8.364,observada,vacio,8.364,8.364,False,0.003,0.003,,,,,a*,0.0,,False,False,False,False,False
57,6,004002.000001,004002.000231,E1,,8.364,observada,vacio,8.364,8.364,False,0.003,0.003,,,,,a*,0.0,,False,False,False,False,False
58,5,004001.000001,004001.000219,E1,,8.916,observada,vacio,8.916,8.916,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
59,5,004001.000001,004001.000218,E1,,9.024,observada,vacio,9.024,9.024,False,0.003,0.003,,,,,"a,B",0.0,,False,False,False,False,False
60,5,004001.000001,004001.000217,E1,,9.067,observada,vacio,9.067,9.067,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
61,6,004002.000002,004002.000227,E1,,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,,,,,a*,31928.744,,False,False,False,False,False
62,6,004002.000002,004002.000226,E1,,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,,,,,a*,31928.744,,False,False,False,False,False
63,6,004002.000003,004002.000227,E1,,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,,,,,a*,31935.32,,False,False,False,False,False
64,6,004002.000003,004002.000226,E1,,9.149,observada,vacio,9.149,9.1566,False,0.004,0.0011,,,,,a*,31935.32,,False,False,False,False,False
65,5,004001.000001,004001.000216,E1,,9.22,observada,vacio,9.22,9.22,False,0.003,0.003,,,,,"a,B",0.0,,False,False,False,False,False
66,6,004002.000002,004002.000217,E1,,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,,,,4.0,a*,31928.744,1112700.0,False,False,False,False,False
67,6,004002.000002,004002.000216,E1,,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,,,,4.0,a*,31928.744,1112700.0,False,False,False,False,False
68,6,004002.000003,004002.000217,E1,,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,,,,4.0,a*,31935.32,1112700.0,False,False,False,False,False
69,6,004002.000003,004002.000216,E1,,9.253,observada,vacio,9.253,9.253,False,0.006,0.006,,,,4.0,a*,31935.32,1112700.0,False,False,False,False,False
70,6,004002.000001,004002.000131,E1,,9.316,observada,vacio,9.316,9.316,False,0.003,0.003,,,,11.0,a*,0.0,,False,False,False,False,False
71,6,004002.000001,004002.000130,E1,,9.316,observada,vacio,9.316,9.316,False,0.003,0.003,,,,11.0,a*,0.0,,False,False,False,False,False
72,6,004002.000001,004002.000116,E1,,9.343,observada,vacio,9.343,9.343,False,0.003,0.003,,,,11.0,a*,0.0,,False,False,False,False,False
73,6,004002.000001,004002.000115,E1,,9.343,observada,vacio,9.343,9.343,False,0.003,0.003,,,,11.0,a*,0.0,,False,False,False,False,False
74,6,004002.000002,004002.000184,E1,,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,,,,7.0,a*,31928.744,1098900.0,False,False,False,False,False
75,6,004002.000002,004002.000183,E1,,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,,,,7.0,a*,31928.744,1098900.0,False,False,False,False,False
76,6,004002.000003,004002.000184,E1,,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,,,,7.0,a*,31935.32,1098900.0,False,False,False,False,False
77,6,004002.000003,004002.000183,E1,,9.371,observada,vacio,9.371,9.372,False,0.004,0.004,,,,7.0,a*,31935.32,1098900.0,False,False,False,False,False
78,6,004002.000001,004002.000113,E1,,9.393,observada,vacio,9.393,9.393,False,0.003,0.003,,,,2.0,a*,0.0,,False,False,False,False,False
79,6,004002.000001,004002.000112,E1,,9.393,observada,vacio,9.393,9.393,False,0.003,0.003,,,,2.0,a*,0.0,,False,False,False,False,False
80,6,004002.000002,004002.000171,E1,,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,,,,8.0,a*,31928.744,,False,False,False,False,False
81,6,004002.000002,004002.000170,E1,,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,,,,8.0,a*,31928.744,,False,False,False,False,False
82,6,004002.000003,004002.000171,E1,,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,,,,8.0,a*,31935.32,,False,False,False,False,False
83,6,004002.000003,004002.000170,E1,,9.456,observada,vacio,9.456,9.461,False,0.004,0.004,,,,8.0,a*,31935.32,,False,False,False,False,False
84,6,004002.000003,004002.000169,E1,,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,,,,21.0,a*,31935.32,,False,False,False,False,False
85,6,004002.000003,004002.000168,E1,,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,,,,21.0,a*,31935.32,,False,False,False,False,False
86,6,004002.000002,004002.000168,E1,,9.479,observada,vacio,9.479,9.478,False,0.003,0.003,,,,21.0,a*,31928.744,,False,False,False,False,False
87,6,004002.000002,004002.000156,E1,,9.534,observada,vacio,9.534,9.534,False,0.004,0.004,,,,8.0,a*,31928.744,,False,False,False,False,False
88,6,004002.000003,004002.000156,E1,,9.534,observada,vacio,9.534,9.534,False,0.004,0.004,,,,8.0,a*,31935.32,,False,False,False,False,False
89,6,004002.000002,004002.000146,E1,,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,,,,20.0,a*,31928.744,,False,False,False,False,False
90,6,004002.000003,004002.000146,E1,,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,,,,20.0,a*,31935.32,,False,False,False,False,False
91,6,004002.000003,004002.000147,E1,,9.562,observada,vacio,9.562,9.562,False,0.005,0.005,,,,20.0,a*,31935.32,,False,False,False,False,False
92,6,004002.000001,004002.000101,E1,,9.5734,observada,vacio,9.5734,9.573,False,0.002,0.002,,,,25.0,a*,0.0,,False,False,False,False,False
93,6,004002.000001,004002.000100,E1,,9.5734,observada,vacio,9.5734,9.573,False,0.002,0.002,,,,25.0,a*,0.0,,False,False,False,False,False
94,6,004002.000003,004002.000143,E1,,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,,,,20.0,a*,31935.32,,False,False,False,False,False
95,6,004002.000002,004002.000142,E1,,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,,,,20.0,a*,31928.744,,False,False,False,False,False
96,6,004002.000003,004002.000142,E1,,9.577,observada,vacio,9.577,9.577,False,0.003,0.003,,,,20.0,a*,31935.32,,False,False,False,False,False
97,6,004002.000003,004002.000132,E1,,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,,,,5.0,a*,31935.32,,False,False,False,False,False
98,6,004002.000003,004002.000133,E1,,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,,,,5.0,a*,31935.32,,False,False,False,False,False
99,6,004002.000002,004002.000132,E1,,9.602,observada,vacio,9.602,9.601,False,0.007,0.007,,,,5.0,a*,31928.744,,False,False,False,False,False
100,6,004002.000002,004002.000122,E1,,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,,,,15.0,a*,31928.744,1070900.0,False,False,False,False,False
101,6,004002.000002,004002.000121,E1,,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,,,,15.0,a*,31928.744,1070900.0,False,False,False,False,False
102,6,004002.000003,004002.000122,E1,,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,,,,15.0,a*,31935.32,1070900.0,False,False,False,False,False
103,6,004002.000003,004002.000121,E1,,9.625,observada,vacio,9.625,9.625,False,0.004,0.004,,,,15.0,a*,31935.32,1070900.0,False,False,False,False,False
104,5,004001.000001,004001.000213,E1,,9.629,observada,vacio,9.629,9.629,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
105,5,004001.000001,004001.000210,E1,,9.724,observada,vacio,9.724,9.724,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
106,5,004001.000001,004001.000209,E1,,9.744,observada,vacio,9.744,9.744,False,0.005,0.005,,,,3.0,"a,B",0.0,,False,False,False,False,False
107,5,004001.000001,004001.000208,E1,,9.786,observada,vacio,9.786,9.786,False,0.005,0.005,,,,5.0,"a,B",0.0,,False,False,False,False,False
108,6,004002.000002,004002.000106,E1,,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,,,,7.0,a*,31928.744,,False,False,False,False,False
109,6,004002.000003,004002.000107,E1,,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,,,,7.0,a*,31935.32,,False,False,False,False,False
110,6,004002.000003,004002.000106,E1,,9.788,observada,vacio,9.788,9.788,False,0.004,0.004,,,,7.0,a*,31935.32,,False,False,False,False,False
111,5,004001.000001,004001.000207,E1,,9.797,observada,vacio,9.797,9.797,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
112,5,004001.000001,004001.000206,E1,,9.866,observada,vacio,9.866,9.866,False,0.005,0.005,,,,,"a,B",0.0,,False,False,False,False,False
113,5,004001.000001,004001.000205,E1,,9.907,observada,vacio,9.907,9.907,False,0.01,0.01,,,,5.0,"a,B",0.0,,False,False,False,False,False
114,6,004002.000008,004002.000175,E1,,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,,,,25.0,*,98055.1,,False,False,False,False,False
115,6,004002.000008,004002.000174,E1,,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,,,,25.0,*,98055.1,,False,False,False,False,False
116,6,004002.000007,004002.000174,E1,,10.055,observada,vacio,10.055,10.055,False,0.003,0.003,,,,25.0,*,98054.57,,False,False,False,False,False
117,6,004002.000007,004002.000173,E1,,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,,,,25.0,*,98054.57,1092460.0,False,False,False,False,False
118,6,004002.000007,004002.000172,E1,,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,,,,25.0,*,98054.57,1092460.0,False,False,False,False,False
119,6,004002.000008,004002.000173,E1,,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,,,,25.0,*,98055.1,1092460.0,False,False,False,False,False
120,6,004002.000008,004002.000172,E1,,10.055,observada,vacio,10.055,10.0563,False,0.003,0.001,,,,25.0,*,98055.1,1092460.0,False,False,False,False,False
121,6,004002.000005,004002.000171,E1,,10.0778,observada,vacio,10.0778,10.0765,False,0.002,0.002,,,,25.0,a*,96495.36,,False,False,False,False,False
122,6,004002.000005,004002.000170,E1,,10.0778,observada,vacio,10.0778,10.0765,False,0.002,0.002,,,,25.0,a*,96495.36,,False,False,False,False,False
123,6,004002.000006,004002.000171,E1,,10.0778,observada,vacio,10.0778,10.0766,False,0.002,0.002,,,,25.0,a*,96497.288,,False,False,False,False,False
124,6,004002.000006,004002.000170,E1,,10.0778,observada,vacio,10.0778,10.0766,False,0.002,0.002,,,,25.0,a*,96497.288,,False,False,False,False,False
125,5,004001.000001,004001.000197,E1,,10.086,observada,vacio,10.086,10.086,False,0.005,0.005,,,,5.0,"a,B,bl",0.0,,False,False,False,False,False
126,6,004002.000006,004002.000169,E1,,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,,,,40.0,*,96497.288,,False,False,False,False,False
127,6,004002.000006,004002.000168,E1,,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,,,,40.0,*,96497.288,,False,False,False,False,False
128,6,004002.000005,004002.000168,E1,,10.0949,observada,vacio,10.0949,10.0959,False,0.002,0.002,,,,40.0,*,96495.36,,False,False,False,False,False
129,5,004001.000001,004001.000196,E1,,10.12,observada,vacio,10.12,10.12,False,0.002,0.002,,,,6.0,"a,B",0.0,,False,False,False,False,False
130,6,004002.000002,004002.000094,E1,,10.175,observada,vacio,10.175,10.175,False,0.003,0.003,,,,10.0,*,31928.744,,False,False,False,False,False
131,6,004002.000003,004002.000094,E1,,10.175,observada,vacio,10.175,10.175,False,0.003,0.003,,,,10.0,*,31935.32,,False,False,False,False,False
132,5,004001.000001,004001.000193,E1,,10.213,observada,vacio,10.213,10.213,False,0.002,0.002,,,,10.0,"a,B",0.0,,False,False,False,False,False
133,6,004002.000006,004002.000133,E1,,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,,,,5.0,w*,96497.288,,False,False,False,False,False
134,6,004002.000005,004002.000132,E1,,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,,,,5.0,w*,96495.36,,False,False,False,False,False
135,6,004002.000006,004002.000132,E1,,10.235,observada,vacio,10.235,10.235,False,0.006,0.006,,,,5.0,w*,96497.288,,False,False,False,False,False
136,6,004002.000001,004002.000086,E1,,10.249,observada,vacio,10.249,10.248,False,0.003,0.003,,,,5.0,*,0.0,,False,False,False,False,False
137,6,004002.000001,004002.000085,E1,,10.249,observada,vacio,10.249,10.248,False,0.003,0.003,,,,5.0,*,0.0,,False,False,False,False,False
138,6,004002.000002,004002.000093,E1,,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,,,,15.0,*,31928.744,993109.0,False,False,False,False,False
139,6,004002.000002,004002.000092,E1,,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,,,,15.0,*,31928.744,993109.0,False,False,False,False,False
140,6,004002.000003,004002.000093,E1,,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,,,,15.0,*,31935.32,993109.0,False,False,False,False,False
141,6,004002.000003,004002.000092,E1,,10.401,observada,vacio,10.401,10.4039,False,0.003,0.001,,,,15.0,*,31935.32,993109.0,False,False,False,False,False
142,6,004002.000001,004002.000084,E1,,10.44,observada,vacio,10.44,10.4409,False,0.003,0.001,,,,50.0,*,0.0,,False,False,False,False,False
143,6,004002.000001,004002.000083,E1,,10.44,observada,vacio,10.44,10.4409,False,0.003,0.001,,,,50.0,*,0.0,,False,False,False,False,False
144,6,004002.000002,004002.000090,E1,,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,,,,35.0,*,31928.744,,False,False,False,False,False
145,6,004002.000003,004002.000091,E1,,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,,,,35.0,*,31935.32,,False,False,False,False,False
146,6,004002.000003,004002.000090,E1,,10.465,observada,vacio,10.465,10.4664,False,0.003,0.001,,,,35.0,*,31935.32,,False,False,False,False,False
147,5,004001.000003,004001.000191,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,,,,,"a,B*",21978.925,,False,False,False,False,False
148,5,004001.000004,004001.000191,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,,,,,"a,B*",21981.26,,False,False,False,False,False
149,5,004001.000003,004001.000190,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.004,,,,,"a,B*",21978.925,,False,False,False,False,False
150,5,004001.000003,004001.000192,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,,,,,"a,B*",21978.925,,False,False,False,False,False
151,5,004001.000004,004001.000192,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,,,,,"a,B*",21981.26,,False,False,False,False,False
152,5,004001.000002,004001.000191,E1,,10.467,observada,vacio,10.467,10.467,False,0.002,0.003,,,,,"a,B*",21978.31,,False,False,False,False,False
153,5,004001.000003,004001.000189,E1,,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,,,,,"a,B*",21978.925,,False,False,False,False,False
154,5,004001.000002,004001.000189,E1,,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,,,,,"a,B*",21978.31,,False,False,False,False,False
155,5,004001.000004,004001.000189,E1,,10.58,observada,vacio,10.58,10.58,False,0.002,0.002,,,,,"a,B*",21981.26,,False,False,False,False,False
156,5,004001.000003,004001.000187,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.009,,,,10.0,"a,B*",21978.925,,False,False,False,False,False
157,5,004001.000003,004001.000186,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,,,,10.0,"a,B*",21978.925,,False,False,False,False,False
158,5,004001.000002,004001.000186,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,,,,10.0,"a,B*",21978.31,,False,False,False,False,False
159,5,004001.000004,004001.000188,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.013,,,,10.0,"a,B*",21981.26,,False,False,False,False,False
160,5,004001.000004,004001.000186,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.007,,,,10.0,"a,B*",21981.26,,False,False,False,False,False
161,5,004001.000004,004001.000187,E1,,10.726,observada,vacio,10.726,10.726,False,0.005,0.009,,,,10.0,"a,B*",21981.26,,False,False,False,False,False
162,5,004001.000001,004001.000179,E1,,10.738,observada,vacio,10.738,10.738,False,0.005,0.005,,,,10.0,"a,B",0.0,,False,False,False,False,False
163,4,003002.000004,003002.000097,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494260.3,1292000.0,True,False,False,False,False
164,4,003002.000005,003002.000097,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494262.57,1292000.0,True,False,False,False,False
165,4,003002.000004,003002.000098,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494260.3,1292000.0,True,False,False,False,False
166,4,003002.000005,003002.000099,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494262.57,1292000.0,True,False,False,False,False
167,4,003002.000004,003002.000099,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494260.3,1292000.0,True,False,False,False,False
168,4,003002.000006,003002.000097,E1,,12.55,observada,vacio,12.55,12.54,False,,0.08,,,,,*,494265.7,1292000.0,True,False,False,False,False
169,4,003002.000005,003002.000096,E1,,12.55,observada,vacio,12.55,12.55,False,,0.08,,,,,*,494262.57,1291000.0,True,False,False,False,False
170,4,003002.000006,003002.000094,E1,,12.55,observada,vacio,12.55,12.55,False,,0.08,,,,,*,494265.7,1291000.0,True,False,False,False,False
171,4,003002.000005,003002.000094,E1,,12.55,observada,vacio,12.55,12.55,False,,0.08,,,,,*,494262.57,1291000.0,True,False,False,False,False
172,4,003002.000004,003002.000094,E1,,12.55,observada,vacio,12.55,12.55,False,,0.08,,,,,*,494260.3,1291000.0,True,False,False,False,False
173,4,003002.000005,003002.000095,E1,,12.55,observada,vacio,12.55,12.55,False,,0.08,,,,,*,494262.57,1291000.0,True,False,False,False,False
