id_nivel,id_espectro,configuracion,termino,j_valor,j_texto,j_resuelto,g,energia_ev,energia_interpolada,incertidumbre_ev
004002.000207,6,1s.2p.5d,4D*,1.5,3/2,True,4,137.918,False,0.005
004002.000208,6,1s.2p.5d,4D*,2.5,5/2,True,6,137.918,False,0.005
004002.000209,6,1s.2p.5d,4D*,3.5,7/2,True,8,137.918,False,0.005
004002.000206,6,1s.2p.5d,4D*,0.5,1/2,True,2,137.918,False,0.005
004002.000211,6,1s.2p.(3P*).5f,2F,3.5,7/2,True,8,137.927,False,0.012
004002.000210,6,1s.2p.(3P*).5f,2F,2.5,5/2,True,6,137.927,False,0.012
004002.000215,6,1s.2p.5f,4F,4.5,9/2,True,10,137.9292,False,0.0015
004002.000214,6,1s.2p.5f,4F,3.5,7/2,True,8,137.9292,False,0.0015
004002.000212,6,1s.2p.5f,4F,1.5,3/2,True,4,137.9292,False,0.0015
004002.000213,6,1s.2p.5f,4F,2.5,5/2,True,6,137.9292,False,0.0015
004002.000217,6,1s.2p.(1P*).4p,2P,1.5,3/2,True,4,137.96,False,0.09
004002.000216,6,1s.2p.(1P*).4p,2P,0.5,1/2,True,2,137.96,False,0.09
004002.000221,6,1s.2p.6d,4D*,3.5,7/2,True,8,138.5663,False,0.0025
004002.000220,6,1s.2p.6d,4D*,2.5,5/2,True,6,138.5663,False,0.0025
004002.000219,6,1s.2p.6d,4D*,1.5,3/2,True,4,138.5663,False,0.0025
004002.000218,6,1s.2p.6d,4D*,0.5,1/2,True,2,138.5663,False,0.0025
004002.000223,6,1s.2p.6f,4F,2.5,5/2,True,6,138.6078,False,0.0009
004002.000224,6,1s.2p.6f,4F,3.5,7/2,True,8,138.6078,False,0.0009
004002.000225,6,1s.2p.6f,4F,4.5,9/2,True,10,138.6078,False,0.0009
004002.000222,6,1s.2p.6f,4F,1.5,3/2,True,4,138.6078,False,0.0009
004002.000226,6,1s.2p.(1P*).5p,2P,0.5,1/2,True,2,139.363,False,0.016
004002.000227,6,1s.2p.(1P*).5p,2P,1.5,3/2,True,4,139.363,False,0.016
004002.Lim003,6,Be III (1s.2s 1S<0>),Limit,,---,False,,139.8614,False,6e-05
004002.Lim004,6,Be III (1s.2p 3P*),Limit,,---,False,,140.13328,False,5e-05
004002.Lim005,6,Be III (1s.2p 1P*<1>),Limit,,---,False,,141.87947,False,6e-05
004002.000232,6,1s.(2S).3s.3p.(3P*),2P*,1.5,3/2,True,4,148.24,False,0.05
004002.000231,6,1s.(2S).3s.3p.(3P*),2P*,0.5,1/2,True,2,148.24,False,0.05
004002.000234,6,1s.(2S).3s.3p.(1P*),2P*,1.5,3/2,True,4,150.13,False,0.05
004002.000233,6,1s.(2S).3s.3p.(1P*),2P*,0.5,1/2,True,2,150.13,False,0.05
004002.000236,6,2s2.2p,2P*,1.5,3/2,True,4,268.77,False,0.07
004002.000235,6,2s2.2p,2P*,0.5,1/2,True,2,268.77,False,0.07
004002.000238,6,2s.2p2,4P,1.5,3/2,True,4,269.22,False,0.12
004002.000239,6,2s.2p2,4P,2.5,5/2,True,6,269.22,False,0.12
004002.000237,6,2s.2p2,4P,0.5,1/2,True,2,269.22,False,0.12
004002.000240,6,2s.2p2,2D,1.5,3/2,True,4,272.65,False,0.07
004002.000241,6,2s.2p2,2D,2.5,5/2,True,6,272.65,False,0.07
004002.000242,6,2p3,4S*,1.5,3/2,True,4,274.56,False,0.06
004002.000243,6,2s.2p2,2S,0.5,1/2,True,2,275.33,False,0.12
004002.000245,6,2s.2p2,2P,1.5,3/2,True,4,275.89,False,0.07
004002.000244,6,2s.2p2,2P,0.5,1/2,True,2,275.89,False,0.07
004002.000247,6,2p3,2D*,2.5,5/2,True,6,275.98,False,0.07
004002.000246,6,2p3,2D*,1.5,3/2,True,4,275.98,False,0.07
004002.000248,6,2p3,2P*,0.5,1/2,True,2,278.9,False,0.04
004002.000249,6,2p3,2P*,1.5,3/2,True,4,278.9,False,0.04
004002.000251,6,2s2.3p,2P*,1.5,3/2,True,4,285.4,False,0.04
004002.000250,6,2s2.3p,2P*,0.5,1/2,True,2,285.4,False,0.04
004002.000254,6,2s.2p.3p,4P,2.5,5/2,True,6,287.01,False,0.1
004002.000252,6,2s.2p.3p,4P,0.5,1/2,True,2,287.01,False,0.1
004002.000253,6,2s.2p.3p,4P,1.5,3/2,True,4,287.01,False,0.1
004002.000255,6,2s2.3d,2D,1.5,3/2,True,4,287.28,False,0.04
004002.000256,6,2s2.3d,2D,2.5,5/2,True,6,287.28,False,0.04
004002.000257,6,2s.2p.(3P*).3d,2D*,1.5,3/2,True,4,288.1,False,0.04
004002.000258,6,2s.2p.(3P*).3d,2D*,2.5,5/2,True,6,288.1,False,0.04
005001.000001,7,2s2.2p,2P*,0.5,1/2,True,2,0.0,False,0.0
005001.000002,7,2s2.2p,2P*,1.5,3/2,True,4,0.0018953,False,4e-07
005001.000003,7,2s.2p2,4P,0.5,1/2,True,2,3.55183,False,0.00022
005001.000004,7,2s.2p2,4P,1.5,3/2,True,4,3.5524,False,0.00022
005001.000005,7,2s.2p2,4P,2.5,5/2,True,6,3.55319,False,0.00022
005001.000006,7,2s2.3s,2S,0.5,1/2,True,2,4.964289,False,3e-07
005001.000007,7,2s.2p2,2D,2.5,5/2,True,6,5.9334881,False,5e-07
005001.000008,7,2s.2p2,2D,1.5,3/2,True,4,5.9335273,False,5e-07
005001.000009,7,2s2.3p,2P*,0.5,1/2,True,2,6.0271033,False,4e-07
005001.000010,7,2s2.3p,2P*,1.5,3/2,True,4,6.0273243,False,3e-07
005001.000011,7,2s2.3d,2D,1.5,3/2,True,4,6.79032869,False,2.5e-07
005001.000012,7,2s2.3d,2D,2.5,5/2,True,6,6.7903466,False,4e-07
005001.000013,7,2s2.4s,2S,0.5,1/2,True,2,6.8203997,False,3e-07
005001.000014,7,2s2.4p,2P*,0.5,1/2,True,2,7.1646047,False,4e-07
005001.000015,7,2s2.4p,2P*,1.5,3/2,True,4,7.1646833,False,4e-07
005001.000016,7,2s2.4d,2D,1.5,3/2,True,4,7.43824,False,1.6e-05
005001.000121,7,2s2.4d,2D,2.5,5/2,True,6,7.43824,False,1.6e-05
005001.000017,7,2s2.4f,2F*,2.5,5/2,True,6,7.4429049,False,4e-07
005001.000018,7,2s2.4f,2F*,3.5,7/2,True,8,7.4429055,False,4e-07
005001.000019,7,2s2.5s,2S,0.5,1/2,True,2,7.4572049,False,1.2e-06
005001.000020,7,2s2.5p,2P*,,"1/2,3/2",False,6,7.61679,False,0.00014
005001.000021,7,2s2.6s,2S,0.5,1/2,True,2,7.746801,False,1.7e-05
005001.000022,7,2s2.5d,2D,1.5,3/2,True,4,7.747215,False,1.7e-05
005001.000120,7,2s2.5d,2D,2.5,5/2,True,6,7.747215,False,1.7e-05
005001.000023,7,2s2.5f,2F*,2.5,5/2,True,6,7.7510655,False,4e-07
005001.000125,7,2s2.5f,2F*,3.5,7/2,True,8,7.7510655,False,4e-07
005001.000024,7,2s2.6p,2P*,,"1/2,3/2",False,6,7.84364,False,0.00014
005001.000025,7,2s.2p2,2S,0.5,1/2,True,2,7.880515,False,1.7e-05
005001.000026,7,2s2.6d,2D,1.5,3/2,True,4,7.915811,False,1.7e-05
005001.000119,7,2s2.6d,2D,2.5,5/2,True,6,7.915811,False,1.7e-05
005001.000027,7,2s2.6f,2F*,2.5,5/2,True,6,7.918415,False,4e-06
005001.000124,7,2s2.6f,2F*,3.5,7/2,True,8,7.918415,False,4e-06
005001.000028,7,2s2.7s,2S,0.5,1/2,True,2,7.954332,False,1.9e-05
005001.000029,7,2s2.7p,2P*,,"1/2,3/2",False,6,7.97322,False,0.00015
005001.000030,7,2s2.7d,2D,1.5,3/2,True,4,8.017482,False,1.9e-05
005001.000118,7,2s2.7d,2D,2.5,5/2,True,6,8.017482,False,1.9e-05
005001.000031,7,2s2.7f,2F*,2.5,5/2,True,6,8.019266,False,4e-06
005001.000123,7,2s2.7f,2F*,3.5,7/2,True,8,8.019266,False,4e-06
005001.000032,7,2s2.8s,2S,0.5,1/2,True,2,8.033195,False,1.9e-05
005001.000033,7,2s2.8p,2P*,,"1/2,3/2",False,6,8.05455,False,0.00015
005001.000034,7,2s2.8d,2D,1.5,3/2,True,4,8.083434,False,1.9e-05
005001.000117,7,2s2.8d,2D,2.5,5/2,True,6,8.083434,False,1.9e-05
005001.000035,7,2s2.8f,2F*,2.5,5/2,True,6,8.084685,False,6e-06
005001.000122,7,2s2.8f,2F*,3.5,7/2,True,8,8.084685,False,6e-06
005001.000036,7,2s2.9s,2S,0.5,1/2,True,2,8.092472,False,1.9e-05
005001.000037,7,2s2.9p,2P*,,"1/2,3/2",False,6,8.10865,False,0.00015
005001.000038,7,2s2.9d,2D,,"3/2,5/2",False,10,8.128612,False,1.9e-05
005001.000039,7,2s2.9f,2F*,,"5/2,7/2",False,14,8.129514,False,6e-06
005001.000040,7,2s2.10s,2S,0.5,1/2,True,2,8.134526,False,1.9e-05
005001.000041,7,2s2.10d,2D,,"3/2,5/2",False,10,8.160905,False,1.9e-05
005001.000042,7,2s2.10f,2F*,,"5/2,7/2",False,14,8.16154,False,6e-06
005001.000043,7,2s2.11d,2D,,"3/2,5/2",False,10,8.184766,False,1.9e-05
005001.000044,7,2s2.11f,2F*,,"5/2,7/2",False,14,8.185267,False,6e-06
005001.000045,7,2s2.12d,2D,,"3/2,5/2",False,10,8.202911,False,1.9e-05
005001.000046,7,2s2.13d,2D,,"3/2,5/2",False,10,8.217013,False,2e-05
005001.000047,7,2s2.14d,2D,,"3/2,5/2",False,10,8.2282,False,2e-05
005001.000048,7,2s2.15d,2D,,"3/2,5/2",False,10,8.237218,False,2e-05
005001.000049,7,2s2.16d,2D,,"3/2,5/2",False,10,8.244597,False,2e-05
005001.000050,7,2s2.17d,2D,,"3/2,5/2",False,10,8.250713,False,2e-05
005001.000051,7,2s2.18d,2D,,"3/2,5/2",False,10,8.255835,False,2e-05
005001.000052,7,2s2.19d,2D,,"3/2,5/2",False,10,8.260166,False,2e-05
005001.000053,7,2s2.20d,2D,,"3/2,5/2",False,10,8.263862,False,2e-05
005001.000054,7,2s2.21d,2D,,"3/2,5/2",False,10,8.267041,False,2e-05
005001.000055,7,2s2.22d,2D,,"3/2,5/2",False,10,8.269799,False,2e-05
005001.000056,7,2s2.23d,2D,,"3/2,5/2",False,10,8.272202,False,2e-05
005001.000057,7,2s2.24d,2D,,"3/2,5/2",False,10,8.274317,False,2.2e-05
005001.000058,7,2s2.25d,2D,,"3/2,5/2",False,10,8.276199,False,2.2e-05
005001.000059,7,2s2.26d,2D,,"3/2,5/2",False,10,8.277831,False,2e-05
005001.000060,7,2s2.27d,2D,,"3/2,5/2",False,10,8.279304,False,2e-05
005001.000061,7,2s2.28d,2D,,"3/2,5/2",False,10,8.280617,False,2e-05
005001.000062,7,2s2.29d,2D,,"3/2,5/2",False,10,8.28181,False,3e-05
005001.000063,7,2s2.30d,2D,,"3/2,5/2",False,10,8.282847,False,2.2e-05
005001.000064,7,2s2.31d,2D,,"3/2,5/2",False,10,8.283842,False,2e-05
005001.000065,7,2s2.32d,2D,,"3/2,5/2",False,10,8.284757,False,2.2e-05
005001.000066,7,2s2.33d,2D,,"3/2,5/2",False,10,8.2855,False,3e-05
005001.000067,7,2s2.34d,2D,,"3/2,5/2",False,10,8.2862,False,3e-05
005001.000068,7,2s2.35d,2D,,"3/2,5/2",False,10,8.2869,False,3e-05
005001.000069,7,2s2.36d,2D,,"3/2,5/2",False,10,8.28752,False,3e-05
005001.000070,7,2s2.37d,2D,,"3/2,5/2",False,10,8.28807,False,3e-05
005001.000071,7,2s2.38d,2D,,"3/2,5/2",False,10,8.2886,False,3e-05
005001.000072,7,2s2.39d,2D,,"3/2,5/2",False,10,8.28904,False,3e-05
005001.Lim001,7,B II (2s2 1S<0>),Limit,,---,False,,8.298019,False,3e-06
005001.000074,7,2s.2p2,2P,0.5,1/2,True,2,8.991694,False,2.2e-05
005001.000075,7,2s.2p2,2P,1.5,3/2,True,4,8.993138,False,2.2e-05
005001.000076,7,2s.2p.(3P*).3s,4P*,0.5,1/2,True,2,9.54817,False,0.00022
005001.000077,7,2s.2p.(3P*).3s,4P*,1.5,3/2,True,4,9.54897,False,0.00022
005001.000078,7,2s.2p.(3P*).3s,4P*,2.5,5/2,True,6,9.55056,False,0.00022
005001.000079,7,2s.2p.(3P*).3p,2P,0.5,1/2,True,2,10.76922,False,5e-05
005001.000080,7,2s.2p.(3P*).3p,2P,1.5,3/2,True,4,10.76987,False,5e-05
005001.000081,7,2s.2p.(3P*).3p,2D,1.5,3/2,True,4,10.85577,False,7e-05
005001.000082,7,2s.2p.(3P*).3p,2D,2.5,5/2,True,6,10.85609,False,7e-05
005001.000083,7,2s.2p.(3P*).3p,2S,0.5,1/2,True,2,10.97503,False,5e-05
005001.000084,7,2s.2p.(3P*).3d,2D*,1.5,3/2,True,4,11.12203,False,5e-05
005001.000085,7,2s.2p.(3P*).3d,2D*,2.5,5/2,True,6,11.12244,False,5e-05
005001.000086,7,2s.2p.(3P*).3d,4D*,1.5,3/2,True,4,11.26398,False,0.00022
005001.000087,7,2s.2p.(3P*).3d,4D*,2.5,5/2,True,6,11.26416,False,0.00022
005001.000088,7,2s.2p.(3P*).3d,4D*,3.5,7/2,True,8,11.26451,False,0.00022
005001.000089,7,2s.2p.(3P*).3d,4P*,2.5,5/2,True,6,11.36199,False,0.00022
005001.000090,7,2s.2p.(3P*).3d,4P*,1.5,3/2,True,4,11.36244,False,0.00022
005001.000091,7,2s.2p.(3P*).3d,4P*,0.5,1/2,True,2,11.36266,False,0.00022
005001.000092,7,2s.2p.(3P*).4s,4P*,2.5,5/2,True,6,11.42586,False,0.00022
005001.000093,7,2s.2p.(3P*).4p,2P,0.5,1/2,True,2,11.83397,False,6e-05
005001.000094,7,2s.2p.(3P*).4p,2P,1.5,3/2,True,4,11.83448,False,6e-05
005001.000095,7,2s.2p.(3P*).4d,4D*,1.5,3/2,True,4,11.99153,False,0.00022
005001.000096,7,2s.2p.(3P*).4d,4D*,2.5,5/2,True,6,11.99236,False,0.00022
005001.000097,7,2s.2p.(3P*).4d,4D*,3.5,7/2,True,8,11.99283,False,0.00022
005001.000098,7,2p3,4S*,1.5,3/2,True,4,12.01169,False,0.00022
005001.000099,7,2s.2p.(3P*).5p,2P,1.5,3/2,True,4,12.26472,False,0.0001
005001.000100,7,2s.2p.(3P*).5d,4D*,3.5,7/2,True,8,12.3219,False,0.00022
005001.000101,7,2s.2p.(3P*).6p,2P,1.5,3/2,True,4,12.48294,False,0.0001
005001.Lim002,7,B II (2s.2p 3P*<0>),Limit,,---,False,,12.927036,False,7e-06
005001.Lim003,7,B II (2s.2p 3P*<1>),Limit,,---,False,,12.927794,False,6e-06
005001.Lim004,7,B II (2s.2p 3P*<2>),Limit,,---,False,,12.929796,False,6e-06
005001.Lim005,7,B II (2s.2p 1P*<1>),Limit,,---,False,,17.398027,False,6e-06
005001.000106,7,1s.(2S).2s2.2p2.(3P),2P,,"1/2,3/2",False,6,190.58,False,0.09
005001.000115,7,1s.(2S).2s2.2p2.(1D),2D,,"3/2,5/2",False,10,190.71,False,0.09
005001.000116,7,1s.(2S).2s2.2p2.(1S),2S,0.5,1/2,True,2,191.87,False,0.09
005001.000107,7,1s.(2S).2s2.2p.(3P*).3p,2P,,"1/2,3/2",False,6,198.19,False,0.1
005001.000108,7,1s.(2S).2s2.2p.(3P*).3p,2D,,"3/2,5/2",False,10,198.54,False,0.1
005001.000109,7,1s.(2S).2s2.2p.(3P*).3p,2S,0.5,1/2,True,2,198.88,False,0.1
005001.000110,7,1s.(2S).2s2.2p.(3P*).4p,,,1/2 or 3/2,False,2,199.55,False,0.1
005001.000111,7,1s.(2S).2s2.2p.(1P*).3p,2P,,"1/2,3/2",False,6,200.14,False,0.1
005001.Lim006,7,B II (1s.2s2.2p 3P*),Limit,,---,False,,200.68,False,0.1
005001.000112,7,1s.(2S).2s2.2p.(1P*).4p,,,1/2 or 3/2,False,2,201.54,False,0.1
005001.Lim007,7,B II (1s.2s2.2p 1P*),Limit,,---,False,,202.66,False,0.1
005002.000001,8,1s2.2s2,1S,0.0,0,True,1,0.0,False,0.0
005002.000002,8,1s2.2s.2p,3P*,0.0,0,True,1,4.629017,False,5e-06
005002.000003,8,1s2.2s.2p,3P*,1.0,1,True,3,4.629775,False,4e-06
005002.000004,8,1s2.2s.2p,3P*,2.0,2,True,5,4.631777,False,4e-06
005002.000005,8,1s2.2s.2p,1P*,1.0,1,True,3,9.100007,False,4e-06
005002.000006,8,1s2.2p2,3P,0.0,0,True,1,12.263448,False,5e-06
005002.000007,8,1s2.2p2,3P,1.0,1,True,3,12.264501,False,4e-06
005002.000008,8,1s2.2p2,3P,2.0,2,True,5,12.266161,False,4e-06
005002.000009,8,1s2.2p2,1D,2.0,2,True,5,12.691366,False,4e-06
005002.000010,8,1s2.2p2,1S,0.0,0,True,1,15.82797,False,4e-06
005002.000011,8,1s2.2s.3s,3S,1.0,1,True,3,16.089904,False,2.2e-05
005002.000012,8,1s2.2s.3s,1S,0.0,0,True,1,17.062984,False,2e-05
005002.000013,8,1s2.2s.3p,3P*,0.0,0,True,1,17.852479,False,2.2e-05
005002.000014,8,1s2.2s.3p,3P*,1.0,1,True,3,17.852554,False,2.2e-05
005002.000015,8,1s2.2s.3p,3P*,2.0,2,True,5,17.852994,False,2.2e-05
005002.000016,8,1s2.2s.3p,1P*,1.0,1,True,3,17.866488,False,9e-06
005002.000017,8,1s2.2s.3d,3D,3.0,3,True,7,18.67818,False,2e-05
005002.000019,8,1s2.2s.3d,3D,2.0,2,True,5,18.67818,False,2e-05
005002.000018,8,1s2.2s.3d,3D,1.0,1,True,3,18.67818,False,2e-05
005002.000020,8,1s2.2s.3d,1D,2.0,2,True,5,19.178635,False,9e-06
005002.000021,8,1s2.2s.4s,3S,1.0,1,True,3,20.624138,False,2.2e-05
005002.000022,8,1s2.2s.4s,1S,0.0,0,True,1,20.821325,False,1.1e-05
005002.000023,8,1s2.2s.4p,1P*,1.0,1,True,3,21.150629,False,1.1e-05
005002.000026,8,1s2.2s.4p,3P*,2.0,2,True,5,21.268988,False,2.1e-05
005002.000025,8,1s2.2s.4p,3P*,1.0,1,True,3,21.268988,False,2.1e-05
005002.000024,8,1s2.2s.4p,3P*,0.0,0,True,1,21.268988,False,2.1e-05
005002.000028,8,1s2.2s.4d,3D,3.0,3,True,7,21.582342,False,2.2e-05
005002.000029,8,1s2.2s.4d,3D,2.0,2,True,5,21.582342,False,2.2e-05
005002.000027,8,1s2.2s.4d,3D,1.0,1,True,3,21.582342,False,2.2e-05
005002.000031,8,1s2.2s.4f,3F*,4.0,4,True,9,21.685249,False,2e-05
005002.000030,8,1s2.2s.4f,3F*,3.0,3,True,7,21.685249,False,2e-05
005002.000032,8,1s2.2s.4f,3F*,2.0,2,True,5,21.685249,False,2e-05
005002.000033,8,1s2.2s.4f,1F*,3.0,3,True,7,21.68755,False,1e-05
005002.000034,8,1s2.2s.4d,1D,2.0,2,True,5,21.765055,False,1.5e-05
005002.000035,8,1s2.2s.5s,3S,1.0,1,True,3,22.428384,False,2.5e-05
005002.000036,8,1s2.2s.5s,1S,0.0,0,True,1,22.509583,False,2e-05
005002.000037,8,1s2.2p.3s,3P*,0.0,0,True,1,22.52122,False,4e-05
005002.000038,8,1s2.2p.3s,3P*,1.0,1,True,3,22.52242,False,4e-05
005002.000039,8,1s2.2p.3s,3P*,2.0,2,True,5,22.52505,False,4e-05
005002.000040,8,1s2.2s.5p,1P*,1.0,1,True,3,22.53607,False,7e-05
005002.000041,8,1s2.2s.5p,3P*,0.0,0,True,1,22.76583,False,3e-05
005002.000042,8,1s2.2s.5p,3P*,1.0,1,True,3,22.76583,False,3e-05
005002.000043,8,1s2.2s.5p,3P*,2.0,2,True,5,22.76583,False,3e-05
005002.000046,8,1s2.2s.5d,3D,1.0,1,True,3,22.89166,False,3e-05
005002.000044,8,1s2.2s.5d,3D,2.0,2,True,5,22.89166,False,3e-05
005002.000045,8,1s2.2s.5d,3D,3.0,3,True,7,22.89166,False,3e-05
005002.000047,8,1s2.2s.5f,3F*,2.0,2,True,5,22.925767,False,2.2e-05
005002.000048,8,1s2.2s.5f,3F*,3.0,3,True,7,22.925767,False,2.2e-05
005002.000049,8,1s2.2s.5f,3F*,4.0,4,True,9,22.925767,False,2.2e-05
005002.000050,8,1s2.2s.5f,1F*,3.0,3,True,7,22.93189,False,4e-05
005002.000051,8,1s2.2s.5g,3G,3.0,3,True,7,22.96954,False,4e-05
005002.000054,8,1s2.2s.5g,3G,4.0,4,True,9,22.96954,False,4e-05
005002.000052,8,1s2.2s.5g,3G,5.0,5,True,11,22.96954,False,4e-05
005002.000053,8,1s2.2s.5g,1G,4.0,4,True,9,22.96954,False,4e-05
005002.000055,8,1s2.2s.5d,1D,2.0,2,True,5,22.977146,False,1.2e-05
005002.000056,8,1s2.2p.3s,1P*,1.0,1,True,3,23.139161,False,1.9e-05
005002.000057,8,1s2.2s.6s,3S,1.0,1,True,3,23.33018,False,4e-05
005002.000058,8,1s2.2s.6s,1S,0.0,0,True,1,23.377,False,0.009
005002.000059,8,1s2.2p.3p,1P,1.0,1,True,3,23.448881,False,2.4e-05
005002.000060,8,1s2.2s.6p,3P*,,"0,1,2",False,9,23.52507,False,7e-05
005002.000061,8,1s2.2s.6d,3D,,"1,2,3",False,15,23.58854,False,0.00014
005002.000062,8,1s2.2s.6p,1P*,1.0,1,True,3,23.589,False,0.022
005002.000064,8,1s2.2s.6f,3F*,2.0,2,True,5,23.598146,False,2.2e-05
005002.000065,8,1s2.2s.6f,3F*,3.0,3,True,7,23.598146,False,2.2e-05
005002.000063,8,1s2.2s.6f,3F*,4.0,4,True,9,23.598146,False,2.2e-05
005002.000066,8,1s2.2s.6f,1F*,3.0,3,True,7,23.610196,False,1.7e-05
005002.000070,8,1s2.2s.6g,3G,3.0,3,True,7,23.63744,False,4e-05
005002.000067,8,1s2.2s.6g,3G,4.0,4,True,9,23.63744,False,4e-05
005002.000068,8,1s2.2s.6g,3G,5.0,5,True,11,23.63744,False,4e-05
005002.000069,8,1s2.2s.6g,1G,4.0,4,True,9,23.63744,False,4e-05
005002.000071,8,1s2.2s.6d,1D,2.0,2,True,5,23.63813,False,9e-05
005002.000072,8,1s2.2p.3p,3D,1.0,1,True,3,23.6853,False,5e-05
005002.000073,8,1s2.2p.3p,3D,2.0,2,True,5,23.68651,False,5e-05
005002.000074,8,1s2.2p.3p,3D,3.0,3,True,7,23.68884,False,5e-05
005002.000075,8,1s2.2s.7s,3S,1.0,1,True,3,23.835,False,0.015
005002.000076,8,1s2.2s.7s,1S,0.0,0,True,1,23.8686,True,
005002.000077,8,1s2.2p.3p,3S,1.0,1,True,3,23.95703,False,0.00012
005002.000078,8,1s2.2s.7f,3F*,,"2,3,4",False,21,24.0005,False,5e-05
005002.000079,8,1s2.2s.7p,1P*,1.0,1,True,3,24.0026,False,0.0016
005002.000080,8,1s2.2s.7d,3D,,"1,2,3",False,15,24.015,False,0.003
005002.000081,8,1s2.2s.7d,1D,2.0,2,True,5,24.03605,False,6e-05
005002.000082,8,1s2.2s.7g,3G,,"3,4,5",False,27,24.04031,False,5e-05
005002.000083,8,1s2.2s.8s,1S,0.0,0,True,1,24.1699,True,
005002.000084,8,1s2.2s.8s,3S,1.0,1,True,3,24.174,False,0.015
005002.000085,8,1s2.2s.8p,1P*,1.0,1,True,3,24.249,False,0.024
005002.000086,8,1s2.2p.3p,3P,0.0,0,True,1,24.25152,False,4e-05
005002.000087,8,1s2.2p.3p,3P,1.0,1,True,3,24.25233,False,4e-05
005002.000088,8,1s2.2p.3p,3P,2.0,2,True,5,24.25367,False,4e-05
005002.000089,8,1s2.2s.8d,1D,2.0,2,True,5,24.25694,False,7e-05
005002.000090,8,1s2.2s.8d,3D,,"1,2,3",False,15,24.28,False,0.016
005002.000091,8,1s2.2p.3p,1D,2.0,2,True,5,24.42236,False,6e-05
005002.000092,8,1s2.2s.9p,1P*,1.0,1,True,3,24.44,False,0.024
005002.000093,8,1s2.2s.9d,3D,,"1,2,3",False,15,24.468,False,0.016
005002.000094,8,1s2.2s.9d,1D,2.0,2,True,5,24.50482,False,9e-05
005002.000095,8,1s2.2p.3d,3F*,2.0,2,True,5,24.51102,False,5e-05
005002.000096,8,1s2.2p.3d,3F*,3.0,3,True,7,24.51213,False,5e-05
005002.000097,8,1s2.2p.3d,3F*,4.0,4,True,9,24.51399,False,5e-05
005002.000098,8,1s2.2p.3d,1D*,2.0,2,True,5,24.514173,False,2.5e-05
005002.000099,8,1s2.2s.10d,3D,,"1,2,3",False,15,24.596,False,0.016
005002.000100,8,1s2.2p.3d,3D*,1.0,1,True,3,24.85612,False,4e-05
005002.000101,8,1s2.2p.3d,3D*,2.0,2,True,5,24.85659,False,4e-05
005002.000102,8,1s2.2p.3d,3D*,3.0,3,True,7,24.85725,False,4e-05
005002.000103,8,1s2.2p.3d,3P*,,"0,1,2",False,9,24.88693,False,0.00016
005002.Lim001,8,B III (2s 2S<1/2>),Limit,,---,False,,25.15483,False,5e-05
005002.000105,8,1s2.2p.3p,1S,0.0,0,True,1,25.185,False,0.01
005002.000106,8,1s2.2p.3d,1P*,1.0,1,True,3,25.43,False,0.0004
005002.000107,8,1s2.2p.4s,3P*,,"0,1,2",False,9,26.737,False,0.01
005002.000108,8,1s2.2p.4s,1P*,1.0,1,True,3,26.907,False,0.005
005002.000109,8,1s2.2p.4p,1P,1.0,1,True,3,27.14239,False,5e-05
005002.000110,8,1s2.2p.4p,3D,,"1,2,3",False,15,27.2071,False,0.0009
005002.000111,8,1s2.2p.4p,3S,1.0,1,True,3,27.3031,True,
005002.000112,8,1s2.2p.4p,3P,,"0,1,2",False,9,27.41046,False,0.00015
005002.000113,8,1s2.2p.4p,1D,2.0,2,True,5,27.448,False,0.02
005002.000114,8,1s2.2p.4d,1D*,2.0,2,True,5,27.50917,False,0.00014
005002.000115,8,1s2.2p.4d,3F*,,"2,3,4",False,21,27.5149,False,0.0003
005002.000116,8,1s2.2p.4f,1F,3.0,3,True,7,27.65182,False,0.00016
005002.000119,8,1s2.2p.4f,3F,2.0,2,True,5,27.65337,False,0.00015
005002.000118,8,1s2.2p.4f,3F,3.0,3,True,7,27.65337,False,0.00015
005002.000117,8,1s2.2p.4f,3F,4.0,4,True,9,27.65337,False,0.00015
005002.000120,8,1s2.2p.4d,3D*,,"1,2,3",False,15,27.65357,False,0.00015
005002.000121,8,1s2.2p.4d,3P*,,"0,1,2",False,9,27.697,False,0.01
005002.000122,8,1s2.2p.4f,3D,,"1,2,3",False,15,27.727,False,0.01
005002.000123,8,1s2.2p.4d,1F*,3.0,3,True,7,27.83187,False,0.00015
005002.000124,8,1s2.2p.4d,1P*,1.0,1,True,3,27.8764,False,0.001
005002.000125,8,1s2.2p.5s,1P*,1.0,1,True,3,28.5698,False,0.002
005002.000126,8,1s2.2p.5p,3D,,"1,2,3",False,15,28.7073,False,0.001
005002.000127,8,1s2.2p.5p,3P,,"0,1,2",False,9,28.7997,False,0.001
005002.000128,8,1s2.2p.5d,3D*,,"1,2,3",False,15,28.916,False,0.011
005002.000129,8,1s2.2p.5d,1P*,1.0,1,True,3,29.0321,False,0.0006
005002.000130,8,1s2.2p.6s,1P*,1.0,1,True,3,29.4129,False,0.0021
005002.000131,8,1s2.2p.6p,3D,,"1,2,3",False,15,29.4868,False,0.001
005002.000132,8,1s2.2p.6p,3P,,"0,1,2",False,9,29.5373,False,0.001
005002.000133,8,1s2.2p.6d,1P*,1.0,1,True,3,29.6694,False,0.0007
005002.000134,8,1s2.2p.7s,1P*,1.0,1,True,3,29.8894,False,0.0021
