id_nivel,id_espectro,configuracion,termino,j_valor,j_texto,j_resuelto,g,energia_ev,energia_interpolada,incertidumbre_ev
006002.000187,10,2s.2p.(3P*).6s,4P*,2.5,5/2,True,6,28.980146,False,2e-05
006002.000273,10,2s.2p.(1P*).3p,2D,1.5,3/2,True,4,29.014,False,0.003
006002.000274,10,2s.2p.(1P*).3p,2D,2.5,5/2,True,6,29.016,False,0.003
006002.000227,10,2s.2p.(3P*).6p,2P,0.5,1/2,True,2,29.09,False,0.003
006002.000232,10,2s.2p.(3P*).6p,2P,1.5,3/2,True,4,29.092,False,0.003
006002.000188,10,2s.2p.(3P*).6p,4D,0.5,1/2,True,2,29.136,False,0.0003
006002.000189,10,2s.2p.(3P*).6p,4D,1.5,3/2,True,4,29.1376,False,0.0002
006002.000190,10,2s.2p.(3P*).6p,4D,2.5,5/2,True,6,29.14006,False,0.00016
006002.000191,10,2s.2p.(3P*).6p,4D,3.5,7/2,True,8,29.14454,False,7e-05
006002.000275,10,2s.2p.(3P*).6p,2S,0.5,1/2,True,2,29.156,False,0.003
006002.000381,10,2s.2p.(3P*).6p,4P,0.5,1/2,True,2,29.1896,True,0.0004
006002.000228,10,2s.2p.(3P*).6p,4P,1.5,3/2,True,4,29.19135,False,7e-05
006002.000192,10,2s.2p.(3P*).6p,4P,2.5,5/2,True,6,29.19483,False,7e-05
006002.000277,10,2s.2p.(3P*).6p,2D,1.5,3/2,True,4,29.228,False,0.003
006002.000278,10,2s.2p.(3P*).6p,2D,2.5,5/2,True,6,29.233,False,0.003
006002.000279,10,2s.2p.(3P*).6d,4D*,0.5,1/2,True,2,29.312,False,0.001
006002.000280,10,2s.2p.(3P*).6d,4D*,1.5,3/2,True,4,29.3126,False,0.001
006002.000281,10,2s.2p.(3P*).6d,4D*,2.5,5/2,True,6,29.3137,False,0.001
006002.000193,10,2s.2p.(3P*).6d,4D*,3.5,7/2,True,8,29.3153,False,0.0009
006002.000194,10,2s.2p.(3P*).6d,4P*,2.5,5/2,True,6,29.3319,False,0.0016
006002.000253,10,2s.2p.(3P*).6d,4P*,1.5,3/2,True,4,29.3343,False,0.0016
006002.000255,10,2s.2p.(3P*).6d,4P*,0.5,1/2,True,2,29.3358,False,0.0016
006002.000196,10,2s.2p.(3P*).6f,2F,2.5,5/2,True,6,29.3461,False,0.0007
006002.000199,10,2s.2p.(3P*).6f,2F,3.5,7/2,True,8,29.34784,False,0.00017
006002.000195,10,2s.2p.(3P*).6f,4F,1.5,3/2,True,4,29.3461,False,0.0003
006002.000197,10,2s.2p.(3P*).6f,4F,2.5,5/2,True,6,29.3468,False,0.00021
006002.000198,10,2s.2p.(3P*).6f,4F,3.5,7/2,True,8,29.3474,False,0.0006
006002.000200,10,2s.2p.(3P*).6f,4F,4.5,9/2,True,10,29.348031,False,1.6e-05
006002.000201,10,2s.2p.(3P*).6f,4G,2.5,5/2,True,6,29.36123,False,6e-05
006002.000202,10,2s.2p.(3P*).6f,4G,3.5,7/2,True,8,29.36233,False,0.00014
006002.000203,10,2s.2p.(3P*).6f,4G,4.5,9/2,True,10,29.3647,False,0.00019
006002.000206,10,2s.2p.(3P*).6f,4G,5.5,11/2,True,12,29.36951,False,5e-05
006002.000204,10,2s.2p.(3P*).6f,2G,3.5,7/2,True,8,29.36648,False,9e-05
006002.000207,10,2s.2p.(3P*).6f,2G,4.5,9/2,True,10,29.37058,False,9e-05
006002.000205,10,2s.2p.(3P*).6f,4D,3.5,7/2,True,8,29.3691,False,0.00016
006002.000284,10,2s.2p.(3P*).7s,4P*,0.5,1/2,True,2,29.5215,False,0.0024
006002.000285,10,2s.2p.(3P*).7s,4P*,1.5,3/2,True,4,29.5244,False,0.0024
006002.000286,10,2s.2p.(3P*).7s,4P*,2.5,5/2,True,6,29.5302,False,0.0024
006002.000288,10,2s.2p.(3P*).7p,2P,0.5,1/2,True,2,29.615,False,0.004
006002.000289,10,2s.2p.(3P*).7p,2P,1.5,3/2,True,4,29.618,False,0.004
006002.000290,10,2s.2p.(3P*).7p,2D,1.5,3/2,True,4,29.668,False,0.004
006002.000291,10,2s.2p.(3P*).7p,2D,2.5,5/2,True,6,29.673,False,0.004
006002.000368,10,2s.2p.(3P*).7d,4D*,0.5,1/2,True,2,29.737,False,0.003
006002.000352,10,2s.2p.(3P*).7d,4D*,1.5,3/2,True,4,29.737,False,0.003
006002.000320,10,2s.2p.(3P*).7d,4D*,2.5,5/2,True,6,29.738,False,0.003
006002.000283,10,2s.2p.(3P*).7d,4D*,3.5,7/2,True,8,29.74,False,0.003
006002.000287,10,2s.2p.(3P*).7d,4P*,2.5,5/2,True,6,29.737,False,0.003
006002.000276,10,2s.2p.(3P*).7d,4P*,1.5,3/2,True,4,29.74,False,0.003
006002.000282,10,2s.2p.(3P*).7d,4P*,0.5,1/2,True,2,29.741,False,0.003
006002.000294,10,2s.2p.(3P*).8p,2P,0.5,1/2,True,2,29.927,False,0.004
006002.000295,10,2s.2p.(3P*).8p,2P,1.5,3/2,True,4,29.93,False,0.004
006002.000296,10,2s.2p.(3P*).8p,2D,1.5,3/2,True,4,29.958,False,0.004
006002.000297,10,2s.2p.(3P*).8p,2D,2.5,5/2,True,6,29.963,False,0.004
006002.000371,10,2s.2p.(3P*).8d,4D*,0.5,1/2,True,2,30.008,False,0.003
006002.000372,10,2s.2p.(3P*).8d,4D*,1.5,3/2,True,4,30.009,False,0.003
006002.000373,10,2s.2p.(3P*).8d,4D*,2.5,5/2,True,6,30.009,False,0.003
006002.000374,10,2s.2p.(3P*).8d,4D*,3.5,7/2,True,8,30.012,False,0.003
006002.000292,10,2s.2p.(3P*).8d,4P*,2.5,5/2,True,6,30.009,False,0.003
006002.000369,10,2s.2p.(3P*).8d,4P*,1.5,3/2,True,4,30.011,False,0.003
006002.000370,10,2s.2p.(3P*).8d,4P*,0.5,1/2,True,2,30.012,False,0.003
006002.000298,10,2s.2p.(3P*).9p,2P,0.5,1/2,True,2,30.137,False,0.004
006002.000299,10,2s.2p.(3P*).9p,2P,1.5,3/2,True,4,30.14,False,0.004
006002.000300,10,2s.2p.(3P*).9p,2D,1.5,3/2,True,4,30.155,False,0.004
006002.000301,10,2s.2p.(3P*).9p,2D,2.5,5/2,True,6,30.161,False,0.004
006002.000377,10,2s.2p.(3P*).9d,4D*,0.5,1/2,True,2,30.195,False,0.004
006002.000378,10,2s.2p.(3P*).9d,4D*,1.5,3/2,True,4,30.195,False,0.004
006002.000379,10,2s.2p.(3P*).9d,4D*,2.5,5/2,True,6,30.196,False,0.004
006002.000380,10,2s.2p.(3P*).9d,4D*,3.5,7/2,True,8,30.2,False,0.003
006002.000293,10,2s.2p.(3P*).9d,4P*,2.5,5/2,True,6,30.196,False,0.004
006002.000375,10,2s.2p.(3P*).9d,4P*,1.5,3/2,True,4,30.198,False,0.004
006002.000376,10,2s.2p.(3P*).9d,4P*,0.5,1/2,True,2,30.199,False,0.004
006002.000302,10,2p2.(3P).3s,2P,0.5,1/2,True,2,32.34,False,0.03
006002.000303,10,2p2.(3P).3s,2P,1.5,3/2,True,4,32.35,False,0.03
006002.000309,10,2p2.(3P).3p,4D*,0.5,1/2,True,2,33.184,False,0.003
006002.000310,10,2p2.(3P).3p,4D*,1.5,3/2,True,4,33.186,False,0.003
006002.000311,10,2p2.(3P).3p,4D*,2.5,5/2,True,6,33.189,False,0.003
006002.000312,10,2p2.(3P).3p,4D*,3.5,7/2,True,8,33.193,False,0.003
006002.000313,10,2p2.(3P).3p,4P*,0.5,1/2,True,2,33.428,False,0.003
006002.000314,10,2p2.(3P).3p,4P*,1.5,3/2,True,4,33.43,False,0.003
006002.000315,10,2p2.(3P).3p,4P*,2.5,5/2,True,6,33.433,False,0.003
006002.000316,10,2p2.(1D).3s,2D,1.5,3/2,True,4,33.53,False,0.03
006002.000317,10,2p2.(1D).3s,2D,2.5,5/2,True,6,33.53,False,0.03
006002.000321,10,2s.2p.(1P*).5p,2D,1.5,3/2,True,4,34.485,False,0.016
006002.000322,10,2s.2p.(1P*).5p,2D,2.5,5/2,True,6,34.485,False,0.015
006002.000086,10,2s.2p.(1P*).5p,2S,0.5,1/2,True,2,34.556,False,0.016
006002.000325,10,2p2.(3P).3d,2P,1.5,3/2,True,4,34.934,False,0.015
006002.000324,10,2p2.(3P).3d,2P,0.5,1/2,True,2,34.939,False,0.015
006002.000327,10,2s.2p.(1P*).6p,2D,1.5,3/2,True,4,35.345,False,0.016
006002.000328,10,2s.2p.(1P*).6p,2D,2.5,5/2,True,6,35.345,False,0.016
006002.000238,10,2s.2p.(1P*).6p,2S,0.5,1/2,True,2,35.35,False,0.05
006002.000329,10,2p2.(3P).3d,2D,1.5,3/2,True,4,35.544,False,0.015
006002.000330,10,2p2.(3P).3d,2D,2.5,5/2,True,6,35.546,False,0.015
006002.000332,10,2s.2p.(1P*).7p,2D,1.5,3/2,True,4,35.805,False,0.016
006002.000333,10,2s.2p.(1P*).7p,2D,2.5,5/2,True,6,35.805,False,0.016
006002.000244,10,2s.2p.(1P*).7p,2S,0.5,1/2,True,2,35.81,False,0.05
006002.000334,10,2s.2p.(1P*).8p,2D,1.5,3/2,True,4,36.115,False,0.016
006002.000251,10,2s.2p.(1P*).8p,2D,2.5,5/2,True,6,36.115,False,0.016
006002.000248,10,2s.2p.(1P*).8p,2S,0.5,1/2,True,2,36.12,False,0.04
006002.000339,10,2p2.(3P).4d,2D,1.5,3/2,True,4,38.014,False,0.02
006002.000340,10,2p2.(3P).4d,2D,2.5,5/2,True,6,38.016,False,0.02
006002.000341,10,2p2.(3P).5s,2P,0.5,1/2,True,2,38.67,False,0.1
006002.000342,10,2p2.(3P).5s,2P,1.5,3/2,True,4,38.68,False,0.1
006002.000343,10,2p2.(3P).5d,2D,1.5,3/2,True,4,39.25,False,0.05
006002.000344,10,2p2.(3P).5d,2D,2.5,5/2,True,6,39.26,False,0.05
006002.000345,10,2p2.(1D).4d,2D,1.5,3/2,True,4,39.61,False,0.1
006002.000346,10,2p2.(1D).4d,2D,2.5,5/2,True,6,39.61,False,0.1
006002.000347,10,2p2.(1D).4d,2S,0.5,1/2,True,2,39.86,False,0.05
006002.000348,10,2s.3p2.(3P),2P,0.5,1/2,True,2,46.36,False,0.14
006002.000349,10,2s.3p2.(3P),2P,1.5,3/2,True,4,46.37,False,0.14
006002.000350,10,2s.3s.(1S).3d,2D,1.5,3/2,True,4,46.37,False,0.14
006002.000351,10,2s.3s.(1S).3d,2D,2.5,5/2,True,6,46.37,False,0.14
006002.000353,10,2s.3p2.(1D),2D,1.5,3/2,True,4,47.76,False,0.1
006002.000354,10,2s.3p2.(1D),2D,2.5,5/2,True,6,47.76,False,0.1
006002.000355,10,1s.2s2.2p2,2D,1.5,3/2,True,4,287.94,False,0.03
006002.000356,10,1s.2s2.2p2,2D,2.5,5/2,True,6,287.94,False,0.03
006002.000357,10,1s.2s2.2p2,2P,0.5,1/2,True,2,288.41,False,0.03
006002.000358,10,1s.2s2.2p2,2P,1.5,3/2,True,4,288.42,False,0.03
006002.000359,10,1s.2s2.2p2,2S,0.5,1/2,True,2,289.91,False,0.03
006002.000360,10,1s.2s.(3S). 2p3.(4S*),4S*,1.5,3/2,True,4,292.54,False,0.03
006002.000361,10,1s.2s.(3S). 2p3.(2D*),4D*,0.5,1/2,True,2,292.67,False,0.03
006002.000362,10,1s.2s.(3S). 2p3.(2D*),4D*,1.5,3/2,True,4,292.67,False,0.03
006002.000363,10,1s.2s.(3S). 2p3.(2D*),4D*,2.5,5/2,True,6,292.67,False,0.03
006002.000364,10,1s.2s.(3S). 2p3.(2D*),4D*,3.5,7/2,True,8,292.67,False,0.03
006002.000365,10,1s.2s.(3S). 2p3.(2P*),4P*,0.5,1/2,True,2,294.77,False,0.03
006002.000366,10,1s.2s.(3S). 2p3.(2P*),4P*,1.5,3/2,True,4,294.77,False,0.03
006002.000367,10,1s.2s.(3S). 2p3.(2P*),4P*,2.5,5/2,True,6,294.77,False,0.03
007001.000001,11,2s2.2p3,4S*,1.5,3/2,True,4,0.0,False,0.0
007001.000014,11,2s2.2p3,2D*,2.5,5/2,True,6,2.3835298,False,
007001.000015,11,2s2.2p3,2D*,1.5,3/2,True,4,2.38461,False,
007001.000016,11,2s2.2p3,2P*,0.5,1/2,True,2,3.5755704,False,
007001.000017,11,2s2.2p3,2P*,1.5,3/2,True,4,3.5756182,False,
007001.000018,11,2s2.2p2.(3P).3s,4P,0.5,1/2,True,2,10.3259087,False,
007001.000019,11,2s2.2p2.(3P).3s,4P,1.5,3/2,True,4,10.3300944,False,
007001.000020,11,2s2.2p2.(3P).3s,4P,2.5,5/2,True,6,10.3358956,False,
007001.000021,11,2s2.2p2.(3P).3s,2P,0.5,1/2,True,2,10.6796703,False,
007001.000022,11,2s2.2p2.(3P).3s,2P,1.5,3/2,True,4,10.6899808,False,
007001.000023,11,2s.2p4,4P,2.5,5/2,True,6,10.923908,False,
007001.000024,11,2s.2p4,4P,1.5,3/2,True,4,10.9293522,False,
007001.000025,11,2s.2p4,4P,0.5,1/2,True,2,10.9317574,False,
007001.000026,11,2s2.2p2.(3P).3p,2S*,0.5,1/2,True,2,11.6026335,False,
007001.000027,11,2s2.2p2.(3P).3p,4D*,0.5,1/2,True,2,11.7500916,False,
007001.000028,11,2s2.2p2.(3P).3p,4D*,1.5,3/2,True,4,11.7528949,False,
007001.000029,11,2s2.2p2.(3P).3p,4D*,2.5,5/2,True,6,11.7575319,False,
007001.000030,11,2s2.2p2.(3P).3p,4D*,3.5,7/2,True,8,11.7638464,False,
007001.000031,11,2s2.2p2.(3P).3p,4P*,0.5,1/2,True,2,11.8374298,False,
007001.000032,11,2s2.2p2.(3P).3p,4P*,1.5,3/2,True,4,11.8397086,False,
007001.000033,11,2s2.2p2.(3P).3p,4P*,2.5,5/2,True,6,11.844477,False,
007001.000034,11,2s2.2p2.(3P).3p,4S*,1.5,3/2,True,4,11.9955753,False,
007001.000035,11,2s2.2p2.(3P).3p,2D*,1.5,3/2,True,4,12.0001429,False,
007001.000036,11,2s2.2p2.(3P).3p,2D*,2.5,5/2,True,6,12.0096116,False,
007001.000037,11,2s2.2p2.(3P).3p,2P*,0.5,1/2,True,2,12.1219574,False,
007001.000038,11,2s2.2p2.(3P).3p,2P*,1.5,3/2,True,4,12.1263787,False,
007001.000039,11,2s2.2p2.(1D).3s,2D,2.5,5/2,True,6,12.3566901,False,
007001.000040,11,2s2.2p2.(1D).3s,2D,1.5,3/2,True,4,12.3567502,False,
007001.000041,11,2s2.2p2.(3P).4s,4P,0.5,1/2,True,2,12.847554,False,
007001.000042,11,2s2.2p2.(3P).4s,4P,1.5,3/2,True,4,12.85309,False,
007001.000043,11,2s2.2p2.(3P).4s,4P,2.5,5/2,True,6,12.86156,False,
007001.000044,11,2s2.2p2.(3P).4s,2P,0.5,1/2,True,2,12.912312,False,
007001.000045,11,2s2.2p2.(3P).4s,2P,1.5,3/2,True,4,12.9218353,False,
007001.000046,11,2s2.2p2.(3P).3d,2P,1.5,3/2,True,4,12.9706652,False,
007001.000047,11,2s2.2p2.(3P).3d,2P,0.5,1/2,True,2,12.975446,False,
007001.000048,11,2s2.2p2.(3P).3d,4F,1.5,3/2,True,4,12.9766983,False,
007001.000049,11,2s2.2p2.(3P).3d,4F,2.5,5/2,True,6,12.9790453,False,
007001.000050,11,2s2.2p2.(3P).3d,4F,3.5,7/2,True,8,12.9832471,False,
007001.000051,11,2s2.2p2.(3P).3d,4F,4.5,9/2,True,10,12.9893,False,
007001.000052,11,2s2.2p2.(3P).3d,2F,2.5,5/2,True,6,12.9948285,False,
007001.000055,11,2s2.2p2.(3P).3d,2F,3.5,7/2,True,8,13.0036301,False,
007001.000053,11,2s2.2p2.(3P).3d,4P,2.5,5/2,True,6,12.9966572,False,
007001.000054,11,2s2.2p2.(3P).3d,4P,1.5,3/2,True,4,13.00095,False,
007001.000056,11,2s2.2p2.(3P).3d,4P,0.5,1/2,True,2,13.004219,False,
007001.000057,11,2s2.2p2.(3P).3d,4D,0.5,1/2,True,2,13.016403,False,
007001.000058,11,2s2.2p2.(3P).3d,4D,1.5,3/2,True,4,13.017878,False,
007001.000059,11,2s2.2p2.(3P).3d,4D,2.5,5/2,True,6,13.019401,False,
007001.000060,11,2s2.2p2.(3P).3d,4D,3.5,7/2,True,8,13.020523,False,
007001.000061,11,2s2.2p2.(3P).3d,2D,1.5,3/2,True,4,13.0332041,False,
007001.000062,11,2s2.2p2.(3P).3d,2D,2.5,5/2,True,6,13.0361586,False,
007001.000063,11,2s2.2p2.(3P).4p,2S*,0.5,1/2,True,2,13.2015647,False,
007001.000064,11,2s2.2p2.(3P).4p,4D*,0.5,1/2,True,2,13.2363957,False,
007001.000065,11,2s2.2p2.(3P).4p,4D*,1.5,3/2,True,4,13.2388265,False,
007001.000066,11,2s2.2p2.(3P).4p,4D*,2.5,5/2,True,6,13.2433051,False,
007001.000067,11,2s2.2p2.(3P).4p,4D*,3.5,7/2,True,8,13.250022,False,
007001.000068,11,2s2.2p2.(3P).4p,4P*,0.5,1/2,True,2,13.2638891,False,
007001.000069,11,2s2.2p2.(3P).4p,4P*,1.5,3/2,True,4,13.2658173,False,
007001.000070,11,2s2.2p2.(3P).4p,4P*,2.5,5/2,True,6,13.2709052,False,
007001.000071,11,2s2.2p2.(3P).4p,2D*,1.5,3/2,True,4,13.2889721,False,
007001.000072,11,2s2.2p2.(3P).4p,2D*,2.5,5/2,True,6,13.2976904,False,
007001.000073,11,2s2.2p2.(3P).4p,4S*,1.5,3/2,True,4,13.3215593,False,
007001.000074,11,2s2.2p2.(3P).4p,2P*,0.5,1/2,True,2,13.3392701,False,
007001.000075,11,2s2.2p2.(3P).4p,2P*,1.5,3/2,True,4,13.3442064,False,
007001.000076,11,2s2.2p2.(3P).5s,4P,0.5,1/2,True,2,13.6149817,False,
007001.000077,11,2s2.2p2.(3P).5s,4P,1.5,3/2,True,4,13.6204726,False,
007001.000078,11,2s2.2p2.(3P).5s,4P,2.5,5/2,True,6,13.629169,False,
007001.000079,11,2s2.2p2.(3P).5s,2P,0.5,1/2,True,2,13.6426905,False,
007001.000080,11,2s2.2p2.(3P).5s,2P,1.5,3/2,True,4,13.6511356,False,
007001.000081,11,2s2.2p2.(3P).4d,4F,1.5,3/2,True,4,13.6623958,False,
007001.000082,11,2s2.2p2.(3P).4d,4F,2.5,5/2,True,6,13.6645956,False,
007001.000085,11,2s2.2p2.(3P).4d,4F,3.5,7/2,True,8,13.6689216,False,
007001.000088,11,2s2.2p2.(3P).4d,4F,4.5,9/2,True,10,13.6758579,False,
007001.000083,11,2s2.2p2.(3P).4d,2P,1.5,3/2,True,4,13.6655516,False,
007001.000084,11,2s2.2p2.(3P).4d,2P,0.5,1/2,True,2,13.6686606,False,
007001.000086,11,2s2.2p2.(3P).4d,2F,2.5,5/2,True,6,13.6737591,False,
007001.000093,11,2s2.2p2.(3P).4d,2F,3.5,7/2,True,8,13.6832014,False,
007001.000087,11,2s2.2p2.(3P).4d,4P,2.5,5/2,True,6,13.6754539,False,
007001.000089,11,2s2.2p2.(3P).4d,4P,1.5,3/2,True,4,13.6782741,False,
007001.000092,11,2s2.2p2.(3P).4d,4P,0.5,1/2,True,2,13.681658,False,
007001.000090,11,2s2.2p2.(3P).4f D,2[3]*,2.5,5/2,True,6,13.681543,False,
007001.000091,11,2s2.2p2.(3P).4f D,2[3]*,3.5,7/2,True,8,13.681553,False,
007001.000094,11,2s2.2p2.(3P).4f G,2[3]*,2.5,5/2,True,6,13.686032,False,
007001.000095,11,2s2.2p2.(3P).4f G,2[3]*,3.5,7/2,True,8,13.68604,False,
007001.000096,11,2s2.2p2.(3P).4d,4D,0.5,1/2,True,2,13.6860943,False,
007001.000097,11,2s2.2p2.(3P).4d,4D,1.5,3/2,True,4,13.687293,False,
007001.000098,11,2s2.2p2.(3P).4d,4D,2.5,5/2,True,6,13.6880236,False,
007001.000101,11,2s2.2p2.(3P).4d,4D,3.5,7/2,True,8,13.6882547,False,
007001.000099,11,2s2.2p2.(3P).4f G,2[4]*,4.5,9/2,True,10,13.688115,False,
007001.000100,11,2s2.2p2.(3P).4f G,2[4]*,3.5,7/2,True,8,13.688126,False,
007001.000102,11,2s2.2p2.(3P).4f D,2[2]*,1.5,3/2,True,4,13.688413,False,
007001.000103,11,2s2.2p2.(3P).4f D,2[2]*,2.5,5/2,True,6,13.68842,False,
007001.000104,11,2s2.2p2.(3P).4d,2D,1.5,3/2,True,4,13.6936867,False,
007001.000107,11,2s2.2p2.(3P).4d,2D,2.5,5/2,True,6,13.6965647,False,
007001.000105,11,2s2.2p2.(3P).4f D,2[1]*,0.5,1/2,True,2,13.695269,False,
007001.000106,11,2s2.2p2.(3P).4f D,2[1]*,1.5,3/2,True,4,13.695269,False,
007001.000108,11,2s2.2p2.(3P).4f G,2[5]*,5.5,11/2,True,12,13.696918,False,
007001.000109,11,2s2.2p2.(3P).4f G,2[5]*,4.5,9/2,True,10,13.696936,False,
007001.000110,11,2s2.2p2.(3P).4f F,2[2]*,1.5,3/2,True,4,13.698513,False,
007001.000111,11,2s2.2p2.(3P).4f F,2[2]*,2.5,5/2,True,6,13.698523,False,
007001.000112,11,2s2.2p2.(3P).4f F,2[3]*,3.5,7/2,True,8,13.700058,False,
007001.000113,11,2s2.2p2.(3P).4f F,2[3]*,2.5,5/2,True,6,13.700059,False,
007001.000114,11,2s2.2p2.(3P).4f F,2[4]*,4.5,9/2,True,10,13.700462,False,
007001.000115,11,2s2.2p2.(3P).4f F,2[4]*,3.5,7/2,True,8,13.700481,False,
007001.000116,11,2s2.2p2.(1D).3p,2D*,1.5,3/2,True,4,13.7028638,False,
007001.000117,11,2s2.2p2.(1D).3p,2D*,2.5,5/2,True,6,13.7058146,False,
007001.000118,11,2s2.2p2.(1D).3p,2F*,2.5,5/2,True,6,13.7263822,False,
007001.000119,11,2s2.2p2.(1D).3p,2F*,3.5,7/2,True,8,13.7269294,False,
007001.000120,11,2s2.2p2.(3P).5p,2S*,0.5,1/2,True,2,13.7697973,False,
007001.000121,11,2s2.2p2.(3P).5p,4D*,0.5,1/2,True,2,13.7800461,False,
007001.000122,11,2s2.2p2.(3P).5p,4D*,1.5,3/2,True,4,13.782723,False,
007001.000124,11,2s2.2p2.(3P).5p,4D*,2.5,5/2,True,6,13.7875408,False,
007001.000126,11,2s2.2p2.(3P).5p,4D*,3.5,7/2,True,8,13.7945902,False,
007001.000123,11,2s2.2p2.(3P).5p,2P*,0.5,1/2,True,2,13.7869,False,
007001.000125,11,2s2.2p2.(3P).5p,2P*,1.5,3/2,True,4,13.7886883,False,
007001.000127,11,2s2.2p2.(3P).5p,4P*,0.5,1/2,True,2,13.7959196,False,
007001.000128,11,2s2.2p2.(3P).5p,4P*,1.5,3/2,True,4,13.7976614,False,
007001.000129,11,2s2.2p2.(3P).5p,4P*,2.5,5/2,True,6,13.8027638,False,
007001.000130,11,2s2.2p2.(3P).5p,4S*,1.5,3/2,True,4,13.8244077,False,
007001.000131,11,2s2.2p2.(3P).5p,2D*,1.5,3/2,True,4,13.8680121,False,
007001.000132,11,2s2.2p2.(3P).5p,2D*,2.5,5/2,True,6,13.8745272,False,
007001.000133,11,2s2.2p2.(1D).3p,2P*,0.5,1/2,True,2,13.9226824,False,
007001.000134,11,2s2.2p2.(1D).3p,2P*,1.5,3/2,True,4,13.925881,False,
007001.000135,11,2s2.2p2.(3P).6s,4P,0.5,1/2,True,2,13.9563396,False,
007001.000136,11,2s2.2p2.(3P).6s,4P,1.5,3/2,True,4,13.9618125,False,
007001.000137,11,2s2.2p2.(3P).6s,4P,2.5,5/2,True,6,13.9707117,False,
007001.000138,11,2s2.2p2.(3P).6s,2P,0.5,1/2,True,2,13.972022,False,
007001.000139,11,2s2.2p2.(3P).6s,2P,1.5,3/2,True,4,13.9776017,False,
007001.000140,11,2s2.2p2.(3P).5d,4F,1.5,3/2,True,4,13.980454,False,
007001.000141,11,2s2.2p2.(3P).5d,4F,2.5,5/2,True,6,13.9804985,False,
007001.000142,11,2s2.2p2.(3P).5d,4F,3.5,7/2,True,8,13.9851355,False,
007001.000150,11,2s2.2p2.(3P).5d,4F,4.5,9/2,True,10,13.9930238,False,
007001.000143,11,2s2.2p2.(3P).5d,2P,1.5,3/2,True,4,13.9855454,False,
007001.000144,11,2s2.2p2.(3P).5d,2P,0.5,1/2,True,2,13.9863558,False,
007001.000145,11,2s2.2p2.(3P).5d,2F,2.5,5/2,True,6,13.9869696,False,
007001.000157,11,2s2.2p2.(3P).5d,2F,3.5,7/2,True,8,13.9967297,False,
007001.000146,11,2s2.2p2.(3P).5d,4P,2.5,5/2,True,6,13.9884501,False,
007001.000149,11,2s2.2p2.(3P).5d,4P,1.5,3/2,True,4,13.990131,False,
007001.000152,11,2s2.2p2.(3P).5d,4P,0.5,1/2,True,2,13.99413,False,
007001.000147,11,2s2.2p2.(3P<0>).5f,2[3]*,2.5,5/2,True,6,13.988758,True,
007001.000148,11,2s2.2p2.(3P<0>).5f,2[3]*,3.5,7/2,True,8,13.988758,True,
007001.000002,11,2s2.2p2.(3P<1>).5f,2[3]*,2.5,5/2,True,6,,False,
007001.000151,11,2s2.2p2.(3P<1>).5f,2[3]*,3.5,7/2,True,8,13.993939,False,
007001.000153,11,2s2.2p2.(3P<1>).5f,2[4]*,4.5,9/2,True,10,13.995077,False,
007001.000154,11,2s2.2p2.(3P<1>).5f,2[4]*,3.5,7/2,True,8,13.995078,False,
007001.000155,11,2s2.2p2.(3P<1>).5f,2[2]*,1.5,3/2,True,4,13.99535,False,
007001.000156,11,2s2.2p2.(3P<1>).5f,2[2]*,2.5,5/2,True,6,13.995402,False,
007001.000158,11,2s2.2p2.(3P).5d,4D,0.5,1/2,True,2,13.99837,False,
007001.000159,11,2s2.2p2.(3P).5d,4D,1.5,3/2,True,4,13.9989413,False,
007001.000160,11,2s2.2p2.(3P).5d,4D,2.5,5/2,True,6,13.999134,False,
007001.000161,11,2s2.2p2.(3P).5d,4D,3.5,7/2,True,8,13.9991896,False,
007001.000162,11,2s2.2p2.(3P).5d,2D,1.5,3/2,True,4,14.0011704,False,
007001.000163,11,2s2.2p2.(3P).5d,2D,2.5,5/2,True,6,14.0034956,False,
007001.000164,11,2s2.2p2.(3P<2>).5f,2[1]*,0.5,1/2,True,2,14.003596,False,
007001.000165,11,2s2.2p2.(3P<2>).5f,2[1]*,1.5,3/2,True,4,14.003596,False,
007001.000166,11,2s2.2p2.(3P<2>).5f,2[5]*,5.5,11/2,True,12,14.00444,False,
007001.000167,11,2s2.2p2.(3P<2>).5f,2[5]*,4.5,9/2,True,10,14.004453,False,
007001.000168,11,2s2.2p2.(3P<2>).5f,2[2]*,1.5,3/2,True,4,14.004979,True,
007001.000169,11,2s2.2p2.(3P<2>).5f,2[2]*,2.5,5/2,True,6,14.004979,True,
007001.000003,11,2s2.2p2.(3P<2>).5f,2[3]*,2.5,5/2,True,6,,False,
007001.000170,11,2s2.2p2.(3P<2>).5f,2[3]*,3.5,7/2,True,8,14.00592,False,
007001.000171,11,2s2.2p2.(3P<2>).5f,2[4]*,4.5,9/2,True,10,14.006134,False,
007001.000172,11,2s2.2p2.(3P<2>).5f,2[4]*,3.5,7/2,True,8,14.006148,False,
007001.000004,11,2s2.2p2.(3P).6p,4D*,0.5,1/2,True,2,,False,
007001.000005,11,2s2.2p2.(3P).6p,4D*,1.5,3/2,True,4,,False,
007001.000173,11,2s2.2p2.(3P).6p,4D*,2.5,5/2,True,6,14.04834,False,
007001.000175,11,2s2.2p2.(3P).6p,4D*,3.5,7/2,True,8,14.05615,False,
007001.000006,11,2s2.2p2.(3P).6p,4P*,0.5,1/2,True,2,,False,
