Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""1s.2s2.4p?""","=""1P*?""","=""1""",3,"=""""","=""122.514""","=""a""","=""0.025""","=""004001.000196""","=""L9172"""
"=""1s.2s2.5p?""","=""1P*?""","=""1""",3,"=""""","=""122.93""","=""a""","=""0.06""","=""004001.000197""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).3p""","=""5P""","=""3""",7,"=""""","=""122.95""","=""+y""","=""0.04""","=""004001.000200""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).3p""","=""5P""","=""2""",5,"=""""","=""122.95""","=""+y""","=""0.04""","=""004001.000199""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).3p""","=""5P""","=""1""",3,"=""""","=""122.95""","=""+y""","=""0.04""","=""004001.000198""","=""L9172"""
"=""Be II (1s.2s2 2S<1/2>)""","=""Limit""","=""---""",,"=""""","=""123.64""","=""""","=""0.10""","=""004001.Lim005""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).4p""","=""5P""","=""3""",7,"=""""","=""124.07""","=""+z""","=""0.04""","=""004001.000204""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).4p""","=""5P""","=""2""",5,"=""""","=""124.07""","=""+z""","=""0.04""","=""004001.000203""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).4p""","=""5P""","=""1""",3,"=""""","=""124.07""","=""+z""","=""0.04""","=""004001.000202""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).3s""","=""1P*""","=""1""",3,"=""""","=""125.15""","=""a""","=""0.12""","=""004001.000205""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).3d?""","=""1P*?""","=""1""",3,"=""""","=""125.67""","=""?""","=""0.06""","=""004001.000206""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).4d?""","=""1P*?""","=""1""",3,"=""""","=""126.55""","=""?""","=""0.06""","=""004001.000207""","=""L9172"""
"=""1s.(2S).2s.2p.(3P*).4s?""","=""1P*?""","=""1""",3,"=""""","=""126.70""","=""?a""","=""0.06""","=""004001.000208""","=""L9172"""
"=""1s.(2S).2s.2p.(1P*).3s""","=""1P*""","=""1""",3,"=""""","=""127.24""","=""a""","=""0.06""","=""004001.000209""","=""L9172"""
"=""1s.(2S).2s.2p.(1P*).3d?""","=""1P*?""","=""1""",3,"=""""","=""127.51""","=""?a""","=""0.06""","=""004001.000210""","=""L9172"""
"=""Be II (1s.(2S).2s.2p.(3P*) 2P*)""","=""Limit""","=""---""",,"=""""","=""128.071""","=""""","=""0.012""","=""004001.Lim006""","=""L9172"""
"=""1s.(2S).2p2.(3P).3p""","=""5S*""","=""2""",5,"=""""","=""128.40""","=""+y""","=""0.04""","=""004001.000212""","=""L9172"""
"=""1s.(2S).2s.2p.(1P*).4s""","=""1P*""","=""1""",3,"=""""","=""128.76""","=""a""","=""0.06""","=""004001.000213""","=""L9172"""
"=""1s.(2S).2p2.(3P).4p""","=""5S*""","=""2""",5,"=""""","=""129.45""","=""+z""","=""0.04""","=""004001.000214""","=""L9172"""
"=""Be II (1s.(2S).2s.2p.(1P*) 2P*)""","=""Limit""","=""---""",,"=""""","=""130.31""","=""""","=""0.04""","=""004001.Lim007""","=""L9172"""
"=""1s.2s.(3S).3s.3p.(3P*)?""","=""1P*?""","=""1""",3,"=""""","=""134.47""","=""?""","=""0.05""","=""004001.000216""","=""L9172"""
"=""1s.2s.(3S).3s.4p.(3P*)?""","=""1P*?""","=""1""",3,"=""""","=""136.74""","=""?""","=""0.07""","=""004001.000217""","=""L9172"""
"=""1s.2s.(1S).3s.3p.(1P*)?""","=""1P*?""","=""1""",3,"=""""","=""137.40""","=""?""","=""0.05""","=""004001.000218""","=""L9172"""
"=""1s.2s.(1S).3s.4p.(1P*)?""","=""1P*?""","=""1""",3,"=""""","=""139.06""","=""?""","=""0.07""","=""004001.000219""","=""L9172"""
