Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",11,"=""""","=""13.2396725""","=""""","=""""","=""008001.000125""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",9,"=""""","=""13.2396725""","=""""","=""""","=""008001.000126""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",7,"=""""","=""13.2396725""","=""""","=""""","=""008001.000127""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",5,"=""""","=""13.2396725""","=""""","=""""","=""008001.000128""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",3,"=""""","=""13.2396725""","=""""","=""""","=""008001.000129""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",9,"=""""","=""13.2396776""","=""""","=""""","=""008001.000130""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",7,"=""""","=""13.2396776""","=""""","=""""","=""008001.000131""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",5,"=""""","=""13.2396776""","=""""","=""""","=""008001.000132""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""5""",11,"=""""","=""13.2400126""","=""""","=""""","=""008001.000133""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""4""",9,"=""""","=""13.2400126""","=""""","=""""","=""008001.000135""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""3""",7,"=""""","=""13.2400126""","=""""","=""""","=""008001.000136""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""6""",13,"=""""","=""13.2400126""","=""""","=""""","=""008001.000134""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""5""",11,"=""""","=""13.2400126""","=""""","=""""","=""008001.000137""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""4""",9,"=""""","=""13.2400126""","=""""","=""""","=""008001.000138""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""3""",7,"=""""","=""13.2400126""","=""""","=""""","=""008001.000139""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""2""",5,"=""""","=""13.2400126""","=""""","=""""","=""008001.000140""","="""""
"=""2s2.2p3.(4S*).8s""","=""5S*""","=""2""",5,"=""""","=""13.3216106""","=""""","=""""","=""008001.000141""","="""""
"=""2s2.2p3.(4S*).8s""","=""3S*""","=""1""",3,"=""""","=""13.3279572""","=""""","=""""","=""008001.000142""","="""""
"=""2s2.2p3.(4S*).7d""","=""5D*""","=""4""",9,"=""""","=""13.3374112""","=""""","=""""","=""008001.000143""","="""""
"=""2s2.2p3.(4S*).7d""","=""5D*""","=""3""",7,"=""""","=""13.3374122""","=""""","=""""","=""008001.000144""","="""""
"=""2s2.2p3.(4S*).7d""","=""5D*""","=""2""",5,"=""""","=""13.3374136""","=""""","=""""","=""008001.000145""","="""""
"=""2s2.2p3.(4S*).7d""","=""5D*""","=""1""",3,"=""""","=""13.3374147""","=""""","=""""","=""008001.000146""","="""""
"=""2s2.2p3.(4S*).7d""","=""5D*""","=""0""",1,"=""""","=""13.3374152""","=""""","=""""","=""008001.000147""","="""""
"=""2s2.2p3.(4S*).7d""","=""3D*""","=""3""",7,"=""""","=""13.3385644""","=""""","=""""","=""008001.000148""","="""""
"=""2s2.2p3.(4S*).7d""","=""3D*""","=""2""",5,"=""""","=""13.3385644""","=""""","=""""","=""008001.000149""","="""""
"=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",3,"=""""","=""13.3385644""","=""""","=""""","=""008001.000150""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""5""",11,"=""""","=""13.3400972""","=""""","=""""","=""008001.000151""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""4""",9,"=""""","=""13.3400972""","=""""","=""""","=""008001.000152""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""3""",7,"=""""","=""13.3400972""","=""""","=""""","=""008001.000153""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""2""",5,"=""""","=""13.3400972""","=""""","=""""","=""008001.000154""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""1""",3,"=""""","=""13.3400972""","=""""","=""""","=""008001.000155""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""4""",9,"=""""","=""13.3400981""","=""""","=""""","=""008001.000156""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",7,"=""""","=""13.3400981""","=""""","=""""","=""008001.000157""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",5,"=""""","=""13.3400981""","=""""","=""""","=""008001.000158""","="""""
"=""2s2.2p3.(4S*).9s""","=""5S*""","=""2""",5,"=""""","=""13.3929467""","=""""","=""""","=""008001.000159""","="""""
"=""2s2.2p3.(4S*).9s""","=""3S*""","=""1""",3,"=""""","=""13.3972365""","=""""","=""""","=""008001.000160""","="""""
"=""2s2.2p3.(4S*).8d""","=""5D*""","=""4""",9,"=""""","=""13.4034447""","=""""","=""""","=""008001.000161""","="""""
"=""2s2.2p3.(4S*).8d""","=""5D*""","=""3""",7,"=""""","=""13.4034453""","=""""","=""""","=""008001.000162""","="""""
"=""2s2.2p3.(4S*).8d""","=""5D*""","=""2""",5,"=""""","=""13.4034463""","=""""","=""""","=""008001.000163""","="""""
"=""2s2.2p3.(4S*).8d""","=""5D*""","=""1""",3,"=""""","=""13.4034470""","=""""","=""""","=""008001.000164""","="""""
"=""2s2.2p3.(4S*).8d""","=""5D*""","=""0""",1,"=""""","=""13.4034474""","=""""","=""""","=""008001.000165""","="""""
