Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Lande,Leading percentages,Level ID,Reference
"=""2s2.2p.(2P*<3/2>).14d""","=""2[3/2]*""","=""2""",5,"=""""","=""11.1989""","=""""","=""0.0004""","=""""","=""  38         :    27  2s2.2p.(2P*<3/2>).14d 2[5/2]* ""","=""006001.000367""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).14d""","=""2[1/2]*""","=""1""",3,"=""""","=""11.1989""","=""""","=""0.0004""","=""""","=""  51         :    32  2s2.2p.(2P*<1/2>).16s 2[1/2]* ""","=""006001.000368""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).14d""","=""2[1/2]*""","=""0""",1,"=""""","=""11.1989""","=""""","=""0.0004""","=""""","=""  61         :    38  2s2.2p.(2P*<1/2>).16s 2[1/2]* ""","=""006001.000369""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).16s""","=""2[1/2]*""","=""1""",3,"=""""","=""11.19900""","=""""","=""0.00021""","=""""","=""  55         :    41  2s2.2p.(2P*<3/2>).14d 2[1/2]* ""","=""006001.000370""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).16s""","=""2[1/2]*""","=""0""",1,"=""""","=""11.19951""","=""""","=""0.00021""","=""""","=""  62         :    38  2s2.2p.(2P*<3/2>).14d 2[1/2]* ""","=""006001.000371""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).15d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.199453""","=""""","=""0.000025""","=""""","=""  58         :    38  2s2.2p.(2P*<3/2>).14d 2[7/2]* ""","=""006001.000247""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).15d""","=""2[3/2]*""","=""2""",5,"=""""","=""11.19985""","=""""","=""0.00014""","=""""","=""  57         :    32  2s2.2p.(2P*<3/2>).14d 2[3/2]* ""","=""006001.000372""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).16d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.20681""","=""""","=""0.00007""","=""""","=""  98                                                ""","=""006001.000249""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).17s""","=""2[1/2]*""","=""0""",1,"=""""","=""11.20696""","=""""","=""0.00021""","=""""","=""  98                                                ""","=""006001.000374""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).16d""","=""2[3/2]*""","=""2""",5,"=""""","=""11.20708""","=""""","=""0.00005""","=""""","=""  71         :    23  2s2.2p.(2P*<1/2>).16d 2[5/2]* ""","=""006001.000373""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.20740""","=""""","=""0.00021""","=""""","=""  86         :     6  2s2.2p.(2P*<3/2>).15d 2[3/2]* ""","=""006001.000375""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.20740""","=""""","=""0.00021""","=""""","=""  82         :    18  2s2.2p.(2P*<3/2>).15d 2[7/2]* ""","=""006001.000376""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.207419""","=""""","=""0.000024""","=""""","=""  80         :    18  2s2.2p.(2P*<3/2>).15d 2[5/2]* ""","=""006001.000248""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.20760""","=""""","=""0.00003""","=""""","=""  80         :    17  2s2.2p.(2P*<3/2>).16s 2[3/2]* ""","=""006001.000250""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[3/2]*""","=""2""",5,"=""""","=""11.2077""","=""""","=""0.0003""","=""""","=""  48         :    43  2s2.2p.(2P*<3/2>).16s 2[3/2]* ""","=""006001.000377""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[1/2]*""","=""0""",1,"=""""","=""11.2077""","=""""","=""0.0003""","=""""","=""  97                                                ""","=""006001.000379""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).15d""","=""2[1/2]*""","=""1""",3,"=""""","=""11.2077""","=""""","=""0.0003""","=""""","=""  79         :    18  2s2.2p.(2P*<3/2>).16s 2[3/2]* ""","=""006001.000378""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).17d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.212923""","=""""","=""0.000024""","=""""","=""  99                                                ""","=""006001.000251""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).16d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.21474""","=""""","=""0.00021""","=""""","=""  86         :    10  2s2.2p.(2P*<3/2>).16d 2[3/2]* ""","=""006001.000380""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).16d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.21474""","=""""","=""0.00021""","=""""","=""  80         :    20  2s2.2p.(2P*<3/2>).16d 2[7/2]* ""","=""006001.000381""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).16d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.214761""","=""""","=""0.000024""","=""""","=""  79         :    20  2s2.2p.(2P*<3/2>).16d 2[5/2]* ""","=""006001.000252""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).16d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.214940""","=""""","=""0.000021""","=""""","=""  80         :    18  2s2.2p.(2P*<3/2>).17s 2[3/2]* ""","=""006001.000253""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).18d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.218044""","=""""","=""0.000024""","=""""","=""  99                                                ""","=""006001.000254""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).17d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.22067""","=""""","=""0.00006""","=""""","=""  82         :    13  2s2.2p.(2P*<3/2>).17d 2[3/2]* ""","=""006001.000382""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).17d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.22094""","=""""","=""0.00021""","=""""","=""  77         :    23  2s2.2p.(2P*<3/2>).17d 2[7/2]* ""","=""006001.000383""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).17d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.220907""","=""""","=""0.000024""","=""""","=""  73         :    23  2s2.2p.(2P*<3/2>).17d 2[5/2]* ""","=""006001.000255""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).17d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.220957""","=""""","=""0.000017""","=""""","=""  82         :    16  2s2.2p.(2P*<3/2>).18s 2[3/2]* ""","=""006001.000256""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).19d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.22233""","=""""","=""0.00004""","=""""","=""  96                                                ""","=""006001.000257""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).18d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.22593""","=""""","=""0.00021""","=""""","=""  83         :    17  2s2.2p.(2P*<3/2>).18d 2[7/2]* ""","=""006001.000385""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).18d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.22593""","=""""","=""0.00021""","=""""","=""  86         :     7  2s2.2p.(2P*<1/2>).20d 2[3/2]* ""","=""006001.000384""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).18d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.22601""","=""""","=""0.00007""","=""""","=""  80         :    17  2s2.2p.(2P*<3/2>).18d 2[5/2]* ""","=""006001.000258""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).18d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.226134""","=""""","=""0.000017""","=""""","=""  78         :    19  2s2.2p.(2P*<3/2>).19s 2[3/2]* ""","=""006001.000260""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).20d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.22622""","=""""","=""0.00009""","=""""","=""  97                                                ""","=""006001.000259""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).21d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.229286""","=""""","=""0.000024""","=""""","=""  99                                                ""","=""006001.000261""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).19d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.2298""","=""""","=""0.0003""","=""""","=""  82         :    18  2s2.2p.(2P*<3/2>).19d 2[7/2]* ""","=""006001.000386""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).19d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.2298""","=""""","=""0.0003""","=""""","=""  90         :     8  2s2.2p.(2P*<3/2>).19d 2[3/2]* ""","=""006001.000387""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).19d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.230324""","=""""","=""0.000024""","=""""","=""  81         :    18  2s2.2p.(2P*<3/2>).19d 2[5/2]* ""","=""006001.000262""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).19d""","=""2[3/2]*""","=""1""",3,"=""[""","=""11.23036""","=""]""","=""0.00025""","=""""","=""  74         :    23  2s2.2p.(2P*<3/2>).20s 2[3/2]* ""","=""006001.000263""","=""L20057"""
"=""2s2.2p.(2P*<1/2>).22d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.232035""","=""""","=""0.000024""","=""""","=""                                                    ""","=""006001.000264""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.2336""","=""""","=""0.0003""","=""""","=""  88         :    10  2s2.2p.(2P*<3/2>).20d 2[3/2]* ""","=""006001.000388""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.2336""","=""""","=""0.0003""","=""""","=""  80         :    20  2s2.2p.(2P*<3/2>).20d 2[7/2]* ""","=""006001.000389""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23416""","=""""","=""0.00004""","=""""","=""  80         :    20  2s2.2p.(2P*<3/2>).20d 2[5/2]* ""","=""006001.000265""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).20d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.23422""","=""""","=""0.00005""","=""""","=""  76         :    23  2s2.2p.(2P*<3/2>).21s 2[3/2]* ""","=""006001.000266""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).21d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23725""","=""""","=""0.00009""","=""""","=""  80         :    20  2s2.2p.(2P*<3/2>).21d 2[5/2]* ""","=""006001.000267""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).22d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.23991""","=""""","=""0.00010""","=""""","=""                                                    ""","=""006001.000268""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).23d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24237""","=""]""","=""0.00005""","=""""","=""                                                    ""","=""006001.000269""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).24d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.244432""","=""""","=""0.000024""","=""""","=""                                                    ""","=""006001.000270""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).25d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24633""","=""]""","=""0.00005""","=""""","=""                                                    ""","=""006001.000271""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).26d""","=""2[7/2]*""","=""3""",7,"=""[""","=""11.24798""","=""]""","=""0.00005""","=""""","=""                                                    ""","=""006001.000272""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).27d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.249448""","=""""","=""0.000024""","=""""","=""                                                    ""","=""006001.000273""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).28d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.250807""","=""""","=""0.000024""","=""""","=""                                                    ""","=""006001.000274""","=""L20057"""
"=""2s2.2p.(2P*<3/2>).29d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.25204""","=""""","=""0.00004""","=""""","=""                                                    ""","=""006001.000275""","=""L20057"""
"=""C II (2s2.2p 2P*<1/2>)""","=""Limit""","=""---""",,"=""""","=""11.2602880""","=""""","=""0.0000011""","=""""","=""                                                    ""","=""006001.Lim001""","=""L20057"""
"=""C II (2s2.2p 2P*<3/2>)""","=""Limit""","=""---""",,"=""""","=""11.2681480""","=""""","=""0.0000011""","=""""","=""                                                    ""","=""006001.Lim002""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""12.83753""","=""""","=""0.00003""","=""""","="" 100                                                ""","=""006001.000278""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5,"=""""","=""12.840090""","=""""","=""0.000012""","=""""","="" 100                                                ""","=""006001.000279""","=""L20057"""
"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7,"=""""","=""12.843173""","=""""","=""0.000019""","=""""","="" 100                                                ""","=""006001.000280""","=""L20057"""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""[""","=""12.8648""","=""]""","=""0.0024""","=""""","=""  95                                                ""","=""006001.000437""","=""L20057"""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""13.1174190""","=""""","=""0.0000005""","=""""","=""  51         :    47  2s.2p2.(4P).3p        3S*     ""","=""006001.000281""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""1""",3,"=""""","=""14.266""","=""""","=""0.005""","=""""","=""  97                                                ""","=""006001.000390""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5,"=""""","=""14.267""","=""""","=""0.006""","=""""","=""  97                                                ""","=""006001.000391""","=""L20057"""
"=""2s.2p2.(4P).3p""","=""3D*""","=""3""",7,"=""""","=""14.268""","=""""","=""0.007""","=""""","=""  97                                                ""","=""006001.000392""","=""L20057"""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""[""","=""14.2841""","=""]""","=""0.0024""","=""""","=""  95                                                ""","=""006001.000282""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""1""",3,"=""""","=""15.43751""","=""""","=""0.00020""","=""""","=""  97                                                ""","=""006001.000393""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""2""",5,"=""""","=""15.44567""","=""""","=""0.00017""","=""""","=""  97                                                ""","=""006001.000394""","=""L20057"""
"=""2s.2p2.(4P).4p""","=""3D*""","=""3""",7,"=""""","=""15.45108""","=""""","=""0.00020""","=""""","=""  97                                                ""","=""006001.000395""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""1""",3,"=""""","=""15.89265""","=""""","=""0.00012""","=""""","=""  98                                                ""","=""006001.000396""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""2""",5,"=""""","=""15.90221""","=""""","=""0.00020""","=""""","=""  98                                                ""","=""006001.000397""","=""L20057"""
"=""2s.2p2.(4P).5p""","=""3D*""","=""3""",7,"=""""","=""15.90732""","=""""","=""0.00020""","=""""","=""  98                                                ""","=""006001.000398""","=""L20057"""
"=""2s.2p2.(4P).6p""","=""3D*""","=""1""",3,"=""""","=""16.12639""","=""""","=""0.00016""","=""""","=""                                                    ""","=""006001.000399""","=""L20057"""
"=""2s.2p2.(4P).6p""","=""3D*""","=""3""",7,"=""""","=""16.13719""","=""""","=""0.00021""","=""""","=""                                                    ""","=""006001.000400""","=""L20057"""
"=""2s.2p2.(4P).7p""","=""3D*""","=""1""",3,"=""""","=""16.26169""","=""""","=""0.00019""","=""""","=""                                                    ""","=""006001.000401""","=""L20057"""
"=""2s.2p2.(4P).7p""","=""3D*""","=""3""",7,"=""""","=""16.26881""","=""""","=""0.00021""","=""""","=""                                                    ""","=""006001.000402""","=""L20057"""
"=""2s.2p2.(4P).8p""","=""3D*""","=""1""",3,"=""""","=""16.3454""","=""""","=""0.0003""","=""""","=""                                                    ""","=""006001.000403""","=""L20057"""
"=""2s.2p2.(4P).8p""","=""3D*""","=""3""",7,"=""""","=""16.35114""","=""""","=""0.00021""","=""""","=""                                                    ""","=""006001.000404""","=""L20057"""
"=""2s.2p2.(4P).9p""","=""3D*""","=""1""",3,"=""""","=""16.39853""","=""""","=""0.00019""","=""""","=""                                                    ""","=""006001.000405""","=""L20057"""
"=""2s.2p2.(4P).9p""","=""3D*""","=""3""",7,"=""""","=""16.40627""","=""""","=""0.00021""","=""""","=""                                                    ""","=""006001.000406""","=""L20057"""
"=""2s.2p2.(4P).10p""","=""3D*""","=""1""",3,"=""""","=""16.43706""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000407""","=""L20057"""
"=""2s.2p2.(4P).10p""","=""3D*""","=""3""",7,"=""""","=""16.44433""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000408""","=""L20057"""
"=""2s.2p2.(4P).11p""","=""3D*""","=""1""",3,"=""""","=""16.46565""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000409""","=""L20057"""
"=""2s.2p2.(4P).11p""","=""3D*""","=""3""",7,"=""""","=""16.47228""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000410""","=""L20057"""
"=""2s.2p2.(4P).12p""","=""3D*""","=""1""",3,"=""""","=""16.48645""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000411""","=""L20057"""
"=""2s.2p2.(4P).12p""","=""3D*""","=""3""",7,"=""""","=""16.49286""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000412""","=""L20057"""
"=""2s.2p2.(4P).13p""","=""3D*""","=""1""",3,"=""""","=""16.50202""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000413""","=""L20057"""
"=""2s.2p2.(4P).13p""","=""3D*""","=""3""",7,"=""""","=""16.50933""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000414""","=""L20057"""
"=""2s.2p2.(4P).14p""","=""3D*""","=""3""",7,"=""""","=""16.52164""","=""""","=""0.00022""","=""""","=""                                                    ""","=""006001.000415""","=""L20057"""
