Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""1s2.7d""","=""2D""","=""5/2""",6,"=""""","=""5.11391""","=""""","=""0.00012""","=""003001.000032""","="""""
"=""1s2.8s""","=""2S""","=""1/2""",2,"=""""","=""5.15614""","=""""","=""0.00012""","=""003001.000033""","="""""
"=""1s2.8p""","=""2P*""","=""1/2""",2,"=""""","=""5.176542""","=""""","=""0.000012""","=""003001.000034""","="""""
"=""1s2.8p""","=""2P*""","=""3/2""",4,"=""""","=""5.176542""","=""""","=""0.000012""","=""003001.000035""","="""""
"=""1s2.8d""","=""2D""","=""3/2""",4,"=""""","=""5.17898""","=""""","=""0.00012""","=""003001.000036""","="""""
"=""1s2.8d""","=""2D""","=""5/2""",6,"=""""","=""5.17898""","=""""","=""0.00012""","=""003001.000037""","="""""
"=""1s2.9s""","=""2S""","=""1/2""",2,"=""""","=""5.20775""","=""""","=""0.00012""","=""003001.000038""","="""""
"=""1s2.9p""","=""2P*""","=""1/2""",2,"=""""","=""5.222000""","=""""","=""0.000012""","=""003001.000039""","="""""
"=""1s2.9p""","=""2P*""","=""3/2""",4,"=""""","=""5.222000""","=""""","=""0.000012""","=""003001.000040""","="""""
"=""1s2.9d""","=""2D""","=""3/2""",4,"=""""","=""5.22362""","=""""","=""0.00012""","=""003001.000041""","="""""
"=""1s2.9d""","=""2D""","=""5/2""",6,"=""""","=""5.22362""","=""""","=""0.00012""","=""003001.000042""","="""""
"=""1s2.10s""","=""2S""","=""1/2""",2,"=""""","=""5.2443""","=""""","=""0.0012""","=""003001.000043""","="""""
"=""1s2.10p""","=""2P*""","=""1/2""",2,"=""""","=""5.254346""","=""""","=""0.000012""","=""003001.000044""","="""""
"=""1s2.10p""","=""2P*""","=""3/2""",4,"=""""","=""5.254346""","=""""","=""0.000012""","=""003001.000045""","="""""
"=""1s2.10d""","=""2D""","=""3/2""",4,"=""""","=""5.2556""","=""""","=""0.0012""","=""003001.000046""","="""""
"=""1s2.10d""","=""2D""","=""5/2""",6,"=""""","=""5.2556""","=""""","=""0.0012""","=""003001.000047""","="""""
"=""1s2.11s""","=""2S""","=""1/2""",2,"=""""","=""5.2706""","=""""","=""0.0012""","=""003001.000048""","="""""
"=""1s2.11p""","=""2P*""","=""1/2""",2,"=""""","=""5.27790""","=""""","=""0.00012""","=""003001.000049""","="""""
"=""1s2.11p""","=""2P*""","=""3/2""",4,"=""""","=""5.27790""","=""""","=""0.00012""","=""003001.000050""","="""""
"=""1s2.11d""","=""2D""","=""3/2""",4,"=""""","=""5.2790""","=""""","=""0.0012""","=""003001.000051""","="""""
"=""1s2.11d""","=""2D""","=""5/2""",6,"=""""","=""5.2790""","=""""","=""0.0012""","=""003001.000052""","="""""
"=""1s2.12p""","=""2P*""","=""1/2""",2,"=""""","=""5.296498""","=""""","=""0.000012""","=""003001.000053""","="""""
"=""1s2.12p""","=""2P*""","=""3/2""",4,"=""""","=""5.296498""","=""""","=""0.000012""","=""003001.000054""","="""""
"=""1s2.12d""","=""2D""","=""3/2""",4,"=""""","=""5.2972""","=""""","=""0.0012""","=""003001.000055""","="""""
"=""1s2.12d""","=""2D""","=""5/2""",6,"=""""","=""5.2972""","=""""","=""0.0012""","=""003001.000056""","="""""
"=""1s2.13p""","=""2P*""","=""1/2""",2,"=""""","=""5.310605""","=""""","=""0.000012""","=""003001.000057""","="""""
"=""1s2.13p""","=""2P*""","=""3/2""",4,"=""""","=""5.310605""","=""""","=""0.000012""","=""003001.000058""","="""""
"=""1s2.14p""","=""2P*""","=""1/2""",2,"=""""","=""5.321822""","=""""","=""0.000012""","=""003001.000059""","="""""
"=""1s2.14p""","=""2P*""","=""3/2""",4,"=""""","=""5.321822""","=""""","=""0.000012""","=""003001.000060""","="""""
"=""1s2.15p""","=""2P*""","=""1/2""",2,"=""""","=""5.330764""","=""""","=""0.000012""","=""003001.000061""","="""""
"=""1s2.15p""","=""2P*""","=""3/2""",4,"=""""","=""5.330764""","=""""","=""0.000012""","=""003001.000062""","="""""
"=""1s2.16p""","=""2P*""","=""1/2""",2,"=""""","=""5.338182""","=""""","=""0.000012""","=""003001.000063""","="""""
"=""1s2.16p""","=""2P*""","=""3/2""",4,"=""""","=""5.338182""","=""""","=""0.000012""","=""003001.000064""","="""""
"=""1s2.17p""","=""2P*""","=""1/2""",2,"=""""","=""5.344391""","=""""","=""0.000012""","=""003001.000065""","="""""
"=""1s2.17p""","=""2P*""","=""3/2""",4,"=""""","=""5.344391""","=""""","=""0.000012""","=""003001.000066""","="""""
"=""1s2.18p""","=""2P*""","=""1/2""",2,"=""""","=""5.349541""","=""""","=""0.000012""","=""003001.000067""","="""""
"=""1s2.18p""","=""2P*""","=""3/2""",4,"=""""","=""5.349541""","=""""","=""0.000012""","=""003001.000068""","="""""
"=""1s2.19p""","=""2P*""","=""1/2""",2,"=""""","=""5.353866""","=""""","=""0.000012""","=""003001.000069""","="""""
"=""1s2.19p""","=""2P*""","=""3/2""",4,"=""""","=""5.353866""","=""""","=""0.000012""","=""003001.000070""","="""""
"=""1s2.20p""","=""2P*""","=""1/2""",2,"=""""","=""5.357530""","=""""","=""0.000012""","=""003001.000071""","="""""
"=""1s2.20p""","=""2P*""","=""3/2""",4,"=""""","=""5.357530""","=""""","=""0.000012""","=""003001.000072""","="""""
"=""1s2.21p""","=""2P*""","=""1/2""",2,"=""""","=""5.360725""","=""""","=""0.000012""","=""003001.000073""","="""""
"=""1s2.21p""","=""2P*""","=""3/2""",4,"=""""","=""5.360725""","=""""","=""0.000012""","=""003001.000074""","="""""
"=""1s2.22p""","=""2P*""","=""1/2""",2,"=""""","=""5.363450""","=""""","=""0.000012""","=""003001.000075""","="""""
"=""1s2.22p""","=""2P*""","=""3/2""",4,"=""""","=""5.363450""","=""""","=""0.000012""","=""003001.000076""","="""""
"=""1s2.23p""","=""2P*""","=""1/2""",2,"=""""","=""5.365907""","=""""","=""0.000012""","=""003001.000077""","="""""
"=""1s2.23p""","=""2P*""","=""3/2""",4,"=""""","=""5.365907""","=""""","=""0.000012""","=""003001.000078""","="""""
"=""1s2.24p""","=""2P*""","=""1/2""",2,"=""""","=""5.368024""","=""""","=""0.000012""","=""003001.000079""","="""""
"=""1s2.24p""","=""2P*""","=""3/2""",4,"=""""","=""5.368024""","=""""","=""0.000012""","=""003001.000080""","="""""
"=""1s2.25p""","=""2P*""","=""1/2""",2,"=""""","=""5.369935""","=""""","=""0.000012""","=""003001.000081""","="""""
"=""1s2.25p""","=""2P*""","=""3/2""",4,"=""""","=""5.369935""","=""""","=""0.000012""","=""003001.000082""","="""""
"=""1s2.26p""","=""2P*""","=""1/2""",2,"=""""","=""5.371592""","=""""","=""0.000012""","=""003001.000083""","="""""
"=""1s2.26p""","=""2P*""","=""3/2""",4,"=""""","=""5.371592""","=""""","=""0.000012""","=""003001.000084""","="""""
"=""1s2.27p""","=""2P*""","=""1/2""",2,"=""""","=""5.373029""","=""""","=""0.000012""","=""003001.000085""","="""""
"=""1s2.27p""","=""2P*""","=""3/2""",4,"=""""","=""5.373029""","=""""","=""0.000012""","=""003001.000086""","="""""
"=""1s2.28p""","=""2P*""","=""1/2""",2,"=""""","=""5.374267""","=""""","=""0.000012""","=""003001.000087""","="""""
"=""1s2.28p""","=""2P*""","=""3/2""",4,"=""""","=""5.374267""","=""""","=""0.000012""","=""003001.000088""","="""""
"=""1s2.29p""","=""2P*""","=""1/2""",2,"=""""","=""5.375324""","=""""","=""0.000012""","=""003001.000089""","="""""
"=""1s2.29p""","=""2P*""","=""3/2""",4,"=""""","=""5.375324""","=""""","=""0.000012""","=""003001.000090""","="""""
"=""1s2.30p""","=""2P*""","=""1/2""",2,"=""""","=""5.376415""","=""""","=""0.000012""","=""003001.000091""","="""""
"=""1s2.30p""","=""2P*""","=""3/2""",4,"=""""","=""5.376415""","=""""","=""0.000012""","=""003001.000092""","="""""
"=""1s2.31p""","=""2P*""","=""1/2""",2,"=""""","=""5.377450""","=""""","=""0.000012""","=""003001.000093""","="""""
"=""1s2.31p""","=""2P*""","=""3/2""",4,"=""""","=""5.377450""","=""""","=""0.000012""","=""003001.000094""","="""""
"=""1s2.32p""","=""2P*""","=""1/2""",2,"=""""","=""5.378225""","=""""","=""0.000012""","=""003001.000095""","="""""
"=""1s2.32p""","=""2P*""","=""3/2""",4,"=""""","=""5.378225""","=""""","=""0.000012""","=""003001.000096""","="""""
"=""1s2.33p""","=""2P*""","=""1/2""",2,"=""""","=""5.37904""","=""""","=""0.00012""","=""003001.000097""","="""""
"=""1s2.33p""","=""2P*""","=""3/2""",4,"=""""","=""5.37904""","=""""","=""0.00012""","=""003001.000098""","="""""
"=""1s2.34p""","=""2P*""","=""1/2""",2,"=""""","=""5.37971""","=""""","=""0.00012""","=""003001.000099""","="""""
"=""1s2.34p""","=""2P*""","=""3/2""",4,"=""""","=""5.37971""","=""""","=""0.00012""","=""003001.000100""","="""""
