Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference
"=""2s2.2p4.(3P<2>).6g""","=""2[2]""","=""5/2""",6,"=""""","=""39.4520685""","=""""","=""0.0000009""","="" 100                                                              ""","=""010002.000236""","=""L9088"""
"=""2s2.2p4.(3P).7s""","=""4P""","=""5/2""",6,"=""""","=""39.4587284""","=""""","=""0.0000006""","=""  98                                                              ""","=""010002.000237""","=""L9088"""
"=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",4,"=""""","=""39.5435260""","=""""","=""0.0000007""","=""  73                            :    26  2s2.2p4.(3P).7s    2P    ""","=""010002.000256""","=""L9088"""
"=""2s2.2p4.(3P).7s""","=""4P""","=""1/2""",2,"=""""","=""39.549799""","=""""","=""0.000014""","=""  61                            :    38                     2P    ""","=""010002.000359""","=""L12157"""
"=""2s2.2p4.(3P).7s""","=""2P""","=""3/2""",4,"=""""","=""39.474869""","=""""","=""0.000011""","=""  70                            :    25  2s2.2p4.(3P).7s    4P    ""","=""010002.000239""","=""L9088"""
"=""2s2.2p4.(3P).7s""","=""2P""","=""1/2""",2,"=""""","=""39.583132""","=""""","=""0.000015""","=""  61                            :    38                     4P    ""","=""010002.000360""","=""L12157"""
"=""2s2.2p4.(3P<1>).6f""","=""2[2]*""","=""3/2""",4,"=""""","=""39.5266989""","=""""","=""0.0000006""","="" 100                                                              ""","=""010002.000240""","=""L9088"""
"=""2s2.2p4.(3P<1>).6f""","=""2[2]*""","=""5/2""",6,"=""""","=""39.5267974""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000241""","=""L9088"""
"=""2s2.2p4.(3P<1>).6f""","=""2[4]*""","=""9/2""",10,"=""""","=""39.5276643""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000242""","=""L9088"""
"=""2s2.2p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",8,"=""""","=""39.5277415""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000243""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[3]""","=""7/2""",8,"=""""","=""39.5296950""","=""""","=""0.0000007""","="" 100                                                              ""","=""010002.000244""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[3]""","=""5/2""",6,"=""""","=""39.5296956""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000245""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[5]""","=""9/2""",10,"=""""","=""39.5300254""","=""""","=""0.0000007""","="" 100                                                              ""","=""010002.000246""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[5]""","=""11/2""",12,"=""""","=""39.5300290""","=""""","=""0.0000006""","="" 100                                                              ""","=""010002.000247""","=""L9088"""
"=""2s2.2p4.(3P<1>).6h""","=""2[4]*""","=""7/2""",8,"=""""","=""39.5304356""","=""""","=""0.0000007""","="" 100                                                              ""","=""010002.000248""","=""L9088"""
"=""2s2.2p4.(3P<1>).6h""","=""2[4]*""","=""9/2""",10,"=""""","=""39.5304382""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000249""","=""L9088"""
"=""2s2.2p4.(3P<1>).6f""","=""2[3]*""","=""7/2""",8,"=""""","=""39.5304714""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000250""","=""L9088"""
"=""2s2.2p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",6,"=""""","=""39.5305178""","=""""","=""0.0000005""","="" 100                                                              ""","=""010002.000251""","=""L9088"""
"=""2s2.2p4.(3P<1>).6h""","=""2[6]*""","=""""",26,"=""""","=""39.5305813""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000252""","=""L9088"""
"=""2s2.2p4.(3P<1>).6h""","=""2[5]*""","=""""",22,"=""""","=""39.5313074""","=""""","=""0.0000015""","="" 100                                                              ""","=""010002.000253""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[4]""","=""7/2""",8,"=""""","=""39.5313508""","=""""","=""0.0000009""","="" 100                                                              ""","=""010002.000254""","=""L9088"""
"=""2s2.2p4.(3P<1>).6g""","=""2[4]""","=""9/2""",10,"=""""","=""39.5313548""","=""""","=""0.0000007""","="" 100                                                              ""","=""010002.000255""","=""L9088"""
"=""2s2.2p4.(3P).6d""","=""2P""","=""3/2""",4,"=""""","=""39.539463""","=""""","=""0.000015""","=""  33                            :    26                     4F    ""","=""010002.000358""","=""L12157"""
"=""2s2.2p4.(3P<0>).6f""","=""2[3]*""","=""7/2""",8,"=""""","=""39.5628013""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000257""","=""L9088"""
"=""2s2.2p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",6,"=""""","=""39.5628381""","=""""","=""0.0000004""","="" 100                                                              ""","=""010002.000258""","=""L9088"""
"=""2s2.2p4.(3P<0>).6g""","=""2[4]""","=""7/2""",8,"=""""","=""39.5648071""","=""""","=""0.0000016""","="" 100                                                              ""","=""010002.000259""","=""L9088"""
"=""2s2.2p4.(3P<0>).6g""","=""2[4]""","=""9/2""",10,"=""""","=""39.5648093""","=""""","=""0.0000009""","="" 100                                                              ""","=""010002.000260""","=""L9088"""
"=""2s2.2p4.(3P<0>).6h""","=""2[5]*""","=""""",22,"=""""","=""39.5652100""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000261""","=""L9088"""
"=""2s2.2p4.(3P).7d""","=""2D""","=""5/2""",6,"=""""","=""39.8371""","=""""","=""0.0004""","=""  60                            :    20                     2F    ""","=""010002.000361""","=""L12157"""
"=""2s2.2p4.(3P).7d""","=""2D""","=""3/2""",4,"=""""","=""39.84074""","=""""","=""0.00005""","=""  39                            :    33                     2P    ""","=""010002.000362""","=""L12157"""
"=""2s2.2p4.(3P<2>).7f""","=""2[4]*""","=""9/2""",10,"=""""","=""39.8491698""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000262""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[4]*""","=""7/2""",8,"=""""","=""39.849254""","=""""","=""0.000007""","=""  91                            :     9  2s2.2p4.(3P<2>).7f 2[3]* ""","=""010002.000263""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[3]*""","=""7/2""",8,"=""""","=""39.849565""","=""""","=""0.000014""","=""  91                            :     9  2s2.2p4.(3P<2>).7f 2[4]* ""","=""010002.000264""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[3]*""","=""5/2""",6,"=""""","=""39.849588""","=""""","=""0.000009""","=""  99                                                              ""","=""010002.000265""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[2]*""","=""3/2""",4,"=""""","=""39.851058""","=""""","=""0.000017""","="" 100                                                              ""","=""010002.000266""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[2]*""","=""5/2""",6,"=""""","=""39.851083""","=""""","=""0.000007""","=""  99                                                              ""","=""010002.000267""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[5]""","=""9/2""",10,"=""""","=""39.851352""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000268""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[5]""","=""11/2""",12,"=""""","=""39.851353""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000269""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[4]""","=""9/2""",10,"=""""","=""39.851399""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000270""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[4]""","=""7/2""",8,"=""""","=""39.851400""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000271""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[5]*""","=""11/2""",12,"=""""","=""39.851492""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000272""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[5]*""","=""9/2""",10,"=""""","=""39.851496""","=""""","=""0.000009""","="" 100                                                              ""","=""010002.000273""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[3]""","=""7/2""",8,"=""""","=""39.851999""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000275""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[3]""","=""5/2""",6,"=""""","=""39.851999""","=""""","=""0.000017""","="" 100                                                              ""","=""010002.000274""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[6]""","=""11/2""",12,"=""""","=""39.852367""","=""""","=""0.000014""","="" 100                                                              ""","=""010002.000276""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[6]""","=""13/2""",14,"=""""","=""39.852370""","=""""","=""0.000012""","="" 100                                                              ""","=""010002.000277""","=""L9088"""
"=""2s2.2p4.(3P<2>).7f""","=""2[1]*""","=""3/2""",4,"=""""","=""39.852733""","=""""","=""0.000012""","="" 100                                                              ""","=""010002.000278""","=""L9088"""
"=""2s2.2p4.(3P<2>).7g""","=""2[2]""","=""5/2""",6,"=""""","=""39.852804""","=""""","=""0.000017""","="" 100                                                              ""","=""010002.000279""","=""L9088"""
"=""2s2.2p4.(3P).8s""","=""2P""","=""3/2""",4,"=""""","=""39.867692""","=""""","=""0.000017""","=""  77                            :    22                     4P    ""","=""010002.000363""","=""L12157"""
"=""2s2.2p4.(3P).7d""","=""4D""","=""3/2""",4,"=""""","=""39.9100""","=""""","=""0.0006""","=""  37                            :    34                     4P    ""","=""010002.000364""","=""L12157"""
"=""2s2.2p4.(3P).7d""","=""4F""","=""5/2""",6,"=""""","=""39.9129""","=""""","=""0.0004""","=""  32  2F                        :    31  2s2.2p4.(3P).7d    4F    ""","=""010002.000365""","=""L12157"""
"=""2s2.2p4.(3P).7d""","=""4F""","=""3/2""",4,"=""""","=""39.9170""","=""""","=""0.0004""","=""  54                            :    35                     2P    ""","=""010002.000366""","=""L12157"""
"=""2s2.2p4.(3P<1>).7f""","=""2[2]*""","=""3/2""",4,"=""""","=""39.929226""","=""""","=""0.000019""","="" 100                                                              ""","=""010002.000280""","=""L9088"""
"=""2s2.2p4.(3P<1>).7f""","=""2[2]*""","=""5/2""",6,"=""""","=""39.929286""","=""""","=""0.000007""","="" 100                                                              ""","=""010002.000281""","=""L9088"""
"=""2s2.2p4.(3P<1>).7f""","=""2[4]*""","=""9/2""",10,"=""""","=""39.9298525""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000282""","=""L9088"""
"=""2s2.2p4.(3P<1>).7f""","=""2[4]*""","=""7/2""",8,"=""""","=""39.929903""","=""""","=""0.000005""","="" 100                                                              ""","=""010002.000283""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[3]""","=""7/2""",8,"=""""","=""39.931199""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000284""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[3]""","=""5/2""",6,"=""""","=""39.931201""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000285""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[5]""","=""9/2""",10,"=""""","=""39.931405""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000286""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[5]""","=""11/2""",12,"=""""","=""39.931412""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000287""","=""L9088"""
"=""2s2.2p4.(3P<1>).7f""","=""2[3]*""","=""7/2""",8,"=""""","=""39.931635""","=""""","=""0.000009""","="" 100                                                              ""","=""010002.000288""","=""L9088"""
"=""2s2.2p4.(3P<1>).7f""","=""2[3]*""","=""5/2""",6,"=""""","=""39.931665""","=""""","=""0.000007""","="" 100                                                              ""","=""010002.000289""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[4]""","=""7/2""",8,"=""""","=""39.932253""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000290""","=""L9088"""
"=""2s2.2p4.(3P<1>).7g""","=""2[4]""","=""9/2""",10,"=""""","=""39.932255""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000291""","=""L9088"""
"=""2s2.2p4.(3P).7d""","=""2F""","=""5/2""",6,"=""""","=""39.9456""","=""""","=""0.0004""","=""  30                            :    22                     4P    ""","=""010002.000367""","=""L12157"""
"=""2s2.2p4.(3P).7d""","=""2P""","=""3/2""",4,"=""""","=""39.94839""","=""""","=""0.00007""","=""  35  4F                        :    28  2s2.2p4.(3P).7d    2P    ""","=""010002.000368""","=""L12157"""
"=""2s2.2p4.(3P<0>).7f""","=""2[3]*""","=""7/2""",8,"=""""","=""39.964738""","=""""","=""0.000006""","="" 100                                                              ""","=""010002.000292""","=""L9088"""
"=""2s2.2p4.(3P<0>).7f""","=""2[3]*""","=""5/2""",6,"=""""","=""39.964802""","=""""","=""0.000011""","="" 100                                                              ""","=""010002.000293""","=""L9088"""
"=""2s2.2p4.(3P<0>).7g""","=""2[4]""","=""7/2""",8,"=""""","=""39.966058""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000294""","=""L9088"""
"=""2s2.2p4.(3P<0>).7g""","=""2[4]""","=""9/2""",10,"=""""","=""39.966058""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000295""","=""L9088"""
"=""2s2.2p4.(3P).8d""","=""2D""","=""5/2""",6,"=""""","=""40.103148""","=""""","=""0.000025""","=""  61                            :    19                     2F    ""","=""010002.000369""","=""L12157"""
"=""2s2.2p4.(3P).8d""","=""2D""","=""3/2""",4,"=""""","=""40.10377""","=""""","=""0.00005""","=""  39                            :    34                     2P    ""","=""010002.000370""","=""L12157"""
"=""2s2.2p4.(3P<2>).8f""","=""2[4]*""","=""9/2""",10,"=""""","=""40.110500""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000296""","=""L9088"""
"=""2s2.2p4.(3P<2>).8f""","=""2[4]*""","=""7/2""",8,"=""""","=""40.110558""","=""""","=""0.000017""","=""  91                            :     9  2s2.2p4.(3P<2>).8f 2[3]* ""","=""010002.000297""","=""L9088"""
"=""2s2.2p4.(3P<2>).8f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.110763""","=""""","=""0.000015""","=""  91                            :     9  2s2.2p4.(3P<2>).8f 2[4]* ""","=""010002.000298""","=""L9088"""
"=""2s2.2p4.(3P<2>).8f""","=""2[2]*""","=""5/2""",6,"=""""","=""40.111787""","=""""","=""0.000017""","=""  99                                                              ""","=""010002.000299""","=""L9088"""
"=""2s2.2p4.(3P<2>).8f""","=""2[5]*""","=""11/2""",12,"=""""","=""40.112049""","=""""","=""0.000011""","="" 100                                                              ""","=""010002.000300""","=""L9088"""
"=""2s2.2p4.(3P<2>).8f""","=""2[5]*""","=""9/2""",10,"=""""","=""40.112051""","=""""","=""0.000011""","="" 100                                                              ""","=""010002.000301""","=""L9088"""
"=""2s2.2p4.(3P).8d""","=""4F""","=""3/2""",4,"=""""","=""40.18242""","=""""","=""0.00006""","=""  48                            :    37                     2P    ""","=""010002.000371""","=""L12157"""
"=""2s2.2p4.(3P<1>).8f""","=""2[2]*""","=""3/2""",4,"=""""","=""40.190395""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000302""","=""L9088"""
"=""2s2.2p4.(3P<1>).8f""","=""2[2]*""","=""5/2""",6,"=""""","=""40.190415""","=""""","=""0.000015""","="" 100                                                              ""","=""010002.000303""","=""L9088"""
"=""2s2.2p4.(3P<1>).8f""","=""2[4]*""","=""9/2""",10,"=""""","=""40.190836""","=""""","=""0.000011""","="" 100                                                              ""","=""010002.000304""","=""L9088"""
"=""2s2.2p4.(3P<1>).8f""","=""2[4]*""","=""7/2""",8,"=""""","=""40.190879""","=""""","=""0.000011""","=""  99                                                              ""","=""010002.000305""","=""L9088"""
"=""2s2.2p4.(3P<1>).8f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.192056""","=""""","=""0.000011""","="" 100                                                              ""","=""010002.000306""","=""L9088"""
"=""2s2.2p4.(3P<1>).8f""","=""2[3]*""","=""5/2""",6,"=""""","=""40.192078""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000307""","=""L9088"""
"=""2s2.2p4.(3P).8d""","=""2P""","=""3/2""",4,"=""""","=""40.2144""","=""""","=""0.0006""","=""  39  4F                        :    24  2s2.2p4.(3P).8d    2P    ""","=""010002.000372""","=""L12157"""
"=""2s2.2p4.(3P<0>).8f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.225562""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000308""","=""L9088"""
"=""2s2.2p4.(3P<0>).8f""","=""2[3]*""","=""5/2""",6,"=""""","=""40.225580""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000309""","=""L9088"""
"=""2s2.2p4.(3P).9d""","=""2D""","=""5/2""",6,"=""""","=""40.2837""","=""""","=""0.0007""","=""  62                            :    19                     2F    ""","=""010002.000373""","=""L12157"""
"=""2s2.2p4.(3P).9d""","=""2D""","=""3/2""",4,"=""""","=""40.2846""","=""""","=""0.0014""","=""  39                            :    36                     2P    ""","=""010002.000374""","=""L12157"""
"=""2s2.2p4.(3P<2>).9f""","=""2[4]*""","=""9/2""",10,"=""""","=""40.289595""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000310""","=""L9088"""
"=""2s2.2p4.(3P<2>).9f""","=""2[5]*""","=""11/2""",12,"=""""","=""40.290661""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000312""","=""L9088"""
"=""2s2.2p4.(3P<2>).9f""","=""2[5]*""","=""9/2""",10,"=""""","=""40.290661""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000311""","=""L9088"""
"=""2s2.2p4.(3P).9d""","=""2F""","=""5/2""",6,"=""""","=""40.3627""","=""""","=""0.0014""","=""  40                            :    24                     4F    ""","=""010002.000375""","=""L12157"""
"=""2s2.2p4.(3P<1>).9f""","=""2[4]*""","=""9/2""",10,"=""""","=""40.369714""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000313""","=""L9088"""
"=""2s2.2p4.(3P<1>).9f""","=""2[4]*""","=""7/2""",8,"=""""","=""40.369739""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000314""","=""L9088"""
"=""2s2.2p4.(3P<1>).9f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.370557""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000315""","=""L9088"""
"=""2s2.2p4.(3P).9d""","=""4F""","=""3/2""",4,"=""""","=""40.3954""","=""""","=""0.0014""","=""  42                            :    21                     2P    ""","=""010002.000376""","=""L12157"""
"=""2s2.2p4.(3P<0>).9f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.404318""","=""""","=""0.000025""","=""                                                                  ""","=""010002.000316""","=""L9088"""
"=""2s2.2p4.(1D).4d""","=""2G""","=""9/2""",10,"=""""","=""40.638851""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000317""","=""L9088"""
"=""2s2.2p4.(1D).4d""","=""2G""","=""7/2""",8,"=""""","=""40.638929""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000318""","=""L9088"""
"=""2s2.2p4.(1D).4d""","=""2P""","=""3/2""",4,"=""""","=""40.6531""","=""""","=""0.0004""","=""  34                            :    19  2s2.2p4.(3P).12d   2P    ""","=""010002.000377""","=""L12157"""
"=""2s2.2p4.(1D).4d""","=""2S""","=""1/2""",2,"=""""","=""40.666263""","=""""","=""0.000016""","=""  98                                                              ""","=""010002.000378""","=""L12157"""
"=""2s2.2p4.(1D).4d""","=""2D""","=""5/2""",6,"=""""","=""40.6775""","=""?""","=""0.0004""","=""  39                            :    34  2s2.2p4.(3P).14d   2D    ""","=""010002.000379""","=""L12157"""
"=""2s2.2p4.(1D).4d""","=""2D""","=""3/2""",4,"=""""","=""40.6795""","=""?""","=""0.0004""","=""  40                            :    19  2s2.2p4.(3P).14d   2D    ""","=""010002.000380""","=""L12157"""
"=""2s2.2p4.(3P).12d""","=""2F""","=""5/2""",6,"=""""","=""40.6869""","=""?""","=""0.0005""","=""  27  2s2.2p4.(1D).4d 2D        :    12  2s2.2p4.(3P).12d   2F    ""","=""010002.000381""","=""L12157"""
"=""2s2.2p4.(1D).4d""","=""2F""","=""5/2""",6,"=""""","=""40.706235""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000319""","=""L9088"""
"=""2s2.2p4.(1D).4d""","=""2F""","=""7/2""",8,"=""""","=""40.706258""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000320""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",4,"=""""","=""40.7373472""","=""""","=""0.0000017""","="" 100                                                              ""","=""010002.000321""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[1]*""","=""1/2""",2,"=""""","=""40.737348""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000322""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[5]*""","=""9/2""",10,"=""""","=""40.749305""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000323""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[5]*""","=""11/2""",12,"=""""","=""40.749321""","=""""","=""0.000004""","="" 100                                                              ""","=""010002.000324""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",6,"=""""","=""40.7530932""","=""""","=""0.0000019""","="" 100                                                              ""","=""010002.000325""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",4,"=""""","=""40.7530955""","=""""","=""0.0000019""","="" 100                                                              ""","=""010002.000326""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[3]*""","=""5/2""",6,"=""""","=""40.7682421""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000327""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",8,"=""""","=""40.7682429""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000328""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[4]*""","=""7/2""",8,"=""""","=""40.7718350""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000329""","=""L9088"""
"=""2s2.2p4.(1D<2>).4f""","=""2[4]*""","=""9/2""",10,"=""""","=""40.7718471""","=""""","=""0.0000025""","="" 100                                                              ""","=""010002.000330""","=""L9088"""
"=""2s2.2p4.(1D).5s""","=""2D""","=""5/2""",6,"=""""","=""40.809229""","=""""","=""0.000005""","=""  98                                                              ""","=""010002.000331""","=""L9088"""
"=""2s2.2p4.(1D).5s""","=""2D""","=""3/2""",4,"=""""","=""40.809246""","=""""","=""0.000005""","=""  98                                                              ""","=""010002.000332""","=""L9088"""
"=""Ne III (2p4 3P<2>)""","=""Limit""","=""---""",,"=""""","=""40.96297""","=""""","=""0.00004""","=""                                                                  ""","=""010002.Lim001""","=""L1406"""
"=""Ne III (2s2.2p4 3P<1>)""","=""Limit""","=""---""",,"=""""","=""41.04268""","=""""","=""0.00004""","=""                                                                  ""","=""010002.Lim002""","=""L9088"""
"=""Ne III (2s2.2p4 3P<0>)""","=""Limit""","=""---""",,"=""""","=""41.07711""","=""""","=""0.00004""","=""                                                                  ""","=""010002.Lim003""","=""L9088"""
"=""2s2.2p4.(1D).5d""","=""2S""","=""1/2""",2,"=""""","=""41.839874""","=""""","=""0.000025""","=""  58                            :    40  (1S)4s             2S    ""","=""010002.000382""","=""L12157"""
"=""2s2.2p4.(1D<2>).5f""","=""2[1]*""","=""3/2""",4,"=""""","=""41.974911""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000333""","=""L9088"""
"=""2s2.2p4.(1D<2>).5f""","=""2[5]*""","=""9/2""",10,"=""""","=""41.981155""","=""""","=""0.000015""","="" 100                                                              ""","=""010002.000334""","=""L9088"""
"=""2s2.2p4.(1D<2>).5f""","=""2[5]*""","=""11/2""",12,"=""""","=""41.981156""","=""""","=""0.000015""","="" 100                                                              ""","=""010002.000335""","=""L9088"""
"=""2s2.2p4.(1D<2>).5f""","=""2[3]*""","=""5/2""",6,"=""""","=""41.990789""","=""""","=""0.000010""","="" 100                                                              ""","=""010002.000336""","=""L9088"""
"=""2s2.2p4.(1D<2>).5f""","=""2[4]*""","=""9/2""",10,"=""""","=""41.992663""","=""""","=""0.000012""","="" 100                                                              ""","=""010002.000337""","=""L9088"""
"=""2s2.2p4.(1D<2>).5f""","=""2[4]*""","=""7/2""",8,"=""""","=""41.992671""","=""""","=""0.000012""","="" 100                                                              ""","=""010002.000338""","=""L9088"""
"=""2s2.2p4.(1S).4s""","=""2S""","=""1/2""",2,"=""""","=""42.004452""","=""""","=""0.000011""","=""  58                            :    40  2s2.2p4.(1D).5d    2S    ""","=""010002.000339""","=""L9088"""
"=""2s2.2p4.(1D).6d""","=""2S""","=""1/2""",2,"=""""","=""42.6311""","=""""","=""0.0005""","=""  99                                                              ""","=""010002.000383""","=""L12157"""
"=""2s2.2p4.(1D<2>).6f""","=""2[5]*""","=""9/2""",10,"=""""","=""42.649824""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000341""","=""L9088"""
"=""2s2.2p4.(1D<2>).6f""","=""2[5]*""","=""11/2""",12,"=""""","=""42.649824""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000340""","=""L9088"""
"=""2s2.2p4.(1D<2>).6f""","=""2[4]*""","=""9/2""",10,"=""""","=""42.65650""","=""""","=""0.00004""","="" 100                                                              ""","=""010002.000342""","=""L9088"""
"=""2s2.2p4.(1D).7d""","=""2S""","=""1/2""",2,"=""""","=""43.0391""","=""""","=""0.0005""","="" 100                                                              ""","=""010002.000384""","=""L12157"""
"=""2s2.2p4.(1D<2>).7f""","=""2[5]*""","=""11/2""",12,"=""""","=""43.052781""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000344""","=""L9088"""
"=""2s2.2p4.(1D<2>).7f""","=""2[5]*""","=""9/2""",10,"=""""","=""43.052781""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000343""","=""L9088"""
"=""2s2.2p4.(1D).8d""","=""2S""","=""1/2""",2,"=""""","=""43.3045""","=""""","=""0.0007""","="" 100                                                              ""","=""010002.000385""","=""L12157"""
"=""2s2.2p4.(1D<2>).8f""","=""2[5]*""","=""11/2""",12,"=""""","=""43.314177""","=""""","=""0.000025""","="" 100                                                              ""","=""010002.000345""","=""L9088"""
"=""Ne III (2s2.2p4 1D<2>)""","=""Limit""","=""---""",,"=""""","=""44.16680""","=""""","=""0.00005""","=""                                                                  ""","=""010002.Lim004""","=""L9088"""
"=""Ne III (2s2.2p4 1S<0>)""","=""Limit""","=""---""",,"=""""","=""47.87542""","=""""","=""0.00012""","=""                                                                  ""","=""010002.Lim005""","=""L9088"""
