Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""1""",3,"=""""","=""32.919859""","=""""","=""""","=""009002.000123""","="""""
"=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""",5,"=""""","=""33.013286""","=""""","=""""","=""009002.000124""","="""""
"=""2s2.2p3.(2P*).3p""","=""1S""","=""0""",1,"=""""","=""33.021790""","=""""","=""""","=""009002.000125""","="""""
"=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""",3,"=""""","=""33.024505""","=""""","=""""","=""009002.000126""","="""""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",5,"=""""","=""33.036071""","=""""","=""""","=""009002.000127""","="""""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",3,"=""""","=""33.041633""","=""""","=""""","=""009002.000128""","="""""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""0""",1,"=""""","=""33.043826""","=""""","=""""","=""009002.000129""","="""""
"=""2s2.2p3.(2D*).3d""","=""1F*""","=""3""",7,"=""""","=""33.047800""","=""""","=""""","=""009002.000130""","="""""
"=""2s2.2p3.(4S*).6p""","=""5P""","=""1""",3,"=""""","=""33.092916""","=""""","=""""","=""009002.000131""","="""""
"=""2s2.2p3.(4S*).6p""","=""5P""","=""2""",5,"=""""","=""33.093038""","=""""","=""""","=""009002.000132""","="""""
"=""2s2.2p3.(4S*).6p""","=""5P""","=""3""",7,"=""""","=""33.093234""","=""""","=""""","=""009002.000133""","="""""
"=""2s2.2p3.(2D*).3d""","=""1P*""","=""1""",3,"=""""","=""33.153367""","=""""","=""""","=""009002.000134""","="""""
"=""2s2.2p3.(4S*).6p""","=""3P""","=""2""",5,"=""""","=""33.172029""","=""""","=""""","=""009002.000135""","="""""
"=""2s2.2p3.(4S*).6p""","=""3P""","=""1""",3,"=""""","=""33.172462""","=""""","=""""","=""009002.000136""","="""""
"=""2s2.2p3.(4S*).6d""","=""5D*""","=""4""",9,"=""""","=""33.41315""","=""""","=""""","=""009002.000137""","="""""
"=""2s2.2p3.(4S*).6d""","=""5D*""","=""3""",7,"=""""","=""33.41315""","=""""","=""""","=""009002.000138""","="""""
"=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",5,"=""""","=""33.41315""","=""""","=""""","=""009002.000139""","="""""
"=""2s2.2p3.(2D*).4s""","=""3D*""","=""3""",7,"=""""","=""33.419813""","=""""","=""""","=""009002.000140""","="""""
"=""2s2.2p3.(2D*).4s""","=""3D*""","=""2""",5,"=""""","=""33.421668""","=""""","=""""","=""009002.000141""","="""""
"=""2s2.2p3.(2D*).4s""","=""3D*""","=""1""",3,"=""""","=""33.422872""","=""""","=""""","=""009002.000142""","="""""
"=""2s2.2p3.(4S*).6d""","=""3D*""","=""3""",7,"=""""","=""33.442717""","=""""","=""""","=""009002.000143""","="""""
"=""2s2.2p3.(4S*).6d""","=""3D*""","=""2""",5,"=""""","=""33.442988""","=""""","=""""","=""009002.000144""","="""""
"=""2s2.2p3.(4S*).6d""","=""3D*""","=""1""",3,"=""""","=""33.443100""","=""""","=""""","=""009002.000145""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",3,"=""""","=""33.455237""","=""""","=""""","=""009002.000146""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",5,"=""""","=""33.455237""","=""""","=""""","=""009002.000147""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",7,"=""""","=""33.455237""","=""""","=""""","=""009002.000148""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",9,"=""""","=""33.455237""","=""""","=""""","=""009002.000149""","="""""
"=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",11,"=""""","=""33.455237""","=""""","=""""","=""009002.000150""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",5,"=""""","=""33.455597""","=""""","=""""","=""009002.000151""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",7,"=""""","=""33.455597""","=""""","=""""","=""009002.000152""","="""""
"=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",9,"=""""","=""33.455597""","=""""","=""""","=""009002.000153""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""2""",5,"=""""","=""33.458284""","=""""","=""""","=""009002.000154""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""3""",7,"=""""","=""33.458284""","=""""","=""""","=""009002.000155""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""4""",9,"=""""","=""33.458284""","=""""","=""""","=""009002.000156""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""5""",11,"=""""","=""33.458284""","=""""","=""""","=""009002.000157""","="""""
"=""2s2.2p3.(4S*).6g""","=""5G*""","=""6""",13,"=""""","=""33.458284""","=""""","=""""","=""009002.000158""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""3""",7,"=""""","=""33.458285""","=""""","=""""","=""009002.000159""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""4""",9,"=""""","=""33.458285""","=""""","=""""","=""009002.000160""","="""""
"=""2s2.2p3.(4S*).6g""","=""3G*""","=""5""",11,"=""""","=""33.458285""","=""""","=""""","=""009002.000161""","="""""
"=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",5,"=""""","=""33.493520""","=""""","=""""","=""009002.000162""","="""""
"=""2s2.2p3.(4S*).7s""","=""3S*""","=""1""",3,"=""""","=""33.522074""","=""""","=""""","=""009002.000163""","="""""
"=""2s2.2p3.(2D*).4s""","=""1D*""","=""2""",5,"=""""","=""33.538754""","=""""","=""""","=""009002.000164""","="""""
"=""2s2.2p3.(4S*).7p""","=""5P""","=""1""",3,"=""""","=""33.635828""","=""""","=""""","=""009002.000165""","="""""
"=""2s2.2p3.(4S*).7p""","=""5P""","=""2""",5,"=""""","=""33.635901""","=""""","=""""","=""009002.000166""","="""""
"=""2s2.2p3.(4S*).7p""","=""5P""","=""3""",7,"=""""","=""33.636019""","=""""","=""""","=""009002.000167""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""1""",3,"=""""","=""33.857631""","=""""","=""""","=""009002.000168""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""2""",5,"=""""","=""33.857631""","=""""","=""""","=""009002.000169""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""3""",7,"=""""","=""33.857631""","=""""","=""""","=""009002.000170""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""4""",9,"=""""","=""33.857631""","=""""","=""""","=""009002.000171""","="""""
"=""2s2.2p3.(4S*).7f""","=""5F""","=""5""",11,"=""""","=""33.857631""","=""""","=""""","=""009002.000172""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",5,"=""""","=""33.857766""","=""""","=""""","=""009002.000173""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",7,"=""""","=""33.857766""","=""""","=""""","=""009002.000174""","="""""
"=""2s2.2p3.(4S*).7f""","=""3F""","=""4""",9,"=""""","=""33.857766""","=""""","=""""","=""009002.000175""","="""""
"=""2s2.2p3.(4S*).7g""","=""3G*""","=""3""",7,"=""""","=""33.859573""","=""""","=""""","=""009002.000176""","="""""
"=""2s2.2p3.(4S*).7g""","=""3G*""","=""4""",9,"=""""","=""33.859573""","=""""","=""""","=""009002.000177""","="""""
"=""2s2.2p3.(4S*).7g""","=""3G*""","=""5""",11,"=""""","=""33.859573""","=""""","=""""","=""009002.000178""","="""""
"=""2s2.2p3.(4S*).7g""","=""5G*""","=""2""",5,"=""""","=""33.859620""","=""""","=""""","=""009002.000179""","="""""
"=""2s2.2p3.(4S*).7g""","=""5G*""","=""3""",7,"=""""","=""33.859620""","=""""","=""""","=""009002.000180""","="""""
"=""2s2.2p3.(4S*).7g""","=""5G*""","=""4""",9,"=""""","=""33.859620""","=""""","=""""","=""009002.000181""","="""""
"=""2s2.2p3.(4S*).7g""","=""5G*""","=""5""",11,"=""""","=""33.859620""","=""""","=""""","=""009002.000182""","="""""
"=""2s2.2p3.(4S*).7g""","=""5G*""","=""6""",13,"=""""","=""33.859620""","=""""","=""""","=""009002.000183""","="""""
"=""2s2.2p3.(4S*).8f""","=""5F""","=""1""",3,"=""""","=""34.118727""","=""""","=""""","=""009002.000184""","="""""
"=""2s2.2p3.(4S*).8f""","=""5F""","=""2""",5,"=""""","=""34.118727""","=""""","=""""","=""009002.000185""","="""""
"=""2s2.2p3.(4S*).8f""","=""5F""","=""3""",7,"=""""","=""34.118727""","=""""","=""""","=""009002.000186""","="""""
"=""2s2.2p3.(4S*).8f""","=""5F""","=""4""",9,"=""""","=""34.118727""","=""""","=""""","=""009002.000187""","="""""
"=""2s2.2p3.(4S*).8f""","=""5F""","=""5""",11,"=""""","=""34.118727""","=""""","=""""","=""009002.000188""","="""""
"=""2s2.2p3.(4S*).8g""","=""5G*""","=""2""",5,"=""""","=""34.120092""","=""""","=""""","=""009002.000189""","="""""
"=""2s2.2p3.(4S*).8g""","=""5G*""","=""3""",7,"=""""","=""34.120092""","=""""","=""""","=""009002.000190""","="""""
"=""2s2.2p3.(4S*).8g""","=""5G*""","=""4""",9,"=""""","=""34.120092""","=""""","=""""","=""009002.000191""","="""""
"=""2s2.2p3.(4S*).8g""","=""5G*""","=""5""",11,"=""""","=""34.120092""","=""""","=""""","=""009002.000192""","="""""
"=""2s2.2p3.(4S*).8g""","=""5G*""","=""6""",13,"=""""","=""34.120092""","=""""","=""""","=""009002.000193""","="""""
"=""2s2.2p3.(2D*).4p""","=""1P""","=""1""",3,"=""""","=""34.367039""","=""""","=""""","=""009002.000194""","="""""
"=""2s2.2p3.(2D*).4p""","=""3D""","=""3""",7,"=""""","=""34.407822""","=""""","=""""","=""009002.000195""","="""""
"=""2s2.2p3.(2D*).4p""","=""3D""","=""1""",3,"=""""","=""34.408142""","=""""","=""""","=""009002.000196""","="""""
"=""2s2.2p3.(2D*).4p""","=""3D""","=""2""",5,"=""""","=""34.408315""","=""""","=""""","=""009002.000197""","="""""
"=""2s2.2p3.(2D*).4p""","=""3F""","=""4""",9,"=""""","=""34.452934""","=""""","=""""","=""009002.000198""","="""""
"=""2s2.2p3.(2D*).4p""","=""3F""","=""3""",7,"=""""","=""34.454293""","=""""","=""""","=""009002.000199""","="""""
"=""2s2.2p3.(2D*).4p""","=""3F""","=""2""",5,"=""""","=""34.455555""","=""""","=""""","=""009002.000200""","="""""
"=""2s2.2p3.(2D*).4p""","=""1F""","=""3""",7,"=""""","=""34.487347""","=""""","=""""","=""009002.000201""","="""""
"=""2s2.2p3.(2D*).4p""","=""3P""","=""2""",5,"=""""","=""34.513235""","=""""","=""""","=""009002.000202""","="""""
"=""2s2.2p3.(2D*).4p""","=""3P""","=""1""",3,"=""""","=""34.516844""","=""""","=""""","=""009002.000203""","="""""
"=""2s2.2p3.(2D*).4p""","=""3P""","=""0""",1,"=""""","=""34.519206""","=""""","=""""","=""009002.000204""","="""""
"=""2s2.2p3.(2D*).4p""","=""1D""","=""2""",5,"=""""","=""34.746598""","=""""","=""""","=""009002.000205""","="""""
"=""F III (2p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""""","=""34.97081""","=""""","=""0.00012""","=""009002.Lim001""","=""L369"""
"=""2s2.2p3.(2P*).3d""","=""3F*""","=""4""",9,"=""""","=""35.031084""","=""""","=""""","=""009002.000207""","="""""
"=""2s2.2p3.(2P*).3d""","=""3F*""","=""3""",7,"=""""","=""35.034102""","=""""","=""""","=""009002.000208""","="""""
"=""2s2.2p3.(2P*).3d""","=""3F*""","=""2""",5,"=""""","=""35.036262""","=""""","=""""","=""009002.000209""","="""""
"=""2s2.2p3.(2P*).3d""","=""1D*""","=""2""",5,"=""""","=""35.059630""","=""""","=""""","=""009002.000210""","="""""
"=""2s2.2p3.(2P*).3d""","=""3P*""","=""0""",1,"=""""","=""35.074667""","=""""","=""""","=""009002.000211""","="""""
"=""2s2.2p3.(2P*).3d""","=""3P*""","=""1""",3,"=""""","=""35.076684""","=""""","=""""","=""009002.000212""","="""""
"=""2s2.2p3.(2P*).3d""","=""3P*""","=""2""",5,"=""""","=""35.080953""","=""""","=""""","=""009002.000213""","="""""
"=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",3,"=""""","=""35.131391""","=""""","=""""","=""009002.000214""","="""""
"=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",5,"=""""","=""35.131877""","=""""","=""""","=""009002.000215""","="""""
"=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",7,"=""""","=""35.133961""","=""""","=""""","=""009002.000216""","="""""
"=""2s2.2p3.(2P*).3d""","=""1F*""","=""3""",7,"=""""","=""35.138318""","=""""","=""""","=""009002.000217""","="""""
"=""2s2.2p3.(2P*).3d""","=""1P*""","=""1""",3,"=""""","=""35.239432""","=""""","=""""","=""009002.000218""","="""""
