Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s.2p3.(5S*).7p""","=""4P""","=""3/2""",4,"=""""","=""20.002""","=""""","=""""","=""007001.000359""","="""""
"=""2s.2p3.(5S*).7p""","=""4P""","=""5/2""",6,"=""""","=""20.002""","=""""","=""""","=""007001.000360""","="""""
"=""2s.2p3.(5S*).8p""","=""4P""","=""1/2""",2,"=""""","=""20.0861""","=""""","=""""","=""007001.000361""","="""""
"=""2s.2p3.(5S*).8p""","=""4P""","=""3/2""",4,"=""""","=""20.0861""","=""""","=""""","=""007001.000362""","="""""
"=""2s.2p3.(5S*).8p""","=""4P""","=""5/2""",6,"=""""","=""20.0861""","=""""","=""""","=""007001.000363""","="""""
"=""2s.2p3.(5S*).9p""","=""4P""","=""1/2""",2,"=""[""","=""20.1395""","=""]""","=""""","=""007001.000364""","="""""
"=""2s.2p3.(5S*).9p""","=""4P""","=""3/2""",4,"=""[""","=""20.1395""","=""]""","=""""","=""007001.000365""","="""""
"=""2s.2p3.(5S*).9p""","=""4P""","=""5/2""",6,"=""[""","=""20.1395""","=""]""","=""""","=""007001.000366""","="""""
"=""2s.2p3.(5S*).10p""","=""4P""","=""1/2""",2,"=""""","=""20.181""","=""""","=""""","=""007001.000367""","="""""
"=""2s.2p3.(5S*).10p""","=""4P""","=""3/2""",4,"=""""","=""20.181""","=""""","=""""","=""007001.000368""","="""""
"=""2s.2p3.(5S*).10p""","=""4P""","=""5/2""",6,"=""""","=""20.181""","=""""","=""""","=""007001.000369""","="""""
"=""2s.2p3.(5S*).11p""","=""4P""","=""1/2""",2,"=""""","=""20.2093""","=""""","=""""","=""007001.000370""","="""""
"=""2s.2p3.(5S*).11p""","=""4P""","=""3/2""",4,"=""""","=""20.2093""","=""""","=""""","=""007001.000371""","="""""
"=""2s.2p3.(5S*).11p""","=""4P""","=""5/2""",6,"=""""","=""20.2093""","=""""","=""""","=""007001.000372""","="""""
"=""2s.2p3.(5S*).12p""","=""4P""","=""1/2""",2,"=""""","=""20.2296""","=""""","=""""","=""007001.000373""","="""""
"=""2s.2p3.(5S*).12p""","=""4P""","=""3/2""",4,"=""""","=""20.2296""","=""""","=""""","=""007001.000374""","="""""
"=""2s.2p3.(5S*).12p""","=""4P""","=""5/2""",6,"=""""","=""20.2296""","=""""","=""""","=""007001.000375""","="""""
"=""2s.2p3.(5S*).13p""","=""4P""","=""1/2""",2,"=""""","=""20.2464""","=""""","=""""","=""007001.000376""","="""""
"=""2s.2p3.(5S*).13p""","=""4P""","=""3/2""",4,"=""""","=""20.2464""","=""""","=""""","=""007001.000377""","="""""
"=""2s.2p3.(5S*).13p""","=""4P""","=""5/2""",6,"=""""","=""20.2464""","=""""","=""""","=""007001.000378""","="""""
"=""2s.2p3.(5S*).14p""","=""4P""","=""1/2""",2,"=""""","=""20.2589""","=""""","=""""","=""007001.000379""","="""""
"=""2s.2p3.(5S*).14p""","=""4P""","=""3/2""",4,"=""""","=""20.2589""","=""""","=""""","=""007001.000380""","="""""
"=""2s.2p3.(5S*).14p""","=""4P""","=""5/2""",6,"=""""","=""20.2589""","=""""","=""""","=""007001.000381""","="""""
