element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
B,2,"=""251.9257""","=""0.0010""","=""251.9263""","=""0.0010""","=""53*""","=""1.6e+07""","=""2.2e-02""","=""-0.96""",C,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.6f""","=""3F*""","=""3""",5,7,,"=""u27,LS""","=""L12120""","=""005002.000019""","=""005002.000065""",
B,2,"=""251.9257""","=""0.0010""","=""251.9263""","=""0.0010""","=""53*""","=""1.83e+07""","=""2.24e-02""","=""-0.80""",C,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""4""",7,9,,"=""u27,LS""","=""L12120""","=""005002.000017""","=""005002.000063""",
B,2,"=""""","=""""","=""251.9263""","=""0.0015""","=""""","=""2.8e+06""","=""2.7e-03""","=""-1.9""",D,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.6f""","=""3F*""","=""2""",5,5,,"=""u27,LS""","=""""","=""005002.000019""","=""005002.000064""",
B,2,"=""""","=""""","=""251.9263""","=""0.0012""","=""""","=""2.0e+06""","=""1.9e-03""","=""-1.9""",D,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""3""",7,7,,"=""u27,LS""","=""""","=""005002.000017""","=""005002.000065""",
B,2,"=""""","=""""","=""251.9263""","=""0.0015""","=""""","=""8.1e+04""","=""5.5e-05""","=""-3.41""",D,"=""150649.68""","=""190331.88""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.6f""","=""3F*""","=""2""",7,5,,"=""u27,LS""","=""""","=""005002.000017""","=""005002.000064""",
Ne,2,"=""251.9726""","=""0.0020""","=""251.971242""","=""0.000019""","=""100?bl""","=""""","=""""","=""""",,"=""279137.6053""","=""318812.7356""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",8,8,,"=""""","=""L1406""","=""010002.000031""","=""010002.000243""",
Ne,2,"=""251.9752""","=""0.0020""","=""251.975194""","=""0.000020""","=""140bl""","=""""","=""""","=""""",,"=""279137.6053""","=""318812.1133""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<1>).6f""","=""2[4]*""","=""9/2""",8,10,,"=""""","=""L1406""","=""010002.000031""","=""010002.000242""",
N,2,"=""252.022""","=""""","=""252.0215""","=""""","=""110""","=""1.26e+07""","=""3.60e-02""","=""-1.444""",C+,"=""170572.61""","=""210239.83""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.4d""","=""3D*""","=""1""",1,3,,"=""T5520LS""","=""L3513""","=""007002.000039""","=""007002.000077""",
N,2,"=""252.079""","=""""","=""252.0791""","=""""","=""160""","=""1.70e+07""","=""2.70e-02""","=""-1.091""",C+,"=""170607.89""","=""210266.04""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""T5520LS""","=""L3513""","=""007002.000040""","=""007002.000078""",
N,2,"=""252.223""","=""""","=""252.2235""","=""""","=""220""","=""2.26e+07""","=""3.02e-02""","=""-0.821""",C+,"=""170666.23""","=""210301.68""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""T5520LS""","=""L3513""","=""007002.000041""","=""007002.000079""",
N,2,"=""""","=""""","=""252.2459""","=""""","=""""","=""9.42e+06""","=""8.99e-03""","=""-1.569""",C+,"=""170607.89""","=""210239.83""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""1""",3,3,,"=""T5520LS""","=""""","=""007002.000040""","=""007002.000077""",
O,2,"=""""","=""""","=""252.3061""","=""""","=""""","=""2.41e+06""","=""4.60e-03""","=""-2.036""",D,"=""214169.920""","=""253792.40""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",2,4,,"=""T5723LS""","=""L11267""","=""008002.000039""","=""008002.000093""",
O,2,"=""252.3212""","=""""","=""252.3214""","=""""","=""7""","=""9.63e+06""","=""9.20e-03""","=""-1.735""",D,"=""214169.920""","=""253789.99""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",2,2,,"=""T5723LS""","=""L10621""","=""008002.000039""","=""008002.000092""",
Ne,2,"=""252.3467""","=""0.0010""","=""252.346638""","=""0.000019""","=""80""","=""""","=""""","=""""",,"=""279218.6416""","=""318834.7543""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<1>).6f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L1406""","=""010002.000032""","=""010002.000250""",
N,2,"=""""","=""""","=""252.4505""","=""""","=""""","=""5.64e+06""","=""5.39e-03""","=""-1.569""",C+,"=""170666.23""","=""210266.04""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""2""",5,5,,"=""T5520LS""","=""""","=""007002.000041""","=""007002.000078""",
Ne,2,"=""252.4870""","=""0.0010""","=""252.486980""","=""0.000019""","=""60""","=""""","=""""","=""""",,"=""279218.6416""","=""318812.7356""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",6,8,,"=""""","=""L1406""","=""010002.000032""","=""010002.000243""",
N,2,"=""""","=""""","=""252.6177""","=""""","=""""","=""6.25e+05""","=""3.59e-04""","=""-2.746""",C,"=""170666.23""","=""210239.83""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""1""",5,3,,"=""T5520LS""","=""""","=""007002.000041""","=""007002.000077""",
O,2,"=""252.6869""","=""""","=""252.6872""","=""""","=""11""","=""1.20e+07""","=""1.15e-02""","=""-1.337""",D,"=""214229.671""","=""253792.40""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""T5723LS""","=""L10621""","=""008002.000040""","=""008002.000093""",
O,2,"=""""","=""""","=""252.7026""","=""""","=""""","=""4.79e+06""","=""2.29e-03""","=""-2.037""",D,"=""214229.671""","=""253789.99""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""T5723LS""","=""L11267""","=""008002.000040""","=""008002.000092""",
O,2,"=""""","=""""","=""253.0112""","=""""","=""""","=""5.44e+05""","=""5.22e-04""","=""-2.504""",D,"=""211712.732""","=""251224.79""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3d""","=""2F""","=""5/2""",6,6,,"=""T5723LS""","=""L11267""","=""008002.000035""","=""008002.000085""",
Ne,2,"=""253.0228""","=""0.0010""","=""253.022784""","=""0.000020""","=""22""","=""""","=""""","=""""",,"=""279324.8733""","=""318835.128""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000033""","=""010002.000251""",
O,2,"=""253.0274""","=""""","=""253.0279""","=""""","=""13""","=""8.16e+06""","=""1.04e-02""","=""-1.203""",D,"=""211712.732""","=""251222.19""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).3d""","=""2F""","=""7/2""",6,8,,"=""T5723LS""","=""L10621""","=""008002.000035""","=""008002.000084""",
Ne,2,"=""253.2153""","=""0.0020""","=""253.215107""","=""0.000020""","=""120bl""","=""""","=""""","=""""",,"=""279324.8733""","=""318805.121""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<1>).6f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L1406""","=""010002.000033""","=""010002.000241""",
Ne,2,"=""253.2189""","=""0.0020""","=""253.22020""","=""0.00003""","=""100bl""","=""""","=""""","=""""",,"=""279324.8733""","=""318804.327""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<1>).6f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L1406""","=""010002.000033""","=""010002.000240""",
Ne,2,"=""253.8510""","=""0.0010""","=""253.85035""","=""0.00003""","=""120""","=""""","=""""","=""""",,"=""279422.869""","=""318804.327""","=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p4.(3P<1>).6f""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L1406""","=""010002.000034""","=""010002.000240""",
C,2,"=""253.8980""","=""0.0020""","=""253.8970""","=""0.0010""","=""38""","=""8.66e+06""","=""1.26e-02""","=""-1.30""",B,"=""186443.71""","=""225817.93""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",4,6,,"=""T5109LS""","=""L1176""","=""006002.000062""","=""006002.000147""",
Li,2,"=""253.949""","=""""","=""253.9487""","=""0.0014""","=""""","=""1.7886e+07""","=""2.8838e-02""","=""-1.06291""",AAA,"=""[561751.95]""","=""[601118.15]""","=""1s.3p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3501""","=""003002.000017""","=""003002.000066""",
C,2,"=""254.0390""","=""0.0020""","=""254.0410""","=""0.0010""","=""48""","=""2.01e+07""","=""1.95e-02""","=""-0.93""",B,"=""186466.03""","=""225817.93""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""5/2""",6,6,,"=""T5109LS""","=""L1176""","=""006002.000063""","=""006002.000147""",
C,2,"=""254.0880""","=""0.0020""","=""254.0895""","=""0.0012""","=""29""","=""1.20e+07""","=""2.32e-02""","=""-1.33""",B,"=""186427.37""","=""225771.76""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",2,4,,"=""T5109LS""","=""L1176""","=""006002.000061""","=""006002.000146""",
C,2,"=""""","=""""","=""254.1951""","=""0.0012""","=""""","=""3.82e+06""","=""3.70e-03""","=""-1.83""",B,"=""186443.71""","=""225771.76""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",4,4,,"=""T5109LS""","=""""","=""006002.000062""","=""006002.000146""",
C,2,"=""""","=""""","=""254.241""","=""0.003""","=""""","=""4.78e+06""","=""4.63e-03""","=""-2.03""",B,"=""186427.37""","=""225748.3""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",2,2,,"=""T5109LS""","=""""","=""006002.000061""","=""006002.000145""",
C,2,"=""254.345""","=""0.006""","=""254.3395""","=""0.0012""","=""53*""","=""1.29e+07""","=""8.34e-03""","=""-1.30""",B,"=""186466.03""","=""225771.76""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""3/2""",6,4,,"=""T5109LS""","=""L1176""","=""006002.000063""","=""006002.000146""",
C,2,"=""254.345""","=""0.006""","=""254.347""","=""0.003""","=""53*""","=""2.39e+07""","=""1.16e-02""","=""-1.33""",B,"=""186443.71""","=""225748.3""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",4,2,,"=""T5109LS""","=""L1176""","=""006002.000062""","=""006002.000145""",
C,2,"=""""","=""""","=""254.372""","=""0.004""","=""""","=""2.9e+04""","=""3.7e-05""","=""-3.65""",C,"=""195765.88""","=""235066.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).6p""","=""4D""","=""7/2""",6,8,,"=""T5109LS""","=""""","=""006002.000079""","=""006002.000191""",
C,2,"=""""","=""""","=""254.501""","=""0.004""","=""""","=""5.62e+05""","=""5.46e-04""","=""-2.36""",B,"=""195785.75""","=""235066.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).6p""","=""4D""","=""7/2""",8,8,,"=""T5109LS""","=""""","=""006002.000080""","=""006002.000191""",
C,2,"=""""","=""""","=""254.520""","=""0.008""","=""""","=""5.3e+04""","=""7.7e-05""","=""-3.51""",C,"=""195752.62""","=""235030.4""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).6p""","=""4D""","=""5/2""",4,6,,"=""T5109LS""","=""""","=""006002.000078""","=""006002.000190""",
C,2,"=""""","=""""","=""254.606""","=""0.008""","=""""","=""9.59e+05""","=""9.32e-04""","=""-2.25""",B,"=""195765.88""","=""235030.4""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).6p""","=""4D""","=""5/2""",6,6,,"=""T5109LS""","=""""","=""006002.000079""","=""006002.000190""",
C,2,"=""""","=""""","=""254.649""","=""0.010""","=""""","=""1.10e+06""","=""1.07e-03""","=""-2.37""",B,"=""195752.62""","=""235010.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).6p""","=""4D""","=""3/2""",4,4,,"=""T5109LS""","=""""","=""006002.000078""","=""006002.000189""",
C,2,"=""254.681""","=""0.004""","=""254.681""","=""0.004""","=""37h""","=""4.92e+06""","=""3.83e-03""","=""-1.42""",B,"=""195813.62""","=""235066.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).6p""","=""4D""","=""7/2""",10,8,,"=""T5109LS""","=""L1176""","=""006002.000081""","=""006002.000191""",
C,2,"=""254.735""","=""0.006""","=""254.735""","=""0.014""","=""29h*""","=""5.50e+06""","=""2.68e-03""","=""-1.97""",B,"=""195752.62""","=""234997.3""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).6p""","=""4D""","=""1/2""",4,2,,"=""T5109LS""","=""L1176""","=""006002.000078""","=""006002.000188""",
C,2,"=""254.735""","=""0.006""","=""254.735""","=""0.008""","=""29h*""","=""4.49e+06""","=""3.28e-03""","=""-1.58""",B,"=""195785.75""","=""235030.4""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).6p""","=""4D""","=""5/2""",8,6,,"=""T5109LS""","=""L1176""","=""006002.000080""","=""006002.000190""",
C,2,"=""254.735""","=""0.006""","=""254.735""","=""0.010""","=""29h*""","=""4.41e+06""","=""2.86e-03""","=""-1.77""",B,"=""195765.88""","=""235010.6""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).6p""","=""4D""","=""3/2""",6,4,,"=""T5109LS""","=""L1176""","=""006002.000079""","=""006002.000189""",
Li,2,"=""255.17""","=""""","=""255.170""","=""0.013""","=""24""","=""8.4872e+06""","=""2.7633e-03""","=""-2.08145""",AAA,"=""[561751.95]""","=""[600929.7]""","=""1s.3p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L7397""","=""003002.000017""","=""003002.000061""",
C,2,"=""255.4478""","=""0.0007""","=""255.4478""","=""0.0003""","=""49""","=""1.04e+07""","=""1.02e-02""","=""-1.4""",E,"=""175294.74""","=""214429.94""","=""2s2.5p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",4,4,,"=""K14""","=""L1176""","=""006002.000033""","=""006002.000100""",
C,2,"=""255.5660""","=""0.0020""","=""255.5668""","=""0.0005""","=""29""","=""8.5e+06""","=""8.3e-03""","=""-1.8""",E,"=""175287.36""","=""214404.34""","=""2s2.5p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",2,2,,"=""K14""","=""L1176""","=""006002.000032""","=""006002.000099""",
F,2,"=""255.611""","=""""","=""""","=""""","=""100""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L369""","=""""","=""""",
C,2,"=""255.6120""","=""0.0020""","=""255.6150""","=""0.0005""","=""22""","=""4.1e+06""","=""2.0e-03""","=""-2.1""",E,"=""175294.74""","=""214404.34""","=""2s2.5p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",4,2,,"=""K14""","=""L1176""","=""006002.000033""","=""006002.000099""",
Li,2,"=""""","=""""","=""255.6474""","=""0.0012""","=""""","=""5.317e+01""","=""2.606e-07""","=""-6.584""",AA,"=""[558777.01]""","=""[597881.65]""","=""1s.3s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""","=""003002.000009""","=""003002.000055""",
Li,2,"=""255.9""","=""""","=""255.29""","=""0.03""","=""""","=""1.2342e+07""","=""3.6386e-02""","=""-1.43906""",AAA,"=""[558777.01]""","=""[597936.4]""","=""1s.3s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L1614""","=""003002.000009""","=""003002.000051""",
Ne,2,"=""256.0541""","=""0.0010""","=""256.053084""","=""0.000020""","=""40""","=""""","=""""","=""""",,"=""279137.6053""","=""318180.3002""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",8,6,,"=""""","=""L1406""","=""010002.000031""","=""010002.000217""",
Ne,1,"=""256.179""","=""0.002""","=""256.1786""","=""0.0013""","=""80""","=""""","=""""","=""""",,"=""134041.8400""","=""173065.4""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).9p""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L3469""","=""010001.000002""","=""010001.000303""",
Ne,2,"=""256.1801""","=""0.0010""","=""256.179915""","=""0.000020""","=""140""","=""""","=""""","=""""",,"=""279137.6053""","=""318160.9720""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<2>).6f""","=""2[3]*""","=""7/2""",8,8,,"=""""","=""L1406""","=""010002.000031""","=""010002.000214""",
Ne,2,"=""256.2062""","=""0.0020""","=""256.205056""","=""0.000020""","=""140?bl""","=""""","=""""","=""""",,"=""279137.6053""","=""318157.1429""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<2>).6f""","=""2[4]*""","=""7/2""",8,8,,"=""""","=""L1406""","=""010002.000031""","=""010002.000213""",
Ne,2,"=""256.21230""","=""0.00006""","=""256.212219""","=""0.000020""","=""160bl""","=""""","=""""","=""""",,"=""279137.6053""","=""318156.0520""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p4.(3P<2>).6f""","=""2[4]*""","=""9/2""",8,10,,"=""""","=""L9088""","=""010002.000031""","=""010002.000212""",
Li,1,"=""256.231""","=""""","=""256.2312""","=""0.0009""","=""15*""","=""8.799e+05""","=""1.733e-03""","=""-2.4601""",AA,"=""0.00""","=""39015.56""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T6835""","=""L7397""","=""003001.000001""","=""003001.000018""",
Li,1,"=""256.231""","=""""","=""256.2312""","=""0.0009""","=""15*""","=""9.001e+05""","=""8.865e-04""","=""-2.7513""",AA,"=""0.00""","=""39015.56""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T6835""","=""L7397""","=""003001.000001""","=""003001.000017""",
Be,2,"=""256.29""","=""0.02""","=""256.291""","=""0.020""","=""5*""","=""""","=""""","=""""",,"=""1032653.6+x""","=""1071660+x""","=""1s.2s.3s""","=""4S""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000095""","=""004002.000123""",
Be,2,"=""256.29""","=""0.02""","=""256.291""","=""0.020""","=""5*""","=""""","=""""","=""""",,"=""1032653.6+x""","=""1071660+x""","=""1s.2s.3s""","=""4S""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000095""","=""004002.000124""",
Be,2,"=""256.29""","=""0.02""","=""256.291""","=""0.020""","=""5*""","=""""","=""""","=""""",,"=""1032653.6+x""","=""1071660+x""","=""1s.2s.3s""","=""4S""","=""3/2""","=""1s.2s.4p""","=""4P*""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000095""","=""004002.000125""",
Ne,2,"=""256.4423""","=""0.0010""","=""256.44142""","=""0.00004""","=""22""","=""""","=""""","=""""",,"=""279218.6416""","=""318202.217""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",6,4,,"=""""","=""L1406""","=""010002.000032""","=""010002.000234""",
Ne,2,"=""256.5858""","=""0.0010""","=""256.585682""","=""0.000020""","=""140""","=""""","=""""","=""""",,"=""279218.6416""","=""318180.3002""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",6,6,,"=""""","=""L1406""","=""010002.000032""","=""010002.000217""",
Ne,2,"=""256.7124""","=""0.0009""","=""256.710962""","=""0.000020""","=""180w*""","=""""","=""""","=""""",,"=""279218.6416""","=""318161.2874""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",6,6,,"=""""","=""L9088""","=""010002.000032""","=""010002.000215""",
Ne,2,"=""256.7124""","=""0.0009""","=""256.713041""","=""0.000020""","=""180w*""","=""""","=""""","=""""",,"=""279218.6416""","=""318160.9720""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<2>).6f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L9088""","=""010002.000032""","=""010002.000214""",
Ne,2,"=""256.73816""","=""0.00011""","=""256.738287""","=""0.000020""","=""140""","=""""","=""""","=""""",,"=""279218.6416""","=""318157.1429""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p4.(3P<2>).6f""","=""2[4]*""","=""7/2""",6,8,,"=""""","=""L9088""","=""010002.000032""","=""010002.000213""",
C,2,"=""257.057""","=""0.004""","=""257.057""","=""0.004""","=""37wh""","=""""","=""""","=""""",,"=""196581.94""","=""235472.2""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).6p""","=""4P""","=""5/2""",8,6,,"=""""","=""L1176,L22145""","=""006002.000085""","=""006002.000192""",
Ne,2,"=""257.1442""","=""0.0020""","=""257.14219""","=""0.00004""","=""80bl""","=""""","=""""","=""""",,"=""279324.8733""","=""318202.217""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",4,4,,"=""""","=""L1406""","=""010002.000033""","=""010002.000234""",
O,2,"=""257.1454""","=""""","=""257.1457""","=""""","=""11""","=""1.15e+07""","=""2.28e-02""","=""-1.341""",D,"=""214169.920""","=""253046.74""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",2,4,,"=""T5723LS""","=""L10621""","=""008002.000039""","=""008002.000090""",
Ne,2,"=""257.1464""","=""0.0020""","=""257.1456""","=""0.0013""","=""100bl""","=""""","=""""","=""""",,"=""279324.8733""","=""318201.7""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<2>).6f""","=""2[1]*""","=""1/2""",4,2,,"=""""","=""L1406""","=""010002.000033""","=""010002.000233""",
C,2,"=""257.176""","=""0.004""","=""257.176""","=""0.004""","=""29h""","=""""","=""""","=""""",,"=""196571.82""","=""235444.1""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).6p""","=""4P""","=""3/2""",6,4,,"=""""","=""L1176,L22145""","=""006002.000084""","=""006002.000228""",
Ne,2,"=""257.2900""","=""0.0010""","=""257.29012""","=""0.00003""","=""140""","=""""","=""""","=""""",,"=""279324.8733""","=""318179.865""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<2>).6f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L1406""","=""010002.000033""","=""010002.000216""",
Ne,2,"=""257.41299""","=""0.00011""","=""257.413205""","=""0.000021""","=""140""","=""""","=""""","=""""",,"=""279324.8733""","=""318161.2874""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L9088""","=""010002.000033""","=""010002.000215""",
Ne,1,"=""257.455""","=""0.002""","=""257.4553""","=""0.0020""","=""80*""","=""""","=""""","=""""",,"=""134041.8400""","=""172871.9""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).11p""","=""2[3/2]""","=""1""",5,3,,"=""""","=""L3469""","=""010001.000002""","=""010001.000284""",
Ne,1,"=""257.455""","=""0.002""","=""257.4553""","=""0.0020""","=""80*""","=""""","=""""","=""""",,"=""134041.8400""","=""172871.9""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).11p""","=""2[3/2]""","=""2""",5,5,,"=""""","=""L3469""","=""010001.000002""","=""010001.000283""",
