espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
F II,"=""2s2.2p3.(4S*).5g""","=""5G*""","=""3""",7.0,"=""""","=""32.792697""","=""""","=""""",,"=""009002.000104""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""5G*""","=""4""",9.0,"=""""","=""32.792697""","=""""","=""""",,"=""009002.000105""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""5G*""","=""5""",11.0,"=""""","=""32.792697""","=""""","=""""",,"=""009002.000106""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""5G*""","=""6""",13.0,"=""""","=""32.792697""","=""""","=""""",,"=""009002.000107""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""3G*""","=""3""",7.0,"=""""","=""32.792706""","=""""","=""""",,"=""009002.000108""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""3G*""","=""4""",9.0,"=""""","=""32.792706""","=""""","=""""",,"=""009002.000109""","=""""",
F II,"=""2s2.2p3.(4S*).5g""","=""3G*""","=""5""",11.0,"=""""","=""32.792706""","=""""","=""""",,"=""009002.000110""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3F*""","=""2""",5.0,"=""""","=""32.849947""","=""""","=""""",,"=""009002.000111""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3F*""","=""3""",7.0,"=""""","=""32.850641""","=""""","=""""",,"=""009002.000112""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3F*""","=""4""",9.0,"=""""","=""32.851557""","=""""","=""""",,"=""009002.000113""","=""""",
F II,"=""2s2.2p3.(4S*).6s""","=""5S*""","=""2""",5.0,"=""""","=""32.852003""","=""""","=""""",,"=""009002.000114""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""1S*""","=""0""",1.0,"=""""","=""32.855101""","=""""","=""""",,"=""009002.000115""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3G*""","=""5""",11.0,"=""""","=""32.887508""","=""""","=""""",,"=""009002.000116""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3G*""","=""4""",9.0,"=""""","=""32.888962""","=""""","=""""",,"=""009002.000117""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3G*""","=""3""",7.0,"=""""","=""32.891628""","=""""","=""""",,"=""009002.000118""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""1G*""","=""4""",9.0,"=""""","=""32.894215""","=""""","=""""",,"=""009002.000119""","=""""",
F II,"=""2s2.2p3.(4S*).6s""","=""3S*""","=""1""",3.0,"=""""","=""32.900144""","=""""","=""""",,"=""009002.000120""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3D*""","=""3""",7.0,"=""""","=""32.914372""","=""""","=""""",,"=""009002.000121""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3D*""","=""2""",5.0,"=""""","=""32.917608""","=""""","=""""",,"=""009002.000122""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3D*""","=""1""",3.0,"=""""","=""32.919859""","=""""","=""""",,"=""009002.000123""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""",5.0,"=""""","=""33.013286""","=""""","=""""",,"=""009002.000124""","=""""",
F II,"=""2s2.2p3.(2P*).3p""","=""1S""","=""0""",1.0,"=""""","=""33.021790""","=""""","=""""",,"=""009002.000125""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""",3.0,"=""""","=""33.024505""","=""""","=""""",,"=""009002.000126""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",5.0,"=""""","=""33.036071""","=""""","=""""",,"=""009002.000127""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",3.0,"=""""","=""33.041633""","=""""","=""""",,"=""009002.000128""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""3P*""","=""0""",1.0,"=""""","=""33.043826""","=""""","=""""",,"=""009002.000129""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""1F*""","=""3""",7.0,"=""""","=""33.047800""","=""""","=""""",,"=""009002.000130""","=""""",
F II,"=""2s2.2p3.(4S*).6p""","=""5P""","=""1""",3.0,"=""""","=""33.092916""","=""""","=""""",,"=""009002.000131""","=""""",
F II,"=""2s2.2p3.(4S*).6p""","=""5P""","=""2""",5.0,"=""""","=""33.093038""","=""""","=""""",,"=""009002.000132""","=""""",
F II,"=""2s2.2p3.(4S*).6p""","=""5P""","=""3""",7.0,"=""""","=""33.093234""","=""""","=""""",,"=""009002.000133""","=""""",
F II,"=""2s2.2p3.(2D*).3d""","=""1P*""","=""1""",3.0,"=""""","=""33.153367""","=""""","=""""",,"=""009002.000134""","=""""",
F II,"=""2s2.2p3.(4S*).6p""","=""3P""","=""2""",5.0,"=""""","=""33.172029""","=""""","=""""",,"=""009002.000135""","=""""",
F II,"=""2s2.2p3.(4S*).6p""","=""3P""","=""1""",3.0,"=""""","=""33.172462""","=""""","=""""",,"=""009002.000136""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""4""",9.0,"=""""","=""33.41315""","=""""","=""""",,"=""009002.000137""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""3""",7.0,"=""""","=""33.41315""","=""""","=""""",,"=""009002.000138""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""5D*""","=""2""",5.0,"=""""","=""33.41315""","=""""","=""""",,"=""009002.000139""","=""""",
F II,"=""2s2.2p3.(2D*).4s""","=""3D*""","=""3""",7.0,"=""""","=""33.419813""","=""""","=""""",,"=""009002.000140""","=""""",
F II,"=""2s2.2p3.(2D*).4s""","=""3D*""","=""2""",5.0,"=""""","=""33.421668""","=""""","=""""",,"=""009002.000141""","=""""",
F II,"=""2s2.2p3.(2D*).4s""","=""3D*""","=""1""",3.0,"=""""","=""33.422872""","=""""","=""""",,"=""009002.000142""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""3""",7.0,"=""""","=""33.442717""","=""""","=""""",,"=""009002.000143""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""2""",5.0,"=""""","=""33.442988""","=""""","=""""",,"=""009002.000144""","=""""",
F II,"=""2s2.2p3.(4S*).6d""","=""3D*""","=""1""",3.0,"=""""","=""33.443100""","=""""","=""""",,"=""009002.000145""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""5F""","=""1""",3.0,"=""""","=""33.455237""","=""""","=""""",,"=""009002.000146""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""5F""","=""2""",5.0,"=""""","=""33.455237""","=""""","=""""",,"=""009002.000147""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""5F""","=""3""",7.0,"=""""","=""33.455237""","=""""","=""""",,"=""009002.000148""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""5F""","=""4""",9.0,"=""""","=""33.455237""","=""""","=""""",,"=""009002.000149""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""5F""","=""5""",11.0,"=""""","=""33.455237""","=""""","=""""",,"=""009002.000150""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""3F""","=""2""",5.0,"=""""","=""33.455597""","=""""","=""""",,"=""009002.000151""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""3F""","=""3""",7.0,"=""""","=""33.455597""","=""""","=""""",,"=""009002.000152""","=""""",
F II,"=""2s2.2p3.(4S*).6f""","=""3F""","=""4""",9.0,"=""""","=""33.455597""","=""""","=""""",,"=""009002.000153""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""2""",5.0,"=""""","=""33.458284""","=""""","=""""",,"=""009002.000154""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""3""",7.0,"=""""","=""33.458284""","=""""","=""""",,"=""009002.000155""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""4""",9.0,"=""""","=""33.458284""","=""""","=""""",,"=""009002.000156""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""5""",11.0,"=""""","=""33.458284""","=""""","=""""",,"=""009002.000157""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""5G*""","=""6""",13.0,"=""""","=""33.458284""","=""""","=""""",,"=""009002.000158""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""3""",7.0,"=""""","=""33.458285""","=""""","=""""",,"=""009002.000159""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""4""",9.0,"=""""","=""33.458285""","=""""","=""""",,"=""009002.000160""","=""""",
F II,"=""2s2.2p3.(4S*).6g""","=""3G*""","=""5""",11.0,"=""""","=""33.458285""","=""""","=""""",,"=""009002.000161""","=""""",
F II,"=""2s2.2p3.(4S*).7s""","=""5S*""","=""2""",5.0,"=""""","=""33.493520""","=""""","=""""",,"=""009002.000162""","=""""",
F II,"=""2s2.2p3.(4S*).7s""","=""3S*""","=""1""",3.0,"=""""","=""33.522074""","=""""","=""""",,"=""009002.000163""","=""""",
F II,"=""2s2.2p3.(2D*).4s""","=""1D*""","=""2""",5.0,"=""""","=""33.538754""","=""""","=""""",,"=""009002.000164""","=""""",
F II,"=""2s2.2p3.(4S*).7p""","=""5P""","=""1""",3.0,"=""""","=""33.635828""","=""""","=""""",,"=""009002.000165""","=""""",
F II,"=""2s2.2p3.(4S*).7p""","=""5P""","=""2""",5.0,"=""""","=""33.635901""","=""""","=""""",,"=""009002.000166""","=""""",
F II,"=""2s2.2p3.(4S*).7p""","=""5P""","=""3""",7.0,"=""""","=""33.636019""","=""""","=""""",,"=""009002.000167""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""5F""","=""1""",3.0,"=""""","=""33.857631""","=""""","=""""",,"=""009002.000168""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""5F""","=""2""",5.0,"=""""","=""33.857631""","=""""","=""""",,"=""009002.000169""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""5F""","=""3""",7.0,"=""""","=""33.857631""","=""""","=""""",,"=""009002.000170""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""5F""","=""4""",9.0,"=""""","=""33.857631""","=""""","=""""",,"=""009002.000171""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""5F""","=""5""",11.0,"=""""","=""33.857631""","=""""","=""""",,"=""009002.000172""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""3F""","=""2""",5.0,"=""""","=""33.857766""","=""""","=""""",,"=""009002.000173""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""3F""","=""3""",7.0,"=""""","=""33.857766""","=""""","=""""",,"=""009002.000174""","=""""",
F II,"=""2s2.2p3.(4S*).7f""","=""3F""","=""4""",9.0,"=""""","=""33.857766""","=""""","=""""",,"=""009002.000175""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""3G*""","=""3""",7.0,"=""""","=""33.859573""","=""""","=""""",,"=""009002.000176""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""3G*""","=""4""",9.0,"=""""","=""33.859573""","=""""","=""""",,"=""009002.000177""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""3G*""","=""5""",11.0,"=""""","=""33.859573""","=""""","=""""",,"=""009002.000178""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""5G*""","=""2""",5.0,"=""""","=""33.859620""","=""""","=""""",,"=""009002.000179""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""5G*""","=""3""",7.0,"=""""","=""33.859620""","=""""","=""""",,"=""009002.000180""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""5G*""","=""4""",9.0,"=""""","=""33.859620""","=""""","=""""",,"=""009002.000181""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""5G*""","=""5""",11.0,"=""""","=""33.859620""","=""""","=""""",,"=""009002.000182""","=""""",
F II,"=""2s2.2p3.(4S*).7g""","=""5G*""","=""6""",13.0,"=""""","=""33.859620""","=""""","=""""",,"=""009002.000183""","=""""",
F II,"=""2s2.2p3.(4S*).8f""","=""5F""","=""1""",3.0,"=""""","=""34.118727""","=""""","=""""",,"=""009002.000184""","=""""",
F II,"=""2s2.2p3.(4S*).8f""","=""5F""","=""2""",5.0,"=""""","=""34.118727""","=""""","=""""",,"=""009002.000185""","=""""",
F II,"=""2s2.2p3.(4S*).8f""","=""5F""","=""3""",7.0,"=""""","=""34.118727""","=""""","=""""",,"=""009002.000186""","=""""",
F II,"=""2s2.2p3.(4S*).8f""","=""5F""","=""4""",9.0,"=""""","=""34.118727""","=""""","=""""",,"=""009002.000187""","=""""",
F II,"=""2s2.2p3.(4S*).8f""","=""5F""","=""5""",11.0,"=""""","=""34.118727""","=""""","=""""",,"=""009002.000188""","=""""",
F II,"=""2s2.2p3.(4S*).8g""","=""5G*""","=""2""",5.0,"=""""","=""34.120092""","=""""","=""""",,"=""009002.000189""","=""""",
F II,"=""2s2.2p3.(4S*).8g""","=""5G*""","=""3""",7.0,"=""""","=""34.120092""","=""""","=""""",,"=""009002.000190""","=""""",
F II,"=""2s2.2p3.(4S*).8g""","=""5G*""","=""4""",9.0,"=""""","=""34.120092""","=""""","=""""",,"=""009002.000191""","=""""",
F II,"=""2s2.2p3.(4S*).8g""","=""5G*""","=""5""",11.0,"=""""","=""34.120092""","=""""","=""""",,"=""009002.000192""","=""""",
F II,"=""2s2.2p3.(4S*).8g""","=""5G*""","=""6""",13.0,"=""""","=""34.120092""","=""""","=""""",,"=""009002.000193""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""1P""","=""1""",3.0,"=""""","=""34.367039""","=""""","=""""",,"=""009002.000194""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3D""","=""3""",7.0,"=""""","=""34.407822""","=""""","=""""",,"=""009002.000195""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3D""","=""1""",3.0,"=""""","=""34.408142""","=""""","=""""",,"=""009002.000196""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3D""","=""2""",5.0,"=""""","=""34.408315""","=""""","=""""",,"=""009002.000197""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3F""","=""4""",9.0,"=""""","=""34.452934""","=""""","=""""",,"=""009002.000198""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3F""","=""3""",7.0,"=""""","=""34.454293""","=""""","=""""",,"=""009002.000199""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3F""","=""2""",5.0,"=""""","=""34.455555""","=""""","=""""",,"=""009002.000200""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""1F""","=""3""",7.0,"=""""","=""34.487347""","=""""","=""""",,"=""009002.000201""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3P""","=""2""",5.0,"=""""","=""34.513235""","=""""","=""""",,"=""009002.000202""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3P""","=""1""",3.0,"=""""","=""34.516844""","=""""","=""""",,"=""009002.000203""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""3P""","=""0""",1.0,"=""""","=""34.519206""","=""""","=""""",,"=""009002.000204""","=""""",
F II,"=""2s2.2p3.(2D*).4p""","=""1D""","=""2""",5.0,"=""""","=""34.746598""","=""""","=""""",,"=""009002.000205""","=""""",
F II,"=""F III (2p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""""","=""34.97081""","=""""","=""0.00012""",,"=""009002.Lim001""","=""L369""",
F II,"=""2s2.2p3.(2P*).3d""","=""3F*""","=""4""",9.0,"=""""","=""35.031084""","=""""","=""""",,"=""009002.000207""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3F*""","=""3""",7.0,"=""""","=""35.034102""","=""""","=""""",,"=""009002.000208""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3F*""","=""2""",5.0,"=""""","=""35.036262""","=""""","=""""",,"=""009002.000209""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""1D*""","=""2""",5.0,"=""""","=""35.059630""","=""""","=""""",,"=""009002.000210""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3P*""","=""0""",1.0,"=""""","=""35.074667""","=""""","=""""",,"=""009002.000211""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3P*""","=""1""",3.0,"=""""","=""35.076684""","=""""","=""""",,"=""009002.000212""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3P*""","=""2""",5.0,"=""""","=""35.080953""","=""""","=""""",,"=""009002.000213""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",3.0,"=""""","=""35.131391""","=""""","=""""",,"=""009002.000214""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",5.0,"=""""","=""35.131877""","=""""","=""""",,"=""009002.000215""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",7.0,"=""""","=""35.133961""","=""""","=""""",,"=""009002.000216""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""1F*""","=""3""",7.0,"=""""","=""35.138318""","=""""","=""""",,"=""009002.000217""","=""""",
F II,"=""2s2.2p3.(2P*).3d""","=""1P*""","=""1""",3.0,"=""""","=""35.239432""","=""""","=""""",,"=""009002.000218""","=""""",
F II,"=""2s2.2p3.(2P*).4s""","=""3P*""","=""2""",5.0,"=""""","=""35.546428""","=""""","=""""",,"=""009002.000219""","=""""",
F II,"=""2s2.2p3.(2P*).4s""","=""3P*""","=""1""",3.0,"=""""","=""35.547031""","=""""","=""""",,"=""009002.000220""","=""""",
F II,"=""2s2.2p3.(2P*).4s""","=""3P*""","=""0""",1.0,"=""""","=""35.547377""","=""""","=""""",,"=""009002.000221""","=""""",
F II,"=""2s2.2p3.(2D*).4d""","=""3G*""","=""5""",11.0,"=""""","=""35.663968""","=""""","=""""",,"=""009002.000222""","=""""",
F II,"=""2s2.2p3.(2D*).4d""","=""3G*""","=""4""",9.0,"=""""","=""35.665145""","=""""","=""""",,"=""009002.000223""","=""""",
F II,"=""2s2.2p3.(2D*).4d""","=""3G*""","=""3""",7.0,"=""""","=""35.665309""","=""""","=""""",,"=""009002.000224""","=""""",
F II,"=""2s2.2p3.(2D*).4d""","=""1G*""","=""4""",9.0,"=""""","=""35.669904""","=""""","=""""",,"=""009002.000225""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[9/2]""","=""5""",11.0,"=""""","=""35.785146""","=""""","=""""",,"=""009002.000226""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[9/2]""","=""4""",9.0,"=""""","=""35.785603""","=""""","=""""",,"=""009002.000230""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[7/2]""","=""4""",9.0,"=""""","=""35.785228""","=""""","=""""",,"=""009002.000227""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[7/2]""","=""3""",7.0,"=""""","=""35.785450""","=""""","=""""",,"=""009002.000229""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[3/2]""","=""2""",5.0,"=""""","=""35.785383""","=""""","=""""",,"=""009002.000228""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[3/2]""","=""1""",3.0,"=""""","=""35.785692""","=""""","=""""",,"=""009002.000231""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[5/2]""","=""2""",5.0,"=""""","=""35.786064""","=""""","=""""",,"=""009002.000232""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[5/2]""","=""3""",7.0,"=""""","=""35.786132""","=""""","=""""",,"=""009002.000233""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[11/2]""","=""5""",11.0,"=""""","=""35.786648""","=""""","=""""",,"=""009002.000234""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[11/2]""","=""6""",13.0,"=""""","=""35.786664""","=""""","=""""",,"=""009002.000235""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[1/2]""","=""1""",3.0,"=""""","=""35.786904""","=""""","=""""",,"=""009002.000236""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[1/2]""","=""0""",1.0,"=""""","=""35.787045""","=""""","=""""",,"=""009002.000237""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[7/2]""","=""3""",7.0,"=""""","=""35.788534""","=""""","=""""",,"=""009002.000238""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[7/2]""","=""4""",9.0,"=""""","=""35.788748""","=""""","=""""",,"=""009002.000239""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[5/2]""","=""2""",5.0,"=""""","=""35.789723""","=""""","=""""",,"=""009002.000240""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[5/2]""","=""3""",7.0,"=""""","=""35.789868""","=""""","=""""",,"=""009002.000241""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[9/2]""","=""5""",11.0,"=""""","=""35.790949""","=""""","=""""",,"=""009002.000242""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[9/2]""","=""4""",9.0,"=""""","=""35.790961""","=""""","=""""",,"=""009002.000243""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[3/2]""","=""1""",3.0,"=""""","=""35.792080""","=""""","=""""",,"=""009002.000244""","=""""",
F II,"=""2s2.2p3.(2D*).4f""","=""2[3/2]""","=""2""",5.0,"=""""","=""35.792285""","=""""","=""""",,"=""009002.000245""","=""""",
F II,"=""2s2.2p3.(2P*).4s""","=""1P*""","=""1""",3.0,"=""""","=""35.859172""","=""""","=""""",,"=""009002.000246""","=""""",
F II,"=""2s2.2p3.(2D*).5s""","=""3D*""","=""3""",7.0,"=""""","=""35.919007""","=""""","=""""",,"=""009002.000247""","=""""",
F II,"=""2s2.2p3.(2D*).5s""","=""3D*""","=""2""",5.0,"=""""","=""35.91949""","=""""","=""""",,"=""009002.000248""","=""""",
F II,"=""2s2.2p3.(2D*).5s""","=""1D*""","=""2""",5.0,"=""""","=""35.973080""","=""""","=""""",,"=""009002.000249""","=""""",
F II,"=""2s2.2p3.(2P*).4p""","=""3D""","=""3""",7.0,"=""""","=""36.608920""","=""""","=""""",,"=""009002.000250""","=""""",
F II,"=""2s2.2p3.(2P*).4p""","=""3D""","=""2""",5.0,"=""""","=""36.609568""","=""""","=""""",,"=""009002.000251""","=""""",
F II,"=""2s2.2p3.(2P*).4p""","=""3D""","=""1""",3.0,"=""""","=""36.609816""","=""""","=""""",,"=""009002.000252""","=""""",
F II,"=""2s2.2p3.(2P*).4p""","=""1P""","=""1""",3.0,"=""""","=""36.648317""","=""""","=""""",,"=""009002.000253""","=""""",
F II,"=""2s2.2p3.(2P*).4p""","=""1D""","=""2""",5.0,"=""""","=""36.795689""","=""""","=""""",,"=""009002.000254""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[9/2]""","=""5""",11.0,"=""""","=""37.01391""","=""""","=""""",,"=""009002.000255""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[9/2]""","=""4""",9.0,"=""""","=""37.01398""","=""""","=""""",,"=""009002.000256""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[3/2]""","=""2""",5.0,"=""""","=""37.01404""","=""""","=""""",,"=""009002.000257""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[3/2]""","=""1""",3.0,"=""""","=""37.01429""","=""""","=""""",,"=""009002.000259""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[7/2]""","=""3""",7.0,"=""""","=""37.01409""","=""""","=""""",,"=""009002.000258""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[7/2]""","=""4""",9.0,"=""""","=""37.01465""","=""""","=""""",,"=""009002.000260""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[11/2]""","=""5""",11.0,"=""""","=""37.01499""","=""""","=""""",,"=""009002.000261""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[11/2]""","=""6""",13.0,"=""""","=""37.01501""","=""""","=""""",,"=""009002.000262""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[5/2]""","=""3""",7.0,"=""""","=""37.01504""","=""""","=""""",,"=""009002.000263""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[5/2]""","=""2""",5.0,"=""""","=""37.01506""","=""""","=""""",,"=""009002.000264""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[1/2]""","=""1""",3.0,"=""""","=""37.01532""","=""""","=""""",,"=""009002.000265""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[1/2]""","=""0""",1.0,"=""""","=""37.01537""","=""""","=""""",,"=""009002.000266""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[7/2]""","=""3""",7.0,"=""""","=""37.01763""","=""""","=""""",,"=""009002.000267""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[7/2]""","=""4""",9.0,"=""""","=""37.01778""","=""""","=""""",,"=""009002.000268""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[5/2]""","=""2""",5.0,"=""""","=""37.01863""","=""""","=""""",,"=""009002.000269""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[5/2]""","=""3""",7.0,"=""""","=""37.01873""","=""""","=""""",,"=""009002.000270""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[9/2]""","=""5""",11.0,"=""""","=""37.01916""","=""""","=""""",,"=""009002.000271""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[9/2]""","=""4""",9.0,"=""""","=""37.01918""","=""""","=""""",,"=""009002.000272""","=""""",
F II,"=""2s2.2p3.(2D*).5g""","=""2[13/2]*""","=""7""",15.0,"=""""","=""37.01926""","=""""","=""""",,"=""009002.000273""","=""""",
F II,"=""2s2.2p3.(2D*).5g""","=""2[13/2]*""","=""6""",13.0,"=""""","=""37.01926""","=""""","=""""",,"=""009002.000274""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[3/2]""","=""1""",3.0,"=""""","=""37.02050""","=""""","=""""",,"=""009002.000275""","=""""",
F II,"=""2s2.2p3.(2D*).5f""","=""2[3/2]""","=""2""",5.0,"=""""","=""37.02059""","=""""","=""""",,"=""009002.000276""","=""""",
F II,"=""2s2.2p3.(2D*).5g""","=""2[11/2]*""","=""6""",13.0,"=""""","=""37.02355""","=""""","=""""",,"=""009002.000277""","=""""",
F II,"=""2s2.2p3.(2D*).5g""","=""2[11/2]*""","=""5""",11.0,"=""""","=""37.02355""","=""""","=""""",,"=""009002.000278""","=""""",
F II,"=""2s2.2p3.(2P*).4f""","=""a""","=""3""",7.0,"=""""","=""37.951302""","=""""","=""""",,"=""009002.000279""","=""""",
F II,"=""2s2.2p3.(2P*).4f""","=""a""","=""5""",11.0,"=""""","=""37.951577""","=""""","=""""",,"=""009002.000280""","=""""",
F II,"=""2s2.2p3.(2P*).4f""","=""a""","=""4""",9.0,"=""""","=""37.951776""","=""""","=""""",,"=""009002.000281""","=""""",
F II,"=""2s2.2p3.(2P*).4f""","=""a""","=""2""",5.0,"=""""","=""37.952416""","=""""","=""""",,"=""009002.000282""","=""""",
